Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M7135,MA1AB100000000135,WO10135,Hatch Z,GA-2,STN-03,2026-03-01 08:48,ENG-1282,SUP-004,EMP382,TL-053,A,MC-104,No,448,0,,480,451,0.85,505,11,494,29
M7136,MA1AB100000000136,WO10136,Sedan X,GA-1,STN-04,2026-03-01 08:50,ENG-1484,SUP-031,EMP178,TL-064,C,MC-102,No,431,0,,480,466,0.88,450,3,447,14
M7137,MA1AB100000000137,WO10137,Hatch Z,PAINT-1,STN-04,2026-03-01 08:51,ENG-1427,SUP-124,EMP341,TL-032,,MC-104,No,428,0,,480,421,1.18,462,10,452,59
M7138,MA1AB100000000138,WO10138,Hatch Z,GA-2,STN-04,2026-03-01 08:52,ENG-1097,SUP-154,EMP360,TL-096,B,MC-101,No,462,0,,480,450,0.89,509,0,509,30
M7139,MA1AB100000000139,WO10139,Sedan X,PAINT-1,Stn-03,2026-03-01 08:53,ENG-1404,SUP-107,EMP274,TL-999,C,MC-103,No,467,0,,480,422,1.05,493,6,487,58
M7140,MA1AB100000000140,WO10140,Sedan X,PAINT-1, stn-05 ,2026-03-01 08:55,ENG-1152,SUP-151,EMP396,TL-085,,MC-105,No,425,0,,480,439,1.16,557,6,551,41
M7141,MA1AB100000000141,WO10141,Sedan X,TRIM-1,STN-05,2026-03-01 08:56,ENG-1247,SUP-089,EMP270,TL-071,,MC-102,No,445,0,,480,465,1.08,596,8,588,15
M7142,MA1AB100000000142,WO10142,SUV Pro,PAINT-1,Stn-03,2026-03-01 08:57,ENG-1096,SUP-179,EMP222,TL-074,,MC-105,No,424,0,,480,474,1.11,509,5,504,6
M7143,MA1AB100000000143,WO10143,Sedan X,TRIM-1,STN-01,2026-03-01 08:58,ENG-1162,SUP-191,EMP342,TL-091,,MC-101,No,450,0,,480,459,0.92,486,2,484,21
M7144,MA1AB100000000144,WO10144,SUV Pro,GA-2,STN-04,2026-03-01 09:00,ENG-1493,SUP-010,EMP164,TL-065,C,MC-103,No,421,0,,480,457,1.14,451,15,436,23
M7145,MA1AB100000000145,WO10145,Sedan X,TRIM-1,STN-01,2026-03-01 09:01, eng-1001 ,SUP-135,EMP333,TL-002,B,MC-105,No,453,0,,480,457,0.86,580,3,577,23
M7146,MA1AB100000000146,WO10146,SUV Pro,GA-2,STN-01,2026-03-01 09:02,ENG-1240,SUP-068,EMP273,TL-080,,MC-105,No,425,0,,480,445,0.96,569,0,569,35
M7147,MA1AB100000000147,WO10147,Hatch Z,GA-1,Stn-03,2026-03-01 09:03,ENG-1168,SUP-173,EMP373,TL-049,C,MC-102,No,459,0,,480,461,1.0,575,4,571,19
M7148,MA1AB100000000148,WO10148,Hatch Z,TRIM-1,Stn-03,2026-03-01 09:05,ENG-1277,SUP-010,EMP135,TL-031,C,MC-102,No,461,0,,480,430,1.08,458,12,446,50
M7149,MA1AB100000000149,WO10149,Sedan X,GA-1,STN-04,2026-03-01 09:06,ENG-1050,SUP-195,EMP151,TL-057,B,MC-103,No,444,0,,480,430,0.81,487,9,478,50
M7150,MA1AB100000000150,WO10150,Hatch Z,PAINT-1,STN-01,2026-03-01 09:07,ENG-1023,SUP-084,EMP128,TL-038,C,MC-102,No,435,0,,480,452,0.83,577,8,569,28
M7151,MA1AB100000000151,WO10151,SUV Pro,TRIM-1,STN-02,2026-03-01 09:08,ENG-1125,SUP-136,EMP310,TL-073,B,MC-105,No,448,0,,480,434,0.95,515,1,514,46
M7152,MA1AB100000000152,WO10152,Sedan X,GA-2,STN-01,2026-03-01 09:10,ENG-1312,SUP-098,EMP223,TL-064,B,MC-105,No,428,0,,480,420,0.86,568,3,565,60
M7153,MA1AB100000000153,WO10153,Sedan X,TRIM-1, stn-05 ,2026-03-01 09:11,ENG-1130,SUP-118,EMP230,TL-086,A,MC-101,No,430,0,,480,469,1.16,593,7,586,11
M7154,MA1AB100000000154,WO10154,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:12,ENG-1279,SUP-041,EMP137,TL-057,C,MC-105,Yes,462,60,F003,480,432,0.98,541,9,532,48
M7155,MA1AB100000000155,WO10155,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:13,ENG-1492,SUP-109,EMP228,TL-059,C,MC-103,No,449,0,,480,454,1.04,600,0,600,26
M7156,MA1AB100000000156,WO10156,Sedan X,TRIM-1,Stn-03,2026-03-01 09:15,ENG-1247,SUP-028,EMP221,TL-049,C,MC-104,No,454,0,,480,478,0.97,536,10,526,2
M7157,MA1AB100000000157,WO10157,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:16,ENG-1151,SUP-006,EMP302,TL-036,A,MC-101,No,455,0,,480,475,1.14,568,0,568,5
M7158,MA1AB100000000158,WO10158,Hatch Z,GA-1,STN-05,2026-03-01 09:17,ENG-1381,SUP-128,EMP246,TL-100,B,MC-101,No,480,0,,480,455,1.17,556,15,541,25
M7159,MA1AB100000000159,WO10159,Hatch Z,PAINT-1,STN-02,2026-03-01 09:18,ENG-1325,SUP-049,EMP228,TL-087,B,MC-103,No,431,0,,480,434,1.16,510,5,505,46
M7160,MA1AB100000000160,WO10160,Hatch Z,GA-1, stn-05 ,2026-03-01 09:20,ENG-1330,SUP-011,EMP258,TL-999,,MC-103,No,449,0,,480,445,0.83,545,6,539,35
M7161,MA1AB100000000161,WO10161,Sedan X,PAINT-1, stn-05 ,2026-03-01 09:21,ENG-1067,SUP-024,EMP251,TL-042,,MC-102,No,460,0,,480,452,1.04,569,5,564,28
M7162,MA1AB100000000162,WO10162,Sedan X,GA-2,STN-02,2026-03-01 09:22,ENG-1402,SUP-139,EMP287,TL-068,C,MC-101,No,447,0,,480,442,1.11,572,13,559,38
M7163,MA1AB100000000163,WO10163,Sedan X,PAINT-1,Stn-03,2026-03-01 09:23,ENG-1483,SUP-124,EMP251,TL-096,C,MC-102,No,460,0,,480,480,1.17,576,4,572,0
M7164,MA1AB100000000164,WO10164,Sedan X,TRIM-1,STN-01,2026-03-01 09:25,ENG-1072,SUP-194,EMP215,TL-087,,MC-105,No,478,0,,480,474,1.02,451,14,437,6
M7165,MA1AB100000000165,WO10165,Hatch Z,PAINT-1,STN-01,2026-03-01 09:26,ENG-1404,SUP-102,EMP107,TL-034,A,MC-101,No,454,0,,480,456,0.99,498,14,484,24
M7166,MA1AB100000000166,WO10166,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:27,ENG-1383,SUP-173,EMP234,TL-075,,MC-101,No,425,0,,480,442,0.87,535,4,531,38
M7167,MA1AB100000000167,WO10167,Hatch Z,PAINT-1,STN-01,2026-03-01 09:28,ENG-1345,SUP-060,EMP341,TL-004,C,MC-104,No,443,0,,480,449,0.8,499,11,488,31
M7168,MA1AB100000000168,WO10168,Hatch Z,GA-2, stn-05 ,2026-03-01 09:30,ENG-1032,SUP-163,EMP337,TL-090,C,MC-101,No,429,0,,480,478,0.81,475,3,472,2
M7169,MA1AB100000000169,WO10169,Hatch Z,TRIM-1,STN-01,2026-03-01 09:31,ENG-1071,SUP-012,EMP119,TL-039,,MC-105,No,420,0,,480,437,0.91,535,1,534,43
M7170,MA1AB100000000170,WO10170,Sedan X,GA-1,STN-02,2026-03-01 09:32,ENG-1454,SUP-138,EMP169,TL-050,,MC-102,No,468,0,,480,462,1.09,569,1,568,18
M7171,MA1AB100000000171,WO10171,SUV Pro,TRIM-1,STN-05,2026-03-01 09:33,ENG-1380,SUP-187,EMP179,TL-054,A,MC-102,No,442,0,,480,455,0.96,461,4,457,25
M7172,MA1AB100000000172,WO10172,SUV Pro,TRIM-1,STN-03,2026-03-01 09:35,ENG-1016,SUP-177,EMP289,TL-028,,MC-104,No,454,0,,480,458,1.02,497,11,486,22
M7173,MA1AB100000000173,WO10173,SUV Pro,GA-2,Stn-03,2026/03/01 09:36,ENG-1185,SUP-026,EMP288,TL-070,C,MC-105,Yes,479,77,F004,480,466,0.91,516,12,504,14
M7174,MA1AB100000000174,WO10174,Sedan X,TRIM-1,STN-03,2026-03-01 09:37,ENG-1097,SUP-032,EMP332,TL-012,B,MC-102,No,469,0,,480,420,1.19,590,2,588,60
M7175,MA1AB100000000175,WO10175,Hatch Z,GA-1,STN-01,2026-03-01 09:38,ENG-1402,SUP-086,EMP224,TL-017,B,MC-103,No,438,0,,480,444,1.17,512,10,502,36
M7176,MA1AB100000000176,WO10176,Sedan X,GA-2,STN-05,2026-03-01 09:40,ENG-1110,SUP-060,EMP268,TL-100,B,MC-105,No,470,0,,480,470,0.91,564,10,554,10
M7177,MA1AB100000000177,WO10177,Hatch Z,GA-1,STN-03,2026-03-01 09:41,ENG-1439,SUP-038,EMP166,TL-070,C,MC-105,Yes,443,39,F004,480,474,0.95,560,11,549,6
M7178,MA1AB100000000178,WO10178,Sedan X,GA-1, stn-05 ,2026-03-01 09:42,ENG-1443,SUP-007,EMP167,TL-002,C,MC-104,No,447,0,,480,472,0.84,482,2,480,8
M7179,MA1AB100000000179,WO10179,Sedan X,PAINT-1,STN-01,2026-03-01 09:43,ENG-1089,SUP-068,EMP126,TL-017,,MC-102,No,430,0,,480,476,0.96,494,1,493,4
M7180,MA1AB100000000180,WO10180,Hatch Z,GA-1, stn-05 ,2026-03-01 09:45,ENG-1032,SUP-122,EMP329,TL-100,C,MC-105,No,461,0,,480,480,0.9,460,8,452,0
M7181,MA1AB100000000181,WO10181,Hatch Z,GA-1,STN-04,2026-03-01 09:46,ENG-1257,SUP-057,EMP122,TL-094,C,MC-102,No,444,0,,480,467,1.09,580,4,576,13
M7182,MA1AB100000000182,WO10182,SUV Pro,GA-1,STN-01,2026-03-01 09:47,ENG-1245,SUP-103,EMP318,TL-088,A,MC-103,No,425,0,,480,452,0.93,595,15,580,28
M7183,MA1AB100000000183,WO10183,SUV Pro,TRIM-1,STN-01,2026-03-01 09:48,ENG-1460,SUP-021,EMP264,TL-078,B,MC-104,No,435,0,,480,471,1.07,530,8,522,9
M7184,MA1AB100000000184,WO10184,Sedan X,GA-2,STN-03,2026-03-01 09:50,ENG-1319,SUP-163,EMP399,TL-071,C,MC-103,No,471,0,,480,428,0.81,573,8,565,52
M7185,MA1AB100000000185,WO10185,SUV Pro,PAINT-1,STN-04,2026-03-01 09:51,ENG-1258,SUP-155,EMP320,TL-013,A,MC-104,No,471,0,,480,453,1.08,526,2,524,27
M7186,MA1AB100000000186,WO10186,Hatch Z,GA-2,STN-04,2026-03-01 09:52,ENG-1231,SUP-059,EMP311,TL-044,,MC-105,No,437,0,,480,469,1.05,591,4,587,11
M7187,MA1AB100000000187,WO10187,SUV Pro,TRIM-1, stn-05 ,2026-03-01 09:53,ENG-1048,SUP-081,EMP318,TL-041,C,MC-104,No,467,0,,480,455,0.92,515,10,505,25
M7188,MA1AB100000000188,WO10188,SUV Pro,GA-2, stn-05 ,2026-03-01 09:55,ENG-1472,SUP-122,EMP134,TL-012,A,MC-101,No,437,0,,480,433,1.11,521,4,517,47
M7189,MA1AB100000000189,WO10189,Sedan X,TRIM-1,STN-01,2026-03-01 09:56,ENG-1381,SUP-190,EMP290,TL-017,A,MC-102,No,474,0,,480,447,1.15,585,7,578,33
M7190,MA1AB100000000190,WO10190,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:57,ENG-1062,SUP-106,EMP281,TL-086,,MC-102,Yes,428,52,F001,480,480,1.16,578,14,564,0
M7191,MA1AB100000000191,WO10191,Hatch Z,GA-1,STN-03,2026-03-01 09:58,ENG-1307,SUP-080,EMP280,TL-014,B,MC-101,No,459,0,,480,423,1.08,546,13,533,57
M7192,MA1AB100000000192,WO10192,Sedan X,TRIM-1,STN-02,2026-03-01 10:00,ENG-1433,SUP-028,EMP279,TL-072,C,MC-103,No,464,0,,480,450,0.98,512,2,510,30
M7193,MA1AB100000000193,WO10193,Sedan X,PAINT-1,STN-05,2026-03-01 10:01,ENG-1115,SUP-110,EMP387,TL-099,A,MC-101,No,432,0,,480,475,1.03,583,7,576,5
M7194,MA1AB100000000194,WO10194,Hatch Z,PAINT-1,STN-01,2026-03-01 10:02,ENG-1092,SUP-070,EMP258,TL-044,C,MC-105,No,429,0,,480,443,1.1,507,8,499,37
M7195,MA1AB100000000195,WO10195,Sedan X,GA-2,Stn-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B,MC-105,Yes,454,17,F002,480,456,0.93,537,15,522,24
M7196,MA1AB100000000196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,,MC-102,No,438,0,,480,455,1.15,528,12,516,25
M7197,MA1AB100000000197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A,MC-105,No,465,0,,480,432,1.11,520,7,513,48
M7198,MA1AB100000000198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A,MC-102,No,420,0,,480,480,1.08,596,0,596,0
M7199,MA1AB100000000199,WO10199,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C,MC-101,No,429,0,,480,452,1.1,531,7,524,28
M7200,MA1AB100000000200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,,MC-101,Yes,433,58,F004,480,446,0.82,597,13,584,34
M7201,MA1AB100000000201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B,MC-101,No,471,0,,480,451,1.13,547,13,534,29
M7202,MA1AB100000000202,WO10202,SUV Pro,GA-2,Stn-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C,MC-102,No,443,0,,480,472,0.98,516,10,506,8
M7203,MA1AB100000000203,WO10203,Sedan X,GA-1,STN-04,2026-03-01 10:13,ENG-1382,SUP-111,EMP189,TL-017,,MC-101,No,470,0,,480,442,1.07,512,1,511,38
M7204,MA1AB100000000204,WO10204,Hatch Z,GA-2,STN-05,2026-03-01 10:15,ENG-1286,SUP-172,EMP281,TL-010,,MC-101,Yes,425,33,F001,480,446,1.06,471,3,468,34
M7205,MA1AB100000000205,WO10205,Hatch Z,GA-1,STN-04,2026-03-01 10:16,ENG-1009,SUP-118,EMP139,TL-041,,MC-103,No,445,0,,480,442,0.97,576,0,576,38
M7206,MA1AB100000000206,WO10206,Hatch Z,TRIM-1, stn-05 ,2026-03-01 10:17,ENG-1327,SUP-107,EMP248,TL-015,,MC-101,Yes,450,38,F002,480,420,1.09,492,0,492,60
M7207,MA1AB100000000207,WO10207,Sedan X,PAINT-1,STN-02,2026-03-01 10:18,ENG-1410,SUP-159,EMP335,TL-089,C,MC-105,No,436,0,,480,454,1.14,545,8,537,26
M7208,MA1AB100000000208,WO10208,Sedan X,TRIM-1,Stn-03,2026-03-01 10:20,ENG-1054,SUP-063,EMP323,TL-076,,MC-102,No,473,0,,480,454,1.2,590,12,578,26
M7209,MA1AB100000000209,WO10209,Hatch Z,GA-1,STN-04,2026-03-01 10:21,ENG-1445,SUP-080,EMP273,TL-029,C,MC-103,Yes,469,46,F004,480,459,0.81,597,3,594,21
M7210,MA1AB100000000210,WO10210,Sedan X,GA-1,STN-05,2026-03-01 10:22,ENG-1324,SUP-030,EMP371,TL-066,B,MC-104,No,448,0,,480,470,1.17,490,11,479,10
M7211,MA1AB100000000211,WO10211,SUV Pro,PAINT-1, stn-05 ,2026-03-01 10:70,ENG-1490,SUP-166,EMP175,TL-031,A,MC-102,No,422,0,,480,459,1.11,588,6,582,21
M7212,MA1AB100000000212,WO10212,Sedan X,PAINT-1,STN-02,2026-03-01 10:25,ENG-1088,SUP-155,EMP178,TL-098,A,MC-105,No,467,0,,480,441,1.04,470,13,457,39
M7213,MA1AB100000000213,WO10213,Sedan X,TRIM-1,STN-04,2026-03-01 10:26,ENG-1386,SUP-145,EMP396,TL-058,C,MC-102,No,453,0,,480,449,1.1,563,2,561,31
M7214,MA1AB100000000214,WO10214,Hatch Z,PAINT-1,STN-02,2026-03-01 10:27,ENG-1225,SUP-018,EMP340,TL-057,C,MC-105,No,433,0,,480,458,0.94,572,15,557,22
M7215,MA1AB100000000215,WO10215,SUV Pro,GA-1,STN-03,2026-03-01 10:28,ENG-1259,SUP-019,EMP258,TL-060,,MC-105,No,463,0,,480,421,0.96,543,4,539,59
M7216,MA1AB100000000216,WO10216,Sedan X,GA-1,STN-03,2026-03-01 10:30,ENG-1425,SUP-074,EMP139,TL-083,A,MC-104,No,479,0,,480,471,0.82,531,6,525,9
M7217,MA1AB100000000217,WO10217,Hatch Z,TRIM-1,STN-04,2026-03-01 10:31,ENG-1297,SUP-142,EMP121,TL-058,B,MC-102,No,460,0,,480,434,1.17,469,1,468,46
M7218,MA1AB100000000218,WO10218,SUV Pro,TRIM-1,STN-05,2026-03-01 10:32,ENG-1077,SUP-016,EMP330,TL-014,C,MC-104,No,467,0,,480,460,1.12,587,3,584,20
M7219,MA1AB100000000219,WO10219,Hatch Z,GA-1,STN-05,2026-03-01 10:33,ENG-1330,SUP-045,EMP120,TL-032,,MC-104,No,453,0,,480,431,1.01,582,11,571,49
M7220,MA1AB100000000220,WO10220,SUV Pro,GA-2,STN-03,2026-03-01 10:35,ENG-1190,SUP-073,EMP298,TL-053,C,MC-102,No,450,0,,480,455,1.05,505,11,494,25
M7221,MA1AB100000000221,WO10221,Hatch Z,GA-1,Stn-03,2026-03-01 10:36,ENG-1323,SUP-166,EMP271,TL-009,C,MC-101,No,432,0,,480,457,1.13,506,3,503,23
M7222,MA1AB100000000222,WO10222,Sedan X,TRIM-1,STN-03,2026-03-01 10:37,ENG-1129,,EMP176,TL-043,A,MC-101,No,423,0,,480,431,0.87,487,15,472,49
M7223,MA1AB100000000223,WO10223,Hatch Z,GA-2,STN-03,2026-03-01 10:38,ENG-1158,SUP-168,EMP300,TL-017,A,MC-104,No,433,0,,480,475,1.03,540,9,531,5
M7224,MA1AB100000000224,WO10224,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:40,ENG-1405,SUP-085,EMP165,TL-086,A,MC-103,No,435,0,,480,425,1.09,537,10,527,55
M7225,MA1AB100000000225,WO10225,Hatch Z,TRIM-1,STN-05,2026-03-01 10:41,ENG-1185,SUP-005,EMP285,TL-040,B,MC-104,No,440,0,,480,471,1.03,588,0,588,9
M7226,MA1AB100000000226,WO10226,Sedan X,PAINT-1,Stn-03,2026-03-01 10:42,ENG-1248,SUP-050,EMP215,TL-018,B,MC-104,Yes,470,50,F001,480,455,1.19,582,14,568,25
M7227,MA1AB100000000227,WO10227,Sedan X,PAINT-1,Stn-03,2026-03-01 10:43,ENG-1403,SUP-026,EMP359,TL-099,A,MC-104,No,435,0,,480,471,0.9,581,0,581,9
M7228,MA1AB100000000228,WO10228,Hatch Z,PAINT-1,Stn-03,2026-03-01 10:45,ENG-1316,SUP-034,EMP292,TL-020,B,MC-101,Yes,422,89,F004,480,474,1.07,589,5,584,6
M7229,MA1AB100000000229,WO10229,Sedan X,GA-2, stn-05 ,2026-03-01 10:46,ENG-1224,SUP-012,EMP310,TL-047,B,MC-101,No,429,0,,480,472,1.11,493,0,493,8
M7230,MA1AB100000000230,WO10230,SUV Pro,PAINT-1,Stn-03,2026-03-01 10:47,ENG-1383,SUP-115,EMP219,TL-069,B,MC-101,No,425,0,,480,479,0.96,492,1,491,1
M7231,MA1AB100000000231,WO10231,SUV Pro,TRIM-1,Stn-03,2026-03-01 10:48,ENG-1099,SUP-095,EMP392,TL-057,,MC-104,No,451,0,,480,436,1.18,499,1,498,44
M7232,MA1AB100000000232,WO10232,SUV Pro,TRIM-1,STN-05,2026-03-01 10:50,ENG-1270,SUP-108,EMP182,TL-026,B,MC-103,No,459,0,,480,422,0.96,600,8,592,58
M7233,MA1AB100000000233,WO10233,SUV Pro,GA-1, stn-05 ,2026-03-01 10:51,ENG-1246,SUP-096,EMP383,TL-014,A,MC-101,No,468,0,,480,473,0.86,502,7,495,7
M7234,MA1AB100000000234,WO10234,SUV Pro,GA-1,Stn-03,2026-03-01 10:52,ENG-1082,SUP-070,EMP330,TL-066,B,MC-102,No,423,0,,480,480,0.87,502,5,497,0
M7235,MA1AB100000000235,WO10235,SUV Pro,GA-1,STN-02,2026-03-01 10:53,ENG-1418,SUP-116,EMP278,TL-004,,MC-102,No,429,0,,480,463,0.96,588,1,587,17
M7236,MA1AB100000000236,WO10236,Sedan X,TRIM-1,STN-05,2026-03-01 10:55,ENG-1191,SUP-061,EMP297,TL-011,C,MC-102,No,470,0,,480,424,1.19,458,13,445,56
M7237,MA1AB100000000237,WO10237,Sedan X,GA-1,STN-03,2026-03-01 10:56,ENG-1476,SUP-026,EMP271,TL-019,B,MC-105,No,451,0,,480,425,1.17,595,1,594,55
M7238,MA1AB100000000238,WO10238,Sedan X,PAINT-1,Stn-03,2026-03-01 10:57,ENG-1241,SUP-179,EMP171,TL-098,,MC-104,No,455,0,,480,475,1.16,556,9,547,5
M7239,MA1AB100000000239,WO10239,SUV Pro,GA-1,STN-01,2026-03-01 10:58,ENG-1009,SUP-066,EMP210,TL-020,,MC-102,No,468,0,,480,421,1.07,498,10,488,59
M7240,MA1AB100000000240,WO10240,Sedan X,PAINT-1,STN-02,2026-03-01 11:00,ENG-1154,SUP-032,EMP124,TL-031,,MC-104,No,477,0,,480,448,1.0,567,6,561,32
M7241,MA1AB100000000241,WO10241,Hatch Z,TRIM-1,STN-01,2026-03-01 11:01,ENG-1056,SUP-128,EMP374,TL-003,B,MC-102,No,432,0,,480,420,1.06,555,0,555,60
M7242,MA1AB100000000242,WO10242,Hatch Z,GA-2,STN-03,2026-03-01 11:02,ENG-1219,SUP-001,EMP280,TL-031,,MC-103,Yes,444,60,F002,480,468,1.04,534,12,522,12
M7243,MA1AB100000000243,WO10243,Sedan X,GA-1,STN-05,2026-03-01 11:03,ENG-1499,SUP-093,EMP134,TL-068,A,MC-104,No,422,0,,480,468,1.18,457,12,445,12
M7244,MA1AB100000000244,WO10244,SUV Pro,TRIM-1,STN-01,2026-03-01 11:05,ENG-1325,SUP-100,EMP291,TL-033,A,MC-102,No,448,0,,480,437,0.96,530,3,527,43
M7245,MA1AB100000000245,WO10245,SUV Pro,GA-1,STN-03,2026-03-01 11:06,ENG-1123,SUP-188,EMP153,TL-099,C,MC-101,No,454,0,,480,435,0.96,495,1,494,45
M7246,MA1AB100000000246,WO10246,Sedan X,GA-1,STN-03,2026-03-01 11:07,ENG-1279,SUP-087,EMP189,TL-100,,MC-104,No,432,0,,480,437,1.09,482,13,469,43
M7247,MA1AB100000000247,WO10247,Hatch Z,TRIM-1, stn-05 ,2026-03-01 11:08,ENG-1093,SUP-035,EMP132,TL-092,,MC-105,No,454,0,,480,427,1.12,509,11,498,53
M7248,MA1AB100000000248,WO10248,Sedan X,PAINT-1,STN-02,2026-03-01 11:10,ENG-1022,SUP-052,EMP121,TL-041,C,MC-101,No,466,0,,480,471,1.1,557,0,557,9
M7249,MA1AB100000000249,WO10249,Hatch Z,TRIM-1,Stn-03,2026-03-01 11:11,ENG-1278,SUP-122,EMP229,TL-005,B,MC-101,No,475,0,,480,459,0.86,591,6,585,21
M7250,MA1AB100000000250,WO10250,SUV Pro,PAINT-1,Stn-03,2026-03-01 11:12,ENG-1399,SUP-013,EMP269,TL-035,A,MC-105,No,478,0,,480,431,1.05,574,11,563,49
M7251,MA1AB100000000251,WO10251,SUV Pro,TRIM-1,STN-04,2026-03-01 11:13,ENG-1380,SUP-113,EMP297,TL-044,B,MC-101,No,430,0,,480,442,0.91,494,14,480,38
M7252,MA1AB100000000252,WO10252,SUV Pro,TRIM-1,STN-03,2026-03-01 11:15,ENG-1473,SUP-133,EMP236,TL-011,,MC-101,Yes,429,72,F003,480,438,0.91,580,0,580,42
M7253,MA1AB100000000253,WO10253,Sedan X,TRIM-1,STN-05,2026-03-01 11:16,ENG-1421,SUP-047,EMP379,TL-038,C,MC-102,No,454,0,,480,424,0.9,480,4,476,56
M7254,MA1AB100000000254,WO10254,Sedan X,GA-1,STN-03,2026-03-01 11:17,ENG-1338,SUP-076,EMP256,TL-058,,MC-102,No,420,0,,480,430,0.8,481,12,469,50
M7255,MA1AB100000000255,WO10255,Sedan X,TRIM-1,STN-03,2026-03-01 11:18,ENG-1228,SUP-011,EMP280,TL-079,,MC-104,No,452,0,,480,430,0.85,599,15,584,50
M7256,MA1AB100000000256,WO10256,SUV Pro,GA-1,STN-01,2026-03-01 11:20,ENG-1343,SUP-164,EMP307,TL-047,B,MC-104,No,431,0,,480,436,1.07,475,12,463,44
M7257,MA1AB100000000257,WO10257,Sedan X,GA-2,Stn-03,2026-03-01 11:21,ENG-1311,SUP-174,EMP324,TL-005,B,MC-104,No,459,0,,480,453,1.12,454,3,451,27
M7258,MA1AB100000000258,WO10258,Sedan X,GA-2,Stn-03,2026-03-01 11:22,ENG-1330,SUP-094,EMP285,TL-050,A,MC-102,No,469,0,,480,480,0.84,569,10,559,0
M7259,MA1AB100000000259,WO10259,Hatch Z,GA-2, stn-05 ,2026-03-01 11:23,ENG-1230,SUP-095,EMP290,TL-057,A,MC-104,No,440,0,,480,430,1.18,495,0,495,50
M7260,MA1AB100000000260,WO10260,Hatch Z,GA-2,STN-05,2026-03-01 11:25,ENG-1187,SUP-102,EMP260,TL-084,C,MC-101,No,462,0,,480,462,0.99,471,6,465,18
M7261,MA1AB100000000261,WO10261,Sedan X,GA-1,STN-01,2026-03-01 11:26,ENG-1376,SUP-048,EMP355,TL-067,,MC-102,No,472,0,,480,437,1.11,589,3,586,43
M7262,MA1AB100000000262,WO10262,Hatch Z,GA-1,STN-03,2026-03-01 11:27,ENG-1396,SUP-067,EMP328,TL-028,C,MC-104,No,453,0,,480,461,0.82,472,9,463,19
M7263,MA1AB100000000263,WO10263,Hatch Z,TRIM-1,STN-02,2026-03-01 11:28,ENG-1062,SUP-035,EMP137,TL-058,B,MC-101,No,469,0,,480,465,0.83,485,1,484,15
M7264,MA1AB100000000264,WO10264,Hatch Z,TRIM-1,STN-01,2026-03-01 11:30,ENG-1414,SUP-175,EMP263,TL-086,C,MC-104,No,459,0,,480,438,1.13,453,14,439,42
M7265,MA1AB100000000265,WO10265,Hatch Z,GA-1,STN-05,2026-03-01 11:31,ENG-1277,SUP-075,EMP253,TL-021,B,MC-103,No,446,0,,480,449,0.84,554,4,550,31
M7266,MA1AB100000000266,WO10266,SUV Pro,GA-2,STN-01,2026-03-01 11:32,ENG-1102,SUP-036,EMP221,TL-064,A,MC-104,No,427,0,,480,464,0.81,521,0,521,16
M7267,MA1AB100000000267,WO10267,SUV Pro,PAINT-1,STN-04,2026-03-01 11:33,ENG-1411,SUP-142,EMP166,TL-079,A,MC-103,No,462,0,,480,440,1.06,498,14,484,40
M7268,MA1AB100000000268,WO10268,Sedan X,PAINT-1,STN-04,2026-03-01 11:35,ENG-1367,SUP-185,EMP345,TL-068,,MC-104,Yes,473,31,F002,480,451,0.82,538,2,536,29
M7269,MA1AB100000000269,WO10269,SUV Pro,GA-1,STN-02,2026-03-01 11:36,ENG-1497,SUP-082,EMP137,TL-058,,MC-105,No,432,0,,480,450,0.97,562,5,557,30
M7270,MA1AB100000000270,WO10270,Hatch Z,PAINT-1,STN-02,2026-03-01 11:37,ENG-1449,SUP-200,EMP382,TL-082,B,MC-104,No,432,0,,480,427,1.13,575,12,563,53
