Supplier_Code,Supplier_Name,Part_Number,VIN,Claim_ID,Failure_Code,Warranty_Cost,Claim_Status
SUP-013,Auto Supplier 13,ENG-1253,MA1AB100000000342,,,,
SUP-105,Auto Supplier 105,ENG-1213,MA1AB100000000343,,,,
SUP-058,Auto Supplier 58,ENG-1434,MA1AB100000000344,,,,
SUP-107,Auto Supplier 107,ENG-1211,MA1AB100000000345,,,,
SUP-085,Auto Supplier 85,ENG-1104,MA1AB100000000346,,,,
SUP-097,Auto Supplier 97,ENG-1137,MA1AB100000000347,,,,
SUP-086,Auto Supplier 86,ENG-1106,MA1AB100000000348,,,,
SUP-123,Auto Supplier 123,ENG-1386,MA1AB100000000349,,,,
SUP-199,Auto Supplier 199,ENG-1164,MA1AB100000000350,,,,
SUP-093,Auto Supplier 93,ENG-1133,MA1AB100000000351,,,,
SUP-082,Auto Supplier 82,ENG-1429,MA1AB100000000352,,,,
SUP-057,Auto Supplier 57,ENG-1442,MA1AB100000000353,,,,
SUP-051,Auto Supplier 51,ENG-1078,MA1AB100000000354,,,,
SUP-168,Auto Supplier 168,ENG-1281,MA1AB100000000355,,,,
SUP-188,Auto Supplier 188,ENG-1086,MA1AB100000000356,,,,
SUP-139,Auto Supplier 139,ENG-1469,MA1AB100000000357,,,,
SUP-106,Auto Supplier 106,ENG-1003,MA1AB100000000358,,,,
SUP-130,Auto Supplier 130,ENG-1111,MA1AB100000000359,,,,
SUP-005,Auto Supplier 5,ENG-1249,MA1AB100000000360,,,,
SUP-071,Auto Supplier 71,ENG-1369,MA1AB100000000361,,,,
SUP-046,Auto Supplier 46,ENG-1481,MA1AB100000000362,,,,
SUP-065,Auto Supplier 65,ENG-1269,MA1AB100000000363,,,,
SUP-145,Auto Supplier 145,ENG-1235,MA1AB100000000364,,,,
SUP-167,Auto Supplier 167,ENG-1439,MA1AB100000000365,,,,
SUP-015,Auto Supplier 15,ENG-1243,MA1AB100000000366,,,,
SUP-166,Auto Supplier 166,ENG-1222,MA1AB100000000367,,,,
SUP-178,Auto Supplier 178,ENG-1108,MA1AB100000000368,,,,
SUP-072,Auto Supplier 72,ENG-1473,MA1AB100000000369,,,,
SUP-054,Auto Supplier 54,ENG-1492,MA1AB100000000370,,,,
SUP-062,Auto Supplier 62,ENG-1288,MA1AB100000000371,,,,
SUP-186,Auto Supplier 186,ENG-1352,MA1AB100000000372,,,,
SUP-020,Auto Supplier 20,ENG-1118,MA1AB100000000373,,,,
SUP-116,Auto Supplier 116,ENG-1139,MA1AB100000000374,,,,
SUP-175,Auto Supplier 175,ENG-1095,MA1AB100000000375,,,,
SUP-183,Auto Supplier 183,ENG-1126,MA1AB100000000376,,,,
SUP-163,Auto Supplier 163,ENG-1401,MA1AB100000000377,,,,
SUP-002,Auto Supplier 2,ENG-1046,MA1AB100000000378,,,,
SUP-048,Auto Supplier 48,ENG-1044,MA1AB100000000379,,,,
SUP-142,Auto Supplier 142,ENG-1181,MA1AB100000000380,,,,
SUP-100,Auto Supplier 100,ENG-1211,MA1AB100000000381,,,,
SUP-044,Auto Supplier 44,ENG-1194,MA1AB100000000382,,,,
SUP-043,Auto Supplier 43,ENG-1032,MA1AB100000000383,,,,
SUP-093,Auto Supplier 93,ENG-1039,MA1AB100000000384,,,,
SUP-035,Auto Supplier 35,ENG-1054,MA1AB100000000385,,,,
SUP-085,Auto Supplier 85,ENG-1441,MA1AB100000000386,,,,
SUP-155,Auto Supplier 155,ENG-1164,MA1AB100000000387,,,,
SUP-189,Auto Supplier 189,ENG-1149,MA1AB100000000388,,,,
SUP-101,Auto Supplier 101,ENG-1418,MA1AB100000000389,,,,
SUP-141,Auto Supplier 141,ENG-1393,MA1AB100000000390,,,,
SUP-075,Auto Supplier 75,ENG-1408,MA1AB100000000391,,,,
SUP-169,Auto Supplier 169,ENG-1129,MA1AB100000000392,,,,
SUP-123,Auto Supplier 123,ENG-1306,MA1AB100000000393,,,,
SUP-093,Auto Supplier 93,ENG-1495,MA1AB100000000394,,,,
SUP-091,Auto Supplier 91,ENG-1340,MA1AB100000000395,,,,
SUP-111,Auto Supplier 111,ENG-1169,MA1AB100000000396,,,,
SUP-133,Auto Supplier 133,ENG-1382,MA1AB100000000397,,,,
SUP-198,Auto Supplier 198,ENG-1237,MA1AB100000000398,,,,
SUP-107,Auto Supplier 107,ENG-1151,MA1AB100000000399,,,,
SUP-053,Auto Supplier 53,ENG-1233,MA1AB100000000400,,,,
SUP-179,Auto Supplier 179,ENG-1369,MA1AB100000000401,,,,
SUP-030,Auto Supplier 30,ENG-1363,MA1AB100000000402,,,,
SUP-133,Auto Supplier 133,ENG-1124,MA1AB100000000403,,,,
SUP-104,Auto Supplier 104,ENG-1118,MA1AB100000000404,,,,
SUP-051,Auto Supplier 51,ENG-1314,MA1AB100000000405,,,,
SUP-053,Auto Supplier 53,ENG-1109,MA1AB100000000406,,,,
SUP-138,Auto Supplier 138,ENG-1446,MA1AB100000000407,,,,
SUP-172,Auto Supplier 172,ENG-1134,MA1AB100000000408,,,,
SUP-151,Auto Supplier 151,ENG-1200,MA1AB100000000409,,,,
SUP-181,Auto Supplier 181,ENG-1344,MA1AB100000000410,,,,
SUP-062,Auto Supplier 62,ENG-1060,MA1AB100000000411,,,,
SUP-108,Auto Supplier 108,ENG-1198,MA1AB100000000412,,,,
SUP-138,Auto Supplier 138,ENG-1325,MA1AB100000000413,,,,
SUP-081,Auto Supplier 81,ENG-1095,MA1AB100000000414,,,,
SUP-050,Auto Supplier 50,ENG-1069,MA1AB100000000415,,,,
SUP-114,Auto Supplier 114,ENG-1363,MA1AB100000000416,,,,
SUP-057,Auto Supplier 57,ENG-1389,MA1AB100000000417,,,,
SUP-118,Auto Supplier 118,ENG-1399,MA1AB100000000418,,,,
SUP-069,Auto Supplier 69,ENG-1058,MA1AB100000000419,,,,
SUP-109,Auto Supplier 109,ENG-1111,MA1AB100000000420,,,,
SUP-090,Auto Supplier 90,ENG-1134,MA1AB100000000421,,,,
SUP-151,Auto Supplier 151,ENG-1377,MA1AB100000000422,,,,
SUP-053,Auto Supplier 53,ENG-1105,MA1AB100000000423,,,,
SUP-044,Auto Supplier 44,ENG-1275,MA1AB100000000424,,,,
SUP-174,Auto Supplier 174,ENG-1263,MA1AB100000000425,,,,
SUP-033,Auto Supplier 33,ENG-1335,MA1AB100000000426,,,,
SUP-195,Auto Supplier 195,ENG-1126,MA1AB100000000427,,,,
SUP-097,Auto Supplier 97,ENG-1212,MA1AB100000000428,,,,
SUP-095,Auto Supplier 95,ENG-1479,MA1AB100000000429,,,,
SUP-188,Auto Supplier 188,ENG-1396,MA1AB100000000430,,,,
SUP-137,Auto Supplier 137,ENG-1032,MA1AB100000000431,,,,
SUP-073,Auto Supplier 73,ENG-1165,MA1AB100000000432,,,,
SUP-175,Auto Supplier 175,ENG-1175,MA1AB100000000433,,,,
SUP-041,Auto Supplier 41,ENG-1063,MA1AB100000000434,,,,
SUP-034,Auto Supplier 34, eng-1001 ,MA1AB100000000435,,,,
SUP-096,Auto Supplier 96,ENG-1042,MA1AB100000000436,,,,
SUP-194,Auto Supplier 194,ENG-1358,MA1AB100000000437,,,,
SUP-123,Auto Supplier 123,ENG-1109,MA1AB100000000438,,,,
SUP-179,Auto Supplier 179,ENG-1004,MA1AB100000000439,,,,
SUP-059,Auto Supplier 59,ENG-1036,MA1AB100000000440,,,,
SUP-077,Auto Supplier 77,ENG-1451,MA1AB100000000441,,,,
SUP-145,Auto Supplier 145,ENG-1271,MA1AB100000000442,,,,
SUP-161,Auto Supplier 161,ENG-1109,MA1AB100000000443,,,,
,,ENG-1071,MA1AB100000000444,,,,
SUP-036,Auto Supplier 36,ENG-1405,MA1AB100000000445,,,,
SUP-177,Auto Supplier 177,ENG-1481,MA1AB100000000446,,,,
SUP-076,Auto Supplier 76,ENG-1200,MA1AB100000000447,,,,
SUP-128,Auto Supplier 128,ENG-1123,MA1AB100000000448,,,,
SUP-146,Auto Supplier 146,ENG-1198,MA1AB100000000449,,,,
SUP-018,Auto Supplier 18,ENG-1300,MA1AB100000000450,,,,
SUP-130,Auto Supplier 130,ENG-1203,MA1AB100000000451,,,,
SUP-138,Auto Supplier 138,ENG-1327,MA1AB100000000452,,,,
SUP-131,Auto Supplier 131,ENG-1040,MA1AB100000000453,,,,
SUP-112,Auto Supplier 112,ENG-1357,MA1AB100000000454,,,,
SUP-157,Auto Supplier 157,ENG-1232,MA1AB100000000455,,,,
SUP-180,Auto Supplier 180,ENG-1070,MA1AB100000000456,,,,
SUP-033,Auto Supplier 33,ENG-1190,MA1AB100000000457,,,,
SUP-070,Auto Supplier 70,ENG-1219,MA1AB100000000458,,,,
SUP-131,Auto Supplier 131,ENG-1233,MA1AB100000000459,,,,
SUP-066,Auto Supplier 66,ENG-1080,MA1AB100000000460,,,,
SUP-004,Auto Supplier 4,ENG-1439,MA1AB100000000461,,,,
SUP-010,Auto Supplier 10,ENG-1091,MA1AB100000000462,,,,
SUP-185,Auto Supplier 185,ENG-1213,MA1AB100000000463,,,,
SUP-173,Auto Supplier 173,ENG-1257,MA1AB100000000464,,,,
SUP-120,Auto Supplier 120,ENG-1035,MA1AB100000000465,,,,
SUP-003,Auto Supplier 3,ENG-1233,MA1AB100000000466,,,,
SUP-063,Auto Supplier 63,ENG-1318,MA1AB100000000467,,,,
SUP-105,Auto Supplier 105,ENG-1003,MA1AB100000000468,,,,
SUP-195,Auto Supplier 195,ENG-1000,MA1AB100000000469,,,,
SUP-108,Auto Supplier 108,ENG-1121,MA1AB100000000470,,,,
SUP-060,Auto Supplier 60,ENG-1022,MA1AB100000000471,,,,
SUP-130,Auto Supplier 130,ENG-1048,MA1AB100000000472,,,,
SUP-034,Auto Supplier 34,ENG-1339,MA1AB100000000473,,,,
SUP-189,Auto Supplier 189,ENG-1425,MA1AB100000000474,,,,
SUP-052,Auto Supplier 52,ENG-1483,MA1AB100000000475,,,,
SUP-120,Auto Supplier 120,ENG-1230,MA1AB100000000476,,,,
SUP-116,Auto Supplier 116,ENG-1106,MA1AB100000000477,,,,
SUP-176,Auto Supplier 176,ENG-1413,MA1AB100000000478,,,,
SUP-183,Auto Supplier 183,ENG-1046,MA1AB100000000479,,,,
SUP-067,Auto Supplier 67,ENG-1153,MA1AB100000000480,,,,
SUP-027,Auto Supplier 27,ENG-1236,MA1AB100000000481,,,,
SUP-103,Auto Supplier 103,ENG-1101,MA1AB100000000482,,,,
SUP-006,Auto Supplier 6,ENG-1038,MA1AB100000000483,,,,
SUP-085,Auto Supplier 85,ENG-1424,MA1AB100000000484,,,,
SUP-186,Auto Supplier 186,ENG-1221,MA1AB100000000485,,,,
SUP-055,Auto Supplier 55,ENG-1181,MA1AB100000000486,,,,
SUP-159,Auto Supplier 159,ENG-1314,MA1AB100000000487,,,,
SUP-016,Auto Supplier 16,ENG-1245,MA1AB100000000488,,,,
SUP-135,Auto Supplier 135,ENG-1329,MA1AB100000000489,,,,
SUP-125,Auto Supplier 125,ENG-1278,MA1AB100000000490,,,,
SUP-082,Auto Supplier 82,ENG-1013,MA1AB100000000491,,,,
SUP-197,Auto Supplier 197,ENG-1183,MA1AB100000000492,,,,
SUP-069,Auto Supplier 69,ENG-1123,MA1AB100000000493,,,,
SUP-045,Auto Supplier 45,ENG-1478,MA1AB100000000494,,,,
SUP-181,Auto Supplier 181,ENG-1014,MA1AB100000000495,,,,
SUP-127,Auto Supplier 127,ENG-1414,MA1AB100000000496,,,,
SUP-060,Auto Supplier 60,ENG-1028,MA1AB100000000497,,,,
SUP-034,Auto Supplier 34,ENG-1103,MA1AB100000000498,,,,
SUP-151,Auto Supplier 151,ENG-1075,MA1AB100000000499,,,,
SUP-181,Auto Supplier 181,ENG-1191,MA1AB100000000500,,,,
SUP-041,Auto Supplier 41,ENG-1069,MA1AB100000000501,,,,
SUP-144,Auto Supplier 144,ENG-1362,MA1AB100000000502,,,,
SUP-076,Auto Supplier 76,ENG-1352,MA1AB100000000503,,,,
SUP-146,Auto Supplier 146,ENG-1394,MA1AB100000000504,,,,
SUP-027,Auto Supplier 27,ENG-1289,MA1AB100000000505,,,,
SUP-082,Auto Supplier 82,ENG-1177,MA1AB100000000506,,,,
SUP-068,Auto Supplier 68,ENG-1005,MA1AB100000000507,,,,
SUP-185,Auto Supplier 185,ENG-1055,MA1AB100000000508,,,,
SUP-106,Auto Supplier 106,ENG-1452,MA1AB100000000509,,,,
SUP-123,Auto Supplier 123,ENG-1424,MA1AB100000000510,,,,
SUP-009,Auto Supplier 9,ENG-1409,MA1AB100000000511,,,,
SUP-044,Auto Supplier 44,ENG-1175,MA1AB100000000512,,,,
SUP-158,Auto Supplier 158,ENG-1304,MA1AB100000000513,,,,
SUP-112,Auto Supplier 112,ENG-1455,MA1AB100000000514,,,,
SUP-179,Auto Supplier 179,ENG-1209,MA1AB100000000515,,,,
SUP-025,Auto Supplier 25,ENG-1121,MA1AB100000000516,,,,
SUP-110,Auto Supplier 110,ENG-1001,MA1AB100000000517,,,,
SUP-044,Auto Supplier 44,ENG-1105,MA1AB100000000518,,,,
SUP-121,Auto Supplier 121,ENG-1203,MA1AB100000000519,,,,
SUP-098,Auto Supplier 98,ENG-1189,MA1AB100000000520,,,,
SUP-068,Auto Supplier 68,ENG-1238,MA1AB100000000521,,,,
SUP-089,Auto Supplier 89,ENG-1342,MA1AB100000000522,,,,
SUP-134,Auto Supplier 134,ENG-1198,MA1AB100000000523,,,,
SUP-021,Auto Supplier 21,ENG-1153,MA1AB100000000524,,,,
SUP-194,Auto Supplier 194,ENG-1486,MA1AB100000000525,,,,
SUP-109,Auto Supplier 109,ENG-1021,MA1AB100000000526,,,,
SUP-067,Auto Supplier 67,ENG-1304,MA1AB100000000527,,,,
SUP-142,Auto Supplier 142,ENG-1203,MA1AB100000000528,,,,
SUP-039,Auto Supplier 39,ENG-1212,MA1AB100000000529,,,,
SUP-138,Auto Supplier 138,ENG-1146,MA1AB100000000530,,,,
SUP-122,Auto Supplier 122,ENG-1311,MA1AB100000000531,,,,
SUP-175,Auto Supplier 175,ENG-1311,MA1AB100000000532,,,,
SUP-122,Auto Supplier 122,ENG-1381,MA1AB100000000533,,,,
SUP-126,Auto Supplier 126,ENG-1143,MA1AB100000000534,,,,
SUP-083,Auto Supplier 83,ENG-1422,MA1AB100000000535,,,,
SUP-055,Auto Supplier 55,ENG-1226,MA1AB100000000536,,,,
SUP-132,Auto Supplier 132,ENG-1028,MA1AB100000000537,,,,
SUP-135,Auto Supplier 135,ENG-1399,MA1AB100000000538,,,,
SUP-064,Auto Supplier 64,ENG-1029,MA1AB100000000539,,,,
SUP-119,Auto Supplier 119,ENG-1188,MA1AB100000000540,,,,
SUP-126,Auto Supplier 126,ENG-1190,MA1AB100000000541,,,,
SUP-067,Auto Supplier 67,ENG-1083,MA1AB100000000542,,,,
SUP-147,Auto Supplier 147,ENG-1437,MA1AB100000000543,,,,
SUP-105,Auto Supplier 105,ENG-1333,MA1AB100000000544,,,,
SUP-154,Auto Supplier 154,ENG-1088,MA1AB100000000545,,,,
SUP-182,Auto Supplier 182,ENG-1495,MA1AB100000000546,,,,
SUP-120,Auto Supplier 120,ENG-1111,MA1AB100000000547,,,,
SUP-170,Auto Supplier 170,ENG-1261,MA1AB100000000548,,,,
SUP-087,Auto Supplier 87,ENG-1032,MA1AB100000000549,,,,
SUP-167,Auto Supplier 167,ENG-1364,MA1AB100000000550,,,,
SUP-154,Auto Supplier 154,ENG-1412,MA1AB100000000551,,,,
SUP-168,Auto Supplier 168,ENG-1013,MA1AB100000000552,,,,
SUP-010,Auto Supplier 10,ENG-1377,MA1AB100000000553,,,,
SUP-164,Auto Supplier 164,ENG-1273,MA1AB100000000554,,,,
SUP-169,Auto Supplier 169,ENG-1087,MA1AB100000000555,,,,
SUP-067,Auto Supplier 67,ENG-1379,MA1AB100000000556,,,,
SUP-057,Auto Supplier 57,ENG-1045,MA1AB100000000557,,,,
SUP-150,Auto Supplier 150,ENG-1133,MA1AB100000000558,,,,
SUP-150,Auto Supplier 150,ENG-1324,MA1AB100000000559,,,,
SUP-175,Auto Supplier 175,ENG-1061,MA1AB100000000560,,,,
SUP-039,Auto Supplier 39,ENG-1437,MA1AB100000000561,,,,
SUP-184,Auto Supplier 184,ENG-1161,MA1AB100000000562,,,,
SUP-081,Auto Supplier 81,ENG-1090,MA1AB100000000563,,,,
SUP-044,Auto Supplier 44,ENG-1396,MA1AB100000000564,,,,
SUP-112,Auto Supplier 112,ENG-1314,MA1AB100000000565,,,,
SUP-137,Auto Supplier 137,ENG-1019,MA1AB100000000566,,,,
SUP-136,Auto Supplier 136,ENG-1426,MA1AB100000000567,,,,
SUP-089,Auto Supplier 89,ENG-1355,MA1AB100000000568,,,,
SUP-012,Auto Supplier 12,ENG-1033,MA1AB100000000569,,,,
SUP-176,Auto Supplier 176,ENG-1454,MA1AB100000000570,,,,
SUP-104,Auto Supplier 104,ENG-1485,MA1AB100000000571,,,,
SUP-006,Auto Supplier 6,ENG-1375,MA1AB100000000572,,,,
SUP-164,Auto Supplier 164,ENG-1448,MA1AB100000000573,,,,
SUP-168,Auto Supplier 168,ENG-1055,MA1AB100000000574,,,,
SUP-141,Auto Supplier 141,ENG-1063,MA1AB100000000575,,,,
SUP-170,Auto Supplier 170,ENG-1215,MA1AB100000000576,,,,
SUP-027,Auto Supplier 27,ENG-1425,MA1AB100000000577,,,,
SUP-128,Auto Supplier 128,ENG-1054,MA1AB100000000578,,,,
SUP-105,Auto Supplier 105,ENG-1360,MA1AB100000000579,,,,
SUP-177,Auto Supplier 177, eng-1001 ,MA1AB100000000580,,,,
SUP-029,Auto Supplier 29,ENG-1045,MA1AB100000000581,,,,
SUP-020,Auto Supplier 20,ENG-1261,MA1AB100000000582,,,,
SUP-013,Auto Supplier 13,ENG-1237,MA1AB100000000583,,,,
SUP-081,Auto Supplier 81,ENG-1346,MA1AB100000000584,,,,
SUP-036,Auto Supplier 36,ENG-1436,MA1AB100000000585,,,,
SUP-096,Auto Supplier 96,ENG-1047,MA1AB100000000586,,,,
SUP-099,Auto Supplier 99,ENG-1139,MA1AB100000000587,,,,
SUP-016,Auto Supplier 16,ENG-1371,MA1AB100000000588,,,,
SUP-174,Auto Supplier 174,ENG-1291,MA1AB100000000589,,,,
SUP-187,Auto Supplier 187,ENG-1350,MA1AB100000000590,,,,
SUP-017,Auto Supplier 17,ENG-1023,MA1AB100000000591,,,,
SUP-087,Auto Supplier 87,ENG-1447,MA1AB100000000592,,,,
SUP-170,Auto Supplier 170,ENG-1177,MA1AB100000000593,,,,
SUP-121,Auto Supplier 121,ENG-1434,MA1AB100000000594,,,,
SUP-072,Auto Supplier 72,ENG-1169,MA1AB100000000595,,,,
SUP-061,Auto Supplier 61,ENG-1418,MA1AB100000000596,,,,
SUP-128,Auto Supplier 128,ENG-1438,MA1AB100000000597,,,,
SUP-106,Auto Supplier 106,ENG-1206,MA1AB100000000598,,,,
SUP-053,Auto Supplier 53,ENG-1287,MA1AB100000000599,,,,
SUP-085,Auto Supplier 85,ENG-1232,MA1AB100000000600,,,,
SUP-030,Auto Supplier 30,ENG-1231,MA1AB100000000601,,,,
SUP-163,Auto Supplier 163,ENG-1424,MA1AB100000000602,,,,
SUP-043,Auto Supplier 43,ENG-1459,MA1AB100000000603,,,,
SUP-049,Auto Supplier 49,ENG-1100,MA1AB100000000604,,,,
SUP-028,Auto Supplier 28,ENG-1173,MA1AB100000000605,,,,
SUP-130,Auto Supplier 130,ENG-1301,MA1AB100000000606,,,,
SUP-111,Auto Supplier 111,ENG-1478,MA1AB100000000607,,,,
SUP-033,Auto Supplier 33,ENG-1417,MA1AB100000000608,,,,
SUP-178,Auto Supplier 178,ENG-1311,MA1AB100000000609,,,,
SUP-035,Auto Supplier 35,ENG-1412,MA1AB100000000610,,,,
SUP-142,Auto Supplier 142,ENG-1377,MA1AB100000000611,,,,
SUP-173,Auto Supplier 173,ENG-1176,MA1AB100000000612,,,,
SUP-195,Auto Supplier 195,ENG-1059,MA1AB100000000613,,,,
SUP-137,Auto Supplier 137,ENG-1382,MA1AB100000000614,,,,
SUP-038,Auto Supplier 38,ENG-1195,MA1AB100000000615,,,,
SUP-042,Auto Supplier 42,ENG-1402,MA1AB100000000616,,,,
SUP-076,Auto Supplier 76,ENG-1401,MA1AB100000000617,,,,
SUP-173,Auto Supplier 173,ENG-1315,MA1AB100000000618,,,,
SUP-013,Auto Supplier 13,ENG-1340,MA1AB100000000619,,,,
SUP-004,Auto Supplier 4,ENG-1027,MA1AB100000000620,,,,
SUP-140,Auto Supplier 140,ENG-1301,MA1AB100000000621,,,,
SUP-020,Auto Supplier 20,ENG-1349,MA1AB100000000622,,,,
SUP-143,Auto Supplier 143,ENG-1142,MA1AB100000000623,,,,
SUP-120,Auto Supplier 120,ENG-1169,MA1AB100000000624,,,,
SUP-161,Auto Supplier 161,ENG-1477,MA1AB100000000625,,,,
SUP-048,Auto Supplier 48,ENG-1112,MA1AB100000000626,,,,
SUP-057,Auto Supplier 57,ENG-1178,MA1AB100000000627,,,,
SUP-193,Auto Supplier 193,ENG-1111,MA1AB100000000628,,,,
SUP-165,Auto Supplier 165,ENG-1123,MA1AB100000000629,,,,
SUP-139,Auto Supplier 139,ENG-1131,MA1AB100000000630,,,,
SUP-076,Auto Supplier 76,ENG-1022,MA1AB100000000631,,,,
SUP-137,Auto Supplier 137,ENG-1275,MA1AB100000000632,,,,
SUP-109,Auto Supplier 109,ENG-1350,MA1AB100000000633,,,,
SUP-040,Auto Supplier 40,ENG-1351,MA1AB100000000634,,,,
SUP-046,Auto Supplier 46,ENG-1027,MA1AB100000000635,,,,
SUP-100,Auto Supplier 100,ENG-1208,MA1AB100000000636,,,,
SUP-173,Auto Supplier 173,ENG-1199,MA1AB100000000637,,,,
SUP-150,Auto Supplier 150,ENG-1381,MA1AB100000000638,,,,
SUP-176,Auto Supplier 176,ENG-1402,MA1AB100000000639,,,,
SUP-170,Auto Supplier 170,ENG-1202,MA1AB100000000640,,,,
SUP-101,Auto Supplier 101,ENG-1382,MA1AB100000000641,,,,
SUP-143,Auto Supplier 143,ENG-1283,MA1AB100000000642,,,,
SUP-022,Auto Supplier 22,ENG-1280,MA1AB100000000643,,,,
SUP-132,Auto Supplier 132,ENG-1435,MA1AB100000000644,,,,
SUP-047,Auto Supplier 47,ENG-1058,MA1AB100000000645,,,,
SUP-018,Auto Supplier 18,ENG-1343,MA1AB100000000646,,,,
SUP-033,Auto Supplier 33,ENG-1182,MA1AB100000000647,,,,
SUP-125,Auto Supplier 125,ENG-1162,MA1AB100000000648,,,,
SUP-094,Auto Supplier 94,ENG-1290,MA1AB100000000649,,,,
SUP-057,Auto Supplier 57,ENG-1402,MA1AB100000000650,,,,
SUP-115,Auto Supplier 115,ENG-1236,MA1AB100000000651,,,,
SUP-156,Auto Supplier 156,ENG-1330,MA1AB100000000652,,,,
SUP-161,Auto Supplier 161,ENG-1375,MA1AB100000000653,,,,
SUP-149,Auto Supplier 149,ENG-1297,MA1AB100000000654,,,,
SUP-139,Auto Supplier 139,ENG-1457,MA1AB100000000655,,,,
SUP-198,Auto Supplier 198,ENG-1456,MA1AB100000000656,,,,
SUP-129,Auto Supplier 129,ENG-1186,MA1AB100000000657,,,,
SUP-036,Auto Supplier 36,ENG-1263,MA1AB100000000658,,,,
SUP-124,Auto Supplier 124,ENG-1374,MA1AB100000000659,,,,
SUP-095,Auto Supplier 95,ENG-1135,MA1AB100000000660,,,,
SUP-117,Auto Supplier 117,ENG-1240,MA1AB100000000661,,,,
SUP-068,Auto Supplier 68,ENG-1379,MA1AB100000000662,,,,
SUP-168,Auto Supplier 168,ENG-1300,MA1AB100000000663,,,,
SUP-091,Auto Supplier 91,ENG-1207,MA1AB100000000664,,,,
SUP-036,Auto Supplier 36,ENG-1451,MA1AB100000000665,,,,
,,ENG-1076,XX1 2 3 4,,,,
SUP-107,Auto Supplier 107,ENG-1117,MA1AB100000000667,,,,
SUP-152,Auto Supplier 152,ENG-1107,MA1AB100000000668,,,,
SUP-147,Auto Supplier 147,ENG-1065,MA1AB100000000669,,,,
SUP-067,Auto Supplier 67,ENG-1085,MA1AB100000000670,,,,
SUP-170,Auto Supplier 170,ENG-1372,MA1AB100000000671,,,,
SUP-044,Auto Supplier 44,ENG-1246,MA1AB100000000672,,,,
SUP-131,Auto Supplier 131,ENG-1337,MA1AB100000000673,,,,
SUP-099,Auto Supplier 99,ENG-1193,MA1AB100000000674,,,,
SUP-156,Auto Supplier 156,ENG-1076,MA1AB100000000675,,,,
SUP-129,Auto Supplier 129,ENG-1272,MA1AB100000000676,,,,
SUP-001,Auto Supplier 1,ENG-1276,MA1AB100000000677,,,,
SUP-110,Auto Supplier 110,ENG-1271,MA1AB100000000678,,,,
SUP-066,Auto Supplier 66,ENG-1068,MA1AB100000000679,,,,
SUP-140,Auto Supplier 140,ENG-1448,MA1AB100000000680,,,,
SUP-031,Auto Supplier 31,ENG-1267,MA1AB100000000681,,,,
SUP-081,Auto Supplier 81,ENG-1411,MA1AB100000000682,,,,
SUP-065,Auto Supplier 65,ENG-1299,MA1AB100000000683,,,,
SUP-175,Auto Supplier 175,ENG-1141,MA1AB100000000684,,,,
SUP-144,Auto Supplier 144,ENG-1189,MA1AB100000000685,,,,
SUP-102,Auto Supplier 102,ENG-1361,MA1AB100000000686,,,,
SUP-180,Auto Supplier 180,ENG-1400,MA1AB100000000687,,,,
SUP-141,Auto Supplier 141,ENG-1173,MA1AB100000000688,,,,
SUP-038,Auto Supplier 38,ENG-1046,MA1AB100000000689,,,,
SUP-095,Auto Supplier 95,ENG-1113,MA1AB100000000690,,,,
SUP-168,Auto Supplier 168,ENG-1314,MA1AB100000000691,,,,
SUP-052,Auto Supplier 52,ENG-1005,MA1AB100000000692,,,,
SUP-173,Auto Supplier 173,ENG-1086,MA1AB100000000693,,,,
SUP-071,Auto Supplier 71,ENG-1044,MA1AB100000000694,,,,
SUP-189,Auto Supplier 189,ENG-1007,MA1AB100000000695,,,,
SUP-071,Auto Supplier 71,ENG-1493,MA1AB100000000696,,,,
SUP-067,Auto Supplier 67,ENG-1002,MA1AB100000000697,,,,
SUP-088,Auto Supplier 88,ENG-1150,MA1AB100000000698,,,,
SUP-097,Auto Supplier 97,ENG-1226,MA1AB100000000699,,,,
SUP-151,Auto Supplier 151,ENG-1235,MA1AB100000000700,,,,
SUP-057,Auto Supplier 57,ENG-1324,MA1AB100000000701,,,,
SUP-068,Auto Supplier 68,ENG-1426,MA1AB100000000702,,,,
SUP-046,Auto Supplier 46,ENG-1283,MA1AB100000000703,,,,
SUP-192,Auto Supplier 192,ENG-1484,MA1AB100000000704,,,,
SUP-053,Auto Supplier 53,ENG-1135,MA1AB100000000705,,,,
SUP-028,Auto Supplier 28,ENG-1398,MA1AB100000000706,,,,
SUP-139,Auto Supplier 139,ENG-1438,MA1AB100000000707,,,,
SUP-148,Auto Supplier 148,ENG-1459,MA1AB100000000708,,,,
SUP-193,Auto Supplier 193,ENG-1113,MA1AB100000000709,,,,
SUP-139,Auto Supplier 139,ENG-1481,MA1AB100000000710,,,,
SUP-031,Auto Supplier 31,ENG-1499,MA1AB100000000711,,,,
SUP-054,Auto Supplier 54,ENG-1345,MA1AB100000000712,,,,
SUP-067,Auto Supplier 67,ENG-1441,MA1AB100000000713,,,,
SUP-157,Auto Supplier 157,ENG-1490,MA1AB100000000714,,,,
SUP-180,Auto Supplier 180,ENG-1214,MA1AB100000000715,,,,
SUP-034,Auto Supplier 34,ENG-1292,MA1AB100000000716,,,,
SUP-143,Auto Supplier 143,ENG-1120,MA1AB100000000717,,,,
SUP-003,Auto Supplier 3,ENG-1412,MA1AB100000000718,,,,
