Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift
M7195,MA1A**********195,WO10195,Sedan X,GA-2,Stn-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B
M7196,MA1A**********196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,
M7197,MA1A**********197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A
M7198,MA1A**********198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A
M7199,MA1A**********199,WO10199,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C
M7200,MA1A**********200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,
M7201,MA1A**********201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B
M7202,MA1A**********202,WO10202,SUV Pro,GA-2,Stn-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C
M7203,MA1A**********203,WO10203,Sedan X,GA-1,STN-04,2026-03-01 10:13,ENG-1382,SUP-111,EMP189,TL-017,
M7204,MA1A**********204,WO10204,Hatch Z,GA-2,STN-05,2026-03-01 10:15,ENG-1286,SUP-172,EMP281,TL-010,
M7205,MA1A**********205,WO10205,Hatch Z,GA-1,STN-04,2026-03-01 10:16,ENG-1009,SUP-118,EMP139,TL-041,
M7206,MA1A**********206,WO10206,Hatch Z,TRIM-1, stn-05 ,2026-03-01 10:17,ENG-1327,SUP-107,EMP248,TL-015,
M7207,MA1A**********207,WO10207,Sedan X,PAINT-1,STN-02,2026-03-01 10:18,ENG-1410,SUP-159,EMP335,TL-089,C
M7208,MA1A**********208,WO10208,Sedan X,TRIM-1,Stn-03,2026-03-01 10:20,ENG-1054,SUP-063,EMP323,TL-076,
M7209,MA1A**********209,WO10209,Hatch Z,GA-1,STN-04,2026-03-01 10:21,ENG-1445,SUP-080,EMP273,TL-029,C
M7210,MA1A**********210,WO10210,Sedan X,GA-1,STN-05,2026-03-01 10:22,ENG-1324,SUP-030,EMP371,TL-066,B
M7211,MA1A**********211,WO10211,SUV Pro,PAINT-1, stn-05 ,2026-03-01 10:70,ENG-1490,SUP-166,EMP175,TL-031,A
M7212,MA1A**********212,WO10212,Sedan X,PAINT-1,STN-02,2026-03-01 10:25,ENG-1088,SUP-155,EMP178,TL-098,A
M7213,MA1A**********213,WO10213,Sedan X,TRIM-1,STN-04,2026-03-01 10:26,ENG-1386,SUP-145,EMP396,TL-058,C
M7214,MA1A**********214,WO10214,Hatch Z,PAINT-1,STN-02,2026-03-01 10:27,ENG-1225,SUP-018,EMP340,TL-057,C
M7215,MA1A**********215,WO10215,SUV Pro,GA-1,STN-03,2026-03-01 10:28,ENG-1259,SUP-019,EMP258,TL-060,
M7216,MA1A**********216,WO10216,Sedan X,GA-1,STN-03,2026-03-01 10:30,ENG-1425,SUP-074,EMP139,TL-083,A
M7217,MA1A**********217,WO10217,Hatch Z,TRIM-1,STN-04,2026-03-01 10:31,ENG-1297,SUP-142,EMP121,TL-058,B
M7218,MA1A**********218,WO10218,SUV Pro,TRIM-1,STN-05,2026-03-01 10:32,ENG-1077,SUP-016,EMP330,TL-014,C
M7219,MA1A**********219,WO10219,Hatch Z,GA-1,STN-05,2026-03-01 10:33,ENG-1330,SUP-045,EMP120,TL-032,
M7220,MA1A**********220,WO10220,SUV Pro,GA-2,STN-03,2026-03-01 10:35,ENG-1190,SUP-073,EMP298,TL-053,C
M7221,MA1A**********221,WO10221,Hatch Z,GA-1,Stn-03,2026-03-01 10:36,ENG-1323,SUP-166,EMP271,TL-009,C
M7222,MA1A**********222,WO10222,Sedan X,TRIM-1,STN-03,2026-03-01 10:37,ENG-1129,,EMP176,TL-043,A
M7223,MA1A**********223,WO10223,Hatch Z,GA-2,STN-03,2026-03-01 10:38,ENG-1158,SUP-168,EMP300,TL-017,A
M7224,MA1A**********224,WO10224,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:40,ENG-1405,SUP-085,EMP165,TL-086,A
M7225,MA1A**********225,WO10225,Hatch Z,TRIM-1,STN-05,2026-03-01 10:41,ENG-1185,SUP-005,EMP285,TL-040,B
M7226,MA1A**********226,WO10226,Sedan X,PAINT-1,Stn-03,2026-03-01 10:42,ENG-1248,SUP-050,EMP215,TL-018,B
M7227,MA1A**********227,WO10227,Sedan X,PAINT-1,Stn-03,2026-03-01 10:43,ENG-1403,SUP-026,EMP359,TL-099,A
M7228,MA1A**********228,WO10228,Hatch Z,PAINT-1,Stn-03,2026-03-01 10:45,ENG-1316,SUP-034,EMP292,TL-020,B
M7229,MA1A**********229,WO10229,Sedan X,GA-2, stn-05 ,2026-03-01 10:46,ENG-1224,SUP-012,EMP310,TL-047,B
M7230,MA1A**********230,WO10230,SUV Pro,PAINT-1,Stn-03,2026-03-01 10:47,ENG-1383,SUP-115,EMP219,TL-069,B
M7231,MA1A**********231,WO10231,SUV Pro,TRIM-1,Stn-03,2026-03-01 10:48,ENG-1099,SUP-095,EMP392,TL-057,
M7232,MA1A**********232,WO10232,SUV Pro,TRIM-1,STN-05,2026-03-01 10:50,ENG-1270,SUP-108,EMP182,TL-026,B
M7233,MA1A**********233,WO10233,SUV Pro,GA-1, stn-05 ,2026-03-01 10:51,ENG-1246,SUP-096,EMP383,TL-014,A
M7234,MA1A**********234,WO10234,SUV Pro,GA-1,Stn-03,2026-03-01 10:52,ENG-1082,SUP-070,EMP330,TL-066,B
M7235,MA1A**********235,WO10235,SUV Pro,GA-1,STN-02,2026-03-01 10:53,ENG-1418,SUP-116,EMP278,TL-004,
M7236,MA1A**********236,WO10236,Sedan X,TRIM-1,STN-05,2026-03-01 10:55,ENG-1191,SUP-061,EMP297,TL-011,C
M7237,MA1A**********237,WO10237,Sedan X,GA-1,STN-03,2026-03-01 10:56,ENG-1476,SUP-026,EMP271,TL-019,B
M7238,MA1A**********238,WO10238,Sedan X,PAINT-1,Stn-03,2026-03-01 10:57,ENG-1241,SUP-179,EMP171,TL-098,
M7239,MA1A**********239,WO10239,SUV Pro,GA-1,STN-01,2026-03-01 10:58,ENG-1009,SUP-066,EMP210,TL-020,
M7240,MA1A**********240,WO10240,Sedan X,PAINT-1,STN-02,2026-03-01 11:00,ENG-1154,SUP-032,EMP124,TL-031,
M7241,MA1A**********241,WO10241,Hatch Z,TRIM-1,STN-01,2026-03-01 11:01,ENG-1056,SUP-128,EMP374,TL-003,B
M7242,MA1A**********242,WO10242,Hatch Z,GA-2,STN-03,2026-03-01 11:02,ENG-1219,SUP-001,EMP280,TL-031,
M7243,MA1A**********243,WO10243,Sedan X,GA-1,STN-05,2026-03-01 11:03,ENG-1499,SUP-093,EMP134,TL-068,A
M7244,MA1A**********244,WO10244,SUV Pro,TRIM-1,STN-01,2026-03-01 11:05,ENG-1325,SUP-100,EMP291,TL-033,A
M7245,MA1A**********245,WO10245,SUV Pro,GA-1,STN-03,2026-03-01 11:06,ENG-1123,SUP-188,EMP153,TL-099,C
M7246,MA1A**********246,WO10246,Sedan X,GA-1,STN-03,2026-03-01 11:07,ENG-1279,SUP-087,EMP189,TL-100,
M7247,MA1A**********247,WO10247,Hatch Z,TRIM-1, stn-05 ,2026-03-01 11:08,ENG-1093,SUP-035,EMP132,TL-092,
M7248,MA1A**********248,WO10248,Sedan X,PAINT-1,STN-02,2026-03-01 11:10,ENG-1022,SUP-052,EMP121,TL-041,C
M7249,MA1A**********249,WO10249,Hatch Z,TRIM-1,Stn-03,2026-03-01 11:11,ENG-1278,SUP-122,EMP229,TL-005,B
M7250,MA1A**********250,WO10250,SUV Pro,PAINT-1,Stn-03,2026-03-01 11:12,ENG-1399,SUP-013,EMP269,TL-035,A
M7251,MA1A**********251,WO10251,SUV Pro,TRIM-1,STN-04,2026-03-01 11:13,ENG-1380,SUP-113,EMP297,TL-044,B
M7252,MA1A**********252,WO10252,SUV Pro,TRIM-1,STN-03,2026-03-01 11:15,ENG-1473,SUP-133,EMP236,TL-011,
M7253,MA1A**********253,WO10253,Sedan X,TRIM-1,STN-05,2026-03-01 11:16,ENG-1421,SUP-047,EMP379,TL-038,C
M7254,MA1A**********254,WO10254,Sedan X,GA-1,STN-03,2026-03-01 11:17,ENG-1338,SUP-076,EMP256,TL-058,
M7255,MA1A**********255,WO10255,Sedan X,TRIM-1,STN-03,2026-03-01 11:18,ENG-1228,SUP-011,EMP280,TL-079,
M7256,MA1A**********256,WO10256,SUV Pro,GA-1,STN-01,2026-03-01 11:20,ENG-1343,SUP-164,EMP307,TL-047,B
M7257,MA1A**********257,WO10257,Sedan X,GA-2,Stn-03,2026-03-01 11:21,ENG-1311,SUP-174,EMP324,TL-005,B
M7258,MA1A**********258,WO10258,Sedan X,GA-2,Stn-03,2026-03-01 11:22,ENG-1330,SUP-094,EMP285,TL-050,A
M7259,MA1A**********259,WO10259,Hatch Z,GA-2, stn-05 ,2026-03-01 11:23,ENG-1230,SUP-095,EMP290,TL-057,A
M7260,MA1A**********260,WO10260,Hatch Z,GA-2,STN-05,2026-03-01 11:25,ENG-1187,SUP-102,EMP260,TL-084,C
M7261,MA1A**********261,WO10261,Sedan X,GA-1,STN-01,2026-03-01 11:26,ENG-1376,SUP-048,EMP355,TL-067,
M7262,MA1A**********262,WO10262,Hatch Z,GA-1,STN-03,2026-03-01 11:27,ENG-1396,SUP-067,EMP328,TL-028,C
M7263,MA1A**********263,WO10263,Hatch Z,TRIM-1,STN-02,2026-03-01 11:28,ENG-1062,SUP-035,EMP137,TL-058,B
M7264,MA1A**********264,WO10264,Hatch Z,TRIM-1,STN-01,2026-03-01 11:30,ENG-1414,SUP-175,EMP263,TL-086,C
M7265,MA1A**********265,WO10265,Hatch Z,GA-1,STN-05,2026-03-01 11:31,ENG-1277,SUP-075,EMP253,TL-021,B
M7266,MA1A**********266,WO10266,SUV Pro,GA-2,STN-01,2026-03-01 11:32,ENG-1102,SUP-036,EMP221,TL-064,A
M7267,MA1A**********267,WO10267,SUV Pro,PAINT-1,STN-04,2026-03-01 11:33,ENG-1411,SUP-142,EMP166,TL-079,A
M7268,MA1A**********268,WO10268,Sedan X,PAINT-1,STN-04,2026-03-01 11:35,ENG-1367,SUP-185,EMP345,TL-068,
M7269,MA1A**********269,WO10269,SUV Pro,GA-1,STN-02,2026-03-01 11:36,ENG-1497,SUP-082,EMP137,TL-058,
M7270,MA1A**********270,WO10270,Hatch Z,PAINT-1,STN-02,2026-03-01 11:37,ENG-1449,SUP-200,EMP382,TL-082,B
M7271,MA1A**********271,WO10271,Sedan X,TRIM-1,STN-05,2026-03-01 11:38,ENG-1466,SUP-015,EMP163,TL-067,B
M7272,MA1A**********272,WO10272,SUV Pro,GA-2,STN-02,2026-03-01 11:40,ENG-1165,SUP-182,EMP215,TL-045,C
M7273,MA1A**********273,WO10273,Sedan X,PAINT-1,STN-02,2026-03-01 11:41,ENG-1325,SUP-142,EMP240,TL-017,C
M7274,MA1A**********274,WO10274,Hatch Z,GA-1,STN-05,2026-03-01 11:42,ENG-1328,SUP-044,EMP397,TL-020,B
M7275,MA1A**********275,WO10275,Hatch Z,PAINT-1,Stn-03,2026-03-01 11:43,ENG-1473,SUP-145,EMP121,TL-004,A
M7276,MA1A**********276,WO10276,Sedan X,PAINT-1, stn-05 ,2026-03-01 11:45,ENG-1107,SUP-197,EMP392,TL-054,A
M7277,MA1A**********277,WO10277,SUV Pro,PAINT-1, stn-05 ,2026-03-01 11:46,ENG-1489,SUP-078,EMP347,TL-032,
M7278,MA1A**********278,WO10278,SUV Pro,TRIM-1,STN-01,2026-03-01 11:47,ENG-1352,SUP-016,EMP180,TL-057,
M7279,MA1A**********279,WO10279,SUV Pro,TRIM-1,STN-02,2026-03-01 11:48,ENG-1174,SUP-156,EMP173,TL-041,C
M7280,MA1A**********280,WO10280,Hatch Z,PAINT-1,STN-04,2026-03-01 11:50,ENG-1066,SUP-195,EMP289,TL-066,A
M7281,MA1A**********281,WO10281,SUV Pro,GA-2,STN-04,2026-03-01 11:51,ENG-1062,SUP-069,EMP330,TL-032,B
M7282,MA1A**********282,WO10282,Sedan X,GA-1,STN-03,2026-03-01 11:52,ENG-1484,SUP-099,EMP314,TL-032,B
M7283,MA1A**********283,WO10283,SUV Pro,PAINT-1,STN-02,2026-03-01 11:53,ENG-1390,SUP-041,EMP355,TL-066,
M7284,MA1A**********284,WO10284,SUV Pro,PAINT-1,STN-04,2026-03-01 11:55,ENG-1011,SUP-024,EMP301,TL-065,
M7285,MA1A**********285,WO10285,Sedan X,GA-2,STN-05,2026-03-01 11:56,ENG-1180,SUP-013,EMP125,TL-037,
M7286,MA1A**********286,WO10286,Hatch Z,TRIM-1,STN-03,2026-03-01 11:57,ENG-1274,SUP-003,EMP155,TL-056,B
M7287,MA1A**********287,WO10287,SUV Pro,PAINT-1,Stn-03,2026-03-01 11:58,ENG-1206,SUP-094,EMP123,TL-052,A
M7288,MA1A**********288,WO10288,Hatch Z,GA-2,STN-03,2026-03-01 12:00,ENG-1283,SUP-074,EMP137,TL-050,
M7289,MA1A**********289,WO10289,Hatch Z,PAINT-1,Stn-03,2026-03-01 12:01,ENG-1319,SUP-175,EMP160,TL-017,A
M7290,MA1A**********290,WO10290,SUV Pro,PAINT-1,Stn-03,2026-03-01 12:02, eng-1001 ,SUP-087,EMP385,TL-047,B
M7291,MA1A**********291,WO10291,Sedan X,TRIM-1,STN-05,2026-03-01 12:03,ENG-1020,SUP-012,EMP119,TL-018,C
M7292,MA1A**********292,WO10292,SUV Pro,TRIM-1,STN-02,2026-03-01 12:05,ENG-1310,SUP-132,EMP171,TL-042,C
M7293,MA1A**********293,WO10293,Sedan X,TRIM-1,STN-05,2026-03-01 12:06,ENG-1378,SUP-077,EMP272,TL-065,
M7294,MA1A**********294,WO10294,Hatch Z,PAINT-1,STN-04,2026-03-01 12:07,ENG-1417,SUP-005,EMP288,TL-043,A
M7295,MA1A**********295,WO10295,SUV Pro,PAINT-1,Stn-03,2026-03-01 12:08,ENG-1460,SUP-186,EMP113,TL-077,
M7296,MA1A**********296,WO10296,SUV Pro,GA-2, stn-05 ,2026-03-01 12:10,ENG-1026,SUP-150,EMP345,TL-022,
M7297,MA1A**********297,WO10297,Sedan X,GA-2,STN-01,2026-03-01 12:11,ENG-1293,SUP-180,EMP156,TL-025,A
M7298,MA1A**********298,WO10298,SUV Pro,PAINT-1,STN-04,2026-03-01 12:12,ENG-1077,SUP-106,EMP204,TL-053,
M7299,MA1A**********299,WO10299,Hatch Z,GA-1, stn-05 ,2026-03-01 12:13,ENG-1070,SUP-133,EMP206,TL-072,C
M7300,MA1A**********300,WO10300,Hatch Z,TRIM-1,STN-05,2026-03-01 12:15,ENG-1192,SUP-081,EMP188,TL-059,C
M7301,MA1A**********301,WO10301,Hatch Z,PAINT-1, stn-05 ,2026-03-01 12:16,ENG-1395,SUP-185,EMP235,TL-079,
M7302,MA1A**********302,WO10302,Sedan X,GA-2,STN-03,2026-03-01 12:17,ENG-1285,SUP-077,EMP215,TL-039,C
M7303,MA1A**********303,WO10303,Hatch Z,GA-2, stn-05 ,2026-03-01 12:18,ENG-1360,SUP-126,EMP262,TL-062,C
M7304,MA1A**********304,WO10304,Hatch Z,PAINT-1,STN-03,2026-03-01 12:20,ENG-1062,SUP-147,EMP378,TL-049,
M7305,MA1A**********305,WO10305,SUV Pro,GA-2,STN-03,2026-03-01 12:21,ENG-1021,SUP-074,EMP140,TL-045,
M7306,MA1A**********306,WO10306,Hatch Z,PAINT-1, stn-05 ,2026-03-01 12:22,ENG-1245,SUP-055,EMP203,TL-069,C
M7307,MA1A**********307,WO10307,Hatch Z,PAINT-1,STN-02,2026-03-01 12:23,ENG-1055,SUP-158,EMP222,TL-032,A
M7308,MA1A**********308,WO10308,Hatch Z,GA-2, stn-05 ,2026-03-01 12:25,ENG-1119,SUP-014,EMP151,TL-053,C
M7309,MA1A**********309,WO10309,Hatch Z,TRIM-1,STN-01,2026-03-01 12:26,ENG-1348,SUP-198,EMP170,TL-001,B
M7310,MA1A**********310,WO10310,SUV Pro,TRIM-1,STN-04,2026-03-01 12:27,ENG-1333,SUP-052,EMP247,TL-042,C
M7311,MA1A**********311,WO10311,Hatch Z,GA-1,Stn-03,2026-03-01 12:28,ENG-1045,SUP-167,EMP393,TL-030,A
M7312,MA1A**********312,WO10312,Sedan X,TRIM-1,Stn-03,2026-03-01 12:30,ENG-1090,SUP-010,EMP303,TL-999,
M7313,MA1A**********313,WO10313,Sedan X,PAINT-1,STN-01,2026-03-01 12:31,ENG-1004,SUP-077,EMP390,TL-078,A
M7314,MA1A**********314,WO10314,SUV Pro,PAINT-1,STN-04,2026-03-01 12:32,ENG-1328,SUP-140,EMP368,TL-064,B
M7315,MA1A**********315,WO10315,Hatch Z,TRIM-1,STN-03,2026-03-01 12:33,ENG-1098,SUP-029,EMP269,TL-021,
M7316,MA1A**********316,WO10316,Hatch Z,PAINT-1, stn-05 ,2026-03-01 12:35,ENG-1095,SUP-004,EMP272,TL-038,B
M7317,MA1A**********317,WO10317,Sedan X,TRIM-1,Stn-03,2026-03-01 12:36,ENG-1218,SUP-132,EMP267,TL-012,
M7318,MA1A**********318,WO10318,Hatch Z,GA-1,STN-02,2026-03-01 12:37,ENG-1071,SUP-123,EMP265,TL-032,A
M7319,MA1A**********319,WO10319,SUV Pro,TRIM-1,STN-02,2026-03-01 12:38,ENG-1228,SUP-193,EMP236,TL-043,C
M7320,MA1A**********320,WO10320,Hatch Z,GA-1,STN-03,2026-03-01 12:40,ENG-1334,SUP-093,EMP220,TL-008,A
M7321,MA1A**********321,WO10321,SUV Pro,PAINT-1,STN-02,2026-03-01 12:41,ENG-1207,SUP-176,EMP357,TL-091,C
M7322,MA1A**********322,WO10322,Hatch Z,GA-1, stn-05 ,2026-03-01 12:42,ENG-1469,SUP-076,EMP288,TL-079,B
M7323,MA1A**********323,WO10323,Sedan X,GA-2,STN-04,2026-03-01 12:43,ENG-1078,SUP-117,EMP291,TL-054,
M7324,MA1A**********324,WO10324,Hatch Z,GA-2,Stn-03,2026-03-01 12:45,ENG-1126,SUP-175,EMP141,TL-068,
M7325,MA1A**********325,WO10325,Hatch Z,PAINT-1,STN-01,2026-03-01 12:46,ENG-1469,SUP-145,EMP157,TL-008,B
M7326,MA1A**********326,WO10326,Hatch Z,GA-2,STN-02,2026-03-01 12:47,ENG-1167,SUP-134,EMP326,TL-015,B
M7327,MA1A**********327,WO10327,Hatch Z,TRIM-1,STN-01,2026-03-01 12:48,ENG-1460,SUP-131,EMP328,TL-008,
M7328,MA1A**********328,WO10328,Sedan X,TRIM-1,STN-04,2026-03-01 12:50,ENG-1288,SUP-015,EMP386,TL-060,C
M7329,MA1A**********329,WO10329,Hatch Z,GA-1,STN-04,2026-03-01 12:51,ENG-1130,SUP-001,EMP211,TL-075,A
M7330,MA1A**********330,WO10330,Sedan X,TRIM-1,STN-03,2026-03-01 12:52,ENG-1358,SUP-017,EMP377,TL-008,A
M7331,MA1A**********331,WO10331,SUV Pro,GA-1,STN-03,2026-03-01 12:53,ENG-1209,SUP-047,EMP169,TL-099,
M7332,MA1A**********332,WO10332,SUV Pro,TRIM-1,STN-04,2026-03-01 12:55,ENG-1445,SUP-097,EMP292,TL-011,B
M7333,XX1 **3 4,WO10333,Hatch Z,PAINT-1,STN-01,2026-03-01 12:56,ENG-1091,SUP-138,EMP301,TL-068,B
M7334,MA1A**********334,WO10334,Hatch Z,GA-2,Stn-03,2026-03-01 12:57,ENG-1001,SUP-194,EMP111,TL-039,
M7335,MA1A**********335,WO10335,Hatch Z,TRIM-1,STN-05,2026-03-01 12:58,ENG-1194,SUP-059,EMP226,TL-059,C
M7336,MA1A**********336,WO10336,Sedan X,PAINT-1,STN-02,2026-03-01 13:00,ENG-1479,SUP-186,EMP157,TL-005,
M7337,MA1A**********337,WO10337,Hatch Z,GA-1,STN-02,2026-03-01 13:01,ENG-1105,SUP-018,EMP151,TL-077,A
M7338,MA1A**********338,WO10338,SUV Pro,GA-1,STN-02,2026-03-01 13:02,ENG-1379,SUP-012,EMP305,TL-057,B
M7339,MA1A**********339,WO10339,Hatch Z,GA-2,Stn-03,2026-03-01 13:03,ENG-1442,SUP-199,EMP128,TL-018,C
M7340,MA1A**********340,WO10340,Sedan X,PAINT-1,STN-05,2026-03-01 13:05,ENG-1306,SUP-198,EMP264,TL-031,C
M7341,MA1A**********341,WO10341,Sedan X,GA-2,STN-04,2026-03-01 13:06,ENG-1153,SUP-071,EMP131,TL-072,B
M7342,MA1A**********342,WO10342,Hatch Z,TRIM-1,STN-05,2026-03-01 13:07,ENG-1253,SUP-013,EMP276,TL-083,
M7343,MA1A**********343,WO10343,Hatch Z,PAINT-1, stn-05 ,2026-03-01 13:08,ENG-1213,SUP-105,EMP176,TL-039,
M7344,MA1A**********344,WO10344,Sedan X,TRIM-1,STN-02,2026-03-01 13:10,ENG-1434,SUP-058,EMP253,TL-091,B
M7345,MA1A**********345,WO10345,SUV Pro,GA-1,STN-05,2026-03-01 13:11,ENG-1211,SUP-107,EMP385,TL-068,B
M7346,MA1A**********346,WO10346,SUV Pro,GA-2,STN-03,2026/03/01 13:12,ENG-1104,SUP-085,EMP140,TL-058,C
M7347,MA1A**********347,WO10347,Sedan X,GA-2,STN-01,2026-03-01 13:13,ENG-1137,SUP-097,EMP120,TL-010,B
M7348,MA1A**********348,WO10348,Hatch Z,GA-2,STN-04,2026-03-01 13:15,ENG-1106,SUP-086,EMP255,TL-002,B
M7349,MA1A**********349,WO10349,Sedan X,GA-1, stn-05 ,2026-03-01 13:16,ENG-1386,SUP-123,EMP224,TL-090,B
M7350,MA1A**********350,WO10350,SUV Pro,GA-2,STN-05,2026-03-01 13:17,ENG-1164,SUP-199,EMP244,TL-049,
M7351,MA1A**********351,WO10351,Hatch Z,PAINT-1,STN-03,2026-03-01 13:18,ENG-1133,SUP-093,EMP362,TL-064,
M7352,MA1A**********352,WO10352,Sedan X,TRIM-1,Stn-03,2026-03-01 13:20,ENG-1429,SUP-082,EMP204,TL-048,C
M7353,MA1A**********353,WO10353,SUV Pro,GA-1,STN-05,2026-03-01 13:21,ENG-1442,SUP-057,EMP174,TL-003,C
M7354,MA1A**********354,WO10354,Hatch Z,TRIM-1,STN-03,2026-03-01 13:22,ENG-1078,SUP-051,EMP268,TL-030,
M7355,MA1A**********355,WO10355,Hatch Z,GA-2,STN-04,2026-03-01 13:23,ENG-1281,SUP-168,EMP272,TL-033,
M7356,MA1A**********356,WO10356,Hatch Z,TRIM-1,STN-04,2026-03-01 13:25,ENG-1086,SUP-188,EMP280,TL-022,B
M7357,MA1A**********357,WO10357,Hatch Z,TRIM-1,STN-02,2026-03-01 13:26,ENG-1469,SUP-139,EMP130,TL-068,A
M7358,MA1A**********358,WO10358,Sedan X,GA-1,Stn-03,2026-03-01 13:27,ENG-1003,SUP-106,EMP170,TL-081,B
M7359,MA1A**********359,WO10359,Sedan X,GA-2,STN-01,2026-03-01 13:28,ENG-1111,SUP-130,EMP333,TL-048,A
M7360,MA1A**********360,WO10360,Hatch Z,TRIM-1, stn-05 ,2026-03-01 13:30,ENG-1249,SUP-005,EMP103,TL-069,
M7361,MA1A**********361,WO10361,Sedan X,GA-1,STN-05,2026-03-01 13:31,ENG-1369,SUP-071,EMP374,TL-037,A
M7362,MA1A**********362,WO10362,Hatch Z,TRIM-1,Stn-03,2026-03-01 13:32,ENG-1481,SUP-046,EMP154,TL-013,B
M7363,MA1A**********363,WO10363,Sedan X,GA-2,STN-05,2026-03-01 13:33,ENG-1269,SUP-065,EMP281,TL-035,
M7364,MA1A**********364,WO10364,Sedan X,PAINT-1,STN-04,2026-03-01 13:35,ENG-1235,SUP-145,EMP224,TL-090,B
M7365,MA1A**********365,WO10365,SUV Pro,GA-1, stn-05 ,2026-03-01 13:36,ENG-1439,SUP-167,EMP116,TL-012,
M7366,MA1A**********366,WO10366,SUV Pro,TRIM-1,STN-05,2026-03-01 13:37,ENG-1243,SUP-015,EMP104,TL-090,B
M7367,MA1A**********367,WO10367,Sedan X,TRIM-1,Stn-03,2026-03-01 13:38,ENG-1222,SUP-166,EMP269,TL-073,A
M7368,MA1A**********368,WO10368,Hatch Z,GA-1,STN-02,2026-03-01 13:40,ENG-1108,SUP-178,EMP390,TL-061,C
M7369,MA1A**********369,WO10369,Sedan X,GA-1, stn-05 ,2026-03-01 13:41,ENG-1473,SUP-072,EMP378,TL-073,A
M7370,MA1A**********370,WO10370,Sedan X,PAINT-1,STN-01,2026-03-01 13:42,ENG-1492,SUP-054,EMP173,TL-097,
M7371,MA1A**********371,WO10371,Sedan X,PAINT-1,STN-02,2026-03-01 13:43,ENG-1288,SUP-062,EMP390,TL-050,C
M7372,MA1A**********372,WO10372,SUV Pro,GA-2,Stn-03,2026-03-01 13:45,ENG-1352,SUP-186,EMP140,TL-065,C
M7373,MA1A**********373,WO10373,Sedan X,GA-1,STN-04,2026-03-01 13:46,ENG-1118,SUP-020,EMP274,TL-078,
M7374,MA1A**********374,WO10374,SUV Pro,GA-1, stn-05 ,2026-03-01 13:47,ENG-1139,SUP-116,EMP351,TL-030,C
M7375,MA1A**********375,WO10375,Hatch Z,TRIM-1,STN-04,2026-03-01 13:48,ENG-1095,SUP-175,EMP399,TL-085,
M7376,MA1A**********376,WO10376,Sedan X,PAINT-1,Stn-03,2026-03-01 13:50,ENG-1126,SUP-183,EMP137,TL-011,C
M7377,MA1A**********377,WO10377,Sedan X,TRIM-1, stn-05 ,2026-03-01 13:51,ENG-1401,SUP-163,EMP178,TL-095,
M7378,MA1A**********378,WO10378,SUV Pro,PAINT-1,STN-01,2026-03-01 13:52,ENG-1046,SUP-002,EMP257,TL-057,C
M7379,MA1A**********379,WO10379,SUV Pro,GA-1,STN-02,2026-03-01 13:53,ENG-1044,SUP-048,EMP320,TL-058,
M7380,MA1A**********380,WO10380,Sedan X,GA-1,STN-01,2026-03-01 13:55,ENG-1181,SUP-142,EMP147,TL-077,C
M7381,MA1A**********381,WO10381,SUV Pro,GA-1,STN-03,2026-03-01 13:56,ENG-1211,SUP-100,EMP143,TL-093,B
M7382,MA1A**********382,WO10382,Hatch Z,GA-2, stn-05 ,2026-03-01 13:57,ENG-1194,SUP-044,EMP171,TL-035,C
M7383,MA1A**********383,WO10383,SUV Pro,TRIM-1,STN-02,2026-03-01 13:58,ENG-1032,SUP-043,EMP322,TL-036,
M7384,MA1A**********384,WO10384,SUV Pro,TRIM-1,Stn-03,2026-03-01 14:00,ENG-1039,SUP-093,EMP228,TL-032,
M7385,MA1A**********385,WO10385,Hatch Z,GA-2,STN-04,2026-03-01 14:01,ENG-1054,SUP-035,EMP255,TL-001,
M7386,MA1A**********386,WO10386,SUV Pro,TRIM-1,Stn-03,2026-03-01 14:02,ENG-1441,SUP-085,EMP325,TL-043,
M7387,MA1A**********387,WO10387,Hatch Z,GA-2,STN-03,2026-03-01 14:03,ENG-1164,SUP-155,EMP202,TL-062,C
M7388,MA1A**********388,WO10388,Sedan X,TRIM-1,STN-03,2026-03-01 14:05,ENG-1149,SUP-189,EMP351,TL-074,B
M7389,MA1A**********389,WO10389,SUV Pro,TRIM-1,STN-03,2026-03-01 14:06,ENG-1418,SUP-101,EMP286,TL-015,B
M7390,MA1A**********390,WO10390,Hatch Z,GA-2, stn-05 ,2026-03-01 14:07,ENG-1393,SUP-141,EMP113,TL-094,
