Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,VIN_Status
M7183,*************0183,WO10183,SUV Pro,TRIM-1,STN-01,2026-03-01 09:48,ENG-1460,SUP-021,EMP264,TL-078,B,Valid,Valid
M7184,*************0184,WO10184,Sedan X,GA-2,STN-03,2026-03-01 09:50,ENG-1319,SUP-163,EMP399,TL-071,C,Valid,Valid
M7185,*************0185,WO10185,SUV Pro,PAINT-1,STN-04,2026-03-01 09:51,ENG-1258,SUP-155,EMP320,TL-013,A,Valid,Valid
M7186,*************0186,WO10186,Hatch Z,GA-2,STN-04,2026-03-01 09:52,ENG-1231,SUP-059,EMP311,TL-044,,Valid,Valid
M7187,*************0187,WO10187,SUV Pro,TRIM-1,STN-05,2026-03-01 09:53,ENG-1048,SUP-081,EMP318,TL-041,C,Valid,Valid
M7188,*************0188,WO10188,SUV Pro,GA-2,STN-05,2026-03-01 09:55,ENG-1472,SUP-122,EMP134,TL-012,A,Valid,Valid
M7189,*************0189,WO10189,Sedan X,TRIM-1,STN-01,2026-03-01 09:56,ENG-1381,SUP-190,EMP290,TL-017,A,Valid,Valid
M7190,*************0190,WO10190,Hatch Z,PAINT-1,STN-05,2026-03-01 09:57,ENG-1062,SUP-106,EMP281,TL-086,,Valid,Valid
M7191,*************0191,WO10191,Hatch Z,GA-1,STN-03,2026-03-01 09:58,ENG-1307,SUP-080,EMP280,TL-014,B,Valid,Valid
M7192,*************0192,WO10192,Sedan X,TRIM-1,STN-02,2026-03-01 10:00,ENG-1433,SUP-028,EMP279,TL-072,C,Valid,Valid
M7193,*************0193,WO10193,Sedan X,PAINT-1,STN-05,2026-03-01 10:01,ENG-1115,SUP-110,EMP387,TL-099,A,Valid,Valid
M7194,*************0194,WO10194,Hatch Z,PAINT-1,STN-01,2026-03-01 10:02,ENG-1092,SUP-070,EMP258,TL-044,C,Valid,Valid
M7195,*************0195,WO10195,Sedan X,GA-2,STN-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B,Valid,Valid
M7196,*************0196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,,Valid,Valid
M7197,*************0197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A,Valid,Valid
M7198,*************0198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A,Valid,Valid
M7199,*************0199,WO10199,SUV Pro,TRIM-1,STN-05,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C,Valid,Valid
M7200,*************0200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,,Valid,Valid
M7201,*************0201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B,Valid,Valid
M7202,*************0202,WO10202,SUV Pro,GA-2,STN-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C,Valid,Valid
M7203,*************0203,WO10203,Sedan X,GA-1,STN-04,2026-03-01 10:13,ENG-1382,SUP-111,EMP189,TL-017,,Valid,Valid
M7204,*************0204,WO10204,Hatch Z,GA-2,STN-05,2026-03-01 10:15,ENG-1286,SUP-172,EMP281,TL-010,,Valid,Valid
M7205,*************0205,WO10205,Hatch Z,GA-1,STN-04,2026-03-01 10:16,ENG-1009,SUP-118,EMP139,TL-041,,Valid,Valid
M7206,*************0206,WO10206,Hatch Z,TRIM-1,STN-05,2026-03-01 10:17,ENG-1327,SUP-107,EMP248,TL-015,,Valid,Valid
M7207,*************0207,WO10207,Sedan X,PAINT-1,STN-02,2026-03-01 10:18,ENG-1410,SUP-159,EMP335,TL-089,C,Valid,Valid
M7208,*************0208,WO10208,Sedan X,TRIM-1,STN-03,2026-03-01 10:20,ENG-1054,SUP-063,EMP323,TL-076,,Valid,Valid
M7209,*************0209,WO10209,Hatch Z,GA-1,STN-04,2026-03-01 10:21,ENG-1445,SUP-080,EMP273,TL-029,C,Valid,Valid
M7210,*************0210,WO10210,Sedan X,GA-1,STN-05,2026-03-01 10:22,ENG-1324,SUP-030,EMP371,TL-066,B,Valid,Valid
M7211,*************0211,WO10211,SUV Pro,PAINT-1,STN-05,2026-03-01 10:59,ENG-1490,SUP-166,EMP175,TL-031,A,Valid,Valid
M7212,*************0212,WO10212,Sedan X,PAINT-1,STN-02,2026-03-01 10:25,ENG-1088,SUP-155,EMP178,TL-098,A,Valid,Valid
M7213,*************0213,WO10213,Sedan X,TRIM-1,STN-04,2026-03-01 10:26,ENG-1386,SUP-145,EMP396,TL-058,C,Valid,Valid
M7214,*************0214,WO10214,Hatch Z,PAINT-1,STN-02,2026-03-01 10:27,ENG-1225,SUP-018,EMP340,TL-057,C,Valid,Valid
M7215,*************0215,WO10215,SUV Pro,GA-1,STN-03,2026-03-01 10:28,ENG-1259,SUP-019,EMP258,TL-060,,Valid,Valid
M7216,*************0216,WO10216,Sedan X,GA-1,STN-03,2026-03-01 10:30,ENG-1425,SUP-074,EMP139,TL-083,A,Valid,Valid
M7217,*************0217,WO10217,Hatch Z,TRIM-1,STN-04,2026-03-01 10:31,ENG-1297,SUP-142,EMP121,TL-058,B,Valid,Valid
M7218,*************0218,WO10218,SUV Pro,TRIM-1,STN-05,2026-03-01 10:32,ENG-1077,SUP-016,EMP330,TL-014,C,Valid,Valid
M7219,*************0219,WO10219,Hatch Z,GA-1,STN-05,2026-03-01 10:33,ENG-1330,SUP-045,EMP120,TL-032,,Valid,Valid
M7220,*************0220,WO10220,SUV Pro,GA-2,STN-03,2026-03-01 10:35,ENG-1190,SUP-073,EMP298,TL-053,C,Valid,Valid
M7221,*************0221,WO10221,Hatch Z,GA-1,STN-03,2026-03-01 10:36,ENG-1323,SUP-166,EMP271,TL-009,C,Valid,Valid
M7222,*************0222,WO10222,Sedan X,TRIM-1,STN-03,2026-03-01 10:37,ENG-1129,,EMP176,TL-043,A,Valid,Valid
M7223,*************0223,WO10223,Hatch Z,GA-2,STN-03,2026-03-01 10:38,ENG-1158,SUP-168,EMP300,TL-017,A,Valid,Valid
M7224,*************0224,WO10224,SUV Pro,TRIM-1,STN-05,2026-03-01 10:40,ENG-1405,SUP-085,EMP165,TL-086,A,Valid,Valid
M7225,*************0225,WO10225,Hatch Z,TRIM-1,STN-05,2026-03-01 10:41,ENG-1185,SUP-005,EMP285,TL-040,B,Valid,Valid
M7226,*************0226,WO10226,Sedan X,PAINT-1,STN-03,2026-03-01 10:42,ENG-1248,SUP-050,EMP215,TL-018,B,Valid,Valid
M7227,*************0227,WO10227,Sedan X,PAINT-1,STN-03,2026-03-01 10:43,ENG-1403,SUP-026,EMP359,TL-099,A,Valid,Valid
M7228,*************0228,WO10228,Hatch Z,PAINT-1,STN-03,2026-03-01 10:45,ENG-1316,SUP-034,EMP292,TL-020,B,Valid,Valid
M7229,*************0229,WO10229,Sedan X,GA-2,STN-05,2026-03-01 10:46,ENG-1224,SUP-012,EMP310,TL-047,B,Valid,Valid
M7230,*************0230,WO10230,SUV Pro,PAINT-1,STN-03,2026-03-01 10:47,ENG-1383,SUP-115,EMP219,TL-069,B,Valid,Valid
M7231,*************0231,WO10231,SUV Pro,TRIM-1,STN-03,2026-03-01 10:48,ENG-1099,SUP-095,EMP392,TL-057,,Valid,Valid
M7232,*************0232,WO10232,SUV Pro,TRIM-1,STN-05,2026-03-01 10:50,ENG-1270,SUP-108,EMP182,TL-026,B,Valid,Valid
M7233,*************0233,WO10233,SUV Pro,GA-1,STN-05,2026-03-01 10:51,ENG-1246,SUP-096,EMP383,TL-014,A,Valid,Valid
M7234,*************0234,WO10234,SUV Pro,GA-1,STN-03,2026-03-01 10:52,ENG-1082,SUP-070,EMP330,TL-066,B,Valid,Valid
M7235,*************0235,WO10235,SUV Pro,GA-1,STN-02,2026-03-01 10:53,ENG-1418,SUP-116,EMP278,TL-004,,Valid,Valid
M7236,*************0236,WO10236,Sedan X,TRIM-1,STN-05,2026-03-01 10:55,ENG-1191,SUP-061,EMP297,TL-011,C,Valid,Valid
M7237,*************0237,WO10237,Sedan X,GA-1,STN-03,2026-03-01 10:56,ENG-1476,SUP-026,EMP271,TL-019,B,Valid,Valid
M7238,*************0238,WO10238,Sedan X,PAINT-1,STN-03,2026-03-01 10:57,ENG-1241,SUP-179,EMP171,TL-098,,Valid,Valid
M7239,*************0239,WO10239,SUV Pro,GA-1,STN-01,2026-03-01 10:58,ENG-1009,SUP-066,EMP210,TL-020,,Valid,Valid
M7240,*************0240,WO10240,Sedan X,PAINT-1,STN-02,2026-03-01 11:00,ENG-1154,SUP-032,EMP124,TL-031,,Valid,Valid
M7241,*************0241,WO10241,Hatch Z,TRIM-1,STN-01,2026-03-01 11:01,ENG-1056,SUP-128,EMP374,TL-003,B,Valid,Valid
M7242,*************0242,WO10242,Hatch Z,GA-2,STN-03,2026-03-01 11:02,ENG-1219,SUP-001,EMP280,TL-031,,Valid,Valid
M7243,*************0243,WO10243,Sedan X,GA-1,STN-05,2026-03-01 11:03,ENG-1499,SUP-093,EMP134,TL-068,A,Valid,Valid
M7244,*************0244,WO10244,SUV Pro,TRIM-1,STN-01,2026-03-01 11:05,ENG-1325,SUP-100,EMP291,TL-033,A,Valid,Valid
M7245,*************0245,WO10245,SUV Pro,GA-1,STN-03,2026-03-01 11:06,ENG-1123,SUP-188,EMP153,TL-099,C,Valid,Valid
M7246,*************0246,WO10246,Sedan X,GA-1,STN-03,2026-03-01 11:07,ENG-1279,SUP-087,EMP189,TL-100,,Valid,Valid
M7247,*************0247,WO10247,Hatch Z,TRIM-1,STN-05,2026-03-01 11:08,ENG-1093,SUP-035,EMP132,TL-092,,Valid,Valid
M7248,*************0248,WO10248,Sedan X,PAINT-1,STN-02,2026-03-01 11:10,ENG-1022,SUP-052,EMP121,TL-041,C,Valid,Valid
M7249,*************0249,WO10249,Hatch Z,TRIM-1,STN-03,2026-03-01 11:11,ENG-1278,SUP-122,EMP229,TL-005,B,Valid,Valid
M7250,*************0250,WO10250,SUV Pro,PAINT-1,STN-03,2026-03-01 11:12,ENG-1399,SUP-013,EMP269,TL-035,A,Valid,Valid
M7251,*************0251,WO10251,SUV Pro,TRIM-1,STN-04,2026-03-01 11:13,ENG-1380,SUP-113,EMP297,TL-044,B,Valid,Valid
M7252,*************0252,WO10252,SUV Pro,TRIM-1,STN-03,2026-03-01 11:15,ENG-1473,SUP-133,EMP236,TL-011,,Valid,Valid
M7253,*************0253,WO10253,Sedan X,TRIM-1,STN-05,2026-03-01 11:16,ENG-1421,SUP-047,EMP379,TL-038,C,Valid,Valid
M7254,*************0254,WO10254,Sedan X,GA-1,STN-03,2026-03-01 11:17,ENG-1338,SUP-076,EMP256,TL-058,,Valid,Valid
M7255,*************0255,WO10255,Sedan X,TRIM-1,STN-03,2026-03-01 11:18,ENG-1228,SUP-011,EMP280,TL-079,,Valid,Valid
M7256,*************0256,WO10256,SUV Pro,GA-1,STN-01,2026-03-01 11:20,ENG-1343,SUP-164,EMP307,TL-047,B,Valid,Valid
M7257,*************0257,WO10257,Sedan X,GA-2,STN-03,2026-03-01 11:21,ENG-1311,SUP-174,EMP324,TL-005,B,Valid,Valid
M7258,*************0258,WO10258,Sedan X,GA-2,STN-03,2026-03-01 11:22,ENG-1330,SUP-094,EMP285,TL-050,A,Valid,Valid
M7259,*************0259,WO10259,Hatch Z,GA-2,STN-05,2026-03-01 11:23,ENG-1230,SUP-095,EMP290,TL-057,A,Valid,Valid
M7260,*************0260,WO10260,Hatch Z,GA-2,STN-05,2026-03-01 11:25,ENG-1187,SUP-102,EMP260,TL-084,C,Valid,Valid
M7261,*************0261,WO10261,Sedan X,GA-1,STN-01,2026-03-01 11:26,ENG-1376,SUP-048,EMP355,TL-067,,Valid,Valid
M7262,*************0262,WO10262,Hatch Z,GA-1,STN-03,2026-03-01 11:27,ENG-1396,SUP-067,EMP328,TL-028,C,Valid,Valid
M7263,*************0263,WO10263,Hatch Z,TRIM-1,STN-02,2026-03-01 11:28,ENG-1062,SUP-035,EMP137,TL-058,B,Valid,Valid
M7264,*************0264,WO10264,Hatch Z,TRIM-1,STN-01,2026-03-01 11:30,ENG-1414,SUP-175,EMP263,TL-086,C,Valid,Valid
M7265,*************0265,WO10265,Hatch Z,GA-1,STN-05,2026-03-01 11:31,ENG-1277,SUP-075,EMP253,TL-021,B,Valid,Valid
M7266,*************0266,WO10266,SUV Pro,GA-2,STN-01,2026-03-01 11:32,ENG-1102,SUP-036,EMP221,TL-064,A,Valid,Valid
M7267,*************0267,WO10267,SUV Pro,PAINT-1,STN-04,2026-03-01 11:33,ENG-1411,SUP-142,EMP166,TL-079,A,Valid,Valid
M7268,*************0268,WO10268,Sedan X,PAINT-1,STN-04,2026-03-01 11:35,ENG-1367,SUP-185,EMP345,TL-068,,Valid,Valid
M7269,*************0269,WO10269,SUV Pro,GA-1,STN-02,2026-03-01 11:36,ENG-1497,SUP-082,EMP137,TL-058,,Valid,Valid
M7270,*************0270,WO10270,Hatch Z,PAINT-1,STN-02,2026-03-01 11:37,ENG-1449,SUP-200,EMP382,TL-082,B,Valid,Valid
M7271,*************0271,WO10271,Sedan X,TRIM-1,STN-05,2026-03-01 11:38,ENG-1466,SUP-015,EMP163,TL-067,B,Valid,Valid
M7272,*************0272,WO10272,SUV Pro,GA-2,STN-02,2026-03-01 11:40,ENG-1165,SUP-182,EMP215,TL-045,C,Valid,Valid
M7273,*************0273,WO10273,Sedan X,PAINT-1,STN-02,2026-03-01 11:41,ENG-1325,SUP-142,EMP240,TL-017,C,Valid,Valid
M7274,*************0274,WO10274,Hatch Z,GA-1,STN-05,2026-03-01 11:42,ENG-1328,SUP-044,EMP397,TL-020,B,Valid,Valid
M7275,*************0275,WO10275,Hatch Z,PAINT-1,STN-03,2026-03-01 11:43,ENG-1473,SUP-145,EMP121,TL-004,A,Valid,Valid
M7276,*************0276,WO10276,Sedan X,PAINT-1,STN-05,2026-03-01 11:45,ENG-1107,SUP-197,EMP392,TL-054,A,Valid,Valid
M7277,*************0277,WO10277,SUV Pro,PAINT-1,STN-05,2026-03-01 11:46,ENG-1489,SUP-078,EMP347,TL-032,,Valid,Valid
M7278,*************0278,WO10278,SUV Pro,TRIM-1,STN-01,2026-03-01 11:47,ENG-1352,SUP-016,EMP180,TL-057,,Valid,Valid
M7279,*************0279,WO10279,SUV Pro,TRIM-1,STN-02,2026-03-01 11:48,ENG-1174,SUP-156,EMP173,TL-041,C,Valid,Valid
M7280,*************0280,WO10280,Hatch Z,PAINT-1,STN-04,2026-03-01 11:50,ENG-1066,SUP-195,EMP289,TL-066,A,Valid,Valid
M7281,*************0281,WO10281,SUV Pro,GA-2,STN-04,2026-03-01 11:51,ENG-1062,SUP-069,EMP330,TL-032,B,Valid,Valid
M7282,*************0282,WO10282,Sedan X,GA-1,STN-03,2026-03-01 11:52,ENG-1484,SUP-099,EMP314,TL-032,B,Valid,Valid
M7283,*************0283,WO10283,SUV Pro,PAINT-1,STN-02,2026-03-01 11:53,ENG-1390,SUP-041,EMP355,TL-066,,Valid,Valid
M7284,*************0284,WO10284,SUV Pro,PAINT-1,STN-04,2026-03-01 11:55,ENG-1011,SUP-024,EMP301,TL-065,,Valid,Valid
M7285,*************0285,WO10285,Sedan X,GA-2,STN-05,2026-03-01 11:56,ENG-1180,SUP-013,EMP125,TL-037,,Valid,Valid
M7286,*************0286,WO10286,Hatch Z,TRIM-1,STN-03,2026-03-01 11:57,ENG-1274,SUP-003,EMP155,TL-056,B,Valid,Valid
M7287,*************0287,WO10287,SUV Pro,PAINT-1,STN-03,2026-03-01 11:58,ENG-1206,SUP-094,EMP123,TL-052,A,Valid,Valid
M7288,*************0288,WO10288,Hatch Z,GA-2,STN-03,2026-03-01 12:00,ENG-1283,SUP-074,EMP137,TL-050,,Valid,Valid
M7289,*************0289,WO10289,Hatch Z,PAINT-1,STN-03,2026-03-01 12:01,ENG-1319,SUP-175,EMP160,TL-017,A,Valid,Valid
M7290,*************0290,WO10290,SUV Pro,PAINT-1,STN-03,2026-03-01 12:02,ENG-1001,SUP-087,EMP385,TL-047,B,Valid,Valid
M7291,*************0291,WO10291,Sedan X,TRIM-1,STN-05,2026-03-01 12:03,ENG-1020,SUP-012,EMP119,TL-018,C,Valid,Valid
M7292,*************0292,WO10292,SUV Pro,TRIM-1,STN-02,2026-03-01 12:05,ENG-1310,SUP-132,EMP171,TL-042,C,Valid,Valid
M7293,*************0293,WO10293,Sedan X,TRIM-1,STN-05,2026-03-01 12:06,ENG-1378,SUP-077,EMP272,TL-065,,Valid,Valid
M7294,*************0294,WO10294,Hatch Z,PAINT-1,STN-04,2026-03-01 12:07,ENG-1417,SUP-005,EMP288,TL-043,A,Valid,Valid
M7295,*************0295,WO10295,SUV Pro,PAINT-1,STN-03,2026-03-01 12:08,ENG-1460,SUP-186,EMP113,TL-077,,Valid,Valid
M7296,*************0296,WO10296,SUV Pro,GA-2,STN-05,2026-03-01 12:10,ENG-1026,SUP-150,EMP345,TL-022,,Valid,Valid
M7297,*************0297,WO10297,Sedan X,GA-2,STN-01,2026-03-01 12:11,ENG-1293,SUP-180,EMP156,TL-025,A,Valid,Valid
M7298,*************0298,WO10298,SUV Pro,PAINT-1,STN-04,2026-03-01 12:12,ENG-1077,SUP-106,EMP204,TL-053,,Valid,Valid
M7299,*************0299,WO10299,Hatch Z,GA-1,STN-05,2026-03-01 12:13,ENG-1070,SUP-133,EMP206,TL-072,C,Valid,Valid
M7300,*************0300,WO10300,Hatch Z,TRIM-1,STN-05,2026-03-01 12:15,ENG-1192,SUP-081,EMP188,TL-059,C,Valid,Valid
M7301,*************0301,WO10301,Hatch Z,PAINT-1,STN-05,2026-03-01 12:16,ENG-1395,SUP-185,EMP235,TL-079,,Valid,Valid
M7302,*************0302,WO10302,Sedan X,GA-2,STN-03,2026-03-01 12:17,ENG-1285,SUP-077,EMP215,TL-039,C,Valid,Valid
M7303,*************0303,WO10303,Hatch Z,GA-2,STN-05,2026-03-01 12:18,ENG-1360,SUP-126,EMP262,TL-062,C,Valid,Valid
M7304,*************0304,WO10304,Hatch Z,PAINT-1,STN-03,2026-03-01 12:20,ENG-1062,SUP-147,EMP378,TL-049,,Valid,Valid
M7305,*************0305,WO10305,SUV Pro,GA-2,STN-03,2026-03-01 12:21,ENG-1021,SUP-074,EMP140,TL-045,,Valid,Valid
M7306,*************0306,WO10306,Hatch Z,PAINT-1,STN-05,2026-03-01 12:22,ENG-1245,SUP-055,EMP203,TL-069,C,Valid,Valid
M7307,*************0307,WO10307,Hatch Z,PAINT-1,STN-02,2026-03-01 12:23,ENG-1055,SUP-158,EMP222,TL-032,A,Valid,Valid
M7308,*************0308,WO10308,Hatch Z,GA-2,STN-05,2026-03-01 12:25,ENG-1119,SUP-014,EMP151,TL-053,C,Valid,Valid
M7309,*************0309,WO10309,Hatch Z,TRIM-1,STN-01,2026-03-01 12:26,ENG-1348,SUP-198,EMP170,TL-001,B,Valid,Valid
M7310,*************0310,WO10310,SUV Pro,TRIM-1,STN-04,2026-03-01 12:27,ENG-1333,SUP-052,EMP247,TL-042,C,Valid,Valid
M7311,*************0311,WO10311,Hatch Z,GA-1,STN-03,2026-03-01 12:28,ENG-1045,SUP-167,EMP393,TL-030,A,Valid,Valid
M7312,*************0312,WO10312,Sedan X,TRIM-1,STN-03,2026-03-01 12:30,ENG-1090,SUP-010,EMP303,TL-999,,Valid,Valid
M7313,*************0313,WO10313,Sedan X,PAINT-1,STN-01,2026-03-01 12:31,ENG-1004,SUP-077,EMP390,TL-078,A,Valid,Valid
M7314,*************0314,WO10314,SUV Pro,PAINT-1,STN-04,2026-03-01 12:32,ENG-1328,SUP-140,EMP368,TL-064,B,Valid,Valid
M7315,*************0315,WO10315,Hatch Z,TRIM-1,STN-03,2026-03-01 12:33,ENG-1098,SUP-029,EMP269,TL-021,,Valid,Valid
M7316,*************0316,WO10316,Hatch Z,PAINT-1,STN-05,2026-03-01 12:35,ENG-1095,SUP-004,EMP272,TL-038,B,Valid,Valid
M7317,*************0317,WO10317,Sedan X,TRIM-1,STN-03,2026-03-01 12:36,ENG-1218,SUP-132,EMP267,TL-012,,Valid,Valid
M7318,*************0318,WO10318,Hatch Z,GA-1,STN-02,2026-03-01 12:37,ENG-1071,SUP-123,EMP265,TL-032,A,Valid,Valid
M7319,*************0319,WO10319,SUV Pro,TRIM-1,STN-02,2026-03-01 12:38,ENG-1228,SUP-193,EMP236,TL-043,C,Valid,Valid
M7320,*************0320,WO10320,Hatch Z,GA-1,STN-03,2026-03-01 12:40,ENG-1334,SUP-093,EMP220,TL-008,A,Valid,Valid
M7321,*************0321,WO10321,SUV Pro,PAINT-1,STN-02,2026-03-01 12:41,ENG-1207,SUP-176,EMP357,TL-091,C,Valid,Valid
M7322,*************0322,WO10322,Hatch Z,GA-1,STN-05,2026-03-01 12:42,ENG-1469,SUP-076,EMP288,TL-079,B,Valid,Valid
M7323,*************0323,WO10323,Sedan X,GA-2,STN-04,2026-03-01 12:43,ENG-1078,SUP-117,EMP291,TL-054,,Valid,Valid
M7324,*************0324,WO10324,Hatch Z,GA-2,STN-03,2026-03-01 12:45,ENG-1126,SUP-175,EMP141,TL-068,,Valid,Valid
M7325,*************0325,WO10325,Hatch Z,PAINT-1,STN-01,2026-03-01 12:46,ENG-1469,SUP-145,EMP157,TL-008,B,Valid,Valid
M7326,*************0326,WO10326,Hatch Z,GA-2,STN-02,2026-03-01 12:47,ENG-1167,SUP-134,EMP326,TL-015,B,Valid,Valid
M7327,*************0327,WO10327,Hatch Z,TRIM-1,STN-01,2026-03-01 12:48,ENG-1460,SUP-131,EMP328,TL-008,,Valid,Valid
M7328,*************0328,WO10328,Sedan X,TRIM-1,STN-04,2026-03-01 12:50,ENG-1288,SUP-015,EMP386,TL-060,C,Valid,Valid
M7329,*************0329,WO10329,Hatch Z,GA-1,STN-04,2026-03-01 12:51,ENG-1130,SUP-001,EMP211,TL-075,A,Valid,Valid
M7330,*************0330,WO10330,Sedan X,TRIM-1,STN-03,2026-03-01 12:52,ENG-1358,SUP-017,EMP377,TL-008,A,Valid,Valid
M7331,*************0331,WO10331,SUV Pro,GA-1,STN-03,2026-03-01 12:53,ENG-1209,SUP-047,EMP169,TL-099,,Valid,Valid
M7332,*************0332,WO10332,SUV Pro,TRIM-1,STN-04,2026-03-01 12:55,ENG-1445,SUP-097,EMP292,TL-011,B,Valid,Valid
M7333,,WO10333,Hatch Z,PAINT-1,STN-01,2026-03-01 12:56,ENG-1091,SUP-138,EMP301,TL-068,B,Valid,Invalid
M7334,*************0334,WO10334,Hatch Z,GA-2,STN-03,2026-03-01 12:57,ENG-1001,SUP-194,EMP111,TL-039,,Valid,Valid
M7335,*************0335,WO10335,Hatch Z,TRIM-1,STN-05,2026-03-01 12:58,ENG-1194,SUP-059,EMP226,TL-059,C,Valid,Valid
M7336,*************0336,WO10336,Sedan X,PAINT-1,STN-02,2026-03-01 13:00,ENG-1479,SUP-186,EMP157,TL-005,,Valid,Valid
M7337,*************0337,WO10337,Hatch Z,GA-1,STN-02,2026-03-01 13:01,ENG-1105,SUP-018,EMP151,TL-077,A,Valid,Valid
M7338,*************0338,WO10338,SUV Pro,GA-1,STN-02,2026-03-01 13:02,ENG-1379,SUP-012,EMP305,TL-057,B,Valid,Valid
M7339,*************0339,WO10339,Hatch Z,GA-2,STN-03,2026-03-01 13:03,ENG-1442,SUP-199,EMP128,TL-018,C,Valid,Valid
M7340,*************0340,WO10340,Sedan X,PAINT-1,STN-05,2026-03-01 13:05,ENG-1306,SUP-198,EMP264,TL-031,C,Valid,Valid
M7341,*************0341,WO10341,Sedan X,GA-2,STN-04,2026-03-01 13:06,ENG-1153,SUP-071,EMP131,TL-072,B,Valid,Valid
M7342,*************0342,WO10342,Hatch Z,TRIM-1,STN-05,2026-03-01 13:07,ENG-1253,SUP-013,EMP276,TL-083,,Valid,Valid
M7343,*************0343,WO10343,Hatch Z,PAINT-1,STN-05,2026-03-01 13:08,ENG-1213,SUP-105,EMP176,TL-039,,Valid,Valid
M7344,*************0344,WO10344,Sedan X,TRIM-1,STN-02,2026-03-01 13:10,ENG-1434,SUP-058,EMP253,TL-091,B,Valid,Valid
M7345,*************0345,WO10345,SUV Pro,GA-1,STN-05,2026-03-01 13:11,ENG-1211,SUP-107,EMP385,TL-068,B,Valid,Valid
M7346,*************0346,WO10346,SUV Pro,GA-2,STN-03,2026-03-01 13:12,ENG-1104,SUP-085,EMP140,TL-058,C,Valid,Valid
M7347,*************0347,WO10347,Sedan X,GA-2,STN-01,2026-03-01 13:13,ENG-1137,SUP-097,EMP120,TL-010,B,Valid,Valid
M7348,*************0348,WO10348,Hatch Z,GA-2,STN-04,2026-03-01 13:15,ENG-1106,SUP-086,EMP255,TL-002,B,Valid,Valid
M7349,*************0349,WO10349,Sedan X,GA-1,STN-05,2026-03-01 13:16,ENG-1386,SUP-123,EMP224,TL-090,B,Valid,Valid
M7350,*************0350,WO10350,SUV Pro,GA-2,STN-05,2026-03-01 13:17,ENG-1164,SUP-199,EMP244,TL-049,,Valid,Valid
M7351,*************0351,WO10351,Hatch Z,PAINT-1,STN-03,2026-03-01 13:18,ENG-1133,SUP-093,EMP362,TL-064,,Valid,Valid
M7352,*************0352,WO10352,Sedan X,TRIM-1,STN-03,2026-03-01 13:20,ENG-1429,SUP-082,EMP204,TL-048,C,Valid,Valid
M7353,*************0353,WO10353,SUV Pro,GA-1,STN-05,2026-03-01 13:21,ENG-1442,SUP-057,EMP174,TL-003,C,Valid,Valid
M7354,*************0354,WO10354,Hatch Z,TRIM-1,STN-03,2026-03-01 13:22,ENG-1078,SUP-051,EMP268,TL-030,,Valid,Valid
M7355,*************0355,WO10355,Hatch Z,GA-2,STN-04,2026-03-01 13:23,ENG-1281,SUP-168,EMP272,TL-033,,Valid,Valid
M7356,*************0356,WO10356,Hatch Z,TRIM-1,STN-04,2026-03-01 13:25,ENG-1086,SUP-188,EMP280,TL-022,B,Valid,Valid
M7357,*************0357,WO10357,Hatch Z,TRIM-1,STN-02,2026-03-01 13:26,ENG-1469,SUP-139,EMP130,TL-068,A,Valid,Valid
M7358,*************0358,WO10358,Sedan X,GA-1,STN-03,2026-03-01 13:27,ENG-1003,SUP-106,EMP170,TL-081,B,Valid,Valid
M7359,*************0359,WO10359,Sedan X,GA-2,STN-01,2026-03-01 13:28,ENG-1111,SUP-130,EMP333,TL-048,A,Valid,Valid
M7360,*************0360,WO10360,Hatch Z,TRIM-1,STN-05,2026-03-01 13:30,ENG-1249,SUP-005,EMP103,TL-069,,Valid,Valid
M7361,*************0361,WO10361,Sedan X,GA-1,STN-05,2026-03-01 13:31,ENG-1369,SUP-071,EMP374,TL-037,A,Valid,Valid
M7362,*************0362,WO10362,Hatch Z,TRIM-1,STN-03,2026-03-01 13:32,ENG-1481,SUP-046,EMP154,TL-013,B,Valid,Valid
M7363,*************0363,WO10363,Sedan X,GA-2,STN-05,2026-03-01 13:33,ENG-1269,SUP-065,EMP281,TL-035,,Valid,Valid
M7364,*************0364,WO10364,Sedan X,PAINT-1,STN-04,2026-03-01 13:35,ENG-1235,SUP-145,EMP224,TL-090,B,Valid,Valid
M7365,*************0365,WO10365,SUV Pro,GA-1,STN-05,2026-03-01 13:36,ENG-1439,SUP-167,EMP116,TL-012,,Valid,Valid
M7366,*************0366,WO10366,SUV Pro,TRIM-1,STN-05,2026-03-01 13:37,ENG-1243,SUP-015,EMP104,TL-090,B,Valid,Valid
