Reading_ID,Event_ID,Tool_Mac,Torque,Temp
SR-420,EVT-14970,AA:BB:CC:00:71,44.5,86.4
SR-421,EVT-14377,AA:BB:CC:00:09,44.2,79.8
SR-422,EVT-13437,AA:BB:CC:00:21,43.2,80.5
SR-423,EVT-11961,AA:BB:CC:00:32,44.0,84.9
SR-424,EVT-13307,AA:BB:CC:00:66,46.5,91.2
SR-425,EVT-12492,AA:BB:CC:00:44,46.9,86.0
SR-426,EVT-12961,AA:BB:CC:00:89, 43.7 ,87.3
SR-427,EVT-10066,AA:BB:CC:00:65,47.3,83.4
SR-428,EVT-11677,AA:BB:CC:00:75,46.5,87.0
SR-429,EVT-10447,AA:BB:CC:00:80,44.2,85.7
SR-430,EVT-13779,AA:BB:CC:00:87,46.3,86.9
SR-431,EVT-10612,AA:BB:CC:00:15,47.6,81.9
SR-432,EVT-13226,AA:BB:CC:00:27,45.5,85.7
SR-433,EVT-12692,AA:BB:CC:00:16,44.9,73.9
SR-434,EVT-14674,AA:BB:CC:00:46,43.2,90.4
SR-435,EVT-10723,AA:BB:CC:00:97,44.3,80.2
SR-436,EVT-13179,AA:BB:CC:00:72,44.9,82.7
SR-437,EVT-11942,AA:BB:CC:00:48,42.4,87.4
SR-438,EVT-14030,AA:BB:CC:00:65,42.9,90.4
SR-439,EVT-12223,AA:BB:CC:00:19,46.4,86.2
SR-440,EVT-11816,AA:BB:CC:00:90,43.9,80.9
SR-441,EVT-14185,AA:BB:CC:00:37,41.3,86.0
SR-442,EVT-11912,AA:BB:CC:00:58,44.1,91.6
SR-443,EVT-11858,AA:BB:CC:00:55,44.1,79.3
SR-444,EVT-13323,AA:BB:CC:00:53,45.2,81.9
SR-445,EVT-11626,AA:BB:CC:00:47,45.7 Nm,82.1
SR-446,EVT-12764,AA:BB:CC:00:03,46.1,92.3
SR-447,EVT-13552,AA:BB:CC:00:88,44.4,87.5
SR-448,EVT-13416,AA:BB:CC:00:86,44.5,88.2
SR-449,EVT-13471,AA:BB:CC:00:62,42.5,88.8
SR-450,EVT-14837,AA:BB:CC:00:01,44.0,88.3
SR-451,EVT-12101,AA:BB:CC:00:39,43.2,92.4
SR-452,EVT-12995,AA:BB:CC:00:73,46.1,86.5
SR-453,EVT-12705,AA:BB:CC:00:33,49.5,83.2
SR-454,EVT-12256,AA:BB:CC:00:23,45.8,88.5
SR-455,EVT-12165,AA:BB:CC:00:34,47.3,83.6
SR-456,EVT-14312,AA:BB:CC:00:49,46.5,76.8
SR-457,EVT-11177,AA:BB:CC:00:49,42.0,82.7
SR-458,EVT-13601,AA:BB:CC:00:99,45.0,85.3
SR-459,EVT-11328,AA:BB:CC:00:49,42.7,92.5
SR-460,EVT-13264,AA:BB:CC:00:10,41.9,86.7
SR-461,EVT-10877,AA:BB:CC:00:96, 47.0 ,86.1
SR-462,EVT-11181,AA:BB:CC:00:66,9000,91.3
SR-463,EVT-14888,AA:BB:CC:00:71,38.3,85.5
SR-464,EVT-10018,AA:BB:CC:00:88,43.7,82.5
SR-465,EVT-10034,AA:BB:CC:00:67,45.3,90.4
SR-466,EVT-13485,AA:BB:CC:00:76,44.2,185 F
SR-467,EVT-11698,AA:BB:CC:00:39,45.4,92.9
SR-468,EVT-13590,AA:BB:CC:00:42,45.3,81.6
SR-469,EVT-12787,AA:BB:CC:00:100,45.7,84.7
SR-470,EVT-12471,AA:BB:CC:00:91,46.6,84.5
SR-471,EVT-12548,AA:BB:CC:00:01,46.1,82.9
SR-472,EVT-14364,AA:BB:CC:00:46,44.4,82.8
SR-473,EVT-14089,AA:BB:CC:00:36,46.9,80.7
SR-474,EVT-12307,AA:BB:CC:00:96,41.4,97.7
SR-475,EVT-10107,AA:BB:CC:00:91,47.0,89.6
SR-476,EVT-11372,AA:BB:CC:00:44,44.7,88.4
SR-477,EVT-13616,AA:BB:CC:00:31,43.3,185 F
SR-478,EVT-12582,AA:BB:CC:00:97,42.6,87.3
SR-479,EVT-14674,AA:BB:CC:00:58,47.2,84.1
SR-480,EVT-12719,AA:BB:CC:00:96,44.4,85.6
SR-481,EVT-13510,AA:BB:CC:00:04,42.7,90.5
SR-482,EVT-10514,AA:BB:CC:00:53,43.0,72.2
SR-483,EVT-10003,AA:BB:CC:00:89,44.0,89.9
SR-484,EVT-11219,AA:BB:CC:00:93,47.5,96.4
SR-485,EVT-12592,AA:BB:CC:00:57,46.6,78.4
SR-486,EVT-12704,AA:BB:CC:00:73,45.7,80.3
SR-487,EVT-14019,AA:BB:CC:00:78,44.6,81.4
SR-488,EVT-11608,AA:BB:CC:00:50,41.9,84.5
SR-489,EVT-13844,AA:BB:CC:00:05,50.5,87.6
SR-490,EVT-12556,AA:BB:CC:00:52,43.9,84.8
SR-491,EVT-12324,AA:BB:CC:00:17,43.8,92.2
SR-492,EVT-11282,AA:BB:CC:00:32,45.1,89.5
SR-493,EVT-14388,AA:BB:CC:00:06,48.3,89.2
SR-494,EVT-10544,AA:BB:CC:00:69,45.2,84.7
SR-495,EVT-13842,AA:BB:CC:00:93,44.4,80.0
SR-496,EVT-11711,AA:BB:CC:00:92,41.2,84.8
SR-497,EVT-12705,AA:BB:CC:00:61,44.4,94.9
SR-498,EVT-12690,AA:BB:CC:00:10,45.0,70.9
SR-499,EVT-10644,AA:BB:CC:00:23,43.5,89.1
SR-500,EVT-10858,AA:BB:CC:00:53,45.9,84.3
SR-501,EVT-14680,AA:BB:CC:00:61,43.5,94.7
SR-502,EVT-12042,AA:BB:CC:00:19, 43.5 ,84.0
SR-503,EVT-13317,AA:BB:CC:00:04,44.9,93.9
SR-504,EVT-12232,AA:BB:CC:00:46,43.6,85.3
SR-505,EVT-11592,AA:BB:CC:00:32,44.6,77.2
SR-506,EVT-14928,AA:BB:CC:00:84,45.5,89.5
SR-507,EVT-12750,AA:BB:CC:00:46,33.19 ft-lb,88.9
SR-508,EVT-14290,AA:BB:CC:00:62,46.0,80.7
SR-509,EVT-12052,AA:BB:CC:00:92,42.9,83.2
SR-510,EVT-10405,AA:BB:CC:00:54,43.3,76.6
SR-511,EVT-12944,AA:BB:CC:00:100,43.8,90.1
SR-512,EVT-10174,AA:BB:CC:00:87,45.5,86.7
SR-513,EVT-14695,AA:BB:CC:00:67,44.4,87.5
SR-514,EVT-12742,AA:BB:CC:00:24,43.3,89.9
SR-515,EVT-10109,AA:BB:CC:00:66,44.2,81.4
SR-516,EVT-14323,AA:BB:CC:00:18,44.6,82.5
SR-517,EVT-14839,AA:BB:CC:00:96,47.3,90.1
SR-518,EVT-10746,AA:BB:CC:00:48,46.3,85.6
SR-519,EVT-13619,AA:BB:CC:00:46,42.4,92.7
SR-520,EVT-11291,AA:BB:CC:00:48,47.0,82.0
SR-521,EVT-12561,AA:BB:CC:00:62,42.6,82.4
SR-522,EVT-13661,AA:BB:CC:00:94,46.8,88.7
SR-523,EVT-10658,AA:BB:CC:00:27,45.8,93.7
SR-524,EVT-11364,AA:BB:CC:00:62,43.7,89.6
SR-525,EVT-14061,AA:BB:CC:00:78,46.3,95.6
SR-526,EVT-12352,AA:BB:CC:00:65,45.0,89.6
SR-527,EVT-10367,AA:BB:CC:00:52,44.9,82.7
SR-528,EVT-13540,AA:BB:CC:00:01,43.5,83.1
SR-529,EVT-10571,AA:BB:CC:00:50,45.1,85.2
SR-530,EVT-10774,AA:BB:CC:00:40,41.7,84.2
SR-531,EVT-14905,AA:BB:CC:00:72,40.8,86.1
SR-532,EVT-14879,AA:BB:CC:00:17,46.0,87.6
SR-533,EVT-11650,AA:BB:CC:00:01,45.1,87.3
SR-534,EVT-13480,AA:BB:CC:00:78,44.4 Nm,95.6
SR-535,EVT-10299,AA:BB:CC:00:77,45.8,92.3
SR-536,EVT-13621,AA:BB:CC:00:30,44.9,88.9
SR-537,EVT-14765,AA:BB:CC:00:77,46.0 Nm,87.3
SR-538,EVT-13536,AA:BB:CC:00:67,46.5,81.5
SR-539,EVT-13983,AA:BB:CC:00:22,40.9,82.6
SR-540,EVT-14445,AA:BB:CC:00:35,39.4,81.0
SR-541,EVT-13283,AA:BB:CC:00:56,45.1,78.7
SR-542,EVT-11668,AA:BB:CC:00:14,45.3,80.3
SR-543,EVT-13692,AA:BB:CC:00:45,44.7,98.3
SR-544,EVT-11357,AA:BB:CC:00:86,43.3,90.9
SR-545,EVT-12943,AA:BB:CC:00:33,43.1,86.5
SR-546,EVT-12856,AA:BB:CC:00:12,44.6,91.3
SR-547,EVT-11895,AA:BB:CC:00:24,44.0,88.4
SR-548,EVT-11819,AA:BB:CC:00:69,46.5,78.8
SR-549,EVT-14233,AA:BB:CC:00:57,45.3,74.6
SR-550,EVT-12165,AA:BB:CC:00:09,44.9,76.9
SR-551,EVT-10636,AA:BB:CC:00:02,47.0,81.3
SR-552,EVT-11203,AA:BB:CC:00:59,46.2,79.9
SR-553,EVT-14317,AA:BB:CC:00:95,45.2,85.7
SR-554,EVT-11393,AA:BB:CC:00:29,43.1,87.7
SR-555,EVT-14255,AA:BB:CC:00:93,46.7,79.3
SR-556,EVT-11227,AA:BB:CC:00:100,46.2,94.1
SR-557,EVT-12604,AA:BB:CC:00:55,44.1,79.5
SR-558,EVT-10527,AA:BB:CC:00:94,45.5,86.9
SR-559,EVT-14712,AA:BB:CC:00:22,42.6,82.9
SR-560,EVT-11680,AA:BB:CC:00:85,40.7,88.1
SR-561,EVT-10214,AA:BB:CC:00:49,46.4,86.9
SR-562,EVT-11941,AA:BB:CC:00:12,44.2,88.5
SR-563,EVT-14785,AA:BB:CC:00:71,42.9,88.3
SR-564,EVT-14833,AA:BB:CC:00:89,45.5,82.5
SR-565,EVT-13128,AA:BB:CC:00:08,43.6,86.3
SR-566,EVT-14868,AA:BB:CC:00:97,44.6,82.6
SR-567,EVT-11509,AA:BB:CC:00:16,40.6,78.6
SR-568,EVT-11438,AA:BB:CC:00:40,44.8,87.7
SR-569,EVT-11454,AA:BB:CC:00:45,46.8,80.1
SR-570,EVT-13202,AA:BB:CC:00:64,44.1,84.6
SR-571,EVT-11975,AA:BB:CC:00:63,45.9,90.1
SR-572,EVT-13089,AA:BB:CC:00:51,46.7,88.7
SR-573,EVT-14238,AA:BB:CC:00:10,45.5,92.7
SR-574,EVT-11329,AA:BB:CC:00:76,46.3,87.8
SR-575,EVT-14512,AA:BB:CC:00:86,43.4,87.5
SR-576,EVT-11563,AA:BB:CC:00:71,33.19 ft-lb,86.1
SR-577,EVT-14909,AA:BB:CC:00:45,43.8,98.6
SR-578,EVT-13184,AA:BB:CC:00:85,44.0,77.4
SR-579,EVT-12675,AA:BB:CC:00:56,44.2,77.7
SR-580,EVT-12887,AA:BB:CC:00:86,47.2,78.6
SR-581,EVT-13447,AA:BB:CC:00:73,46.4,81.3
SR-582,EVT-11786,AA:BB:CC:00:84,41.2,76.3
SR-583,EVT-11648,AA:BB:CC:00:13,47.2,89.7
SR-584,EVT-11117,AA:BB:CC:00:64,47.8,83.0
SR-585,EVT-10454,AA:BB:CC:00:88,44.9,85.3
SR-586,EVT-13766,AA:BB:CC:00:30,45.3,89.8
SR-587,EVT-13220,AA:BB:CC:00:52,46.2,78.4
SR-588,EVT-13639,AA:BB:CC:00:54,48.2,76.4
SR-589,EVT-10077,AA:BB:CC:00:57,42.6,87.3
SR-590,EVT-10646,AA:BB:CC:00:18,45.1,87.3
SR-591,EVT-11102,AA:BB:CC:00:25,43.8,86.5
SR-592,EVT-14935,AA:BB:CC:00:53,47.9,86.4
SR-593,EVT-10247,AA:BB:CC:00:20,45.9,77.8
SR-594,EVT-13759,AA:BB:CC:00:11,43.3,88.2
SR-595,EVT-13292,AA:BB:CC:00:40,46.8,93.4
SR-596,EVT-11150,AA:BB:CC:00:98,44.6,89.2
SR-597,EVT-11938,AA:BB:CC:00:23,46.5,75.5
SR-598,EVT-14999,AA:BB:CC:00:90,40.1,89.6
SR-599,EVT-10413,AA:BB:CC:00:87,45.4,83.6
SR-600,EVT-13690,AA:BB:CC:00:42,43.7,84.1
SR-601,EVT-10675,AA:BB:CC:00:47,49.7,84.2
SR-602,EVT-13249,AA:BB:CC:00:56,41.2,82.5
SR-603,EVT-12129,AA:BB:CC:00:33,45.3,84.8
SR-604,EVT-11409,AA:BB:CC:00:89,44.7,77.0
SR-605,EVT-11709,AA:BB:CC:00:98, 43.6 ,74.9
SR-606,EVT-10332,AA:BB:CC:00:26,44.1,90.3
SR-607,EVT-12343,AA:BB:CC:00:69,44.6,91.9
SR-608,EVT-10440,AA:BB:CC:00:29,41.8,81.6
SR-609,EVT-14807,AA:BB:CC:00:94,44.6,95.3
SR-610,EVT-14590,AA:BB:CC:00:60,33.19 ft-lb,78.0
SR-611,EVT-10528,AA:BB:CC:00:91,33.19 ft-lb,81.2
SR-612,EVT-11817,AA:BB:CC:00:37,45.4,81.7
SR-613,EVT-13622,AA:BB:CC:00:25,45.6 Nm,73.8
SR-614,EVT-12242,AA:BB:CC:00:74,41.9,85.6
SR-615,EVT-12545,AA:BB:CC:00:44,44.7,86.2
SR-616,EVT-14248,AA:BB:CC:00:34,44.6,92.8
SR-617,EVT-14439,AA:BB:CC:00:12,44.9,87.9
SR-618,EVT-14211,AA:BB:CC:00:93,44.1,89.6
SR-619,EVT-13030,AA:BB:CC:00:39,41.7,82.0
SR-620,EVT-13997,AA:BB:CC:00:19,43.6,84.1
SR-621,EVT-10103,AA:BB:CC:00:19,33.19 ft-lb,89.3
SR-622,EVT-12295,AA:BB:CC:00:29,41.1,82.4
SR-623,EVT-10986,AA:BB:CC:00:66,44.2,91.5
SR-624,EVT-10363,AA:BB:CC:00:90,47.4,84.2
SR-625,EVT-12731,AA:BB:CC:00:98,45.2,79.6
SR-626,EVT-11864,AA:BB:CC:00:94,45.3,90.6
SR-627,EVT-11409,AA:BB:CC:00:76,44.2,94.8
SR-628,EVT-14983,AA:BB:CC:00:20,44.7,81.3
SR-629,EVT-11172,AA:BB:CC:00:57,42.7,83.1
SR-630,EVT-11226,AA:BB:CC:00:97,43.1,80.9
SR-631,EVT-13445,AA:BB:CC:00:09,42.8,86.7
SR-632,EVT-13096,AA:BB:CC:00:02,47.0,91.8
SR-633,EVT-10964,AA:BB:CC:00:28,42.1,83.7
SR-634,EVT-11813,AA:BB:CC:00:34,45.0,80.6
SR-635,EVT-13524,AA:BB:CC:00:21,45.5,81.8
SR-636,EVT-12058,AA:BB:CC:00:83,42.5,79.0
SR-637,EVT-14011,AA:BB:CC:00:78,45.3,79.7
SR-638,EVT-11284,AA:BB:CC:00:81,42.9,78.1
SR-639,EVT-12272,AA:BB:CC:00:56,44.9,81.0
SR-640,EVT-12807,AA:BB:CC:00:05,46.3,82.8
SR-641,EVT-10407,AA:BB:CC:00:85,42.1,82.9
SR-642,EVT-10013,AA:BB:CC:00:22,46.8,89.2
SR-643,EVT-10535,AA:BB:CC:00:59,45.0,83.2
SR-644,EVT-14460,AA:BB:CC:00:40,45.2,87.0
SR-645,EVT-10253,AA:BB:CC:00:84,45.6,80.7
SR-646,EVT-12891,AA:BB:CC:00:92,42.4,88.2
SR-647,EVT-11797,AA:BB:CC:00:63,44.2,91.5
SR-648,EVT-14584,AA:BB:CC:00:32,41.8,79.3
SR-649,EVT-13860,AA:BB:CC:00:45,44.0,76.6
SR-650,EVT-13183,AA:BB:CC:00:83,42.4,86.7
SR-651,EVT-14296,AA:BB:CC:00:92,44.5,84.6
SR-652,EVT-10104,AA:BB:CC:00:87,44.0,90.2
SR-653,EVT-10227,AA:BB:CC:00:33, 44.3 ,87.2
SR-654,EVT-12029,AA:BB:CC:00:82,45.1,86.7
SR-655,EVT-10452,AA:BB:CC:00:35,45.5,75.2
SR-656,EVT-12927,AA:BB:CC:00:46,46.4,82.1
SR-657,EVT-11705,AA:BB:CC:00:36,42.6,80.9
SR-658,EVT-11210,AA:BB:CC:00:62,42.1,85.5
SR-659,EVT-11954,AA:BB:CC:00:83,43.9 Nm,90.5
SR-660,EVT-14648,AA:BB:CC:00:90,48.8,89.0
SR-661,EVT-13410,AA:BB:CC:00:100,46.0,83.4
SR-662,EVT-10082,AA:BB:CC:00:26,47.4,81.9
SR-663,EVT-10832,AA:BB:CC:00:07,42.1,81.3
SR-664,EVT-12389,AA:BB:CC:00:87,41.0,90.4
SR-665,EVT-10146,AA:BB:CC:00:05,47.6,92.2
SR-666,EVT-10985,AA:BB:CC:00:87, 47.6 ,93.2
SR-667,EVT-12382,AA:BB:CC:00:100,47.0,89.3
SR-668,EVT-13730,AA:BB:CC:00:32,45.3,81.1
SR-669,EVT-12726,AA:BB:CC:00:79,44.2,79.8
SR-670,EVT-12270,AA:BB:CC:00:91,45.6,84.9
SR-671,EVT-14701,AA:BB:CC:00:81,44.5,89.8
SR-672,EVT-13447,AA:BB:CC:00:84,45.7,74.4
SR-673,EVT-13744,AA:BB:CC:00:57,45.5,91.8
SR-674,EVT-14343,AA:BB:CC:00:80,46.2,89.2
SR-675,EVT-14559,AA:BB:CC:00:62,42.5,83.2
SR-676,EVT-14955,AA:BB:CC:00:28,46.5,71.9
SR-677,EVT-14087,AA:BB:CC:00:95,42.6,89.3
SR-678,EVT-11605,AA:BB:CC:00:80,48.7,91.3
SR-679,EVT-10681,AA:BB:CC:00:78,44.2,77.7
SR-680,EVT-10397,AA:BB:CC:00:74,43.0,92.7
SR-681,EVT-12308,AA:BB:CC:00:66,46.6,83.2
SR-682,EVT-11466,AA:BB:CC:00:97,45.7,81.9
SR-683,EVT-10440,AA:BB:CC:00:41,41.5,92.1
SR-684,EVT-11851,AA:BB:CC:00:86,44.0,75.2
SR-685,EVT-13551,AA:BB:CC:00:66,44.3,185 F
SR-686,EVT-14685,AA:BB:CC:00:64,42.7,85.4
SR-687,EVT-10991,AA:BB:CC:00:07,44.1,82.1
SR-688,EVT-12992,AA:BB:CC:00:41,41.5,85.1
SR-689,EVT-12010,AA:BB:CC:00:45,45.6,86.3
SR-690,EVT-11728,AA:BB:CC:00:44,44.1,81.1
SR-691,EVT-10307,AA:BB:CC:00:30,43.0,81.5
SR-692,EVT-12696,AA:BB:CC:00:38,42.2,82.8
SR-693,EVT-10143,AA:BB:CC:00:39,44.9,83.4
SR-694,EVT-13618,AA:BB:CC:00:19,44.7,85.5
SR-695,EVT-10329,AA:BB:CC:00:47,44.9,81.0
SR-696,EVT-11904,AA:BB:CC:00:38,42.6,86.3
SR-697,EVT-10783,AA:BB:CC:00:17,42.3,90.9
SR-698,EVT-10989,AA:BB:CC:00:74,45.5,78.6
SR-699,EVT-13232,AA:BB:CC:00:79,46.4,89.8
SR-700,EVT-12874,AA:BB:CC:00:69,49.0,81.0
SR-701,EVT-13198,AA:BB:CC:00:99,46.9,76.7 C
SR-702,EVT-12051,AA:BB:CC:00:04,47.9,85.6
SR-703,EVT-13563,AA:BB:CC:00:35,42.7,82.5
SR-704,EVT-11409,AA:BB:CC:00:01,45.7,85.3
SR-705,EVT-13910,AA:BB:CC:00:81,44.4,75.6
SR-706,EVT-14600,AA:BB:CC:00:85,46.7,81.7
SR-707,EVT-10185,AA:BB:CC:00:58,43.9,94.2
SR-708,EVT-13352,AA:BB:CC:00:22,48.7,78.3
SR-709,EVT-13910,AA:BB:CC:00:05,33.19 ft-lb,92.5
SR-710,EVT-11304,AA:BB:CC:00:60,46.7,74.5
SR-711,EVT-11658,AA:BB:CC:00:36,42.4,83.3
SR-712,EVT-13865,AA:BB:CC:00:09,45.5,81.6
SR-713,EVT-12787,AA:BB:CC:00:84,42.2,81.9
SR-714,EVT-13055,AA:BB:CC:00:57,45.5,84.5
SR-715,EVT-14965,AA:BB:CC:00:78,43.9,90.7
SR-716,EVT-12409,AA:BB:CC:00:84,47.4,77.6
SR-717,EVT-12230,AA:BB:CC:00:90,48.8,98.0
SR-718,EVT-11005,AA:BB:CC:00:04,43.0,79.5
SR-719,EVT-12178,AA:BB:CC:00:51,44.5,85.6
SR-720,EVT-11965,AA:BB:CC:00:39,43.9,79.8
SR-721,EVT-13466,AA:BB:CC:00:84,45.2,88.2
SR-722,EVT-13732,AA:BB:CC:00:52,41.9,77.8
SR-723,EVT-13114,AA:BB:CC:00:75,41.6,86.6
SR-724,EVT-13075,AA:BB:CC:00:71,46.4,86.0
SR-725,EVT-13396,AA:BB:CC:00:55,42.5,85.1
SR-726,EVT-10789,AA:BB:CC:00:31,43.6,82.4
SR-727,EVT-12925,AA:BB:CC:00:50,43.2,78.0
SR-728,EVT-13430,AA:BB:CC:00:08,43.0,82.7
SR-729,EVT-11997,AA:BB:CC:00:87,43.0,88.8
SR-730,EVT-12015,AA:BB:CC:00:15,43.3,82.2 C
SR-731,EVT-12737,AA:BB:CC:00:65,44.0,87.2
SR-732,EVT-10710,AA:BB:CC:00:10,46.4,86.3
SR-733,EVT-14694,AA:BB:CC:00:41,46.0,86.7
SR-734,EVT-13450,AA:BB:CC:00:88,41.6,81.4
SR-735,EVT-11202,AA:BB:CC:00:79,47.4,88.8
SR-736,EVT-13118,AA:BB:CC:00:48,44.7,86.5
SR-737,EVT-13049,AA:BB:CC:00:21,47.1,185 F
SR-738,EVT-14760,AA:BB:CC:00:86,43.5,89.5
SR-739,EVT-13852,AA:BB:CC:00:24,49.5,95.0
SR-740,EVT-13698,AA:BB:CC:00:74,44.2,86.3
SR-741,EVT-10052,AA:BB:CC:00:23,43.6,93.0
SR-742,EVT-11777,AA:BB:CC:00:80,45.2,77.7
SR-743,EVT-11310,AA:BB:CC:00:69,47.4,88.4
SR-744,EVT-11406,AA:BB:CC:00:33,45.7,84.9
SR-745,EVT-14085,AA:BB:CC:00:36,43.5,79.9
SR-746,EVT-14674,AA:BB:CC:00:25,41.8,83.9
SR-747,EVT-12278,AA:BB:CC:00:58,43.8,85.1
SR-748,EVT-13521,AA:BB:CC:00:90,43.8,91.6
SR-749,EVT-12436,AA:BB:CC:00:66,47.1,89.2
SR-750,EVT-11308,AA:BB:CC:00:98,43.4,78.7
SR-751,EVT-12353,AA:BB:CC:00:31,48.9,97.2
SR-752,EVT-13869,AA:BB:CC:00:44,44.6,90.8
SR-753,EVT-11294,AA:BB:CC:00:63,45.2,84.8
SR-754,EVT-11564,AA:BB:CC:00:45,45.4,88.2
SR-755,EVT-10408,AA:BB:CC:00:83,45.4,85.6
SR-756,EVT-11098,AA:BB:CC:00:82,40.3,86.2
SR-757,EVT-11508,AA:BB:CC:00:50,44.4,86.5
SR-758,EVT-10111,AA:BB:CC:00:67,44.7,83.4
SR-759,EVT-11271,AA:BB:CC:00:71,47.4,81.6
SR-760,EVT-12883,AA:BB:CC:00:87,47.5,85.7
SR-761,EVT-14586,AA:BB:CC:00:01,44.7,91.7
SR-762,EVT-11675,AA:BB:CC:00:71,45.4,82.2
SR-763,EVT-10324,AA:BB:CC:00:86,45.4,87.7
SR-764,EVT-13433,AA:BB:CC:00:67,45.6,82.5
SR-765,EVT-14073,AA:BB:CC:00:83,47.1,77.8
SR-766,EVT-13826,AA:BB:CC:00:94,44.6,95.9
SR-767,EVT-11432,AA:BB:CC:00:09,44.6,82.5
SR-768,EVT-14899,AA:BB:CC:00:99,45.2,85.0
SR-769,EVT-12809,AA:BB:CC:00:35,46.0,81.4
SR-770,EVT-11826,AA:BB:CC:00:13,43.5,82.4
SR-771,EVT-11148,AA:BB:CC:00:26,44.8,93.8
SR-772,EVT-13939,AA:BB:CC:00:45,43.9,77.3
SR-773,EVT-13784,AA:BB:CC:00:51,45.5,91.4
SR-774,EVT-14379,AA:BB:CC:00:92,43.8,83.8
SR-775,EVT-10871,AA:BB:CC:00:25,46.7,87.0
SR-776,EVT-10043,AA:BB:CC:00:56,42.8,79.4
SR-777,EVT-13593,AA:BB:CC:00:39,44.2,86.5
SR-778,EVT-14964,AA:BB:CC:00:03,42.6,90.2
SR-779,EVT-12222,AA:BB:CC:00:75,44.6,93.3
SR-780,EVT-12434,AA:BB:CC:00:94,46.4,83.2
SR-781,EVT-14702,AA:BB:CC:00:53,44.4,79.5
SR-782,EVT-10001,AA:BB:CC:00:33,43.3,82.1
SR-783,EVT-12508,AA:BB:CC:00:62,41.1,83.1
SR-784,EVT-14493,AA:BB:CC:00:98,40.7,91.9
SR-785,EVT-13403,AA:BB:CC:00:67,43.6,185 F
SR-786,EVT-10596,AA:BB:CC:00:69,45.8,86.5
SR-787,EVT-11789,AA:BB:CC:00:95,41.7,88.5
SR-788,EVT-13804,AA:BB:CC:00:04,44.5,83.3
SR-789,EVT-11784,AA:BB:CC:00:72,42.5,77.9
SR-790,EVT-13069,AA:BB:CC:00:59,44.6,85.7
SR-791,EVT-14066,AA:BB:CC:00:17,45.6,88.0
SR-792,EVT-14910,AA:BB:CC:00:22,41.9,79.1
SR-793,EVT-12171,AA:BB:CC:00:38,43.3,84.9
SR-794,EVT-14753,AA:BB:CC:00:88,44.0,89.1
SR-795,EVT-14325,AA:BB:CC:00:31,47.2,74.3
SR-796,EVT-14668,AA:BB:CC:00:49,45.8,92.7
SR-797,EVT-14095,AA:BB:CC:00:52,45.8,83.7
SR-798,EVT-10516,AA:BB:CC:00:89,45.8,78.5
SR-799,EVT-10313,AA:BB:CC:00:38,45.9,89.7
SR-800,EVT-11360,AA:BB:CC:00:96,41.7,89.0
SR-801,EVT-12124,AA:BB:CC:00:49,39.6,86.1
SR-802,EVT-10827,AA:BB:CC:00:90,42.1,87.4
SR-803,EVT-11676,AA:BB:CC:00:100,43.7,76.0
SR-804,EVT-12147,AA:BB:CC:00:27,45.8,89.9
SR-805,EVT-14391,AA:BB:CC:00:23,45.0,82.0
SR-806,EVT-13778,AA:BB:CC:00:84,42.9,81.9
SR-807,EVT-13763,AA:BB:CC:00:27,45.3,91.6
SR-808,EVT-13329,AA:BB:CC:00:81,40.4,79.6
SR-809,EVT-11460,AA:BB:CC:00:14,45.7,91.5
SR-810,EVT-12754,AA:BB:CC:00:03,43.7,87.3
SR-811,EVT-12570,AA:BB:CC:00:27,49.1,90.8
SR-812,EVT-10777,AA:BB:CC:00:62,43.0,80.1
SR-813,EVT-11563,AA:BB:CC:00:14,41.7 Nm,89.7
SR-814,EVT-10394,AA:BB:CC:00:92,47.4,87.1
SR-815,EVT-11520,AA:BB:CC:00:44,42.1,84.8
SR-816,EVT-11272,AA:BB:CC:00:25,44.8,80.6
SR-817,EVT-10654,AA:BB:CC:00:61,44.7,84.6
SR-818,EVT-13590,AA:BB:CC:00:75,46.3,75.9
SR-819,EVT-11475,AA:BB:CC:00:52,43.4,79.8
SR-820,EVT-12614,AA:BB:CC:00:12,44.4,84.8
SR-821,EVT-11915,AA:BB:CC:00:97,46.1,82.5
SR-822,EVT-10002,AA:BB:CC:00:84,41.7,89.0
SR-823,EVT-10412,AA:BB:CC:00:34,46.1,85.4
SR-824,EVT-14115,AA:BB:CC:00:23,46.3,87.7
SR-825,EVT-14091,AA:BB:CC:00:19,45.9,91.8
SR-826,EVT-13849,AA:BB:CC:00:100,45.4,92.4
SR-827,EVT-14540,AA:BB:CC:00:01,33.19 ft-lb,89.2
SR-828,EVT-11369,AA:BB:CC:00:74,43.5,83.1
SR-829,EVT-13933,AA:BB:CC:00:65,45.1,92.8
SR-830,EVT-11753,AA:BB:CC:00:05, 44.7 ,66.4
SR-831,EVT-13411,AA:BB:CC:00:57,43.7,83.2
SR-832,EVT-12420,AA:BB:CC:00:22,46.6,92.1
SR-833,EVT-12729,AA:BB:CC:00:43,46.3,79.5
SR-834,EVT-10352,AA:BB:CC:00:02,46.9,92.0
SR-835,EVT-10477,AA:BB:CC:00:73,49.5,84.7
SR-836,EVT-12291,AA:BB:CC:00:07,48.4,81.4
SR-837,EVT-14822,AA:BB:CC:00:21,44.0,88.6
SR-838,EVT-13939,AA:BB:CC:00:71,44.6,91.3
SR-839,EVT-14503,AA:BB:CC:00:59,43.2,89.3
