Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor_x,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status,Calibration_Factor_y,Calibrated_Torque,Drift,Calibration_Status
RD000165,M8508,SEN-026,2026-03-01 07:22:00,,95 F,5.2 bar,3.74,3.13,0.98,,Invalid,35.0,Valid,1.014,,,Out of Calibration
RD000166,M7468,SEN-025,2026-03-01 07:22:30,,,72 psi,4.2,2.83,1.027,97.61904,Valid,,Invalid,1.01,,,Out of Calibration
RD000167,M7297,SEN-001,2026-03-01 07:23:00,,40 C,5.2 bar,7.88,7.25,1.03,,Invalid,40.0,Valid,0.991,,,Out of Calibration
RD000168,M9341,SEN-050,2026-03-01 07:23:30,60.0,85C,5.2 bar,0.59,2.13,1.023,60.0,Valid,85.0,Valid,0.995,59.7,-0.3,Within Limit
RD000169,M7938,SEN-025,2026-03-01 07:24:00,,85C,5.2 bar,0.32,4.1,0.975,47.4537,Valid,85.0,Valid,1.01,,,Out of Calibration
RD000170,M9122,SEN-048,2026-03-01 07:24:30,,40 C,4.5 bar,0.38,7.41,0.977,,Invalid,40.0,Valid,1.003,,,Out of Calibration
RD000171,M11127,SEN-020,2026-03-01 07:25:00,60.0,35 C,72 psi,4.8,3.63,0.98,60.0,Valid,35.0,Valid,0.985,59.1,-0.9,Within Limit
RD000172,M8786,SEN-004,2026-03-01 07:25:30,60.0,95 F,4.5 bar,0.82,7.04,1.0,60.0,Valid,35.0,Valid,0.983,58.98,-1.02,Within Limit
RD000173,M10290,SEN-047,2026-03-01 07:26:00,,40 C,65 psi,3.55,0.68,0.993,,Invalid,40.0,Valid,0.998,,,Out of Calibration
RD000174,M8325,SEN-046,2026-03-01 07:26:30,,104 F,72 psi,4.67,3.63,1.027,97.61904,Valid,40.0,Valid,0.998,,,Out of Calibration
RD000175,M9012,SEN-011,2026-03-01 07:27:00,,35 C,72 psi,7.8,3.67,0.985,,Invalid,35.0,Valid,0.99,,,Out of Calibration
RD000176,M10906,SEN-048,2026-03-01 07:27:30,,85C,4.5 bar,6.21,6.41,0.995,47.4537,Valid,85.0,Valid,1.003,,,Out of Calibration
RD000177,M9061,SEN-039,2026-03-01 07:28:00,45.0,40 C,65 psi,1.74,5.29,1.015,45.0,Valid,40.0,Valid,1.013,45.58,0.58,Within Limit
RD000178,M11138,SEN-044,2026-03-01 07:28:30,,85C,65 psi,8.33,2.33,0.973,97.61904,Valid,85.0,Valid,0.975,,,Out of Calibration
RD000179,M9373,SEN-046,2026-03-01 07:29:00,,104 F,72 psi,2.56,6.24,1.02,97.61904,Valid,40.0,Valid,0.998,,,Out of Calibration
RD000180,M11355,SEN-003,2026-03-01 07:29:30,45.0,104 F,4.5 bar,0.3,1.41,1.004,45.0,Valid,40.0,Valid,0.997,44.86,-0.14,Within Limit
RD000181,M10807,SEN-004,2026-03-01 07:30:00,50.0,85C,5.2 bar,1.67,4.26,0.994,50.0,Valid,85.0,Valid,0.983,49.15,-0.85,Within Limit
RD000182,M10945,SEN-037,2026-03-01 07:30:30,45.0,95 F,65 psi,6.53,5.78,1.006,45.0,Valid,35.0,Valid,1.028,46.26,1.26,Within Limit
RD000183,M8696,SEN-047,2026-03-01 07:31:00,50.0,40 C,72 psi,7.96,4.47,1.004,50.0,Valid,40.0,Valid,0.998,49.9,-0.1,Within Limit
RD000184,M10878,SEN-006,2026-03-01 07:31:30,,35 C,72 psi,8.14,1.54,0.974,47.4537,Valid,35.0,Valid,0.995,,,Out of Calibration
RD000185,M9644,SEN-019,2026-03-01 07:32:00,,104 F,65 psi,7.29,6.96,1.012,,Invalid,40.0,Valid,1.027,,,Out of Calibration
RD000186,M11381,SEN-038,2026-03-01 07:32:30,45.0,,65 psi,5.93,6.86,0.999,45.0,Valid,,Invalid,0.981,44.14,-0.86,Within Limit
RD000187,M11037,SEN-004,2026-03-01 07:33:00,,104 F,72 psi,2.3,7.49,0.998,47.4537,Valid,40.0,Valid,0.983,,,Out of Calibration
RD000188,M7747,SEN-037,2026-03-01 07:33:30,45.0,85C,5.2 bar,7.33,5.92,1.014,45.0,Valid,85.0,Valid,1.028,46.26,1.26,Within Limit
RD000189,M8688,SEN-003,2026-03-01 07:34:00,,95 F,72 psi,3.65,0.54,0.986,97.61904,Valid,35.0,Valid,0.997,,,Out of Calibration
RD000190,M10601,SEN-044,2026-03-01 07:34:30,50.0,104 F,72 psi,6.62,2.67,0.978,50.0,Valid,40.0,Valid,0.975,48.75,-1.25,Within Limit
RD000191,M10258,SEN-009,2026-03-01 07:35:00,50.0,85C,5.2 bar,0.56,0.67,0.989,50.0,Valid,85.0,Valid,1.016,50.8,0.8,Within Limit
RD000192,M10319,SEN-046,2026-03-01 07:35:30,45.0,95 F,72 psi,3.91,1.06,1.016,45.0,Valid,35.0,Valid,0.998,44.91,-0.09,Within Limit
RD000193,M8230,SEN-045,2026-03-01 07:36:00,45.0,104 F,4.5 bar,6.28,5.73,1.016,45.0,Valid,40.0,Valid,0.976,43.92,-1.08,Within Limit
RD000194,M7884,SEN-017,2026-03-01 07:36:30,,40 C,65 psi,4.24,1.27,1.025,47.4537,Valid,40.0,Valid,0.98,,,Out of Calibration
RD000195,M10208,SEN-032,2026-03-01 07:37:00,,35 C,5.2 bar,5.9,1.94,1.022,97.61904,Valid,35.0,Valid,1.021,,,Out of Calibration
RD000196,M11536,SEN-048,2026-03-01 07:37:30,50.0,40 C,5.2 bar,7.16,7.94,0.973,50.0,Valid,40.0,Valid,1.003,50.15,0.15,Within Limit
RD000197,M11886,SEN-012,2026-03-01 07:38:00,50.0,104 F,4.5 bar,2.39,3.49,1.021,50.0,Valid,40.0,Valid,1.012,50.6,0.6,Within Limit
RD000198,M10346,SEN-035,2026-03-01 07:38:30,,35 C,4.5 bar,8.07,5.61,1.001,97.61904,Valid,35.0,Valid,1.026,,,Out of Calibration
RD000199,M8669,SEN-013,2026-03-01 07:39:00,45.0,95 F,4.5 bar,2.18,2.72,1.022,45.0,Valid,35.0,Valid,1.003,45.14,0.14,Within Limit
RD000200,M11296,SEN-044,2026-03-01 07:39:30,50.0,35 C,72 psi,2.28,6.57,1.014,50.0,Valid,35.0,Valid,0.975,48.75,-1.25,Within Limit
RD000201,M8294,SEN-004,2026-03-01 07:40:00,,104 F,5.2 bar,1.78,3.8,1.01,,Invalid,40.0,Valid,0.983,,,Out of Calibration
RD000202,M7395,SEN-005,2026-03-01 07:40:30,,40 C,65 psi,3.55,2.18,1.029,,Invalid,40.0,Valid,0.994,,,Out of Calibration
RD000203,M10937,SEN-013,2026-03-01 07:41:00,50.0,40 C,4.5 bar,0.26,1.44,1.016,50.0,Valid,40.0,Valid,1.003,50.15,0.15,Within Limit
RD000204,M7898,SEN-050,2026-03-01 07:41:30,,104 F,5.2 bar,8.25,3.07,1.023,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD000205,M11166,SEN-032,2026-03-01 07:42:00,,40 C,65 psi,3.14,7.68,1.004,47.4537,Valid,40.0,Valid,1.021,,,Out of Calibration
RD000206,M8509,SEN-007,2026-03-01 07:42:30,,,72 psi,4.01,0.62,1.023,97.61904,Valid,,Invalid,1.009,,,Out of Calibration
RD000207,M9732,SEN-002,2026-03-01 07:43:00,,40 C,5.2 bar,7.98,1.01,1.024,47.4537,Valid,40.0,Valid,1.018,,,Out of Calibration
RD000208,M11212,SEN-023,2026-03-01 07:43:30,60.0,104 F,5.2 bar,2.09,2.05,1.021,60.0,Valid,40.0,Valid,1.015,60.9,0.9,Within Limit
RD000209,M11428,SEN-044,2026-03-01 07:44:00,60.0,,5.2 bar,3.66,2.1,1.007,60.0,Valid,,Invalid,0.975,58.5,-1.5,Within Limit
RD000210,M9136,SEN-036,2026-03-01 07:44:30,,95 F,5.2 bar,5.04,7.39,0.993,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD000211,M7492,SEN-017,2026-03-01 07:45:00,60.0,40 C,5.2 bar,4.99,3.29,1.014,60.0,Valid,40.0,Valid,0.98,58.8,-1.2,Within Limit
RD000212,M8297,SEN-032,2026-03-01 07:45:30,,104 F,65 psi,3.78,0.77,0.974,97.61904,Valid,40.0,Valid,1.021,,,Out of Calibration
RD000213,M8361,SEN-027,2026-03-01 07:46:00,,104 F,5.2 bar,3.7,2.0,0.973,47.4537,Valid,40.0,Valid,1.001,,,Out of Calibration
RD000214,M7375,SEN-016,2026-03-01 07:46:30,60.0,95 F,72 psi,6.73,7.9,1.025,60.0,Valid,35.0,Valid,0.999,59.94,-0.06,Within Limit
RD000215,M10203,SEN-027,2026-03-01 07:47:00,50.0,85C,72 psi,8.28,3.33,1.011,50.0,Valid,85.0,Valid,1.001,50.05,0.05,Within Limit
RD000216,M11631,SEN-006,2026-03-01 07:47:30,,,65 psi,5.56,3.23,1.002,47.4537,Valid,,Invalid,0.995,,,Out of Calibration
RD000217,M7633,SEN-015,2026-03-01 07:48:00,,,4.5 bar,6.29,2.07,0.991,,Invalid,,Invalid,1.012,,,Out of Calibration
RD000218,M10723,SEN-033,2026-03-01 07:48:30,45.0,35 C,65 psi,4.66,6.19,1.002,45.0,Valid,35.0,Valid,0.986,44.37,-0.63,Within Limit
RD000219,M9396,SEN-005,2026-03-01 07:49:00,50.0,104 F,65 psi,1.72,2.31,1.01,50.0,Valid,40.0,Valid,0.994,49.7,-0.3,Within Limit
RD000220,M11995,SEN-021,2026-03-01 07:49:30,,104 F,65 psi,5.87,2.05,0.995,97.61904,Valid,40.0,Valid,1.01,,,Out of Calibration
RD000221,M9062,SEN-018,2026-03-01 07:50:00,,40 C,4.5 bar,7.47,3.31,1.02,,Invalid,40.0,Valid,1.013,,,Out of Calibration
RD000222,M11425,SEN-007,2026-03-01 07:50:30,,40 C,5.2 bar,4.11,2.94,1.03,47.4537,Valid,40.0,Valid,1.009,,,Out of Calibration
RD000223,M8244,SEN-027,2026-03-01 07:51:00,50.0,85C,72 psi,2.35,5.14,1.027,50.0,Valid,85.0,Valid,1.001,50.05,0.05,Within Limit
RD000224,M7247,SEN-002,2026-03-01 07:51:30,45.0,104 F,72 psi,0.98,0.64,1.008,45.0,Valid,40.0,Valid,1.018,45.81,0.81,Within Limit
RD000225,M9983,SEN-018,2026-03-01 07:52:00,50.0,95 F,65 psi,3.99,7.58,0.998,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD000226,M11096,SEN-030,2026-03-01 07:52:30,,35 C,65 psi,2.43,3.8,1.006,97.61904,Valid,35.0,Valid,0.997,,,Out of Calibration
RD000227,M7902,SEN-030,2026-03-01 07:53:00,,35 C,5.2 bar,5.36,7.88,1.009,,Invalid,35.0,Valid,0.997,,,Out of Calibration
RD000228,M7596,SEN-045,2026-03-01 07:53:30,50.0,40 C,5.2 bar,2.59,4.56,1.029,50.0,Valid,40.0,Valid,0.976,48.8,-1.2,Within Limit
RD000229,M10234,SEN-006,2026-03-01 07:54:00,,85C,65 psi,6.17,5.33,1.016,,Invalid,85.0,Valid,0.995,,,Out of Calibration
RD000230,M7186,SEN-001,2026-03-01 07:54:30,,,65 psi,0.8,2.6,1.006,,Invalid,,Invalid,0.991,,,Out of Calibration
RD000231,M11827,SEN-031,2026-03-01 07:55:00,,95 F,72 psi,4.69,2.06,0.984,97.61904,Valid,35.0,Valid,1.019,,,Out of Calibration
RD000232,M7344,SEN-037,2026-03-01 07:55:30,,95 F,65 psi,6.49,3.69,0.987,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD000233,M8192,SEN-002,2026-03-01 07:56:00,,,65 psi,6.14,1.14,1.025,47.4537,Valid,,Invalid,1.018,,,Out of Calibration
RD000234,M11734,SEN-022,2026-03-01 07:56:30,,35 C,65 psi,2.64,2.89,0.987,97.61904,Valid,35.0,Valid,1.021,,,Out of Calibration
RD000235,M9860,SEN-043,2026-03-01 07:57:00,45.0,35 C,65 psi,2.21,6.8,1.028,45.0,Valid,35.0,Valid,1.021,45.94,0.94,Within Limit
RD000236,M10148,SEN-009,2026-03-01 07:57:30,,85C,4.5 bar,5.36,6.7,0.992,,Invalid,85.0,Valid,1.016,,,Out of Calibration
RD000237,M11128,SEN-042,2026-03-01 07:58:00,45.0,40 C,4.5 bar,6.46,5.33,1.02,45.0,Valid,40.0,Valid,0.976,43.92,-1.08,Within Limit
RD000238,M11873,SEN-031,2026-03-01 07:58:30,45.0,,4.5 bar,7.61,1.72,1.015,45.0,Valid,,Invalid,1.019,45.86,0.86,Within Limit
RD000239,M7194,SEN-013,2026-03-01 07:59:00,45.0,104 F,72 psi,8.43,7.98,1.016,45.0,Valid,40.0,Valid,1.003,45.14,0.14,Within Limit
RD000240,M11865,SEN-028,2026-03-01 07:59:30,45.0,40 C,65 psi,1.36,7.5,0.986,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD000241,M7973,SEN-010,2026-03-01 08:00:00,,95 F,65 psi,7.74,4.16,0.99,,Invalid,35.0,Valid,1.006,,,Out of Calibration
RD000242,M7467,SEN-023,2026-03-01 08:00:30,45.0,104 F,72 psi,2.69,5.69,0.982,45.0,Valid,40.0,Valid,1.015,45.68,0.68,Within Limit
RD000243,M9359,SEN-019,2026-03-01 08:01:00,45.0,95 F,65 psi,6.97,4.05,0.98,45.0,Valid,35.0,Valid,1.027,46.22,1.22,Within Limit
RD000244,M7881,SEN-031,2026-03-01 08:01:30,,95 F,65 psi,7.14,0.63,1.011,,Invalid,35.0,Valid,1.019,,,Out of Calibration
RD000245,M7921,SEN-019,2026-03-01 08:02:00,50.0,40 C,5.2 bar,3.88,2.0,1.018,50.0,Valid,40.0,Valid,1.027,51.35,1.35,Within Limit
RD000246,M9139,SEN-030,2026-03-01 08:02:30,,104 F,4.5 bar,0.21,4.24,1.01,97.61904,Valid,40.0,Valid,0.997,,,Out of Calibration
RD000247,M7158,SEN-021,2026-03-01 08:03:00,45.0,104 F,65 psi,3.98,3.5,0.997,45.0,Valid,40.0,Valid,1.01,45.45,0.45,Within Limit
RD000248,M8855,SEN-050,2026-03-01 08:03:30,60.0,104 F,5.2 bar,5.32,0.86,1.001,60.0,Valid,40.0,Valid,0.995,59.7,-0.3,Within Limit
RD000249,M11157,SEN-046,2026-03-01 08:04:00,,104 F,72 psi,2.46,6.05,0.991,97.61904,Valid,40.0,Valid,0.998,,,Out of Calibration
RD000250,M11163,SEN-041,2026-03-01 08:04:30,,85C,5.2 bar,0.5,2.81,1.0,47.4537,Valid,85.0,Valid,0.984,,,Out of Calibration
RD000251,M9811,SEN-010,2026-03-01 08:05:00,,40 C,65 psi,0.91,3.5,0.996,47.4537,Valid,40.0,Valid,1.006,,,Out of Calibration
RD000252,M10044,SEN-038,2026-03-01 08:05:30,,104 F,65 psi,5.59,0.75,1.02,,Invalid,40.0,Valid,0.981,,,Out of Calibration
RD000253,M9686,SEN-043,2026-03-01 08:06:00,,95 F,65 psi,6.15,2.48,0.974,,Invalid,35.0,Valid,1.021,,,Out of Calibration
RD000254,M11125,SEN-028,2026-03-01 08:06:30,,40 C,65 psi,3.48,1.14,1.0,47.4537,Valid,40.0,Valid,1.028,,,Out of Calibration
RD000255,M8743,SEN-021,2026-03-01 08:07:00,,95 F,72 psi,7.21,2.45,0.983,97.61904,Valid,35.0,Valid,1.01,,,Out of Calibration
RD000256,M9732,SEN-004,2026-03-01 08:07:30,,85C,72 psi,8.15,4.66,1.007,,Invalid,85.0,Valid,0.983,,,Out of Calibration
RD000257,M9326,SEN-036,2026-03-01 08:08:00,60.0,40 C,4.5 bar,2.83,5.81,1.009,60.0,Valid,40.0,Valid,1.012,60.72,0.72,Within Limit
RD000258,M7027,SEN-035,2026-03-01 08:08:30,,40 C,72 psi,4.35,6.53,0.979,,Invalid,40.0,Valid,1.026,,,Out of Calibration
RD000259,M9697,SEN-009,2026-03-01 08:09:00,,,72 psi,8.42,5.7,0.984,97.61904,Valid,,Invalid,1.016,,,Out of Calibration
RD000260,M10535,SEN-036,2026-03-01 08:09:30,50.0,85C,65 psi,4.78,6.41,0.988,50.0,Valid,85.0,Valid,1.012,50.6,0.6,Within Limit
RD000261,M8934,SEN-028,2026-03-01 08:10:00,50.0,35 C,72 psi,6.96,5.12,1.017,50.0,Valid,35.0,Valid,1.028,51.4,1.4,Within Limit
RD000262,M10159,SEN-016,2026-03-01 08:10:30,,,72 psi,0.47,2.62,0.973,47.4537,Valid,,Invalid,0.999,,,Out of Calibration
RD000263,M10237,SEN-036,2026-03-01 08:11:00,50.0,,4.5 bar,6.81,4.44,1.024,50.0,Valid,,Invalid,1.012,50.6,0.6,Within Limit
RD000264,M10340,SEN-043,2026-03-01 08:11:30,50.0,40 C,72 psi,6.52,6.8,0.98,50.0,Valid,40.0,Valid,1.021,51.05,1.05,Within Limit
RD000265,M11507,SEN-046,2026-03-01 08:12:00,45.0,40 C,5.2 bar,0.92,4.64,0.989,45.0,Valid,40.0,Valid,0.998,44.91,-0.09,Within Limit
RD000266,M9462,SEN-033,2026-03-01 08:12:30,,40 C,5.2 bar,1.09,1.64,1.027,,Invalid,40.0,Valid,0.986,,,Out of Calibration
RD000267,M10908,SEN-035,2026-03-01 08:13:00,,95 F,5.2 bar,8.42,6.94,1.014,97.61904,Valid,35.0,Valid,1.026,,,Out of Calibration
RD000268,M7747,SEN-036,2026-03-01 08:13:30,,104 F,65 psi,5.79,4.07,0.986,47.4537,Valid,40.0,Valid,1.012,,,Out of Calibration
RD000269,M8127,SEN-029,2026-03-01 08:14:00,50.0,85C,72 psi,2.37,1.72,1.016,50.0,Valid,85.0,Valid,0.971,48.55,-1.45,Within Limit
RD000270,M7624,SEN-035,2026-03-01 08:14:30,50.0,85C,4.5 bar,0.89,2.3,1.014,50.0,Valid,85.0,Valid,1.026,51.3,1.3,Within Limit
RD000271,M9336,SEN-023,2026-03-01 08:15:00,45.0,40 C,72 psi,7.87,2.42,1.002,45.0,Valid,40.0,Valid,1.015,45.68,0.68,Within Limit
RD000272,M11112,SEN-006,2026-03-01 08:15:30,,,72 psi,2.3,7.08,1.004,,Invalid,,Invalid,0.995,,,Out of Calibration
RD000273,M7860,SEN-011,2026-03-01 08:16:00,,35 C,72 psi,6.6,2.72,1.029,97.61904,Valid,35.0,Valid,0.99,,,Out of Calibration
RD000274,M8315,SEN-042,2026-03-01 08:16:30,45.0,,5.2 bar,5.41,1.91,1.021,45.0,Valid,,Invalid,0.976,43.92,-1.08,Within Limit
RD000275,M11542,SEN-008,2026-03-01 08:17:00,60.0,35 C,5.2 bar,7.14,7.26,1.005,60.0,Valid,35.0,Valid,0.995,59.7,-0.3,Within Limit
RD000276,M11736,SEN-003,2026-03-01 08:17:30,60.0,104 F,72 psi,8.06,1.55,0.98,60.0,Valid,40.0,Valid,0.997,59.82,-0.18,Within Limit
RD000277,M7536,SEN-016,2026-03-01 08:18:00,,35 C,72 psi,0.73,7.3,1.006,97.61904,Valid,35.0,Valid,0.999,,,Out of Calibration
RD000278,M8437,SEN-037,2026-03-01 08:18:30,,85C,65 psi,4.73,7.83,0.971,,Invalid,85.0,Valid,1.028,,,Out of Calibration
RD000279,M10894,SEN-019,2026-03-01 08:19:00,,,5.2 bar,1.57,6.14,1.021,97.61904,Valid,,Invalid,1.027,,,Out of Calibration
RD000280,M9563,SEN-005,2026-03-01 08:19:30,45.0,35 C,65 psi,6.71,5.37,1.028,45.0,Valid,35.0,Valid,0.994,44.73,-0.27,Within Limit
RD000281,M11784,SEN-015,2026-03-01 08:20:00,50.0,85C,72 psi,7.61,3.96,0.98,50.0,Valid,85.0,Valid,1.012,50.6,0.6,Within Limit
RD000282,M11326,SEN-036,2026-03-01 08:20:30,,85C,5.2 bar,6.51,6.53,0.973,97.61904,Valid,85.0,Valid,1.012,,,Out of Calibration
RD000283,M11378,SEN-018,2026-03-01 08:21:00,,85C,65 psi,3.53,2.0,0.98,97.61904,Valid,85.0,Valid,1.013,,,Out of Calibration
RD000284,M7614,SEN-050,2026-03-01 08:21:30,,,72 psi,3.38,1.55,1.017,47.4537,Valid,,Invalid,0.995,,,Out of Calibration
RD000285,M8802,SEN-019,2026-03-01 08:22:00,45.0,85C,72 psi,0.54,5.67,0.997,45.0,Valid,85.0,Valid,1.027,46.22,1.22,Within Limit
RD000286,M10185,SEN-036,2026-03-01 08:22:30,,35 C,65 psi,3.82,0.56,1.024,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD000287,M10296,SEN-047,2026-03-01 08:23:00,,40 C,72 psi,1.86,7.82,0.974,,Invalid,40.0,Valid,0.998,,,Out of Calibration
RD000288,M9014,SEN-047,2026-03-01 08:23:30,,85C,65 psi,5.96,1.83,1.001,97.61904,Valid,85.0,Valid,0.998,,,Out of Calibration
RD000289,M9636,SEN-047,2026-03-01 08:24:00,45.0,85C,4.5 bar,6.82,2.8,0.984,45.0,Valid,85.0,Valid,0.998,44.91,-0.09,Within Limit
RD000290,M8329,SEN-010,2026-03-01 08:24:30,60.0,104 F,4.5 bar,0.56,5.28,0.994,60.0,Valid,40.0,Valid,1.006,60.36,0.36,Within Limit
RD000291,M10447,SEN-038,2026-03-01 08:25:00,,40 C,65 psi,5.98,1.73,1.009,97.61904,Valid,40.0,Valid,0.981,,,Out of Calibration
RD000292,M7822,SEN-022,2026-03-01 08:25:30,,40 C,65 psi,4.57,1.78,0.975,47.4537,Valid,40.0,Valid,1.021,,,Out of Calibration
RD000293,M8669,SEN-022,2026-03-01 08:26:00,,40 C,65 psi,6.19,6.63,1.014,97.61904,Valid,40.0,Valid,1.021,,,Out of Calibration
RD000294,M7151,SEN-003,2026-03-01 08:26:30,,40 C,72 psi,3.67,5.93,1.008,97.61904,Valid,40.0,Valid,0.997,,,Out of Calibration
RD000295,M11087,SEN-026,2026-03-01 08:27:00,,,4.5 bar,0.71,3.29,0.993,97.61904,Valid,,Invalid,1.014,,,Out of Calibration
RD000296,M8954,SEN-030,2026-03-01 08:27:30,50.0,,4.5 bar,1.21,1.15,0.992,50.0,Valid,,Invalid,0.997,49.85,-0.15,Within Limit
RD000297,M8314,SEN-025,2026-03-01 08:28:00,,,65 psi,6.78,0.86,0.977,47.4537,Valid,,Invalid,1.01,,,Out of Calibration
RD000298,M9264,SEN-020,2026-03-01 08:28:30,45.0,40 C,4.5 bar,2.8,7.1,1.0,45.0,Valid,40.0,Valid,0.985,44.32,-0.68,Within Limit
RD000299,M10559,SEN-007,2026-03-01 08:29:00,45.0,85C,65 psi,6.79,6.54,1.018,45.0,Valid,85.0,Valid,1.009,45.4,0.4,Within Limit
RD000300,M8614,SEN-039,2026-03-01 08:29:30,45.0,95 F,4.5 bar,5.38,1.6,1.03,45.0,Valid,35.0,Valid,1.013,45.58,0.58,Within Limit
RD000301,M8096,SEN-050,2026-03-01 08:30:00,,35 C,72 psi,1.26,1.81,0.993,47.4537,Valid,35.0,Valid,0.995,,,Out of Calibration
RD000302,M10381,SEN-011,2026-03-01 08:30:30,50.0,85C,72 psi,8.02,3.68,0.988,50.0,Valid,85.0,Valid,0.99,49.5,-0.5,Within Limit
RD000303,M9556,SEN-002,2026-03-01 08:31:00,60.0,35 C,5.2 bar,6.48,1.17,1.019,60.0,Valid,35.0,Valid,1.018,61.08,1.08,Within Limit
RD000304,M10683,SEN-033,2026-03-01 08:31:30,,95 F,5.2 bar,0.72,0.96,1.013,97.61904,Valid,35.0,Valid,0.986,,,Out of Calibration
RD000305,M11484,SEN-008,2026-03-01 08:32:00,,35 C,65 psi,4.66,2.9,1.005,,Invalid,35.0,Valid,0.995,,,Out of Calibration
RD000306,M10154,SEN-028,2026-03-01 08:32:30,45.0,40 C,5.2 bar,4.53,7.73,1.026,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD000307,M10997,SEN-006,2026-03-01 08:33:00,,40 C,5.2 bar,1.92,4.36,0.983,97.61904,Valid,40.0,Valid,0.995,,,Out of Calibration
RD000308,M9793,SEN-041,2026-03-01 08:33:30,,95 F,5.2 bar,2.82,7.72,1.008,,Invalid,35.0,Valid,0.984,,,Out of Calibration
RD000309,M9069,SEN-029,2026-03-01 08:34:00,,,72 psi,3.38,6.55,0.991,47.4537,Valid,,Invalid,0.971,,,Out of Calibration
RD000310,M8589,SEN-011,2026-03-01 08:34:30,60.0,,5.2 bar,6.58,4.4,1.015,60.0,Valid,,Invalid,0.99,59.4,-0.6,Within Limit
RD000311,M9630,SEN-009,2026-03-01 08:35:00,,,4.5 bar,7.48,5.7,0.986,47.4537,Valid,,Invalid,1.016,,,Out of Calibration
RD000312,M10031,SEN-027,2026-03-01 08:35:30,60.0,,4.5 bar,6.03,3.19,0.976,60.0,Valid,,Invalid,1.001,60.06,0.06,Within Limit
RD000313,M9770,SEN-029,2026-03-01 08:36:00,,85C,5.2 bar,3.27,2.91,1.011,47.4537,Valid,85.0,Valid,0.971,,,Out of Calibration
RD000314,M10903,SEN-005,2026-03-01 08:36:30,,40 C,65 psi,3.65,3.85,0.978,97.61904,Valid,40.0,Valid,0.994,,,Out of Calibration
RD000315,M11475,SEN-009,2026-03-01 08:37:00,,40 C,4.5 bar,3.4,7.52,0.973,97.61904,Valid,40.0,Valid,1.016,,,Out of Calibration
RD000316,M10837,SEN-043,2026-03-01 08:37:30,,40 C,72 psi,7.01,3.1,0.983,47.4537,Valid,40.0,Valid,1.021,,,Out of Calibration
RD000317,M9979,SEN-013,2026-03-01 08:38:00,50.0,85C,5.2 bar,0.44,3.28,1.004,50.0,Valid,85.0,Valid,1.003,50.15,0.15,Within Limit
RD000318,M9836,SEN-015,2026-03-01 08:38:30,45.0,35 C,4.5 bar,1.49,6.93,1.028,45.0,Valid,35.0,Valid,1.012,45.54,0.54,Within Limit
RD000319,M10886,SEN-009,2026-03-01 08:39:00,60.0,40 C,4.5 bar,2.1,7.24,0.973,60.0,Valid,40.0,Valid,1.016,60.96,0.96,Within Limit
RD000320,M9667,SEN-001,2026-03-01 08:39:30,60.0,35 C,72 psi,2.6,6.87,0.997,60.0,Valid,35.0,Valid,0.991,59.46,-0.54,Within Limit
RD000321,M10049,SEN-026,2026-03-01 08:40:00,,85C,5.2 bar,5.66,7.59,1.021,97.61904,Valid,85.0,Valid,1.014,,,Out of Calibration
RD000322,M7710,SEN-034,2026/03/01 08:40:30,60.0,40 C,4.5 bar,8.36,4.77,1.029,60.0,Valid,40.0,Valid,1.016,60.96,0.96,Within Limit
RD000323,M9808,SEN-039,2026-03-01 08:41:00,45.0,95 F,4.5 bar,6.63,7.51,1.028,45.0,Valid,35.0,Valid,1.013,45.58,0.58,Within Limit
RD000324,M10741,SEN-043,2026-03-01 08:41:30,50.0,104 F,65 psi,7.84,6.6,0.985,50.0,Valid,40.0,Valid,1.021,51.05,1.05,Within Limit
RD000325,M7977,SEN-047,2026-03-01 08:42:00,45.0,104 F,5.2 bar,6.59,1.0,0.976,45.0,Valid,40.0,Valid,0.998,44.91,-0.09,Within Limit
RD000326,M8222,SEN-003,2026-03-01 08:42:30,,,5.2 bar,3.1,6.77,1.004,47.4537,Valid,,Invalid,0.997,,,Out of Calibration
RD000327,M11130,SEN-020,2026-03-01 08:43:00,,,5.2 bar,7.59,2.34,1.015,,Invalid,,Invalid,0.985,,,Out of Calibration
RD000328,M7676,SEN-027,2026-03-01 08:43:30,60.0,35 C,4.5 bar,0.44,5.51,0.972,60.0,Valid,35.0,Valid,1.001,60.06,0.06,Within Limit
RD000329,M11114,SEN-035,2026-03-01 08:44:00,50.0,35 C,5.2 bar,2.02,6.0,0.975,50.0,Valid,35.0,Valid,1.026,51.3,1.3,Within Limit
RD000330,M9539,SEN-017,2026-03-01 08:44:30,,104 F,72 psi,1.83,1.85,1.022,,Invalid,40.0,Valid,0.98,,,Out of Calibration
