Inspection_ID,Event_ID,VIN,Defect_Code,Defect,Inspection_Source,Inspector_ID,Rework_Flag,Scrap_Reason,Result
INSP10301,M9767,MA1AB100000001359,D001,OK,Unknown,INS17,N,Weld,FAIL
INSP10302,M11663,MA1AB100000004960,NONE,Repair,Unknown,INS13,N,Weld,PASS
INSP10303,M11716,MA1AB100000004028,D004,Repair,Unknown,INS35,N,,PASS
INSP10304,M10944,MA1AB100000000913,D001,Repair,Unknown,INS57,N,,PASS
INSP10305,M7598,MA1AB100000003020,D002, ok ,Unknown,INS52,Y,Weld,PASS
INSP10306,M7233,MA1AB100000004124,D001, ok ,Unknown,INS89,N,Dimension,FAIL
INSP10307,M8542,MA1AB100000000438,NONE,OK,Unknown,INS99,N,Weld,FAIL
INSP10308,M9814,MA1AB100000004555,D001,,Unknown,INS99,N,Material,FAIL
INSP10309,M9536,MA1AB100000002379,D004,,Unknown,INS41,Y,Material,PASS
INSP10310,M9633,MA1AB100000003786,D002,reject,Unknown,INS99,N,,FAIL
INSP10311,M8981,MA1AB100000003506,NONE,reject,Unknown,INS23,Y,Weld,FAIL
INSP10312,M11124,MA1AB100000003237,NONE,Repair,Unknown,INS17,Y,Dimension,FAIL
INSP10313,M11562,MA1AB100000000792,D003,OK,Unknown,INS50,Y,Material,FAIL
INSP10314,M8924,MA1AB100000001485,D001, ok ,Unknown,INS16,N,,FAIL
INSP10315,M11603,MA1AB100000002505,D001,Reject,Unknown,INS24,N,,FAIL
INSP10316,M10808,MA1AB100000003674,D002,reject,Unknown,INS20,N,Dimension,PASS
INSP10317,M9418,MA1AB100000003871,NONE,,Unknown,INS40,N,Material,PASS
INSP10318,M8570,MA1AB100000001592,NONE,Repair,Unknown,INS93,Y,Weld,PASS
INSP10319,M9137,MA1AB100000000881,D004,reject,Unknown,INS14,Y,Weld,FAIL
INSP10320,M8763,MA1AB100000004744,D001, ok ,Unknown,INS26,N,Weld,FAIL
INSP10321,M9455,MA1AB100000001579,D004,OK,Unknown,INS77,Y,Material,FAIL
INSP10322,M11108,MA1AB100000003746,NONE,Reject,Unknown,INS30,N,,PASS
INSP10323,M10966,MA1AB100000002923,D001,reject,Unknown,INS45,Y,Material,FAIL
INSP10324,M7388,MA1AB100000004713,D003, ok ,Unknown,INS11,N,Weld,FAIL
INSP10325,M7007,MA1AB100000001879,NONE,reject,Unknown,INS99,Y,,FAIL
INSP10326,M11268,MA1AB100000004691,D004,Reject,Unknown,INS71,N,Paint,FAIL
INSP10327,M8483,MA1AB100000000264,D004,,Unknown,INS66,Y,Dimension,FAIL
INSP10328,M10499,MA1AB100000000487,NONE,OK,Unknown,INS44,Y,,PASS
INSP10329,M11141,MA1AB100000004508,NONE,,Unknown,INS22,Y,,PASS
INSP10330,M9222,MA1AB100000001332,NONE,Reject,Unknown,INS95,Y,Dimension,PASS
INSP10331,M11726,MA1AB100000004836,D003, ok ,Unknown,INS25,N,,FAIL
INSP10332,M9200,MA1AB100000001004,D003,Repair,Unknown,INS47,Y,Weld,PASS
INSP10333,M11500,MA1AB100000000186,D002,Reject,Unknown,INS50,Y,Dimension,FAIL
INSP10334,M10789,MA1AB100000003885,D003,OK,Unknown,INS61,N,Weld,PASS
INSP10335,M10040,MA1AB100000000653,D003,Repair,Unknown,INS46,Y,Weld,PASS
INSP10336,M9907,MA1AB100000004048,D001,reject,Unknown,INS32,Y,Dimension,FAIL
INSP10337,M11293,MA1AB100000003839,D002,OK,Unknown,INS53,Y,Paint,FAIL
INSP10338,M10902,MA1AB100000003039,NONE,reject,Unknown,INS50,N,Weld,FAIL
INSP10339,M7433,MA1AB100000000770,D004,reject,Unknown,INS48,Y,Dimension,FAIL
INSP10340,M11600,MA1AB100000002720,D004,OK,Unknown,INS11,N,Weld,PASS
INSP10341,M8105,MA1AB100000003700,D004,reject,Unknown,INS33,Y,Paint,PASS
INSP10342,M8548,MA1AB100000001141,D003, ok ,Unknown,INS91,N,Weld,PASS
INSP10343,M7103,MA1AB100000004238,NONE,,Unknown,INS69,N,Material,PASS
INSP10344,M8895,MA1AB100000004460,D004,Repair,Unknown,INS31,N,Weld,FAIL
INSP10345,M10165,MA1AB100000004210,D004,,Unknown,INS43,N,Weld,FAIL
INSP10346,M11340,MA1AB100000003997,D001,,Unknown,INS38,Y,Weld,FAIL
INSP10347,M10399,MA1AB100000003228,D002,OK,Unknown,INS97,Y,Paint,FAIL
INSP10348,M9029,MA1AB100000001979,D004,OK,Unknown,INS38,N,Dimension,PASS
INSP10349,M10288,MA1AB100000001795,NONE,,Unknown,INS55,Y,,PASS
INSP10350,M9270,MA1AB100000000860,NONE, ok ,Unknown,INS84,N,Paint,FAIL
INSP10351,M7845,MA1AB100000003152,D001,reject,Unknown,INS74,Y,Weld,FAIL
INSP10352,M11330,MA1AB100000003551,D002, ok ,Unknown,INS85,N,,FAIL
INSP10353,M9442,MA1AB100000000747,D003,,Unknown,INS45,Y,,PASS
INSP10354,M9426,MA1AB100000004550,NONE,Reject,Unknown,INS95,N,Dimension,PASS
INSP10355,M8207,MA1AB100000002419,D001,OK,Unknown,INS37,Y,Paint,FAIL
INSP10356,M7276,MA1AB100000001816,D001,Reject,Unknown,INS92,Y,Paint,PASS
INSP10357,M10323,MA1AB100000004905,NONE,,Unknown,INS63,N,Dimension,PASS
INSP10358,M11563,MA1AB100000002074,NONE, ok ,Unknown,INS29,Y,Material,PASS
INSP10359,M11951,MA1AB100000002498,D002,Reject,Unknown,INS96,Y,Paint,PASS
INSP10360,M10766,MA1AB100000001235,D003,Reject,Unknown,INS93,N,,FAIL
INSP10361,M9233,MA1AB100000001380,D004,Reject,Unknown,INS39,Y,Weld,PASS
INSP10362,M11306,MA1AB100000001553,D003,OK,Unknown,INS92,N,Paint,FAIL
INSP10363,M11542,MA1AB100000000353,D004,Reject,Unknown,INS82,N,Weld,PASS
INSP10364,M11297,MA1AB100000004854,NONE,Repair,Unknown,INS13,N,Material,FAIL
INSP10365,M9623,MA1AB100000000698,D001,Repair,Unknown,INS41,Y,Weld,FAIL
INSP10366,M7609,MA1AB100000003602,D001,,Unknown,INS40,N,Paint,FAIL
INSP10367,M10056,MA1AB100000004864,D003,reject,Unknown,INS31,N,Weld,PASS
INSP10368,M9542,MA1AB100000001220,D001,Repair,Unknown,INS60,Y,Weld,FAIL
INSP10369,M7713,MA1AB100000004364,D002,Reject,Unknown,INS53,N,Paint,FAIL
INSP10370,M9103,MA1AB100000002438,NONE, ok ,Unknown,INS96,Y,,FAIL
INSP10371,M11885,MA1AB100000001285,D003,reject,Unknown,INS82,N,Weld,FAIL
INSP10372,M11203,MA1AB100000001247,D004, ok ,Unknown,INS98,Y,Dimension,PASS
INSP10373,M7554,MA1AB100000004996,NONE,,Unknown,INS98,Y,,FAIL
INSP10374,M8612,MA1AB100000001738,D004,Reject,Unknown,INS22,Y,Dimension,PASS
INSP10375,M7204,MA1AB100000002645,D001, ok ,Unknown,INS64,N,Material,PASS
INSP10376,M11328,MA1AB100000001660,D002,reject,Unknown,INS13,Y,Dimension,FAIL
INSP10377,M7230,MA1AB100000002550,NONE, ok ,Unknown,INS20,N,,FAIL
INSP10378,M11226,MA1AB100000000949,NONE, ok ,Unknown,INS85,Y,,FAIL
INSP10379,M7121,MA1AB100000004709,D001, ok ,Unknown,INS19,N,Material,FAIL
INSP10380,M8408,MA1AB100000001223,D004,,Unknown,INS92,Y,Material,FAIL
INSP10381,M10988,MA1AB100000000674,D004,Repair,Unknown,INS32,Y,Weld,PASS
INSP10382,M9891,MA1AB100000002703,D002,reject,Unknown,INS93,N,,PASS
INSP10383,M9788,MA1AB100000004199,D003, ok ,Unknown,INS29,N,Dimension,FAIL
INSP10384,M8102,MA1AB100000002802,NONE,Reject,Unknown,INS76,N,Material,PASS
INSP10385,M7557,MA1AB100000001563,NONE,reject,Unknown,INS72,N,Weld,PASS
INSP10386,M8679,MA1AB100000002836,D003,Reject,Unknown,INS23,Y,Paint,FAIL
INSP10387,M9599,MA1AB100000003537,D003,OK,Unknown,INS69,Y,,FAIL
INSP10388,M7299,MA1AB100000000539,NONE, ok ,Unknown,INS24,Y,Material,FAIL
INSP10389,M10351,MA1AB100000003221,D001,Reject,Unknown,INS52,N,Paint,FAIL
INSP10390,M9285,MA1AB100000004213,D002,,Unknown,INS39,N,Paint,FAIL
INSP10391,M8909,MA1AB100000000637,NONE, ok ,Unknown,INS13,N,Dimension,FAIL
INSP10392,M8695,MA1AB100000002503,D002,OK,Unknown,INS23,N,Weld,PASS
INSP10393,M8312,MA1AB100000001015,D004,Reject,Unknown,INS41,N,,PASS
INSP10394,M10618,MA1AB100000000217,D004,Reject,Unknown,INS44,Y,,FAIL
INSP10395,M10847,MA1AB100000003046,D004,OK,Unknown,INS35,N,Weld,FAIL
INSP10396,M11368,MA1AB100000001975,NONE,Repair,Unknown,INS32,Y,Dimension,PASS
INSP10397,M7466,MA1AB100000003401,D004,,Unknown,INS60,Y,Paint,PASS
INSP10398,M11244,MA1AB100000003688,D001,,Unknown,INS28,Y,Dimension,PASS
INSP10399,M10681,MA1AB100000004224,D004,OK,Unknown,INS68,N,Material,FAIL
INSP10400,M7344,MA1AB100000002751,D003, ok ,Unknown,INS91,Y,Paint,FAIL
INSP10401,M11164,MA1AB100000002075,D002,reject,Unknown,INS49,Y,Paint,FAIL
INSP10402,M10520,MA1AB100000000002,D002,,Unknown,INS71,N,Material,FAIL
INSP10403,M9665,MA1AB100000004962,D001,reject,Unknown,INS12,N,Material,PASS
INSP10404,M8659,MA1AB100000003610,NONE, ok ,Unknown,INS16,N,Paint,FAIL
INSP10405,M9573,MA1AB100000004969,NONE,Repair,Unknown,INS52,N,Weld,PASS
INSP10406,M10652,MA1AB100000004855,D004,Repair,Unknown,INS24,Y,Paint,FAIL
INSP10407,M10344,MA1AB100000002984,NONE,Reject,Unknown,INS42,Y,Dimension,PASS
INSP10408,M7466,MA1AB100000003458,NONE, ok ,Unknown,INS93,N,,PASS
INSP10409,M7570,MA1AB100000001800,D001,reject,Unknown,INS99,N,Weld,FAIL
INSP10410,M8741,MA1AB100000002637,D004,Repair,Unknown,INS82,N,Weld,PASS
INSP10411,M11492,MA1AB100000000966,D003,Repair,Unknown,INS48,Y,,FAIL
INSP10412,M10607,MA1AB100000001236,D001,,Unknown,INS45,N,Paint,FAIL
INSP10413,M10213,MA1AB100000001525,D003,,Unknown,INS62,N,Material,PASS
INSP10414,M7205,MA1AB100000003073,NONE,OK,Unknown,INS88,N,Material,PASS
INSP10415,M11956,MA1AB100000002626,D004,Reject,Unknown,INS64,Y,Dimension,PASS
INSP10416,M9628,MA1AB100000003127,NONE,OK,Unknown,INS91,Y,Material,PASS
INSP10417,M7147,MA1AB100000003728,NONE, ok ,Unknown,INS52,N,Material,PASS
INSP10418,M7804,MA1AB100000000586,D001,Repair,Unknown,INS83,Y,Dimension,PASS
INSP10419,M10568,MA1AB100000001501,D003,Repair,Unknown,INS56,N,Material,PASS
INSP10420,M9860,MA1AB100000000924,NONE,reject,Unknown,INS35,Y,Material,FAIL
INSP10421,M8990,MA1AB100000002310,NONE, ok ,Unknown,INS44,Y,Dimension,FAIL
INSP10422,M11278,MA1AB100000004636,NONE,Repair,Unknown,INS30,Y,Material,PASS
INSP10423,M9343,MA1AB100000003189,NONE, ok ,Unknown,INS40,Y,Material,PASS
INSP10424,M11140,MA1AB100000002436,NONE,Repair,Unknown,INS86,Y,Dimension,PASS
INSP10425,M9728,MA1AB100000003695,NONE,reject,Unknown,INS16,N,,FAIL
INSP10426,M7439,MA1AB100000000069,D001,Repair,Unknown,INS99,Y,Dimension,FAIL
INSP10427,M7881,MA1AB100000002491,D002,Repair,Unknown,INS52,Y,Paint,FAIL
INSP10428,M7066,MA1AB100000000663,NONE,OK,Unknown,INS66,N,Weld,FAIL
INSP10429,M10248,MA1AB100000004716,D001,Repair,Unknown,INS58,N,Weld,FAIL
INSP10430,M9141,MA1AB100000003747,D002,,Unknown,INS62,N,Dimension,PASS
INSP10431,M7017,MA1AB100000000360,D004,Reject,Unknown,INS26,N,Dimension,FAIL
INSP10432,M9906,MA1AB100000003814,D003,reject,Unknown,INS97,N,Material,PASS
INSP10433,M11948,MA1AB100000000484,NONE,,Unknown,INS49,Y,Dimension,FAIL
INSP10434,M9927,MA1AB100000004081,NONE,Repair,Unknown,INS38,N,Paint,FAIL
INSP10435,M8325,MA1AB100000003492,NONE,Reject,Unknown,INS18,N,Paint,PASS
INSP10436,M9861,MA1AB100000003610,D003,Reject,Unknown,INS70,N,Weld,FAIL
INSP10437,M8868,MA1AB100000004532,NONE,reject,Unknown,INS20,Y,Weld,FAIL
INSP10438,M11995,MA1AB100000001434,D003,OK,Unknown,INS45,N,Paint,PASS
INSP10439,M8958,MA1AB100000000474,NONE,Repair,Unknown,INS96,Y,Material,PASS
INSP10440,M10511,MA1AB100000004679,D001,Reject,Unknown,INS80,Y,Paint,PASS
INSP10441,M10443,MA1AB100000001705,NONE, ok ,Unknown,INS83,Y,Material,PASS
INSP10442,M11711,MA1AB100000004727,NONE, ok ,Unknown,INS62,Y,Weld,PASS
INSP10443,M7294,MA1AB100000001501,D004, ok ,Unknown,INS45,N,Material,FAIL
INSP10444,M10070,MA1AB100000002602,NONE,,Unknown,INS85,N,,PASS
INSP10445,M9179,MA1AB100000004945,D003,Repair,Unknown,INS63,Y,Material,PASS
INSP10446,M7123,MA1AB100000001457,D003,reject,Unknown,INS45,Y,,PASS
INSP10447,M8481,MA1AB100000003201,D001, ok ,Unknown,INS34,Y,Material,FAIL
INSP10448,M11072,MA1AB100000003622,D004, ok ,Unknown,INS42,Y,Paint,FAIL
INSP10449,M10230,MA1AB100000000744,D004,Reject,Unknown,INS61,Y,,FAIL
INSP10450,M9889,MA1AB100000002936,NONE,OK,Unknown,INS84,Y,Weld,FAIL
INSP10451,M7817,MA1AB100000002867,D003,,Unknown,INS52,N,Weld,FAIL
INSP10452,M10602,MA1AB100000004052,D004,reject,Unknown,INS19,N,Paint,PASS
INSP10453,M11979,MA1AB100000000172,NONE, ok ,Unknown,INS47,N,Paint,PASS
INSP10454,M8930,MA1AB100000001320,D003,,Unknown,INS67,N,Material,PASS
INSP10455,M7738,MA1AB100000004808,D002,reject,Unknown,INS25,N,Paint,FAIL
INSP10456,M11741,MA1AB100000002992,D004,reject,Unknown,INS66,N,Dimension,FAIL
INSP10457,M11994,MA1AB100000002942,D001,reject,Unknown,INS88,Y,Material,PASS
INSP10458,M10837,MA1AB100000001301,NONE,,Unknown,INS32,N,Dimension,PASS
INSP10459,M9600,MA1AB100000004379,D004,OK,Unknown,INS77,Y,,PASS
INSP10460,M9692,MA1AB100000004277,D004,OK,Unknown,INS58,Y,Paint,PASS
INSP10461,M8366,MA1AB100000000606,D003,,Unknown,INS37,N,Weld,FAIL
INSP10462,M7872,MA1AB100000002548,D002,OK,Unknown,INS98,N,Dimension,FAIL
INSP10463,M9602,MA1AB100000004892,D001,reject,Unknown,INS27,Y,,FAIL
INSP10464,M9350,MA1AB100000000715,D003,reject,Unknown,INS91,Y,Paint,FAIL
INSP10465,M11538,MA1AB100000000271,D003,OK,Unknown,INS98,N,Paint,FAIL
INSP10466,M7657,MA1AB100000002033,D001,OK,Unknown,INS59,N,Dimension,FAIL
INSP10467,M10491,MA1AB100000004290,D002,,Unknown,INS69,N,Material,PASS
INSP10468,M10969,MA1AB100000001817,D003,Repair,Unknown,INS87,N,,PASS
INSP10469,M7258,MA1AB100000003303,D004,OK,Unknown,INS43,Y,Material,PASS
INSP10470,M9776,MA1AB100000000260,NONE,Repair,Unknown,INS49,Y,,FAIL
INSP10471,M10281,MA1AB100000003657,NONE,OK,Unknown,INS54,Y,Material,PASS
INSP10472,M11384,MA1AB100000002235,NONE, ok ,Unknown,INS94,Y,Material,FAIL
INSP10473,M10755,MA1AB100000000469,D001,reject,Unknown,INS97,Y,Paint,PASS
INSP10474,M9633,MA1AB100000001497,D001,Reject,Unknown,INS82,N,Paint,FAIL
INSP10475,M8916,MA1AB100000001079,D004,reject,Unknown,INS52,N,,FAIL
INSP10476,M11784,MA1AB100000002559,D001, ok ,Unknown,INS55,N,Paint,FAIL
INSP10477,M8158,MA1AB100000002151,NONE,Repair,Unknown,INS29,Y,,FAIL
INSP10478,M8386,MA1AB100000000266,D002,Repair,Unknown,INS75,Y,,PASS
INSP10479,M10338,MA1AB100000001941,D003,OK,Unknown,INS82,Y,Dimension,FAIL
INSP10480,M7371,MA1AB100000000640,NONE,reject,Unknown,INS47,N,,FAIL
INSP10481,M7320,MA1AB100000001670,D001,reject,Unknown,INS89,N,,FAIL
INSP10482,M8795,MA1AB100000002237,D004,Repair,Unknown,INS18,N,Weld,FAIL
INSP10483,M11812,MA1AB100000003726,D004, ok ,Unknown,INS59,N,Weld,PASS
INSP10484,M8417,MA1AB100000000167,D003,OK,Unknown,INS24,N,Paint,PASS
INSP10485,M7302,MA1AB100000002903,NONE,reject,Unknown,INS34,N,,FAIL
INSP10486,M9409,MA1AB100000000511,D001, ok ,Unknown,INS35,N,,PASS
INSP10487,M8814,MA1AB100000003870,D004,Reject,Unknown,INS75,Y,Weld,PASS
INSP10488,M9376,MA1AB100000001635,D004,Reject,Unknown,INS66,N,,FAIL
INSP10489,M7620,MA1AB100000000625,D004,reject,Unknown,INS41,N,Dimension,PASS
INSP10490,M11706,MA1AB100000000204,NONE, ok ,Unknown,INS28,N,Dimension,PASS
INSP10491,M10650,MA1AB100000004007,D004,reject,Unknown,INS82,Y,Material,FAIL
INSP10492,M9654,MA1AB100000002190,NONE,Reject,Unknown,INS18,N,Weld,FAIL
INSP10493,M10383,MA1AB100000000944,D002,Repair,Unknown,INS97,N,Material,FAIL
INSP10494,M11133,MA1AB100000002902,D001,,Unknown,INS30,Y,Dimension,FAIL
INSP10495,M10718,MA1AB100000000247,D003,OK,Unknown,INS81,Y,Material,PASS
INSP10496,M8551,MA1AB100000001977,D003,reject,Unknown,INS97,Y,Paint,FAIL
INSP10497,M11957,MA1AB100000000029,D002, ok ,Unknown,INS52,Y,Weld,PASS
INSP10498,M7905,MA1AB100000000518,NONE,reject,Unknown,INS74,N,Material,FAIL
INSP10499,M10128,MA1AB100000003053,D001,OK,Unknown,INS14,N,Material,FAIL
INSP10500,M7486,XX1 2 3 4,NONE,OK,Unknown,INS47,N,Paint,FAIL
INSP10501,M7135,MA1AB100000003860,D002,,Unknown,INS38,N,Weld,FAIL
INSP10502,M9835,MA1AB100000004674,D003,Reject,Unknown,INS46,Y,Dimension,FAIL
INSP10503,M11457,MA1AB100000002992,NONE,reject,Unknown,INS13,Y,Paint,PASS
INSP10504,M11580,MA1AB100000002195,NONE,Repair,Unknown,INS65,Y,,PASS
INSP10505,M7433,MA1AB100000002335,D002,OK,Unknown,INS69,N,Material,FAIL
INSP10506,M9041,MA1AB100000000276,D003, ok ,Unknown,INS66,N,Weld,FAIL
INSP10507,M11502,MA1AB100000001407,D002,Repair,Unknown,INS61,Y,Weld,PASS
INSP10508,M9570,MA1AB100000000552,D003,reject,Unknown,INS70,N,Material,FAIL
INSP10509,M10501,MA1AB100000002419,D002, ok ,Unknown,INS71,Y,Weld,FAIL
INSP10510,M8806,MA1AB100000000286,D003,Repair,Unknown,INS42,N,Material,PASS
INSP10511,M11656,MA1AB100000004268,D004,Reject,Unknown,INS59,N,Material,PASS
INSP10512,M9483,MA1AB100000004550,D004,Repair,Unknown,INS21,Y,Weld,PASS
INSP10513,M7704,MA1AB100000000400,D001,Repair,Unknown,INS12,Y,Material,PASS
INSP10514,M11459,MA1AB100000004980,D003,Repair,Unknown,INS46,Y,Weld,FAIL
INSP10515,M8088,MA1AB100000000226,D004,reject,Unknown,INS78,Y,Weld,FAIL
INSP10516,M11393,MA1AB100000002946,D003, ok ,Unknown,INS68,N,Dimension,FAIL
INSP10517,M8824,MA1AB100000003739,D002,Repair,Unknown,INS85,Y,Paint,FAIL
INSP10518,M7823,MA1AB100000000478,D001,reject,Unknown,INS56,Y,Paint,FAIL
INSP10519,M8605,MA1AB100000002348,D001,Reject,Unknown,INS68,Y,Dimension,PASS
INSP10520,M10147,MA1AB100000003425,D003,OK,Unknown,INS77,Y,Weld,PASS
INSP10521,M9456,MA1AB100000000018,D001,OK,Unknown,INS70,N,Material,FAIL
INSP10522,M10822,MA1AB100000001438,D003,Reject,Unknown,INS95,Y,Dimension,PASS
INSP10523,M9225,MA1AB100000001394,D003,Reject,Unknown,INS69,Y,Weld,FAIL
INSP10524,M11139,MA1AB100000000277,D004,reject,Unknown,INS61,Y,Material,FAIL
INSP10525,M7439,MA1AB100000001761,D004,Reject,Unknown,INS80,N,,PASS
INSP10526,M8433,MA1AB100000000524,D002, ok ,Unknown,INS16,N,,FAIL
INSP10527,M10756,MA1AB100000001584,D004,Repair,Unknown,INS12,N,Weld,PASS
INSP10528,M10301,MA1AB100000003623,D002, ok ,Unknown,INS93,Y,,FAIL
INSP10529,M11152,MA1AB100000001386,D004,Repair,Unknown,INS60,N,Dimension,FAIL
INSP10530,M10366,MA1AB100000003307,D004,reject,Unknown,INS84,N,,FAIL
INSP10531,M11436,MA1AB100000003351,D004,OK,Unknown,INS92,N,Dimension,FAIL
INSP10532,M11199,MA1AB100000000629,D001,reject,Unknown,INS54,Y,Paint,PASS
INSP10533,M9515,MA1AB100000000685,D003,Repair,Unknown,INS13,Y,,FAIL
INSP10534,M7332,MA1AB100000003465,D002,Reject,Unknown,INS38,Y,,FAIL
INSP10535,M8444,MA1AB100000004643,NONE,Repair,Unknown,INS86,Y,Paint,FAIL
INSP10536,M9964,MA1AB100000002097,D004,OK,Unknown,INS33,Y,,PASS
INSP10537,M11451,MA1AB100000000967,D003,Repair,Unknown,INS33,Y,,PASS
INSP10538,M10424,MA1AB100000000116,NONE, ok ,Unknown,INS57,Y,Material,PASS
INSP10539,M9039,MA1AB100000001377,D001,Reject,Unknown,INS73,Y,Paint,PASS
INSP10540,M9879,MA1AB100000002608,NONE,Reject,Unknown,INS79,Y,Weld,FAIL
INSP10541,M7041,MA1AB100000001106,D004,reject,Unknown,INS12,N,Material,FAIL
INSP10542,M9874,MA1AB100000000932,NONE,OK,Unknown,INS88,N,,PASS
INSP10543,M8306,MA1AB100000001038,D002,reject,Unknown,INS61,Y,Material,PASS
INSP10544,M11506,MA1AB100000000727,D001,Reject,Unknown,INS66,Y,Material,PASS
INSP10545,M11930,MA1AB100000000669,NONE,Repair,Unknown,INS71,Y,Dimension,PASS
INSP10546,M11817,MA1AB100000004999,D001,Reject,Unknown,INS32,Y,Material,FAIL
INSP10547,M8229,MA1AB100000000413,D004,,Unknown,INS54,Y,,FAIL
INSP10548,M8448,MA1AB100000000376,D003,Reject,Unknown,INS97,N,,FAIL
INSP10549,M11833,MA1AB100000002024,D001,,Unknown,INS51,Y,Paint,PASS
INSP10550,M7603,MA1AB100000002844,D001,OK,Unknown,INS61,Y,Weld,PASS
INSP10551,M11310,MA1AB100000000669,D004,Reject,Unknown,INS58,N,Dimension,FAIL
INSP10552,M10662,MA1AB100000000207,D002,Reject,Unknown,INS17,Y,Dimension,FAIL
INSP10553,M8280,MA1AB100000004048,D004,Reject,Unknown,INS99,Y,Paint,FAIL
INSP10554,M8770,MA1AB100000003277,D004,Reject,Unknown,INS35,Y,Dimension,PASS
INSP10555,M10783,MA1AB100000001773,D003,,Unknown,INS75,N,Material,FAIL
INSP10556,M8761,MA1AB100000002228,D002,OK,Unknown,INS73,Y,Weld,FAIL
INSP10557,M7214,MA1AB100000003940,NONE,reject,Unknown,INS90,Y,Weld,PASS
INSP10558,M11772,MA1AB100000000732,D003, ok ,Unknown,INS59,Y,,FAIL
INSP10559,M11314,MA1AB100000001547,D004,Repair,Unknown,INS75,N,Dimension,FAIL
INSP10560,M8129,MA1AB100000003201,NONE,reject,Unknown,INS39,N,Weld,FAIL
INSP10561,M11288,MA1AB100000003803,D001, ok ,Unknown,INS42,Y,Paint,PASS
INSP10562,M7181,MA1AB100000001224,D004, ok ,Unknown,INS18,N,Material,FAIL
INSP10563,M9288,MA1AB100000004503,D001,,Unknown,INS23,N,,PASS
INSP10564,M11808,MA1AB100000001578,NONE,Repair,Unknown,INS38,N,,FAIL
INSP10565,M7387,MA1AB100000000715,D004, ok ,Unknown,INS50,Y,Material,PASS
INSP10566,M8561,MA1AB100000001907,D002,OK,Unknown,INS21,Y,Weld,FAIL
INSP10567,M11347,MA1AB100000003149,NONE,Reject,Unknown,INS73,N,Paint,PASS
INSP10568,M8913,MA1AB100000003226,D001,Reject,Unknown,INS46,Y,Dimension,PASS
INSP10569,M10030,MA1AB100000002946,NONE,OK,Unknown,INS82,Y,Paint,PASS
INSP10570,M7080,MA1AB100000001414,NONE,OK,Unknown,INS85,Y,Weld,PASS
INSP10571,M7818,MA1AB100000003492,D004, ok ,Unknown,INS98,N,Dimension,FAIL
INSP10572,M11478,MA1AB100000002242,D002,reject,Unknown,INS10,N,Paint,PASS
INSP10573,M10770,MA1AB100000003347,D002,OK,Unknown,INS99,Y,Weld,FAIL
INSP10574,M9473,MA1AB100000004690,D002,Reject,Unknown,INS55,N,,PASS
INSP10575,M7813,MA1AB100000001571,D002,,Unknown,INS78,Y,Paint,FAIL
INSP10576,M9035,MA1AB100000002978,D001,Reject,Unknown,INS67,N,Dimension,PASS
INSP10577,M10291,MA1AB100000000422,D002,OK,Unknown,INS99,Y,,PASS
INSP10578,M11405,MA1AB100000002798,D001,Reject,Unknown,INS92,Y,Dimension,PASS
INSP10579,M9122,MA1AB100000003802,D004,Repair,Unknown,INS68,Y,Weld,PASS
INSP10580,M8919,MA1AB100000001401,D003,Repair,Unknown,INS72,Y,Paint,PASS
INSP10581,M8603,MA1AB100000004938,NONE,Reject,Unknown,INS95,Y,,FAIL
INSP10582,M10490,MA1AB100000004749,D002,,Unknown,INS35,N,Weld,FAIL
INSP10583,M10188,MA1AB100000004519,D004,reject,Unknown,INS51,N,Weld,PASS
INSP10584,M10985,MA1AB100000002157,NONE,OK,Unknown,INS16,Y,,FAIL
INSP10585,M9990,MA1AB100000002373,NONE,reject,Unknown,INS75,N,Weld,PASS
INSP10586,M8126,MA1AB100000000680,D002,OK,Unknown,INS64,N,,FAIL
INSP10587,M10671,MA1AB100000002480,D002,Repair,Unknown,INS47,N,,FAIL
INSP10588,M7475,MA1AB100000001517,D002,Repair,Unknown,INS70,Y,Dimension,FAIL
INSP10589,M10041,MA1AB100000002526,NONE,,Unknown,INS11,N,Weld,FAIL
INSP10590,M11030,MA1AB100000003062,D004, ok ,Unknown,INS15,Y,,FAIL
INSP10591,M11405,MA1AB100000003791,D004,Repair,Unknown,INS41,N,Dimension,FAIL
INSP10592,M11014,MA1AB100000003057,D004,OK,Unknown,INS45,Y,Dimension,FAIL
INSP10593,M11570,MA1AB100000003734,D003,reject,Unknown,INS15,N,Dimension,FAIL
INSP10594,M7586,MA1AB100000000943,D001,Repair,Unknown,INS27,Y,Dimension,FAIL
INSP10595,M7211,MA1AB100000002789,D001, ok ,Unknown,INS61,N,Weld,PASS
INSP10596,M10587,MA1AB100000000825,D001,OK,Unknown,INS71,Y,Weld,FAIL
INSP10597,M8140,MA1AB100000003718,D003,Reject,Unknown,INS38,N,Paint,PASS
INSP10598,M7431,MA1AB100000004682,D002,,Unknown,INS79,Y,Dimension,PASS
INSP10599,M11119,MA1AB100000002639,D002,Reject,Unknown,INS71,Y,Dimension,PASS
INSP10600,M7055,MA1AB100000002379,D004,OK,Unknown,INS77,Y,Material,FAIL
INSP10601,M8233,MA1AB100000004496,D004,Repair,Unknown,INS26,Y,Material,FAIL
INSP10602,M10715,MA1AB100000004182,D003,,Unknown,INS63,N,Dimension,PASS
INSP10603,M10639,MA1AB100000001315,D003,Repair,Unknown,INS93,N,Dimension,FAIL
