Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Availability,Performance,Quality,OEE,OEE (%)
M7101,MA1AB100000000101,WO10101,Sedan X,PAINT-1,STN-04,2026-03-01 08:06,ENG-1124,SUP-193,EMP337,TL-073,,Valid,MC-102,480,472,8,0.94,527,5,522,0.9833333333333333,1.0495338983050848,0.9905123339658444,1.02225,102.22
M7102,MA1AB100000000102,WO10102,SUV Pro,GA-1,STN-04,2026-03-01 08:07,ENG-1435,SUP-084,EMP193,TL-063,B,Valid,MC-103,480,480,0,1.19,581,11,570,1.0,1.4403958333333333,0.9810671256454389,1.413125,141.31
M7103,MA1AB100000000103,WO10103,SUV Pro,PAINT-1,STN-03,2026-03-01 08:08,ENG-1143,SUP-153,EMP241,TL-072,A,Valid,MC-104,480,464,16,1.08,537,14,523,0.9666666666666667,1.2499137931034483,0.9739292364990689,1.1767500000000002,117.68
M7104,MA1AB100000000104,WO10104,Hatch Z,GA-2,STN-01,2026-03-01 08:10,ENG-1123,SUP-185,EMP308,TL-063,B,Valid,MC-105,480,430,50,0.91,521,14,507,0.8958333333333334,1.1025813953488373,0.9731285988483686,0.9611875000000001,96.12
M7105,MA1AB100000000105,WO10105,Hatch Z,TRIM-1, stn-05 ,2026-03-01 08:11,ENG-1364,SUP-126,EMP329,TL-003,A,Valid,MC-101,480,441,39,1.1,528,8,520,0.91875,1.3170068027210886,0.9848484848484849,1.1916666666666669,119.17
M7106,MA1AB100000000106,WO10106,SUV Pro,GA-2,STN-04,2026-03-01 08:12,ENG-1354,SUP-063,EMP256,TL-085,C,Valid,MC-102,480,456,24,0.91,541,11,530,0.95,1.0796271929824561,0.9796672828096118,1.0047916666666667,100.48
M7107,MA1AB100000000107,WO10107,SUV Pro,PAINT-1,STN-04,2026-03-01 08:13,ENG-1381,SUP-141,EMP269,TL-046,,Valid,MC-103,480,441,39,0.88,509,13,496,0.91875,1.0156916099773243,0.9744597249508841,0.9093333333333333,90.93
M7108,MA1AB100000000108,WO10108,SUV Pro,PAINT-1,STN-03,2026-03-01 08:15,ENG-1118,SUP-031,EMP198,TL-041,A,Valid,MC-104,480,467,13,0.94,465,12,453,0.9729166666666667,0.9359743040685224,0.9741935483870968,0.8871249999999999,88.71
M7109,MA1AB100000000109,WO10109,Hatch Z,GA-2,STN-02,2026-03-01 08:16,ENG-1110,SUP-190,EMP347,TL-036,C,Valid,MC-105,480,471,9,1.04,515,15,500,0.98125,1.1371549893842887,0.970873786407767,1.0833333333333333,108.33
M7110,MA1AB100000000110,WO10110,Sedan X,GA-2,STN-03,2026-03-01 08:17,ENG-1116,SUP-093,EMP191,TL-039,A,Valid,MC-101,480,471,9,1.07,549,3,546,0.98125,1.2471974522292995,0.994535519125683,1.217125,121.71
M7111,MA1AB100000000111,WO10111,Hatch Z,GA-2,STN-03,2026-03-01 08:18,ENG-1023,SUP-014,EMP383,TL-038,B,Valid,MC-102,480,445,35,0.89,543,14,529,0.9270833333333334,1.0859999999999999,0.9742173112338858,0.9808541666666665,98.09
M7112,MA1AB100000000112,WO10112,Hatch Z,TRIM-1,STN-01,2026-03-01 08:20,ENG-1446,SUP-004,EMP393,TL-037,,Valid,MC-103,480,443,37,1.1,596,11,585,0.9229166666666667,1.4799097065462754,0.9815436241610739,1.3406250000000002,134.06
M7113,MA1AB100000000113,WO10113,SUV Pro,TRIM-1,STN-03,2026-03-01 08:21,ENG-1094,SUP-014,EMP229,TL-062,A,Valid,MC-104,480,433,47,1.19,456,0,456,0.9020833333333333,1.2532101616628175,1.0,1.1305,113.05
M7114,MA1AB100000000114,WO10114,Sedan X,TRIM-1,STN-04,2026-03-01 08:22,ENG-1037,SUP-148,EMP127,TL-020,B,Valid,MC-105,480,442,38,0.87,584,13,571,0.9208333333333333,1.1495022624434388,0.9777397260273972,1.0349374999999998,103.49
M7115,MA1AB100000000115,WO10115,Hatch Z,PAINT-1,STN-01,2026-03-01 08:23,ENG-1127,SUP-031,EMP385,TL-098,,Valid,MC-101,480,478,2,1.05,567,8,559,0.9958333333333333,1.2455020920502093,0.9858906525573192,1.2228125,122.28
M7116,MA1AB100000000116,WO10116,Hatch Z,GA-2,Stn-03,2026-03-01 08:25,ENG-1267,SUP-098,EMP330,TL-057,C,Valid,MC-102,480,445,35,1.09,516,13,503,0.9270833333333334,1.2639101123595506,0.9748062015503876,1.1422291666666666,114.22
M7117,MA1AB100000000117,WO10117,Hatch Z,TRIM-1,STN-03,2026-03-01 08:26,ENG-1291,SUP-159,EMP130,TL-079,A,Valid,MC-103,480,444,36,1.06,582,3,579,0.925,1.3894594594594596,0.9948453608247423,1.2786250000000003,127.86
M7118,MA1AB100000000118,WO10118,Sedan X,GA-2,STN-03,2026-03-01 08:27,ENG-1338,SUP-021,EMP180,TL-031,B,Valid,MC-104,480,463,17,1.11,479,9,470,0.9645833333333333,1.1483585313174947,0.9812108559498957,1.0868750000000003,108.69
M7119,MA1AB100000000119,WO10119,Hatch Z,GA-1,STN-02,2026-03-01 08:28,ENG-1001,SUP-105,EMP330,TL-089,,Valid,MC-105,480,477,3,1.18,503,5,498,0.99375,1.2443186582809223,0.9900596421471173,1.2242499999999998,122.42
M7120,MA1AB100000000120,WO10120,SUV Pro,GA-1,STN-02,2026-03-01 08:30,ENG-1147,SUP-181,EMP244,TL-090,,Valid,MC-101,480,441,39,1.13,570,14,556,0.91875,1.4605442176870747,0.9754385964912281,1.3089166666666665,130.89
M7121,MA1AB100000000121,WO10121,Sedan X,GA-2,STN-03,2026-03-01 08:31,ENG-1403,SUP-161,EMP201,TL-055,A,Valid,MC-102,480,463,17,0.99,512,5,507,0.9645833333333333,1.0947732181425487,0.990234375,1.0456875,104.57
M7122,MA1AB100000000122,WO10122,Hatch Z,GA-2, stn-05 ,2026-03-01 08:32,ENG-1076,SUP-069,EMP172,TL-010,A,Valid,MC-103,480,477,3,1.11,589,15,574,0.99375,1.3706289308176103,0.9745331069609507,1.3273750000000002,132.74
M7123,MA1AB100000000123,WO10123,Sedan X,PAINT-1,STN-05,2026-03-01 08:33,ENG-1383,SUP-146,EMP247,TL-057,A,Valid,MC-104,480,474,6,0.85,548,13,535,0.9875,0.9827004219409283,0.9762773722627737,0.9473958333333334,94.74
M7124,MA1AB100000000124,WO10124,SUV Pro,PAINT-1, stn-05 ,2026-03-01 08:35,ENG-1206,SUP-070,EMP356,TL-070,,Valid,MC-105,480,478,2,0.89,503,14,489,0.9958333333333333,0.9365481171548118,0.9721669980119284,0.9066875000000001,90.67
M7125,MA1AB100000000125,WO10125,SUV Pro,GA-1,STN-05,2026-03-01 08:36,ENG-1020,SUP-111,EMP265,TL-078,C,Valid,MC-101,480,446,34,1.03,597,3,594,0.9291666666666667,1.3787219730941704,0.9949748743718593,1.274625,127.46
M7126,MA1AB100000000126,WO10126,Sedan X,GA-1,STN-02,2026-03-01 08:37,ENG-1492,SUP-173,EMP394,TL-076,A,Valid,MC-102,480,462,18,0.81,540,10,530,0.9625,0.9467532467532468,0.9814814814814815,0.894375,89.44
M7127,MA1AB100000000127,WO10127,Hatch Z,PAINT-1,STN-05,2026-03-01 08:38,ENG-1020,SUP-196,EMP189,TL-061,,Valid,MC-103,480,480,0,1.03,535,0,535,1.0,1.1480208333333335,1.0,1.1480208333333335,114.8
M7128,MA1AB100000000128,WO10128,SUV Pro,GA-2,STN-05,2026-03-01 08:40,ENG-1223,SUP-163,EMP351,TL-012,,Valid,MC-104,480,449,31,1.15,517,14,503,0.9354166666666667,1.3241648106904231,0.9729206963249516,1.2051041666666664,120.51
M7129,MA1AB100000000129,WO10129,SUV Pro,TRIM-1,STN-03,2026-03-01 08:41,ENG-1164,SUP-172,EMP153,TL-021,C,Valid,MC-105,480,451,29,0.86,599,14,585,0.9395833333333333,1.1422172949002216,0.9766277128547579,1.048125,104.81
M7130,MA1AB100000000130,WO10130,SUV Pro,TRIM-1,STN-03,2026-03-01 08:42,ENG-1339,SUP-103,EMP381,TL-005,,Valid,MC-101,480,456,24,0.84,503,11,492,0.95,0.9265789473684211,0.9781312127236581,0.861,86.1
M7131,MA1AB100000000131,WO10131,Sedan X,PAINT-1,STN-03,2026-03-01 08:43,ENG-1165,SUP-030,EMP306,TL-066,A,Valid,MC-102,480,438,42,1.06,523,5,518,0.9125,1.2657077625570776,0.9904397705544933,1.1439166666666667,114.39
M7132,MA1AB100000000132,WO10132,Hatch Z,TRIM-1,STN-04,2026-03-01 08:45,ENG-1027,SUP-049,EMP365,TL-047,,Valid,MC-103,480,440,40,1.08,545,15,530,0.9166666666666666,1.3377272727272729,0.9724770642201835,1.1925000000000001,119.25
M7133,MA1AB100000000133,WO10133,Hatch Z,TRIM-1,Stn-03,2026-03-01 08:46,ENG-1026,SUP-053,EMP236,TL-071,B,Valid,MC-104,480,475,5,1.17,450,2,448,0.9895833333333334,1.108421052631579,0.9955555555555555,1.092,109.2
M7134,MA1AB100000000134,WO10134,SUV Pro,TRIM-1, stn-05 ,2026-03-01 08:47,ENG-1248,SUP-032,EMP114,TL-081,B,Valid,MC-105,480,441,39,1.12,452,9,443,0.91875,1.147936507936508,0.9800884955752213,1.0336666666666667,103.37
M7135,MA1AB100000000135,WO10135,Hatch Z,GA-2,STN-03,2026-03-01 08:48,ENG-1282,SUP-004,EMP382,TL-053,A,Valid,MC-101,480,470,10,1.0,542,13,529,0.9791666666666666,1.1531914893617021,0.9760147601476015,1.1020833333333333,110.21
M7136,MA1AB100000000136,WO10136,Sedan X,GA-1,STN-04,2026-03-01 08:50,ENG-1484,SUP-031,EMP178,TL-064,C,Valid,MC-102,480,458,22,0.9,587,2,585,0.9541666666666667,1.1534934497816596,0.9965928449744463,1.0968750000000003,109.69
M7137,MA1AB100000000137,WO10137,Hatch Z,PAINT-1,STN-04,2026-03-01 08:51,ENG-1427,SUP-124,EMP341,TL-032,,Valid,MC-103,480,441,39,0.96,532,1,531,0.91875,1.158095238095238,0.9981203007518797,1.0619999999999998,106.2
M7138,MA1AB100000000138,WO10138,Hatch Z,GA-2,STN-04,2026-03-01 08:52,ENG-1097,SUP-154,EMP360,TL-096,B,Valid,MC-104,480,477,3,1.0,565,4,561,0.99375,1.1844863731656186,0.9929203539823008,1.1687500000000002,116.88
M7139,MA1AB100000000139,WO10139,Sedan X,PAINT-1,Stn-03,2026-03-01 08:53,ENG-1404,SUP-107,EMP274,TL-999,C,Valid,MC-105,480,440,40,1.06,564,10,554,0.9166666666666666,1.3587272727272728,0.9822695035460993,1.2234166666666668,122.34
M7140,MA1AB100000000140,WO10140,Sedan X,PAINT-1, stn-05 ,2026-03-01 08:55,ENG-1152,SUP-151,EMP396,TL-085,,Valid,MC-101,480,463,17,0.85,476,0,476,0.9645833333333333,0.8738660907127429,1.0,0.8429166666666666,84.29
M7141,MA1AB100000000141,WO10141,Sedan X,TRIM-1,STN-05,2026-03-01 08:56,ENG-1247,SUP-089,EMP270,TL-071,,Valid,MC-102,480,430,50,1.04,541,11,530,0.8958333333333334,1.3084651162790697,0.9796672828096118,1.1483333333333332,114.83
M7142,MA1AB100000000142,WO10142,SUV Pro,PAINT-1,Stn-03,2026-03-01 08:57,ENG-1096,SUP-179,EMP222,TL-074,,Valid,MC-103,480,447,33,1.02,578,5,573,0.93125,1.3189261744966445,0.9913494809688581,1.2176250000000002,121.76
M7143,MA1AB100000000143,WO10143,Sedan X,TRIM-1,STN-01,2026-03-01 08:58,ENG-1162,SUP-191,EMP342,TL-091,,Valid,MC-104,480,450,30,0.88,585,8,577,0.9375,1.144,0.9863247863247864,1.0578333333333334,105.78
M7144,MA1AB100000000144,WO10144,SUV Pro,GA-2,STN-04,2026-03-01 09:00,ENG-1493,SUP-010,EMP164,TL-065,C,Valid,MC-105,480,440,40,1.11,508,9,499,0.9166666666666666,1.2815454545454545,0.9822834645669292,1.1539375,115.39
M7145,MA1AB100000000145,WO10145,Sedan X,TRIM-1,STN-01,2026-03-01 09:01,ENG-1001,SUP-135,EMP333,TL-002,B,Valid,MC-101,480,443,37,0.97,485,0,485,0.9229166666666667,1.06196388261851,1.0,0.9801041666666667,98.01
M7146,MA1AB100000000146,WO10146,SUV Pro,GA-2,STN-01,2026-03-01 09:02,ENG-1240,SUP-068,EMP273,TL-080,,Valid,MC-102,480,474,6,0.81,543,4,539,0.9875,0.9279113924050634,0.992633517495396,0.9095625,90.96
M7147,MA1AB100000000147,WO10147,Hatch Z,GA-1,Stn-03,2026-03-01 09:03,ENG-1168,SUP-173,EMP373,TL-049,C,Valid,MC-103,480,431,49,1.12,451,6,445,0.8979166666666667,1.1719721577726219,0.9866962305986696,1.0383333333333333,103.83
M7148,MA1AB100000000148,WO10148,Hatch Z,TRIM-1,Stn-03,2026-03-01 09:05,ENG-1277,SUP-010,EMP135,TL-031,C,Valid,MC-104,480,472,8,1.06,574,6,568,0.9833333333333333,1.2890677966101696,0.9895470383275261,1.2543333333333333,125.43
M7149,MA1AB100000000149,WO10149,Sedan X,GA-1,STN-04,2026-03-01 09:06,ENG-1050,SUP-195,EMP151,TL-057,B,Valid,MC-105,480,435,45,1.15,546,10,536,0.90625,1.4434482758620688,0.9816849816849816,1.2841666666666665,128.42
M7150,MA1AB100000000150,WO10150,Hatch Z,PAINT-1,STN-01,2026-03-01 09:07,ENG-1023,SUP-084,EMP128,TL-038,C,Valid,MC-101,480,447,33,1.14,459,11,448,0.93125,1.1706040268456375,0.9760348583877996,1.064,106.4
M7151,MA1AB100000000151,WO10151,SUV Pro,TRIM-1,STN-02,2026-03-01 09:08,ENG-1125,SUP-136,EMP310,TL-073,B,Valid,MC-102,480,453,27,0.94,557,2,555,0.94375,1.1558057395143486,0.9964093357271095,1.0868749999999998,108.69
M7152,MA1AB100000000152,WO10152,Sedan X,GA-2,STN-01,2026-03-01 09:10,ENG-1312,SUP-098,EMP223,TL-064,B,Valid,MC-103,480,459,21,0.91,472,14,458,0.95625,0.9357734204793029,0.9703389830508474,0.8682916666666668,86.83
M7153,MA1AB100000000153,WO10153,Sedan X,TRIM-1, stn-05 ,2026-03-01 09:11,ENG-1130,SUP-118,EMP230,TL-086,A,Valid,MC-104,480,439,41,0.98,566,2,564,0.9145833333333333,1.263507972665148,0.9964664310954063,1.1514999999999997,115.15
M7154,MA1AB100000000154,WO10154,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:12,ENG-1279,SUP-041,EMP137,TL-057,C,Valid,MC-105,480,439,41,0.99,523,2,521,0.9145833333333333,1.1794305239179954,0.9961759082217974,1.0745625,107.46
M7155,MA1AB100000000155,WO10155,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:13,ENG-1492,SUP-109,EMP228,TL-059,C,Valid,MC-101,480,461,19,0.97,462,8,454,0.9604166666666667,0.9721041214750542,0.9826839826839827,0.9174583333333334,91.75
M7156,MA1AB100000000156,WO10156,Sedan X,TRIM-1,Stn-03,2026-03-01 09:15,ENG-1247,SUP-028,EMP221,TL-049,C,Valid,MC-102,480,470,10,1.17,546,1,545,0.9791666666666666,1.359191489361702,0.9981684981684982,1.3284374999999997,132.84
M7157,MA1AB100000000157,WO10157,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:16,ENG-1151,SUP-006,EMP302,TL-036,A,Valid,MC-103,480,446,34,1.19,490,0,490,0.9291666666666667,1.3073991031390135,1.0,1.2147916666666667,121.48
M7158,MA1AB100000000158,WO10158,Hatch Z,GA-1,STN-05,2026-03-01 09:17,ENG-1381,SUP-128,EMP246,TL-100,B,Valid,MC-104,480,449,31,0.8,494,8,486,0.9354166666666667,0.8801781737193765,0.9838056680161943,0.8099999999999999,81.0
M7159,MA1AB100000000159,WO10159,Hatch Z,PAINT-1,STN-02,2026-03-01 09:18,ENG-1325,SUP-049,EMP228,TL-087,B,Valid,MC-105,480,467,13,0.94,482,1,481,0.9729166666666667,0.9701927194860813,0.9979253112033195,0.9419583333333333,94.2
M7160,MA1AB100000000160,WO10160,Hatch Z,GA-1, stn-05 ,2026-03-01 09:20,ENG-1330,SUP-011,EMP258,TL-999,,Valid,MC-101,480,467,13,1.09,548,12,536,0.9729166666666667,1.2790578158458246,0.9781021897810219,1.2171666666666667,121.72
M7161,MA1AB100000000161,WO10161,Sedan X,PAINT-1, stn-05 ,2026-03-01 09:21,ENG-1067,SUP-024,EMP251,TL-042,,Valid,MC-102,480,480,0,1.2,476,15,461,1.0,1.19,0.9684873949579832,1.1524999999999999,115.25
M7162,MA1AB100000000162,WO10162,Sedan X,GA-2,STN-02,2026-03-01 09:22,ENG-1402,SUP-139,EMP287,TL-068,C,Valid,MC-103,480,452,28,1.1,460,7,453,0.9416666666666667,1.1194690265486726,0.9847826086956522,1.038125,103.81
M7163,MA1AB100000000163,WO10163,Sedan X,PAINT-1,Stn-03,2026-03-01 09:23,ENG-1483,SUP-124,EMP251,TL-096,C,Valid,MC-104,480,463,17,1.07,561,8,553,0.9645833333333333,1.2964794816414686,0.9857397504456328,1.2327291666666667,123.27
M7164,MA1AB100000000164,WO10164,Sedan X,TRIM-1,STN-01,2026-03-01 09:25,ENG-1072,SUP-194,EMP215,TL-087,,Valid,MC-105,480,449,31,1.02,498,8,490,0.9354166666666667,1.131314031180401,0.9839357429718876,1.0412500000000002,104.13
M7165,MA1AB100000000165,WO10165,Hatch Z,PAINT-1,STN-01,2026-03-01 09:26,ENG-1404,SUP-102,EMP107,TL-034,A,Valid,MC-101,480,464,16,0.83,488,10,478,0.9666666666666667,0.8729310344827585,0.9795081967213115,0.8265416666666667,82.65
M7166,MA1AB100000000166,WO10166,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:27,ENG-1383,SUP-173,EMP234,TL-075,,Valid,MC-102,480,480,0,0.92,501,9,492,1.0,0.96025,0.9820359281437125,0.9430000000000001,94.3
M7167,MA1AB100000000167,WO10167,Hatch Z,PAINT-1,STN-01,2026-03-01 09:28,ENG-1345,SUP-060,EMP341,TL-004,C,Valid,MC-103,480,439,41,0.91,468,11,457,0.9145833333333333,0.9701138952164009,0.9764957264957265,0.8663958333333333,86.64
M7168,MA1AB100000000168,WO10168,Hatch Z,GA-2, stn-05 ,2026-03-01 09:30,ENG-1032,SUP-163,EMP337,TL-090,C,Valid,MC-104,480,443,37,1.04,542,2,540,0.9229166666666667,1.2724153498871333,0.996309963099631,1.1700000000000002,117.0
M7169,MA1AB100000000169,WO10169,Hatch Z,TRIM-1,STN-01,2026-03-01 09:31,ENG-1071,SUP-012,EMP119,TL-039,,Valid,MC-105,480,448,32,0.81,598,7,591,0.9333333333333333,1.0812053571428573,0.9882943143812709,0.9973125,99.73
M7170,MA1AB100000000170,WO10170,Sedan X,GA-1,STN-02,2026-03-01 09:32,ENG-1454,SUP-138,EMP169,TL-050,,Valid,MC-101,480,452,28,0.82,594,8,586,0.9416666666666667,1.0776106194690265,0.9865319865319865,1.001083333333333,100.11
M7171,MA1AB100000000171,WO10171,SUV Pro,TRIM-1,STN-05,2026-03-01 09:33,ENG-1380,SUP-187,EMP179,TL-054,A,Valid,MC-102,480,442,38,1.12,527,15,512,0.9208333333333333,1.3353846153846154,0.9715370018975332,1.1946666666666668,119.47
M7172,MA1AB100000000172,WO10172,SUV Pro,TRIM-1,STN-03,2026-03-01 09:35,ENG-1016,SUP-177,EMP289,TL-028,,Valid,MC-103,480,461,19,1.05,564,7,557,0.9604166666666667,1.2845986984815618,0.9875886524822695,1.2184375,121.84
M7173,MA1AB100000000173,WO10173,SUV Pro,GA-2,Stn-03,2026/03/01 09:36,ENG-1185,SUP-026,EMP288,TL-070,C,Valid,MC-104,480,478,2,0.83,570,1,569,0.9958333333333333,0.9897489539748954,0.9982456140350877,0.9838958333333333,98.39
M7174,MA1AB100000000174,WO10174,Sedan X,TRIM-1,STN-03,2026-03-01 09:37,ENG-1097,SUP-032,EMP332,TL-012,B,Valid,MC-105,480,473,7,1.19,586,3,583,0.9854166666666667,1.4742917547568708,0.9948805460750854,1.4453541666666665,144.54
M7175,MA1AB100000000175,WO10175,Hatch Z,GA-1,STN-01,2026-03-01 09:38,ENG-1402,SUP-086,EMP224,TL-017,B,Valid,MC-101,480,438,42,1.16,462,15,447,0.9125,1.2235616438356163,0.9675324675324676,1.08025,108.02
M7176,MA1AB100000000176,WO10176,Sedan X,GA-2,STN-05,2026-03-01 09:40,ENG-1110,SUP-060,EMP268,TL-100,B,Valid,MC-102,480,444,36,0.88,520,4,516,0.925,1.0306306306306308,0.9923076923076923,0.9460000000000002,94.6
M7177,MA1AB100000000177,WO10177,Hatch Z,GA-1,STN-03,2026-03-01 09:41,ENG-1439,SUP-038,EMP166,TL-070,C,Valid,MC-103,480,447,33,1.01,497,12,485,0.93125,1.1229753914988816,0.9758551307847082,1.0205208333333335,102.05
M7178,MA1AB100000000178,WO10178,Sedan X,GA-1, stn-05 ,2026-03-01 09:42,ENG-1443,SUP-007,EMP167,TL-002,C,Valid,MC-104,480,437,43,0.82,592,9,583,0.9104166666666667,1.1108466819221967,0.9847972972972973,0.9959583333333332,99.6
M7179,MA1AB100000000179,WO10179,Sedan X,PAINT-1,STN-01,2026-03-01 09:43,ENG-1089,SUP-068,EMP126,TL-017,,Valid,MC-105,480,451,29,1.05,544,11,533,0.9395833333333333,1.266518847006652,0.9797794117647058,1.1659375,116.59
M7180,MA1AB100000000180,WO10180,Hatch Z,GA-1, stn-05 ,2026-03-01 09:45,ENG-1032,SUP-122,EMP329,TL-100,C,Valid,MC-101,480,461,19,0.91,545,0,545,0.9604166666666667,1.0758134490238611,1.0,1.0332291666666666,103.32
M7181,MA1AB100000000181,WO10181,Hatch Z,GA-1,STN-04,2026-03-01 09:46,ENG-1257,SUP-057,EMP122,TL-094,C,Valid,MC-102,480,461,19,0.84,490,3,487,0.9604166666666667,0.8928416485900216,0.9938775510204082,0.85225,85.22
M7182,MA1AB100000000182,WO10182,SUV Pro,GA-1,STN-01,2026-03-01 09:47,ENG-1245,SUP-103,EMP318,TL-088,A,Valid,MC-103,480,439,41,0.8,546,11,535,0.9145833333333333,0.99498861047836,0.9798534798534798,0.8916666666666666,89.17
M7183,MA1AB100000000183,WO10183,SUV Pro,TRIM-1,STN-01,2026-03-01 09:48,ENG-1460,SUP-021,EMP264,TL-078,B,Valid,MC-104,480,470,10,0.92,512,14,498,0.9791666666666666,1.002212765957447,0.97265625,0.9545,95.45
M7184,MA1AB100000000184,WO10184,Sedan X,GA-2,STN-03,2026-03-01 09:50,ENG-1319,SUP-163,EMP399,TL-071,C,Valid,MC-105,480,442,38,0.96,473,0,473,0.9208333333333333,1.0273303167420813,1.0,0.9459999999999998,94.6
M7185,MA1AB100000000185,WO10185,SUV Pro,PAINT-1,STN-04,2026-03-01 09:51,ENG-1258,SUP-155,EMP320,TL-013,A,Valid,MC-101,480,441,39,1.12,552,6,546,0.91875,1.401904761904762,0.9891304347826086,1.274,127.4
M7186,MA1AB100000000186,WO10186,Hatch Z,GA-2,STN-04,2026-03-01 09:52,ENG-1231,SUP-059,EMP311,TL-044,,Valid,MC-102,480,461,19,0.92,564,1,563,0.9604166666666667,1.1255531453362255,0.99822695035461,1.0790833333333334,107.91
M7187,MA1AB100000000187,WO10187,SUV Pro,TRIM-1, stn-05 ,2026-03-01 09:53,ENG-1048,SUP-081,EMP318,TL-041,C,Valid,MC-103,480,441,39,1.06,522,0,522,0.91875,1.2546938775510206,1.0,1.1527500000000002,115.28
M7188,MA1AB100000000188,WO10188,SUV Pro,GA-2, stn-05 ,2026-03-01 09:55,ENG-1472,SUP-122,EMP134,TL-012,A,Valid,MC-104,480,453,27,0.94,523,0,523,0.94375,1.0852538631346578,1.0,1.0242083333333332,102.42
M7189,MA1AB100000000189,WO10189,Sedan X,TRIM-1,STN-01,2026-03-01 09:56,ENG-1381,SUP-190,EMP290,TL-017,A,Valid,MC-105,480,472,8,1.13,506,13,493,0.9833333333333333,1.2113983050847457,0.974308300395257,1.1606041666666667,116.06
M7190,MA1AB100000000190,WO10190,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:57,ENG-1062,SUP-106,EMP281,TL-086,,Valid,MC-101,480,430,50,1.0,546,0,546,0.8958333333333334,1.2697674418604652,1.0,1.1375000000000002,113.75
M7191,MA1AB100000000191,WO10191,Hatch Z,GA-1,STN-03,2026-03-01 09:58,ENG-1307,SUP-080,EMP280,TL-014,B,Valid,MC-102,480,435,45,0.94,535,3,532,0.90625,1.1560919540229884,0.994392523364486,1.0418333333333334,104.18
M7192,MA1AB100000000192,WO10192,Sedan X,TRIM-1,STN-02,2026-03-01 10:00,ENG-1433,SUP-028,EMP279,TL-072,C,Valid,MC-103,480,436,44,0.89,556,3,553,0.9083333333333333,1.134954128440367,0.9946043165467626,1.0253541666666668,102.54
M7193,MA1AB100000000193,WO10193,Sedan X,PAINT-1,STN-05,2026-03-01 10:01,ENG-1115,SUP-110,EMP387,TL-099,A,Valid,MC-104,480,431,49,1.07,476,1,475,0.8979166666666667,1.1817169373549885,0.9978991596638656,1.0588541666666667,105.89
M7194,MA1AB100000000194,WO10194,Hatch Z,PAINT-1,STN-01,2026-03-01 10:02,ENG-1092,SUP-070,EMP258,TL-044,C,Valid,MC-105,480,454,26,1.07,580,1,579,0.9458333333333333,1.3669603524229075,0.9982758620689656,1.2906875000000002,129.07
M7195,MA1AB100000000195,WO10195,Sedan X,GA-2,Stn-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B,Valid,MC-101,480,471,9,0.94,592,2,590,0.98125,1.1814861995753716,0.9966216216216216,1.1554166666666665,115.54
M7196,MA1AB100000000196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,,Valid,MC-102,480,470,10,1.2,524,10,514,0.9791666666666666,1.3378723404255317,0.9809160305343512,1.285,128.5
M7197,MA1AB100000000197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A,Valid,MC-103,480,440,40,1.04,519,3,516,0.9166666666666666,1.2267272727272727,0.9942196531791907,1.1179999999999999,111.8
M7198,MA1AB100000000198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A,Valid,MC-104,480,454,26,1.02,535,15,520,0.9458333333333333,1.2019823788546256,0.9719626168224299,1.1049999999999998,110.5
M7199,MA1AB100000000199,WO10199,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C,Valid,MC-105,480,452,28,1.13,505,9,496,0.9416666666666667,1.2625,0.9821782178217822,1.1676666666666666,116.77
M7200,MA1AB100000000200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,,Valid,MC-101,480,454,26,0.93,503,6,497,0.9458333333333333,1.030374449339207,0.9880715705765407,0.9629375,96.29
M7201,MA1AB100000000201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B,Valid,MC-102,480,457,23,0.81,523,8,515,0.9520833333333333,0.9269803063457331,0.9847036328871893,0.8690625000000001,86.91
M7202,MA1AB100000000202,WO10202,SUV Pro,GA-2,Stn-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C,Valid,MC-103,480,441,39,0.87,553,4,549,0.91875,1.090952380952381,0.9927667269439421,0.9950624999999998,99.51
