VIN,Work_Order,Station,Line,Timestamp,Part_Number,Supplier_Code,Torque,Temperature,Pressure,Defect,Inspection_Source,Tool_ID,Operator_ID,Shift,Scrap_Reason,BOM_Status,VIN_Status,Masked_VIN,Supplier_Status,Supplier_Name,Country,Sensor_Number,Calibration_Factor,Calibration_Status,Cycle_Time_Minutes,Cycle_Time_Status,VIN_Count,WO_VIN_Status,Station_Visit_Count,Rework_Status,Shift_Status,Scrap_Reason_Status
MA1AB100000000085,WO100085,ST03,L02,2026-07-01 07:46:15,ENG-1001,SUP9999,45.0,40.0,5.66,OK,Human,TL999,EMP196,A,Not Available,Valid,Valid,MA1AB*********085,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000086,WO100086,ST04,L03,2026-07-01 07:47:30,ENG-1370,SUP1122,50.0,42.0,5.98,OK,Human,TL025,EMP291,Nan,Weld Crack,Valid,Valid,MA1AB*********086,Valid,Supplier_123,India,025,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000087,WO100087,ST04,L02,2026-07-01 07:48:45,ENG-1468,SUP9999,50.0,40.0,4.55,OK,Automated,TL999,EMP192,Nan,Dimension,Valid,Valid,MA1AB*********087,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000088,WO100088,ST02,L03,2026-07-01 07:50:00,ENG-1001,SUP9999,50.0,40.0,3.33,,Human,TL999,EMP241,Nan,Paint Defect,Valid,Valid,MA1AB*********088,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000089,WO100089,ST03,L01,2026-07-01 07:51:15,ENG-1168,NAN,35.0,40.0,4.8,OK,Automated,TL999,EMP347,Nan,Dimension,Valid,Valid,MA1AB*********089,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000090,WO100090,ST03,L03,2026-07-01 07:52:30,ENG-1001,SUP1043,,35.0,5.86,Reject,Human,TL068,EMP314,A,Not Available,Valid,Valid,MA1AB*********090,Valid,Supplier_44,Germany,068,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000091,WO100091,ST01,L02,2026-07-01 07:53:45,ENG-1070,NAN,35.0,35.0,3.83,Repair,Automated,TL999,EMP268,Nan,Not Available,Valid,Valid,MA1AB*********091,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000092,WO100092,ST01,L03,2026-07-01 07:55:00,ENG-1001,SUP1003,50.0,42.0,3.25,OK,Automated,TL023,EMP335,A,Material,Valid,Valid,MA1AB*********092,Valid,Supplier_4,China,023,1.007,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000093,WO100093,ST03,L01,2026-07-01 07:56:15,ENG-1001,SUP9999,,35.0,4.28,Repair,Automated,TL073,EMP278,B,Paint Defect,Valid,Valid,MA1AB*********093,Invalid,,,073,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000094,WO100094,ST02,L03,2026-07-01 07:57:30,ENG-1439,SUP9999,,40.0,4.8,OK,Human,TL090,EMP121,Nan,Dimension,Valid,Valid,MA1AB*********094,Invalid,,,090,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000095,WO100095,ST06,L03,2026-07-01 07:58:45,ENG-1439,SUP1135,35.0,35.0,5.81,OK,Automated,TL035,EMP336,A,Paint Defect,Valid,Valid,MA1AB*********095,Valid,Supplier_136,Japan,035,1.003,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000096,WO100096,ST01,L01,2026-07-01 08:00:00,ENG-1001,SUP1004,35.0,40.0,5.89,Reject,Human,TL073,EMP245,Nan,Material,Valid,Valid,MA1AB*********096,Valid,Supplier_5,Germany,073,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000097,WO100097,ST06,L02,2026-07-01 08:01:15,ENG-1386,NAN,45.0,42.0,3.36,Repair,Human,TL999,EMP254,Nan,Paint Defect,Valid,Valid,MA1AB*********097,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000098,WO100098,ST01,L03,2026-07-01 08:02:30,ENG-1001,SUP1125,50.0,40.0,4.45,OK,Automated,TL999,EMP304,B,Not Available,Valid,Valid,MA1AB*********098,Valid,Supplier_126,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000099,WO100099,ST02,L02,2026-07-01 08:03:45,ENG-1001,NAN,35.0,40.0,4.12,OK,Human,TL999,EMP213,C,Paint Defect,Valid,Valid,MA1AB*********099,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000100,WO100100,ST02,L01,2026-07-01 08:05:00,ENG-1044,SUP9999,,35.0,3.28,Reject,Human,TL999,EMP321,Nan,Not Available,Valid,Valid,MA1AB*********100,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000101,WO100101,ST05,L02,2026-07-01 08:06:15,ENG-1198,NAN,35.0,35.0,5.19,,Human,TL999,EMP168,Nan,Weld Crack,Valid,Valid,MA1AB*********101,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000102,WO100102,ST02,L01,2026-07-01 08:07:30,ENG-1001,SUP9999,,35.0,4.25,,Automated,TL077,EMP217,A,Weld Crack,Valid,Valid,MA1AB*********102,Invalid,,,077,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000103,WO100103,ST05,L01,2026-07-01 08:08:45,ENG-1001,NAN,,42.0,4.48,Repair,Human,TL999,EMP254,B,Dimension,Valid,Valid,MA1AB*********103,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000104,WO100104,ST06,L01,2026-07-01 08:10:00,ENG-1001,SUP9999,,35.0,4.15,Reject,Automated,TL047,EMP338,B,Material,Valid,Valid,MA1AB*********104,Invalid,,,047,0.993,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000105,WO100105,ST03,L03,2026-07-01 08:11:15,ENG-1393,SUP9999,35.0,40.0,5.51,OK,Human,TL999,EMP135,C,Weld Crack,Valid,Valid,MA1AB*********105,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000106,WO100106,ST05,L03,2026-07-01 08:12:30,ENG-1001,SUP1096,,40.0,4.89,Reject,Automated,TL070,EMP302,C,Material,Valid,Valid,MA1AB*********106,Valid,Supplier_97,Japan,070,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000107,WO100107,ST02,L01,2026-07-01 08:13:45,ENG-1393,NAN,50.0,35.0,5.08,OK,Automated,TL999,EMP347,Nan,Not Available,Valid,Valid,MA1AB*********107,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000108,WO100108,ST01,L01,2026-07-01 08:15:00,ENG-1132,NAN,35.0,40.0,4.28,Repair,Human,TL045,EMP223,A,Paint Defect,Valid,Valid,MA1AB*********108,Invalid,,,045,1.021,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000109,WO100109,ST02,L01,2026-07-01 08:16:15,ENG-1059,SUP9999,50.0,40.0,5.47,Reject,Automated,TL999,EMP124,Nan,Dimension,Valid,Valid,MA1AB*********109,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000110,WO100110,ST06,L01,2026-07-01 08:17:30,ENG-1153,SUP1181,45.0,42.0,5.08,OK,Human,TL095,EMP232,B,Material,Valid,Valid,MA1AB*********110,Valid,Supplier_182,China,095,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000111,WO100111,ST03,L02,2026-07-01 08:18:45,ENG-1001,SUP1118,,35.0,3.74,OK,Automated,TL051,EMP288,B,Dimension,Valid,Valid,MA1AB*********111,Valid,Supplier_119,Germany,051,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000112,WO100112,ST02,L02,2026-07-01 08:20:00,ENG-1002,SUP9999,45.0,35.0,5.52,Reject,Human,TL999,EMP150,Nan,Not Available,Valid,Valid,MA1AB*********112,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000113,WO100113,ST05,L03,2026-07-01 08:21:15,ENG-1001,NAN,50.0,40.0,4.97,Reject,Human,TL999,EMP316,Nan,Material,Valid,Valid,MA1AB*********113,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000114,WO100114,ST03,L03,2026-07-01 08:22:30,ENG-1001,NAN,45.0,35.0,4.11,,Automated,TL015,EMP195,B,Material,Valid,Valid,MA1AB*********114,Invalid,,,015,0.973,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000115,WO100115,ST02,L02,2026-07-01 08:23:45,ENG-1305,SUP9999,,35.0,4.61,Reject,Human,TL072,EMP225,C,Weld Crack,Valid,Valid,MA1AB*********115,Invalid,,,072,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000116,WO100116,ST03,L02,2026-07-01 08:25:00,ENG-1001,SUP1158,50.0,35.0,4.61,,Automated,TL999,EMP204,Nan,Dimension,Valid,Valid,MA1AB*********116,Valid,Supplier_159,USA,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000117,WO100117,ST03,L02,2026-07-01 08:26:15,ENG-1085,SUP1144,35.0,42.0,3.29,,Automated,TL999,EMP244,Nan,Material,Valid,Valid,MA1AB*********117,Valid,Supplier_145,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000118,WO100118,ST02,L03,2026-07-01 08:27:30,ENG-1001,NAN,50.0,35.0,5.4,Repair,Human,TL055,EMP288,B,Paint Defect,Valid,Valid,MA1AB*********118,Invalid,,,055,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000119,WO100119,ST01,L02,2026-07-01 08:28:45,ENG-1001,SUP9999,45.0,35.0,3.81,OK,Automated,TL999,EMP142,B,Weld Crack,Valid,Valid,MA1AB*********119,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000120,WO100120,ST04,L01,2026-07-01 08:30:00,ENG-1001,SUP9999,35.0,42.0,6.04,Reject,Automated,TL999,EMP343,A,Weld Crack,Valid,Valid,MA1AB*********120,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000121,WO100121,ST02,L01,2026-07-01 08:31:15,ENG-1141,SUP1179,35.0,35.0,5.26,,Automated,TL063,EMP247,C,Dimension,Valid,Valid,MA1AB*********121,Valid,Supplier_180,Thailand,063,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000122,WO100122,ST02,L02,2026-07-01 08:32:30,ENG-1038,NAN,50.0,42.0,4.52,Repair,Automated,TL075,EMP322,A,Dimension,Valid,Valid,MA1AB*********122,Invalid,,,075,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000123,WO100123,ST06,L01,2026-07-01 08:33:45,ENG-1001,SUP9999,35.0,40.0,3.98,Reject,Automated,TL071,EMP244,Nan,Paint Defect,Valid,Valid,MA1AB*********123,Invalid,,,071,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000124,WO100124,ST01,L01,2026-07-01 08:35:00,ENG-1001,SUP1004,35.0,40.0,4.52,Repair,Human,TL089,EMP325,C,Weld Crack,Valid,Valid,MA1AB*********124,Valid,Supplier_5,Germany,089,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000125,WO100125,ST05,L01,2026-07-01 08:36:15,ENG-1001,SUP1064,50.0,35.0,3.35,OK,Automated,TL093,EMP209,A,Not Available,Valid,Valid,MA1AB*********125,Valid,Supplier_65,USA,093,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000126,WO100126,ST01,L01,2026-07-01 08:37:30,ENG-1244,NAN,35.0,40.0,3.23,OK,Automated,TL999,EMP277,B,Dimension,Valid,Valid,MA1AB*********126,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000127,WO100127,ST02,L01,2026-07-01 08:38:45,ENG-1196,SUP1187,45.0,42.0,4.27,Reject,Human,TL049,EMP264,B,Not Available,Valid,Valid,MA1AB*********127,Valid,Supplier_188,Germany,049,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000128,WO100128,ST01,L03,2026-07-01 08:40:00,ENG-1332,SUP9999,35.0,35.0,5.87,Reject,Automated,TL028,EMP329,A,Weld Crack,Valid,Valid,MA1AB*********128,Invalid,,,028,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000129,WO100129,ST02,L03,2026-07-01 08:41:15,ENG-1001,SUP9999,50.0,35.0,3.92,OK,Human,TL999,EMP299,A,Paint Defect,Valid,Valid,MA1AB*********129,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000130,WO100130,ST04,L03,2026-07-01 08:42:30,ENG-1310,SUP9999,50.0,35.0,5.47,,Automated,TL050,EMP161,Nan,Material,Valid,Valid,MA1AB*********130,Invalid,,,050,1.012,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000131,WO100131,ST02,L03,2026-07-01 08:43:45,ENG-1455,SUP9999,35.0,40.0,5.7,Reject,Automated,TL047,EMP295,Nan,Not Available,Valid,Valid,MA1AB*********131,Invalid,,,047,0.993,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000132,WO100132,ST01,L03,2026-07-01 08:45:00,ENG-1034,SUP1067,45.0,35.0,5.95,Repair,Automated,TL999,EMP208,Nan,Not Available,Valid,Valid,MA1AB*********132,Valid,Supplier_68,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000133,WO100133,ST03,L02,2026-07-01 08:46:15,ENG-1001,NAN,35.0,35.0,4.76,Repair,Human,TL999,EMP286,B,Not Available,Valid,Valid,MA1AB*********133,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000134,WO100134,ST04,L01,2026-07-01 08:47:30,ENG-1001,SUP9999,45.0,42.0,5.13,OK,Human,TL016,EMP281,B,Not Available,Valid,Valid,MA1AB*********134,Invalid,,,016,0.992,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000135,WO100135,ST03,L02,2026-07-01 08:48:45,ENG-1001,NAN,50.0,35.0,4.28,OK,Automated,TL094,EMP297,A,Paint Defect,Valid,Valid,MA1AB*********135,Invalid,,,094,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000136,WO100136,ST02,L02,2026-07-01 08:50:00,ENG-1268,NAN,45.0,40.0,4.52,Reject,Human,TL064,EMP194,B,Paint Defect,Valid,Valid,MA1AB*********136,Invalid,,,064,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000137,WO100137,ST02,L03,2026-07-01 08:51:15,ENG-1345,NAN,45.0,35.0,5.69,OK,Human,TL999,EMP193,Nan,Weld Crack,Valid,Valid,MA1AB*********137,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000138,WO100138,ST03,L01,2026-07-01 08:52:30,ENG-1001,SUP9999,35.0,40.0,5.86,Reject,Automated,TL999,EMP130,A,Weld Crack,Valid,Valid,MA1AB*********138,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000139,WO100139,ST04,L03,2026-07-01 08:53:45,ENG-1001,SUP9999,50.0,42.0,4.15,Reject,Automated,TL999,EMP151,C,Material,Valid,Valid,MA1AB*********139,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000140,WO100140,ST05,L03,2026-07-01 08:55:00,ENG-1318,SUP9999,,35.0,5.32,Reject,Human,TL020,EMP338,Nan,Not Available,Valid,Valid,MA1AB*********140,Invalid,,,020,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000141,WO100141,ST04,L03,2026-07-01 08:56:15,ENG-1177,SUP1085,,42.0,3.5,Reject,Human,TL999,EMP346,A,Weld Crack,Valid,Valid,MA1AB*********141,Valid,Supplier_86,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000142,WO100142,ST05,L01,2026-07-01 08:57:30,ENG-1022,SUP9999,50.0,40.0,6.03,OK,Human,TL065,EMP263,Nan,Not Available,Valid,Valid,MA1AB*********142,Invalid,,,065,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000143,WO100143,ST01,L02,2026-07-01 08:58:45,ENG-1339,SUP9999,50.0,42.0,5.89,Repair,Automated,TL999,EMP169,B,Not Available,Valid,Valid,MA1AB*********143,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000144,WO100144,ST04,L01,2026-07-01 09:00:00,ENG-1399,SUP1039,35.0,40.0,4.55,Repair,Human,TL999,EMP346,B,Dimension,Valid,Valid,MA1AB*********144,Valid,Supplier_40,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000145,WO100145,ST05,L02,2026-07-01 09:01:15,ENG-1135,SUP1023,50.0,35.0,3.82,Reject,Human,TL012,EMP347,C,Dimension,Valid,Valid,MA1AB*********145,Valid,Supplier_24,India,012,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000146,WO100146,ST01,L03,2026-07-01 09:02:30,ENG-1001,SUP1044,,40.0,4.81,Reject,Human,TL999,EMP126,B,Not Available,Valid,Valid,MA1AB*********146,Valid,Supplier_45,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000147,WO100147,ST01,L01,2026-07-01 09:03:45,ENG-1425,SUP1033,,42.0,5.19,OK,Human,TL999,EMP334,A,Not Available,Valid,Valid,MA1AB*********147,Valid,Supplier_34,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000148,WO100148,ST02,L01,2026-07-01 09:05:00,ENG-1001,SUP1032,50.0,35.0,3.32,Repair,Human,TL999,EMP310,Nan,Dimension,Valid,Valid,MA1AB*********148,Valid,Supplier_33,USA,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000149,WO100149,ST01,L02,2026-07-01 09:06:15,ENG-1001,SUP9999,35.0,35.0,4.0,Repair,Human,TL005,EMP265,C,Dimension,Valid,Valid,MA1AB*********149,Invalid,,,005,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000150,WO100150,ST02,L03,2026-07-01 09:07:30,ENG-1245,SUP9999,,35.0,4.42,OK,Human,TL081,EMP197,C,Dimension,Valid,Valid,MA1AB*********150,Invalid,,,081,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000151,WO100151,ST03,L02,2026-07-01 09:08:45,ENG-1001,SUP9999,35.0,35.0,4.12,,Human,TL999,EMP114,Nan,Material,Valid,Valid,MA1AB*********151,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000152,WO100152,ST06,L03,2026-07-01 09:10:00,ENG-1119,SUP1025,35.0,42.0,4.75,OK,Human,TL098,EMP247,Nan,Paint Defect,Valid,Valid,MA1AB*********152,Valid,Supplier_26,Japan,098,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000153,WO100153,ST03,L01,2026-07-01 09:11:15,ENG-1001,NAN,50.0,35.0,5.24,Reject,Human,TL073,EMP314,Nan,Material,Valid,Valid,MA1AB*********153,Invalid,,,073,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000154,WO100154,ST05,L01,2026-07-01 09:12:30,ENG-1251,SUP1023,35.0,35.0,3.26,Repair,Human,TL043,EMP306,B,Paint Defect,Valid,Valid,MA1AB*********154,Valid,Supplier_24,India,043,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000155,WO100155,ST03,L02,2026-07-01 09:13:45,ENG-1030,NAN,35.0,35.0,5.65,Reject,Human,TL999,EMP250,A,Paint Defect,Valid,Valid,MA1AB*********155,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000156,WO100156,ST05,L02,2026-07-01 09:15:00,ENG-1069,SUP9999,,42.0,3.71,Reject,Automated,TL029,EMP196,C,Paint Defect,Valid,Valid,MA1AB*********156,Invalid,,,029,1.008,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000157,WO100157,ST03,L01,2026-07-01 09:16:15,ENG-1373,NAN,,35.0,3.73,Reject,Human,TL082,EMP339,Nan,Weld Crack,Valid,Valid,MA1AB*********157,Invalid,,,082,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000158,WO100158,ST06,L03,2026-07-01 09:17:30,ENG-1039,SUP9999,35.0,35.0,5.58,OK,Automated,TL058,EMP167,B,Weld Crack,Valid,Valid,MA1AB*********158,Invalid,,,058,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000159,WO100159,ST02,L02,2026-07-01 09:18:45,ENG-1131,SUP1184,45.0,40.0,4.47,Repair,Human,TL999,EMP325,Nan,Paint Defect,Valid,Valid,MA1AB*********159,Valid,Supplier_185,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000160,WO100160,ST02,L01,2026-07-01 09:20:00,ENG-1001,NAN,35.0,35.0,4.51,OK,Automated,TL999,EMP166,A,Not Available,Valid,Valid,MA1AB*********160,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000161,WO100161,ST06,L01,2026-07-01 09:21:15,ENG-1001,NAN,45.0,35.0,4.18,Reject,Automated,TL091,EMP210,B,Material,Valid,Valid,MA1AB*********161,Invalid,,,091,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000162,WO100162,ST02,L01,2026-07-01 09:22:30,ENG-1027,SUP1084,35.0,40.0,5.22,OK,Automated,TL999,EMP176,B,Not Available,Valid,Valid,MA1AB*********162,Valid,Supplier_85,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000163,WO100163,ST01,L02,2026-07-01 09:23:45,ENG-1001,SUP1039,50.0,35.0,4.44,Reject,Automated,TL026,EMP106,B,Weld Crack,Valid,Valid,MA1AB*********163,Valid,Supplier_40,Thailand,026,1.0,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000164,WO100164,ST05,L01,2026-07-01 09:25:00,ENG-1242,SUP9999,,40.0,5.8,Reject,Human,TL999,EMP147,C,Dimension,Valid,Valid,MA1AB*********164,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000165,WO100165,ST06,L01,2026-07-01 09:26:15,ENG-1228,SUP9999,,42.0,3.86,Reject,Human,TL020,EMP121,C,Material,Valid,Valid,MA1AB*********165,Invalid,,,020,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000166,WO100166,ST02,L03,2026-07-01 09:27:30,ENG-1116,NAN,,40.0,4.86,,Automated,TL039,EMP201,A,Material,Valid,Valid,MA1AB*********166,Invalid,,,039,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000167,WO100167,ST03,L01,2026-07-01 09:28:45,ENG-1001,SUP1044,35.0,35.0,3.57,Repair,Human,TL999,EMP151,B,Material,Valid,Valid,MA1AB*********167,Valid,Supplier_45,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000168,WO100168,ST05,L02,2026-07-01 09:30:00,ENG-1466,SUP9999,,42.0,5.68,Reject,Automated,TL999,EMP128,Nan,Weld Crack,Valid,Valid,MA1AB*********168,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000169,WO100169,ST03,L03,2026-07-01 09:31:15,ENG-1301,NAN,45.0,42.0,5.72,Reject,Automated,TL999,EMP267,Nan,Material,Valid,Valid,MA1AB*********169,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000170,WO100170,ST03,L01,2026-07-01 09:32:30,ENG-1001,SUP1103,,35.0,4.35,Reject,Human,TL999,EMP335,C,Paint Defect,Valid,Valid,MA1AB*********170,Valid,Supplier_104,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000171,WO100171,ST01,L02,2026-07-01 09:33:45,ENG-1001,SUP9999,,35.0,6.02,,Human,TL999,EMP298,C,Paint Defect,Valid,Valid,MA1AB*********171,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000172,WO100172,ST02,L03,2026-07-01 09:35:00,ENG-1330,SUP9999,35.0,40.0,5.35,Reject,Automated,TL008,EMP116,C,Material,Valid,Valid,MA1AB*********172,Invalid,,,008,1.016,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000173,WO100173,ST02,L01,2026-07-01 09:36:15,ENG-1399,SUP1044,35.0,35.0,3.92,Repair,Human,TL047,EMP170,C,Dimension,Valid,Valid,MA1AB*********173,Valid,Supplier_45,Germany,047,0.993,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000174,WO100174,ST02,L03,2026-07-01 09:37:30,ENG-1472,SUP1174,35.0,42.0,4.62,Repair,Human,TL999,EMP188,B,Paint Defect,Valid,Valid,MA1AB*********174,Valid,Supplier_175,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000175,WO100175,ST02,L02,2026-07-01 09:38:45,ENG-1001,SUP1012,35.0,35.0,5.08,OK,Human,TL999,EMP231,A,Not Available,Valid,Valid,MA1AB*********175,Valid,Supplier_13,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000000176,WO100176,ST03,L01,2026-07-01 09:40:00,ENG-1331,SUP1153,35.0,42.0,4.96,Reject,Automated,TL999,EMP318,C,Dimension,Valid,Valid,MA1AB*********176,Valid,Supplier_154,USA,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000000177,WO100177,ST05,L01,2026-07-01 09:41:15,ENG-1001,NAN,,35.0,3.22,OK,Automated,TL999,EMP176,A,Dimension,Valid,Valid,MA1AB*********177,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
