Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD000197,M11886,SEN-012,2026-03-01 07:38:00,50 Nm,104 F,4.5 bar,2.39,3.49,1.021,50.0,Valid,40.0,Valid
RD000198,M10346,SEN-035,2026-03-01 07:38:30,72 lb-ft,35 C,4.5 bar,8.07,5.61,1.001,97.61904,Valid,35.0,Valid
RD000199,M8669,SEN-013,2026-03-01 07:39:00,45 Nm,95 F,4.5 bar,2.18,2.72,1.022,45.0,Valid,35.0,Valid
RD000200,M11296,SEN-044,2026-03-01 07:39:30,50 Nm,35 C,72 psi,2.28,6.57,1.014,50.0,Valid,35.0,Valid
RD000201,M8294,SEN-004,2026-03-01 07:40:00,,104 F,5.2 bar,1.78,3.8,1.01,,Invalid,40.0,Valid
RD000202,M7395,SEN-005,2026-03-01 07:40:30,,40 C,65 psi,3.55,2.18,1.029,,Invalid,40.0,Valid
RD000203,M10937,SEN-013,2026-03-01 07:41:00,50 Nm,40 C,4.5 bar,0.26,1.44,1.016,50.0,Valid,40.0,Valid
RD000204,M7898,SEN-050,2026-03-01 07:41:30,35 lb-ft,104 F,5.2 bar,8.25,3.07,1.023,47.4537,Valid,40.0,Valid
RD000205,M11166,SEN-032,2026-03-01 07:42:00,35 lb-ft,40 C,65 psi,3.14,7.68,1.004,47.4537,Valid,40.0,Valid
RD000206,M8509,SEN-007,2026-03-01 07:42:30,72 lb-ft,,72 psi,4.01,0.62,1.023,97.61904,Valid,,Invalid
RD000207,M9732,SEN-002,2026-03-01 07:43:00,35 lb-ft,40 C,5.2 bar,7.98,1.01,1.024,47.4537,Valid,40.0,Valid
RD000208,M11212,SEN-023,2026-03-01 07:43:30,60Nm,104 F,5.2 bar,2.09,2.05,1.021,60.0,Valid,40.0,Valid
RD000209,M11428,SEN-044,2026-03-01 07:44:00,60Nm,,5.2 bar,3.66,2.1,1.007,60.0,Valid,,Invalid
RD000210,M9136,SEN-036,2026-03-01 07:44:30,72 lb-ft,95 F,5.2 bar,5.04,7.39,0.993,97.61904,Valid,35.0,Valid
RD000211,M7492,SEN-017,2026-03-01 07:45:00,60Nm,40 C,5.2 bar,4.99,3.29,1.014,60.0,Valid,40.0,Valid
RD000212,M8297,SEN-032,2026-03-01 07:45:30,72 lb-ft,104 F,65 psi,3.78,0.77,0.974,97.61904,Valid,40.0,Valid
RD000213,M8361,SEN-027,2026-03-01 07:46:00,35 lb-ft,104 F,5.2 bar,3.7,2.0,0.973,47.4537,Valid,40.0,Valid
RD000214,M7375,SEN-016,2026-03-01 07:46:30,60Nm,95 F,72 psi,6.73,7.9,1.025,60.0,Valid,35.0,Valid
RD000215,M10203,SEN-027,2026-03-01 07:47:00,50 Nm,85C,72 psi,8.28,3.33,1.011,50.0,Valid,85.0,Valid
RD000216,M11631,SEN-006,2026-03-01 07:47:30,35 lb-ft,,65 psi,5.56,3.23,1.002,47.4537,Valid,,Invalid
RD000217,M7633,SEN-015,2026-03-01 07:48:00,,,4.5 bar,6.29,2.07,0.991,,Invalid,,Invalid
RD000218,M10723,SEN-033,2026-03-01 07:48:30,45 Nm,35 C,65 psi,4.66,6.19,1.002,45.0,Valid,35.0,Valid
RD000219,M9396,SEN-005,2026-03-01 07:49:00,50 Nm,104 F,65 psi,1.72,2.31,1.01,50.0,Valid,40.0,Valid
RD000220,M11995,SEN-021,2026-03-01 07:49:30,72 lb-ft,104 F,65 psi,5.87,2.05,0.995,97.61904,Valid,40.0,Valid
RD000221,M9062,SEN-018,2026-03-01 07:50:00,,40 C,4.5 bar,7.47,3.31,1.02,,Invalid,40.0,Valid
RD000222,M11425,SEN-007,2026-03-01 07:50:30,35 lb-ft,40 C,5.2 bar,4.11,2.94,1.03,47.4537,Valid,40.0,Valid
RD000223,M8244,SEN-027,2026-03-01 07:51:00,50 Nm,85C,72 psi,2.35,5.14,1.027,50.0,Valid,85.0,Valid
RD000224,M7247,SEN-002,2026-03-01 07:51:30,45 Nm,104 F,72 psi,0.98,0.64,1.008,45.0,Valid,40.0,Valid
RD000225,M9983,SEN-018,2026-03-01 07:52:00,50 Nm,95 F,65 psi,3.99,7.58,0.998,50.0,Valid,35.0,Valid
RD000226,M11096,SEN-030,2026-03-01 07:52:30,72 lb-ft,35 C,65 psi,2.43,3.8,1.006,97.61904,Valid,35.0,Valid
RD000227,M7902,SEN-030,2026-03-01 07:53:00,,35 C,5.2 bar,5.36,7.88,1.009,,Invalid,35.0,Valid
RD000228,M7596,SEN-045,2026-03-01 07:53:30,50 Nm,40 C,5.2 bar,2.59,4.56,1.029,50.0,Valid,40.0,Valid
RD000229,M10234,SEN-006,2026-03-01 07:54:00,,85C,65 psi,6.17,5.33,1.016,,Invalid,85.0,Valid
RD000230,M7186,SEN-001,2026-03-01 07:54:30,,,65 psi,0.8,2.6,1.006,,Invalid,,Invalid
RD000231,M11827,SEN-031,2026-03-01 07:55:00,72 lb-ft,95 F,72 psi,4.69,2.06,0.984,97.61904,Valid,35.0,Valid
RD000232,M7344,SEN-037,2026-03-01 07:55:30,35 lb-ft,95 F,65 psi,6.49,3.69,0.987,47.4537,Valid,35.0,Valid
RD000233,M8192,SEN-002,2026-03-01 07:56:00,35 lb-ft,,65 psi,6.14,1.14,1.025,47.4537,Valid,,Invalid
RD000234,M11734,SEN-022,2026-03-01 07:56:30,72 lb-ft,35 C,65 psi,2.64,2.89,0.987,97.61904,Valid,35.0,Valid
RD000235,M9860,SEN-043,2026-03-01 07:57:00,45 Nm,35 C,65 psi,2.21,6.8,1.028,45.0,Valid,35.0,Valid
RD000236,M10148,SEN-009,2026-03-01 07:57:30,,85C,4.5 bar,5.36,6.7,0.992,,Invalid,85.0,Valid
RD000237,M11128,SEN-042,2026-03-01 07:58:00,45 Nm,40 C,4.5 bar,6.46,5.33,1.02,45.0,Valid,40.0,Valid
RD000238,M11873,SEN-031,2026-03-01 07:58:30,45 Nm,,4.5 bar,7.61,1.72,1.015,45.0,Valid,,Invalid
RD000239,M7194,SEN-013,2026-03-01 07:59:00,45 Nm,104 F,72 psi,8.43,7.98,1.016,45.0,Valid,40.0,Valid
RD000240,M11865,SEN-028,2026-03-01 07:59:30,45 Nm,40 C,65 psi,1.36,7.5,0.986,45.0,Valid,40.0,Valid
RD000241,M7973,SEN-010,2026-03-01 08:00:00,,95 F,65 psi,7.74,4.16,0.99,,Invalid,35.0,Valid
RD000242,M7467,SEN-023,2026-03-01 08:00:30,45 Nm,104 F,72 psi,2.69,5.69,0.982,45.0,Valid,40.0,Valid
RD000243,M9359,SEN-019,2026-03-01 08:01:00,45 Nm,95 F,65 psi,6.97,4.05,0.98,45.0,Valid,35.0,Valid
RD000244,M7881,SEN-031,2026-03-01 08:01:30,,95 F,65 psi,7.14,0.63,1.011,,Invalid,35.0,Valid
RD000245,M7921,SEN-019,2026-03-01 08:02:00,50 Nm,40 C,5.2 bar,3.88,2.0,1.018,50.0,Valid,40.0,Valid
RD000246,M9139,SEN-030,2026-03-01 08:02:30,72 lb-ft,104 F,4.5 bar,0.21,4.24,1.01,97.61904,Valid,40.0,Valid
RD000247,M7158,SEN-021,2026-03-01 08:03:00,45 Nm,104 F,65 psi,3.98,3.5,0.997,45.0,Valid,40.0,Valid
RD000248,M8855,SEN-050,2026-03-01 08:03:30,60Nm,104 F,5.2 bar,5.32,0.86,1.001,60.0,Valid,40.0,Valid
RD000249,M11157,SEN-046,2026-03-01 08:04:00,72 lb-ft,104 F,72 psi,2.46,6.05,0.991,97.61904,Valid,40.0,Valid
RD000250,M11163,SEN-041,2026-03-01 08:04:30,35 lb-ft,85C,5.2 bar,0.5,2.81,1.0,47.4537,Valid,85.0,Valid
RD000251,M9811,SEN-010,2026-03-01 08:05:00,35 lb-ft,40 C,65 psi,0.91,3.5,0.996,47.4537,Valid,40.0,Valid
RD000252,M10044,SEN-038,2026-03-01 08:05:30,,104 F,65 psi,5.59,0.75,1.02,,Invalid,40.0,Valid
RD000253,M9686,SEN-043,2026-03-01 08:06:00,,95 F,65 psi,6.15,2.48,0.974,,Invalid,35.0,Valid
RD000254,M11125,SEN-028,2026-03-01 08:06:30,35 lb-ft,40 C,65 psi,3.48,1.14,1.0,47.4537,Valid,40.0,Valid
RD000255,M8743,SEN-021,2026-03-01 08:07:00,72 lb-ft,95 F,72 psi,7.21,2.45,0.983,97.61904,Valid,35.0,Valid
RD000256,M9732,SEN-004,2026-03-01 08:07:30,,85C,72 psi,8.15,4.66,1.007,,Invalid,85.0,Valid
RD000257,M9326,SEN-036,2026-03-01 08:08:00,60Nm,40 C,4.5 bar,2.83,5.81,1.009,60.0,Valid,40.0,Valid
RD000258,M7027,SEN-035,2026-03-01 08:08:30,,40 C,72 psi,4.35,6.53,0.979,,Invalid,40.0,Valid
RD000259,M9697,SEN-009,2026-03-01 08:09:00,72 lb-ft,,72 psi,8.42,5.7,0.984,97.61904,Valid,,Invalid
RD000260,M10535,SEN-036,2026-03-01 08:09:30,50 Nm,85C,65 psi,4.78,6.41,0.988,50.0,Valid,85.0,Valid
RD000261,M8934,SEN-028,2026-03-01 08:10:00,50 Nm,35 C,72 psi,6.96,5.12,1.017,50.0,Valid,35.0,Valid
RD000262,M10159,SEN-016,2026-03-01 08:10:30,35 lb-ft,,72 psi,0.47,2.62,0.973,47.4537,Valid,,Invalid
RD000263,M10237,SEN-036,2026-03-01 08:11:00,50 Nm,,4.5 bar,6.81,4.44,1.024,50.0,Valid,,Invalid
RD000264,M10340,SEN-043,2026-03-01 08:11:30,50 Nm,40 C,72 psi,6.52,6.8,0.98,50.0,Valid,40.0,Valid
RD000265,M11507,SEN-046,2026-03-01 08:12:00,45 Nm,40 C,5.2 bar,0.92,4.64,0.989,45.0,Valid,40.0,Valid
RD000266,M9462,SEN-033,2026-03-01 08:12:30,,40 C,5.2 bar,1.09,1.64,1.027,,Invalid,40.0,Valid
RD000267,M10908,SEN-035,2026-03-01 08:13:00,72 lb-ft,95 F,5.2 bar,8.42,6.94,1.014,97.61904,Valid,35.0,Valid
RD000268,M7747,SEN-036,2026-03-01 08:13:30,35 lb-ft,104 F,65 psi,5.79,4.07,0.986,47.4537,Valid,40.0,Valid
RD000269,M8127,SEN-029,2026-03-01 08:14:00,50 Nm,85C,72 psi,2.37,1.72,1.016,50.0,Valid,85.0,Valid
RD000270,M7624,SEN-035,2026-03-01 08:14:30,50 Nm,85C,4.5 bar,0.89,2.3,1.014,50.0,Valid,85.0,Valid
RD000271,M9336,SEN-023,2026-03-01 08:15:00,45 Nm,40 C,72 psi,7.87,2.42,1.002,45.0,Valid,40.0,Valid
RD000272,M11112,SEN-006,2026-03-01 08:15:30,,,72 psi,2.3,7.08,1.004,,Invalid,,Invalid
RD000273,M7860,SEN-011,2026-03-01 08:16:00,72 lb-ft,35 C,72 psi,6.6,2.72,1.029,97.61904,Valid,35.0,Valid
RD000274,M8315,SEN-042,2026-03-01 08:16:30,45 Nm,,5.2 bar,5.41,1.91,1.021,45.0,Valid,,Invalid
RD000275,M11542,SEN-008,2026-03-01 08:17:00,60Nm,35 C,5.2 bar,7.14,7.26,1.005,60.0,Valid,35.0,Valid
RD000276,M11736,SEN-003,2026-03-01 08:17:30,60Nm,104 F,72 psi,8.06,1.55,0.98,60.0,Valid,40.0,Valid
RD000277,M7536,SEN-016,2026-03-01 08:18:00,72 lb-ft,35 C,72 psi,0.73,7.3,1.006,97.61904,Valid,35.0,Valid
RD000278,M8437,SEN-037,2026-03-01 08:18:30,,85C,65 psi,4.73,7.83,0.971,,Invalid,85.0,Valid
RD000279,M10894,SEN-019,2026-03-01 08:19:00,72 lb-ft,,5.2 bar,1.57,6.14,1.021,97.61904,Valid,,Invalid
RD000280,M9563,SEN-005,2026-03-01 08:19:30,45 Nm,35 C,65 psi,6.71,5.37,1.028,45.0,Valid,35.0,Valid
RD000281,M11784,SEN-015,2026-03-01 08:20:00,50 Nm,85C,72 psi,7.61,3.96,0.98,50.0,Valid,85.0,Valid
RD000282,M11326,SEN-036,2026-03-01 08:20:30,72 lb-ft,85C,5.2 bar,6.51,6.53,0.973,97.61904,Valid,85.0,Valid
RD000283,M11378,SEN-018,2026-03-01 08:21:00,72 lb-ft,85C,65 psi,3.53,2.0,0.98,97.61904,Valid,85.0,Valid
RD000284,M7614,SEN-050,2026-03-01 08:21:30,35 lb-ft,,72 psi,3.38,1.55,1.017,47.4537,Valid,,Invalid
RD000285,M8802,SEN-019,2026-03-01 08:22:00,45 Nm,85C,72 psi,0.54,5.67,0.997,45.0,Valid,85.0,Valid
RD000286,M10185,SEN-036,2026-03-01 08:22:30,72 lb-ft,35 C,65 psi,3.82,0.56,1.024,97.61904,Valid,35.0,Valid
RD000287,M10296,SEN-047,2026-03-01 08:23:00,,40 C,72 psi,1.86,7.82,0.974,,Invalid,40.0,Valid
RD000288,M9014,SEN-047,2026-03-01 08:23:30,72 lb-ft,85C,65 psi,5.96,1.83,1.001,97.61904,Valid,85.0,Valid
RD000289,M9636,SEN-047,2026-03-01 08:24:00,45 Nm,85C,4.5 bar,6.82,2.8,0.984,45.0,Valid,85.0,Valid
RD000290,M8329,SEN-010,2026-03-01 08:24:30,60Nm,104 F,4.5 bar,0.56,5.28,0.994,60.0,Valid,40.0,Valid
RD000291,M10447,SEN-038,2026-03-01 08:25:00,72 lb-ft,40 C,65 psi,5.98,1.73,1.009,97.61904,Valid,40.0,Valid
RD000292,M7822,SEN-022,2026-03-01 08:25:30,35 lb-ft,40 C,65 psi,4.57,1.78,0.975,47.4537,Valid,40.0,Valid
RD000293,M8669,SEN-022,2026-03-01 08:26:00,72 lb-ft,40 C,65 psi,6.19,6.63,1.014,97.61904,Valid,40.0,Valid
RD000294,M7151,SEN-003,2026-03-01 08:26:30,72 lb-ft,40 C,72 psi,3.67,5.93,1.008,97.61904,Valid,40.0,Valid
RD000295,M11087,SEN-026,2026-03-01 08:27:00,72 lb-ft,,4.5 bar,0.71,3.29,0.993,97.61904,Valid,,Invalid
RD000296,M8954,SEN-030,2026-03-01 08:27:30,50 Nm,,4.5 bar,1.21,1.15,0.992,50.0,Valid,,Invalid
RD000297,M8314,SEN-025,2026-03-01 08:28:00,35 lb-ft,,65 psi,6.78,0.86,0.977,47.4537,Valid,,Invalid
RD000298,M9264,SEN-020,2026-03-01 08:28:30,45 Nm,40 C,4.5 bar,2.8,7.1,1.0,45.0,Valid,40.0,Valid
RD000299,M10559,SEN-007,2026-03-01 08:29:00,45 Nm,85C,65 psi,6.79,6.54,1.018,45.0,Valid,85.0,Valid
RD000300,M8614,SEN-039,2026-03-01 08:29:30,45 Nm,95 F,4.5 bar,5.38,1.6,1.03,45.0,Valid,35.0,Valid
RD000301,M8096,SEN-050,2026-03-01 08:30:00,35 lb-ft,35 C,72 psi,1.26,1.81,0.993,47.4537,Valid,35.0,Valid
RD000302,M10381,SEN-011,2026-03-01 08:30:30,50 Nm,85C,72 psi,8.02,3.68,0.988,50.0,Valid,85.0,Valid
RD000303,M9556,SEN-002,2026-03-01 08:31:00,60Nm,35 C,5.2 bar,6.48,1.17,1.019,60.0,Valid,35.0,Valid
RD000304,M10683,SEN-033,2026-03-01 08:31:30,72 lb-ft,95 F,5.2 bar,0.72,0.96,1.013,97.61904,Valid,35.0,Valid
RD000305,M11484,SEN-008,2026-03-01 08:32:00,,35 C,65 psi,4.66,2.9,1.005,,Invalid,35.0,Valid
RD000306,M10154,SEN-028,2026-03-01 08:32:30,45 Nm,40 C,5.2 bar,4.53,7.73,1.026,45.0,Valid,40.0,Valid
RD000307,M10997,SEN-006,2026-03-01 08:33:00,72 lb-ft,40 C,5.2 bar,1.92,4.36,0.983,97.61904,Valid,40.0,Valid
RD000308,M9793,SEN-041,2026-03-01 08:33:30,,95 F,5.2 bar,2.82,7.72,1.008,,Invalid,35.0,Valid
RD000309,M9069,SEN-029,2026-03-01 08:34:00,35 lb-ft,,72 psi,3.38,6.55,0.991,47.4537,Valid,,Invalid
RD000310,M8589,SEN-011,2026-03-01 08:34:30,60Nm,,5.2 bar,6.58,4.4,1.015,60.0,Valid,,Invalid
RD000311,M9630,SEN-009,2026-03-01 08:35:00,35 lb-ft,,4.5 bar,7.48,5.7,0.986,47.4537,Valid,,Invalid
RD000312,M10031,SEN-027,2026-03-01 08:35:30,60Nm,,4.5 bar,6.03,3.19,0.976,60.0,Valid,,Invalid
RD000313,M9770,SEN-029,2026-03-01 08:36:00,35 lb-ft,85C,5.2 bar,3.27,2.91,1.011,47.4537,Valid,85.0,Valid
RD000314,M10903,SEN-005,2026-03-01 08:36:30,72 lb-ft,40 C,65 psi,3.65,3.85,0.978,97.61904,Valid,40.0,Valid
RD000315,M11475,SEN-009,2026-03-01 08:37:00,72 lb-ft,40 C,4.5 bar,3.4,7.52,0.973,97.61904,Valid,40.0,Valid
RD000316,M10837,SEN-043,2026-03-01 08:37:30,35 lb-ft,40 C,72 psi,7.01,3.1,0.983,47.4537,Valid,40.0,Valid
RD000317,M9979,SEN-013,2026-03-01 08:38:00,50 Nm,85C,5.2 bar,0.44,3.28,1.004,50.0,Valid,85.0,Valid
RD000318,M9836,SEN-015,2026-03-01 08:38:30,45 Nm,35 C,4.5 bar,1.49,6.93,1.028,45.0,Valid,35.0,Valid
RD000319,M10886,SEN-009,2026-03-01 08:39:00,60Nm,40 C,4.5 bar,2.1,7.24,0.973,60.0,Valid,40.0,Valid
RD000320,M9667,SEN-001,2026-03-01 08:39:30,60Nm,35 C,72 psi,2.6,6.87,0.997,60.0,Valid,35.0,Valid
RD000321,M10049,SEN-026,2026-03-01 08:40:00,72 lb-ft,85C,5.2 bar,5.66,7.59,1.021,97.61904,Valid,85.0,Valid
RD000322,M7710,SEN-034,2026/03/01 08:40:30,60Nm,40 C,4.5 bar,8.36,4.77,1.029,60.0,Valid,40.0,Valid
RD000323,M9808,SEN-039,2026-03-01 08:41:00,45 Nm,95 F,4.5 bar,6.63,7.51,1.028,45.0,Valid,35.0,Valid
RD000324,M10741,SEN-043,2026-03-01 08:41:30,50 Nm,104 F,65 psi,7.84,6.6,0.985,50.0,Valid,40.0,Valid
RD000325,M7977,SEN-047,2026-03-01 08:42:00,45 Nm,104 F,5.2 bar,6.59,1.0,0.976,45.0,Valid,40.0,Valid
RD000326,M8222,SEN-003,2026-03-01 08:42:30,35 lb-ft,,5.2 bar,3.1,6.77,1.004,47.4537,Valid,,Invalid
RD000327,M11130,SEN-020,2026-03-01 08:43:00,,,5.2 bar,7.59,2.34,1.015,,Invalid,,Invalid
RD000328,M7676,SEN-027,2026-03-01 08:43:30,60Nm,35 C,4.5 bar,0.44,5.51,0.972,60.0,Valid,35.0,Valid
RD000329,M11114,SEN-035,2026-03-01 08:44:00,50 Nm,35 C,5.2 bar,2.02,6.0,0.975,50.0,Valid,35.0,Valid
RD000330,M9539,SEN-017,2026-03-01 08:44:30,,104 F,72 psi,1.83,1.85,1.022,,Invalid,40.0,Valid
RD000331,M9842,SEN-041,2026-03-01 08:45:00,60Nm,104 F,5.2 bar,3.22,7.73,1.0,60.0,Valid,40.0,Valid
RD000332,M8317,SEN-039,2026-03-01 08:45:30,45 Nm,35 C,65 psi,6.58,4.56,0.972,45.0,Valid,35.0,Valid
RD000333,M7829,SEN-045,2026-03-01 08:46:00,72 lb-ft,104 F,5.2 bar,2.09,5.63,0.973,97.61904,Valid,40.0,Valid
RD000334,M7563,SEN-040,2026-03-01 08:46:30,72 lb-ft,95 F,65 psi,5.41,5.43,0.993,97.61904,Valid,35.0,Valid
RD000335,M9203,SEN-040,2026-03-01 08:47:00,60Nm,35 C,72 psi,4.75,1.12,1.023,60.0,Valid,35.0,Valid
RD000336,M9303,SEN-002,2026-03-01 08:47:30,50 Nm,,65 psi,2.15,5.59,0.998,50.0,Valid,,Invalid
RD000337,M10615,SEN-040,2026-03-01 08:48:00,45 Nm,95 F,72 psi,6.36,7.77,1.017,45.0,Valid,35.0,Valid
RD000338,M8856,SEN-010,2026-03-01 08:48:30,35 lb-ft,85C,65 psi,7.37,3.47,1.013,47.4537,Valid,85.0,Valid
RD000339,M11175,SEN-008,2026-03-01 08:49:00,45 Nm,35 C,4.5 bar,4.74,4.22,0.994,45.0,Valid,35.0,Valid
RD000340,M7884,SEN-021,2026-03-01 08:49:30,72 lb-ft,95 F,65 psi,5.37,4.2,0.972,97.61904,Valid,35.0,Valid
RD000341,M7619,SEN-041,2026-03-01 08:50:00,35 lb-ft,40 C,65 psi,2.11,0.68,0.979,47.4537,Valid,40.0,Valid
RD000342,M7909,SEN-035,2026-03-01 08:50:30,50 Nm,35 C,65 psi,2.07,7.33,1.013,50.0,Valid,35.0,Valid
RD000343,M9462,SEN-029,2026-03-01 08:51:00,,85C,65 psi,0.26,4.01,0.99,,Invalid,85.0,Valid
RD000344,M8719,SEN-036,2026-03-01 08:51:30,72 lb-ft,95 F,5.2 bar,7.64,5.77,0.983,97.61904,Valid,35.0,Valid
RD000345,M11218,SEN-008,2026-03-01 08:52:00,50 Nm,35 C,4.5 bar,1.29,3.47,0.985,50.0,Valid,35.0,Valid
RD000346,M8369,SEN-005,2026-03-01 08:52:30,45 Nm,85C,4.5 bar,1.86,7.25,1.001,45.0,Valid,85.0,Valid
RD000347,M7572,SEN-037,2026-03-01 08:53:00,50 Nm,35 C,72 psi,6.9,7.68,1.002,50.0,Valid,35.0,Valid
RD000348,M10495,SEN-024,2026-03-01 08:53:30,,104 F,5.2 bar,7.95,5.89,1.009,,Invalid,40.0,Valid
RD000349,M9393,SEN-044,2026-03-01 08:54:00,50 Nm,35 C,72 psi,0.84,3.2,1.014,50.0,Valid,35.0,Valid
RD000350,M11550,SEN-021,2026-03-01 08:54:30,60Nm,95 F,5.2 bar,3.2,3.52,0.997,60.0,Valid,35.0,Valid
RD000351,M7223,SEN-046,2026-03-01 08:55:00,50 Nm,35 C,4.5 bar,6.42,5.39,0.985,50.0,Valid,35.0,Valid
RD000352,M10662,SEN-041,2026-03-01 08:55:30,60Nm,35 C,4.5 bar,3.68,3.09,1.018,60.0,Valid,35.0,Valid
RD000353,M11501,SEN-021,2026-03-01 08:56:00,35 lb-ft,85C,65 psi,5.83,6.33,1.02,47.4537,Valid,85.0,Valid
RD000354,M8816,SEN-049,2026-03-01 08:56:30,,104 F,5.2 bar,0.62,5.28,0.981,,Invalid,40.0,Valid
RD000355,M7273,SEN-026,2026-03-01 08:57:00,50 Nm,35 C,4.5 bar,5.57,1.39,0.976,50.0,Valid,35.0,Valid
RD000356,M11684,SEN-047,2026-03-01 08:57:30,35 lb-ft,95 F,5.2 bar,1.15,7.25,0.992,47.4537,Valid,35.0,Valid
RD000357,M9766,SEN-005,2026-03-01 08:58:00,,35 C,65 psi,7.52,6.6,0.972,,Invalid,35.0,Valid
RD000358,M7439,SEN-029,2026-03-01 08:58:30,,,5.2 bar,8.22,7.83,0.993,,Invalid,,Invalid
RD000359,M7232,SEN-026,2026-03-01 08:59:00,35 lb-ft,,65 psi,1.2,2.48,0.994,47.4537,Valid,,Invalid
RD000360,M8317,SEN-034,2026-03-01 08:59:30,60Nm,95 F,5.2 bar,6.83,6.88,1.03,60.0,Valid,35.0,Valid
RD000361,M9311,SEN-014,2026-03-01 09:00:00,60Nm,85C,65 psi,1.72,4.92,1.028,60.0,Valid,85.0,Valid
RD000362,M9317,SEN-018,2026-03-01 09:00:30,72 lb-ft,85C,4.5 bar,5.28,4.42,0.988,97.61904,Valid,85.0,Valid
RD000363,M11917,SEN-001,2026-03-01 09:01:00,72 lb-ft,85C,72 psi,5.17,5.48,0.985,97.61904,Valid,85.0,Valid
RD000364,M8717,SEN-008,2026-03-01 09:01:30,60Nm,40 C,72 psi,1.0,6.33,0.977,60.0,Valid,40.0,Valid
RD000365,M7308,SEN-029,2026-03-01 09:02:00,60Nm,85C,4.5 bar,5.65,7.71,1.004,60.0,Valid,85.0,Valid
RD000366,M11232,SEN-036,2026-03-01 09:02:30,60Nm,,5.2 bar,1.17,2.52,1.002,60.0,Valid,,Invalid
RD000367,M7365,SEN-009,2026-03-01 09:03:00,,,5.2 bar,5.77,4.19,1.029,,Invalid,,Invalid
RD000368,M7066,SEN-044,2026-03-01 09:03:30,72 lb-ft,35 C,65 psi,6.87,7.69,1.005,97.61904,Valid,35.0,Valid
RD000369,M7990,SEN-042,2026-03-01 09:04:00,,35 C,5.2 bar,3.37,3.98,0.997,,Invalid,35.0,Valid
RD000370,M10883,SEN-043,2026-03-01 09:04:30,72 lb-ft,40 C,4.5 bar,6.51,6.13,1.002,97.61904,Valid,40.0,Valid
RD000371,M10525,SEN-037,2026-03-01 09:05:00,72 lb-ft,95 F,65 psi,3.37,5.95,0.993,97.61904,Valid,35.0,Valid
RD000372,M10749,SEN-008,2026-03-01 09:05:30,50 Nm,40 C,72 psi,6.28,4.02,0.976,50.0,Valid,40.0,Valid
RD000373,M8138,SEN-023,2026-03-01 09:06:00,,40 C,4.5 bar,6.73,3.36,1.003,,Invalid,40.0,Valid
RD000374,M8965,SEN-013,2026-03-01 09:06:30,60Nm,104 F,5.2 bar,6.73,4.91,0.982,60.0,Valid,40.0,Valid
RD000375,M10827,SEN-025,2026-03-01 09:07:00,35 lb-ft,95 F,72 psi,7.17,5.65,0.974,47.4537,Valid,35.0,Valid
RD000376,M8477,SEN-040,2026-03-01 09:07:30,72 lb-ft,,5.2 bar,0.74,2.78,0.978,97.61904,Valid,,Invalid
RD000377,M7864,SEN-047,2026-03-01 09:08:00,45 Nm,104 F,4.5 bar,7.02,1.69,1.015,45.0,Valid,40.0,Valid
RD000378,M10031,SEN-018,2026-03-01 09:08:30,,95 F,72 psi,4.65,2.74,0.98,,Invalid,35.0,Valid
RD000379,M10896,SEN-007,2026-03-01 09:09:00,60Nm,95 F,5.2 bar,6.38,7.6,1.002,60.0,Valid,35.0,Valid
RD000380,M10854,SEN-027,2026-03-01 09:09:30,60Nm,35 C,4.5 bar,8.29,4.3,1.02,60.0,Valid,35.0,Valid
RD000381,M8044,SEN-001,2026-03-01 09:10:00,,,72 psi,0.45,2.03,0.973,,Invalid,,Invalid
RD000382,M11085,SEN-038,2026-03-01 09:10:30,72 lb-ft,40 C,5.2 bar,1.69,4.55,0.974,97.61904,Valid,40.0,Valid
RD000383,M10643,SEN-006,2026-03-01 09:11:00,60Nm,40 C,72 psi,1.4,6.34,1.018,60.0,Valid,40.0,Valid
RD000384,M9459,SEN-028,2026-03-01 09:11:30,50 Nm,104 F,72 psi,5.94,1.88,0.977,50.0,Valid,40.0,Valid
RD000385,M7024,SEN-013,2026-03-01 09:12:00,72 lb-ft,85C,65 psi,6.89,1.29,1.025,97.61904,Valid,85.0,Valid
RD000386,M10829,SEN-016,2026-03-01 09:12:30,60Nm,85C,4.5 bar,0.97,1.01,0.986,60.0,Valid,85.0,Valid
RD000387,M8403,SEN-013,2026-03-01 09:13:00,,85C,65 psi,2.57,5.57,1.016,,Invalid,85.0,Valid
RD000388,M7701,SEN-031,2026-03-01 09:13:30,35 lb-ft,35 C,4.5 bar,7.75,1.63,1.016,47.4537,Valid,35.0,Valid
RD000389,M11864,SEN-008,2026-03-01 09:14:00,35 lb-ft,95 F,72 psi,1.7,0.86,0.976,47.4537,Valid,35.0,Valid
RD000390,M8735,SEN-037,2026-03-01 09:14:30,45 Nm,85C,65 psi,6.74,5.38,1.012,45.0,Valid,85.0,Valid
RD000391,M7096,SEN-016,2026-03-01 09:15:00,35 lb-ft,104 F,5.2 bar,3.03,2.13,1.008,47.4537,Valid,40.0,Valid
RD000392,M7818,SEN-029,2026-03-01 09:15:30,45 Nm,,4.5 bar,7.9,3.22,0.982,45.0,Valid,,Invalid
