Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Tool_Name,Tool_Type,Plant,Calibration_Date,Next_Due_Date,Status,Accuracy_%,Manufacturer,Serial_Number
M7109,MA1AB100000000109,WO10109,Hatch Z,GA-2,STN-02,2026-03-01 08:16,ENG-1110,SUP-190,EMP347,TL-036,C,Tool_36,Nut Runner,Plant-B,2026-02-08,2026-05-09,Active,95.2,Stanley,SN100035
M7110,MA1AB100000000110,WO10110,Sedan X,GA-2,STN-03,2026-03-01 08:17,ENG-1116,SUP-093,EMP191,TL-039,A,Tool_39,Nut Runner,Plant-C,2026-02-15,2026-05-16,Maintenance,97.07,Ingersoll Rand,SN100038
M7111,MA1AB100000000111,WO10111,Hatch Z,GA-2,STN-03,2026-03-01 08:18,ENG-1023,SUP-014,EMP383,TL-038,B,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M7112,MA1AB100000000112,WO10112,Hatch Z,TRIM-1,STN-01,2026-03-01 08:20,ENG-1446,SUP-004,EMP393,TL-037,,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M7113,MA1AB100000000113,WO10113,SUV Pro,TRIM-1,STN-03,2026-03-01 08:21,ENG-1094,SUP-014,EMP229,TL-062,A,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7114,MA1AB100000000114,WO10114,Sedan X,TRIM-1,STN-04,2026-03-01 08:22,ENG-1037,SUP-148,EMP127,TL-020,B,Tool_20,Robot Arm,Plant-C,2026-06-24,2026-09-22,Active,99.27,Ingersoll Rand,SN100019
M7115,MA1AB100000000115,WO10115,Hatch Z,PAINT-1,STN-01,2026-03-01 08:23,ENG-1127,SUP-031,EMP385,TL-098,,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M7116,MA1AB100000000116,WO10116,Hatch Z,GA-2,Stn-03,2026-03-01 08:25,ENG-1267,SUP-098,EMP330,TL-057,C,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M7117,MA1AB100000000117,WO10117,Hatch Z,TRIM-1,STN-03,2026-03-01 08:26,ENG-1291,SUP-159,EMP130,TL-079,A,Tool_79,Press Tool,Plant-C,2026-04-14,2026-07-13,Active,96.15,Ingersoll Rand,SN100078
M7118,MA1AB100000000118,WO10118,Sedan X,GA-2,STN-03,2026-03-01 08:27,ENG-1338,SUP-021,EMP180,TL-031,B,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M7119,MA1AB100000000119,WO10119,Hatch Z,GA-1,STN-02,2026-03-01 08:28,ENG-1001,SUP-105,EMP330,TL-089,,Tool_89,Welding Gun,Plant-B,2026-06-20,2026-09-18,Out of Service,97.46,Stanley,SN100088
M7120,MA1AB100000000120,WO10120,SUV Pro,GA-1,STN-02,2026-03-01 08:30,ENG-1147,SUP-181,EMP244,TL-090,,Tool_90,Nut Runner,Plant-C,2026-05-12,2026-08-10,Out of Service,97.28,Stanley,SN100089
M7121,MA1AB100000000121,WO10121,Sedan X,GA-2,STN-03,2026-03-01 08:31,ENG-1403,SUP-161,EMP201,TL-055,A,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M7122,MA1AB100000000122,WO10122,Hatch Z,GA-2, stn-05 ,2026-03-01 08:32,ENG-1076,SUP-069,EMP172,TL-010,A,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M7123,MA1AB100000000123,WO10123,Sedan X,PAINT-1,STN-05,2026-03-01 08:33,ENG-1383,SUP-146,EMP247,TL-057,A,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M7124,MA1AB100000000124,WO10124,SUV Pro,PAINT-1, stn-05 ,2026-03-01 08:35,ENG-1206,SUP-070,EMP356,TL-070,,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M7125,MA1AB100000000125,WO10125,SUV Pro,GA-1,STN-05,2026-03-01 08:36,ENG-1020,SUP-111,EMP265,TL-078,C,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M7126,MA1AB100000000126,WO10126,Sedan X,GA-1,STN-02,2026-03-01 08:37,ENG-1492,SUP-173,EMP394,TL-076,A,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M7127,MA1AB100000000127,WO10127,Hatch Z,PAINT-1,STN-05,2026-03-01 08:38,ENG-1020,SUP-196,EMP189,TL-061,,Tool_61,Nut Runner,Plant-C,2026-06-29,2026-09-27,Active,99.71,Ingersoll Rand,SN100060
M7128,MA1AB100000000128,WO10128,SUV Pro,GA-2,STN-05,2026-03-01 08:40,ENG-1223,SUP-163,EMP351,TL-012,,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M7129,MA1AB100000000129,WO10129,SUV Pro,TRIM-1,STN-03,2026-03-01 08:41,ENG-1164,SUP-172,EMP153,TL-021,C,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M7130,MA1AB100000000130,WO10130,SUV Pro,TRIM-1,STN-03,2026-03-01 08:42,ENG-1339,SUP-103,EMP381,TL-005,,Tool_5,Torque Wrench,Plant-C,2026-02-02,2026-05-03,Maintenance,99.68,Ingersoll Rand,SN100004
M7131,MA1AB100000000131,WO10131,Sedan X,PAINT-1,STN-03,2026-03-01 08:43,ENG-1165,SUP-030,EMP306,TL-066,A,Tool_66,Nut Runner,Plant-A,2026-01-13,2026-04-13,Maintenance,98.63,Stanley,SN100065
M7132,MA1AB100000000132,WO10132,Hatch Z,TRIM-1,STN-04,2026-03-01 08:45,ENG-1027,SUP-049,EMP365,TL-047,,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M7133,MA1AB100000000133,WO10133,Hatch Z,TRIM-1,Stn-03,2026-03-01 08:46,ENG-1026,SUP-053,EMP236,TL-071,B,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M7134,MA1AB100000000134,WO10134,SUV Pro,TRIM-1, stn-05 ,2026-03-01 08:47,ENG-1248,SUP-032,EMP114,TL-081,B,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M7135,MA1AB100000000135,WO10135,Hatch Z,GA-2,STN-03,2026-03-01 08:48,ENG-1282,SUP-004,EMP382,TL-053,A,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M7136,MA1AB100000000136,WO10136,Sedan X,GA-1,STN-04,2026-03-01 08:50,ENG-1484,SUP-031,EMP178,TL-064,C,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M7137,MA1AB100000000137,WO10137,Hatch Z,PAINT-1,STN-04,2026-03-01 08:51,ENG-1427,SUP-124,EMP341,TL-032,,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M7138,MA1AB100000000138,WO10138,Hatch Z,GA-2,STN-04,2026-03-01 08:52,ENG-1097,SUP-154,EMP360,TL-096,B,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M7139,MA1AB100000000139,WO10139,Sedan X,PAINT-1,Stn-03,2026-03-01 08:53,ENG-1404,SUP-107,EMP274,TL-999,C,Unknown Tool,Unknown Type,,,,,,,
M7140,MA1AB100000000140,WO10140,Sedan X,PAINT-1, stn-05 ,2026-03-01 08:55,ENG-1152,SUP-151,EMP396,TL-085,,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M7141,MA1AB100000000141,WO10141,Sedan X,TRIM-1,STN-05,2026-03-01 08:56,ENG-1247,SUP-089,EMP270,TL-071,,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M7142,MA1AB100000000142,WO10142,SUV Pro,PAINT-1,Stn-03,2026-03-01 08:57,ENG-1096,SUP-179,EMP222,TL-074,,Tool_74,Robot Arm,Plant-B,2026-01-04,2026-04-04,Active,97.63,Stanley,SN100073
M7143,MA1AB100000000143,WO10143,Sedan X,TRIM-1,STN-01,2026-03-01 08:58,ENG-1162,SUP-191,EMP342,TL-091,,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M7144,MA1AB100000000144,WO10144,SUV Pro,GA-2,STN-04,2026-03-01 09:00,ENG-1493,SUP-010,EMP164,TL-065,C,Tool_65,Torque Wrench,Plant-C,2026-01-31,2026-05-01,Maintenance,97.24,Bosch,SN100064
M7145,MA1AB100000000145,WO10145,Sedan X,TRIM-1,STN-01,2026-03-01 09:01, eng-1001 ,SUP-135,EMP333,TL-002,B,Tool_2,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,97.47,Bosch,SN100001
M7146,MA1AB100000000146,WO10146,SUV Pro,GA-2,STN-01,2026-03-01 09:02,ENG-1240,SUP-068,EMP273,TL-080,,Tool_80,Robot Arm,Plant-B,2026-03-23,2026-06-21,Maintenance,97.79,Atlas Copco,SN100079
M7147,MA1AB100000000147,WO10147,Hatch Z,GA-1,Stn-03,2026-03-01 09:03,ENG-1168,SUP-173,EMP373,TL-049,C,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M7148,MA1AB100000000148,WO10148,Hatch Z,TRIM-1,Stn-03,2026-03-01 09:05,ENG-1277,SUP-010,EMP135,TL-031,C,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M7149,MA1AB100000000149,WO10149,Sedan X,GA-1,STN-04,2026-03-01 09:06,ENG-1050,SUP-195,EMP151,TL-057,B,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M7150,MA1AB100000000150,WO10150,Hatch Z,PAINT-1,STN-01,2026-03-01 09:07,ENG-1023,SUP-084,EMP128,TL-038,C,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M7151,MA1AB100000000151,WO10151,SUV Pro,TRIM-1,STN-02,2026-03-01 09:08,ENG-1125,SUP-136,EMP310,TL-073,B,Tool_73,Welding Gun,Plant-C,2026-03-17,2026-06-15,Active,96.96,Ingersoll Rand,SN100072
M7152,MA1AB100000000152,WO10152,Sedan X,GA-2,STN-01,2026-03-01 09:10,ENG-1312,SUP-098,EMP223,TL-064,B,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M7153,MA1AB100000000153,WO10153,Sedan X,TRIM-1, stn-05 ,2026-03-01 09:11,ENG-1130,SUP-118,EMP230,TL-086,A,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M7154,MA1AB100000000154,WO10154,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:12,ENG-1279,SUP-041,EMP137,TL-057,C,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M7155,MA1AB100000000155,WO10155,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:13,ENG-1492,SUP-109,EMP228,TL-059,C,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M7156,MA1AB100000000156,WO10156,Sedan X,TRIM-1,Stn-03,2026-03-01 09:15,ENG-1247,SUP-028,EMP221,TL-049,C,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M7157,MA1AB100000000157,WO10157,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:16,ENG-1151,SUP-006,EMP302,TL-036,A,Tool_36,Nut Runner,Plant-B,2026-02-08,2026-05-09,Active,95.2,Stanley,SN100035
M7158,MA1AB100000000158,WO10158,Hatch Z,GA-1,STN-05,2026-03-01 09:17,ENG-1381,SUP-128,EMP246,TL-100,B,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7159,MA1AB100000000159,WO10159,Hatch Z,PAINT-1,STN-02,2026-03-01 09:18,ENG-1325,SUP-049,EMP228,TL-087,B,Tool_87,Robot Arm,Plant-B,2026-02-09,2026-05-10,Maintenance,99.98,Stanley,SN100086
M7160,MA1AB100000000160,WO10160,Hatch Z,GA-1, stn-05 ,2026-03-01 09:20,ENG-1330,SUP-011,EMP258,TL-999,,Unknown Tool,Unknown Type,,,,,,,
M7161,MA1AB100000000161,WO10161,Sedan X,PAINT-1, stn-05 ,2026-03-01 09:21,ENG-1067,SUP-024,EMP251,TL-042,,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M7162,MA1AB100000000162,WO10162,Sedan X,GA-2,STN-02,2026-03-01 09:22,ENG-1402,SUP-139,EMP287,TL-068,C,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M7163,MA1AB100000000163,WO10163,Sedan X,PAINT-1,Stn-03,2026-03-01 09:23,ENG-1483,SUP-124,EMP251,TL-096,C,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M7164,MA1AB100000000164,WO10164,Sedan X,TRIM-1,STN-01,2026-03-01 09:25,ENG-1072,SUP-194,EMP215,TL-087,,Tool_87,Robot Arm,Plant-B,2026-02-09,2026-05-10,Maintenance,99.98,Stanley,SN100086
M7165,MA1AB100000000165,WO10165,Hatch Z,PAINT-1,STN-01,2026-03-01 09:26,ENG-1404,SUP-102,EMP107,TL-034,A,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M7166,MA1AB100000000166,WO10166,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:27,ENG-1383,SUP-173,EMP234,TL-075,,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M7167,MA1AB100000000167,WO10167,Hatch Z,PAINT-1,STN-01,2026-03-01 09:28,ENG-1345,SUP-060,EMP341,TL-004,C,Tool_4,Press Tool,Plant-A,2026-01-19,2026-04-19,Active,97.49,Bosch,SN100003
M7168,MA1AB100000000168,WO10168,Hatch Z,GA-2, stn-05 ,2026-03-01 09:30,ENG-1032,SUP-163,EMP337,TL-090,C,Tool_90,Nut Runner,Plant-C,2026-05-12,2026-08-10,Out of Service,97.28,Stanley,SN100089
M7169,MA1AB100000000169,WO10169,Hatch Z,TRIM-1,STN-01,2026-03-01 09:31,ENG-1071,SUP-012,EMP119,TL-039,,Tool_39,Nut Runner,Plant-C,2026-02-15,2026-05-16,Maintenance,97.07,Ingersoll Rand,SN100038
M7170,MA1AB100000000170,WO10170,Sedan X,GA-1,STN-02,2026-03-01 09:32,ENG-1454,SUP-138,EMP169,TL-050,,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M7171,MA1AB100000000171,WO10171,SUV Pro,TRIM-1,STN-05,2026-03-01 09:33,ENG-1380,SUP-187,EMP179,TL-054,A,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M7172,MA1AB100000000172,WO10172,SUV Pro,TRIM-1,STN-03,2026-03-01 09:35,ENG-1016,SUP-177,EMP289,TL-028,,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M7173,MA1AB100000000173,WO10173,SUV Pro,GA-2,Stn-03,2026/03/01 09:36,ENG-1185,SUP-026,EMP288,TL-070,C,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M7174,MA1AB100000000174,WO10174,Sedan X,TRIM-1,STN-03,2026-03-01 09:37,ENG-1097,SUP-032,EMP332,TL-012,B,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M7175,MA1AB100000000175,WO10175,Hatch Z,GA-1,STN-01,2026-03-01 09:38,ENG-1402,SUP-086,EMP224,TL-017,B,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7176,MA1AB100000000176,WO10176,Sedan X,GA-2,STN-05,2026-03-01 09:40,ENG-1110,SUP-060,EMP268,TL-100,B,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7177,MA1AB100000000177,WO10177,Hatch Z,GA-1,STN-03,2026-03-01 09:41,ENG-1439,SUP-038,EMP166,TL-070,C,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M7178,MA1AB100000000178,WO10178,Sedan X,GA-1, stn-05 ,2026-03-01 09:42,ENG-1443,SUP-007,EMP167,TL-002,C,Tool_2,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,97.47,Bosch,SN100001
M7179,MA1AB100000000179,WO10179,Sedan X,PAINT-1,STN-01,2026-03-01 09:43,ENG-1089,SUP-068,EMP126,TL-017,,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7180,MA1AB100000000180,WO10180,Hatch Z,GA-1, stn-05 ,2026-03-01 09:45,ENG-1032,SUP-122,EMP329,TL-100,C,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7181,MA1AB100000000181,WO10181,Hatch Z,GA-1,STN-04,2026-03-01 09:46,ENG-1257,SUP-057,EMP122,TL-094,C,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M7182,MA1AB100000000182,WO10182,SUV Pro,GA-1,STN-01,2026-03-01 09:47,ENG-1245,SUP-103,EMP318,TL-088,A,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M7183,MA1AB100000000183,WO10183,SUV Pro,TRIM-1,STN-01,2026-03-01 09:48,ENG-1460,SUP-021,EMP264,TL-078,B,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M7184,MA1AB100000000184,WO10184,Sedan X,GA-2,STN-03,2026-03-01 09:50,ENG-1319,SUP-163,EMP399,TL-071,C,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M7185,MA1AB100000000185,WO10185,SUV Pro,PAINT-1,STN-04,2026-03-01 09:51,ENG-1258,SUP-155,EMP320,TL-013,A,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M7186,MA1AB100000000186,WO10186,Hatch Z,GA-2,STN-04,2026-03-01 09:52,ENG-1231,SUP-059,EMP311,TL-044,,Tool_44,Press Tool,Plant-C,2026-01-16,2026-04-16,Maintenance,99.03,Bosch,SN100043
M7187,MA1AB100000000187,WO10187,SUV Pro,TRIM-1, stn-05 ,2026-03-01 09:53,ENG-1048,SUP-081,EMP318,TL-041,C,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M7188,MA1AB100000000188,WO10188,SUV Pro,GA-2, stn-05 ,2026-03-01 09:55,ENG-1472,SUP-122,EMP134,TL-012,A,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M7189,MA1AB100000000189,WO10189,Sedan X,TRIM-1,STN-01,2026-03-01 09:56,ENG-1381,SUP-190,EMP290,TL-017,A,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7190,MA1AB100000000190,WO10190,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:57,ENG-1062,SUP-106,EMP281,TL-086,,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M7191,MA1AB100000000191,WO10191,Hatch Z,GA-1,STN-03,2026-03-01 09:58,ENG-1307,SUP-080,EMP280,TL-014,B,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
M7192,MA1AB100000000192,WO10192,Sedan X,TRIM-1,STN-02,2026-03-01 10:00,ENG-1433,SUP-028,EMP279,TL-072,C,Tool_72,Robot Arm,Plant-C,2026-05-05,2026-08-03,Maintenance,99.87,Atlas Copco,SN100071
M7193,MA1AB100000000193,WO10193,Sedan X,PAINT-1,STN-05,2026-03-01 10:01,ENG-1115,SUP-110,EMP387,TL-099,A,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M7194,MA1AB100000000194,WO10194,Hatch Z,PAINT-1,STN-01,2026-03-01 10:02,ENG-1092,SUP-070,EMP258,TL-044,C,Tool_44,Press Tool,Plant-C,2026-01-16,2026-04-16,Maintenance,99.03,Bosch,SN100043
M7195,MA1AB100000000195,WO10195,Sedan X,GA-2,Stn-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B,Tool_9,Press Tool,Plant-C,2026-05-31,2026-08-29,Active,98.89,Bosch,SN100008
M7196,MA1AB100000000196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M7197,MA1AB100000000197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7198,MA1AB100000000198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A,Tool_87,Robot Arm,Plant-B,2026-02-09,2026-05-10,Maintenance,99.98,Stanley,SN100086
M7199,MA1AB100000000199,WO10199,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M7200,MA1AB100000000200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,,Tool_87,Robot Arm,Plant-B,2026-02-09,2026-05-10,Maintenance,99.98,Stanley,SN100086
M7201,MA1AB100000000201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B,Tool_1,Welding Gun,Plant-A,2026-05-21,2026-08-19,Maintenance,98.97,Bosch,SN100000
M7202,MA1AB100000000202,WO10202,SUV Pro,GA-2,Stn-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M7203,MA1AB100000000203,WO10203,Sedan X,GA-1,STN-04,2026-03-01 10:13,ENG-1382,SUP-111,EMP189,TL-017,,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7204,MA1AB100000000204,WO10204,Hatch Z,GA-2,STN-05,2026-03-01 10:15,ENG-1286,SUP-172,EMP281,TL-010,,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M7205,MA1AB100000000205,WO10205,Hatch Z,GA-1,STN-04,2026-03-01 10:16,ENG-1009,SUP-118,EMP139,TL-041,,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M7206,MA1AB100000000206,WO10206,Hatch Z,TRIM-1, stn-05 ,2026-03-01 10:17,ENG-1327,SUP-107,EMP248,TL-015,,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M7207,MA1AB100000000207,WO10207,Sedan X,PAINT-1,STN-02,2026-03-01 10:18,ENG-1410,SUP-159,EMP335,TL-089,C,Tool_89,Welding Gun,Plant-B,2026-06-20,2026-09-18,Out of Service,97.46,Stanley,SN100088
M7208,MA1AB100000000208,WO10208,Sedan X,TRIM-1,Stn-03,2026-03-01 10:20,ENG-1054,SUP-063,EMP323,TL-076,,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M7209,MA1AB100000000209,WO10209,Hatch Z,GA-1,STN-04,2026-03-01 10:21,ENG-1445,SUP-080,EMP273,TL-029,C,Tool_29,Press Tool,Plant-C,2026-04-30,2026-07-29,Maintenance,98.95,Stanley,SN100028
M7210,MA1AB100000000210,WO10210,Sedan X,GA-1,STN-05,2026-03-01 10:22,ENG-1324,SUP-030,EMP371,TL-066,B,Tool_66,Nut Runner,Plant-A,2026-01-13,2026-04-13,Maintenance,98.63,Stanley,SN100065
M7211,MA1AB100000000211,WO10211,SUV Pro,PAINT-1, stn-05 ,2026-03-01 10:70,ENG-1490,SUP-166,EMP175,TL-031,A,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M7212,MA1AB100000000212,WO10212,Sedan X,PAINT-1,STN-02,2026-03-01 10:25,ENG-1088,SUP-155,EMP178,TL-098,A,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M7213,MA1AB100000000213,WO10213,Sedan X,TRIM-1,STN-04,2026-03-01 10:26,ENG-1386,SUP-145,EMP396,TL-058,C,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M7214,MA1AB100000000214,WO10214,Hatch Z,PAINT-1,STN-02,2026-03-01 10:27,ENG-1225,SUP-018,EMP340,TL-057,C,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M7215,MA1AB100000000215,WO10215,SUV Pro,GA-1,STN-03,2026-03-01 10:28,ENG-1259,SUP-019,EMP258,TL-060,,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M7216,MA1AB100000000216,WO10216,Sedan X,GA-1,STN-03,2026-03-01 10:30,ENG-1425,SUP-074,EMP139,TL-083,A,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M7217,MA1AB100000000217,WO10217,Hatch Z,TRIM-1,STN-04,2026-03-01 10:31,ENG-1297,SUP-142,EMP121,TL-058,B,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M7218,MA1AB100000000218,WO10218,SUV Pro,TRIM-1,STN-05,2026-03-01 10:32,ENG-1077,SUP-016,EMP330,TL-014,C,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
