Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M7139,TRIM-1,Stn-03,2026-03-10 08:19,148-ABC,,95 F,65 psi,Reject,XX100139,SUP-02,WO10139,SEN-010,1.028,Automated,TL-028,A,Paint,v1,2026-03-01
M7140,PAINT-1,STN-02,2026-03-10 08:20,124-ABC,50Nm,,65 psi,na,XX100140,SUP-08,WO10140,SEN-008,0.987,Human,TL-011,C,Weld,V2,2026-01-01
M7141,GA-1,STN-03,2026-03-10 08:21,109-ABC,,85 C,65 psi, ok ,XX100141,SUP-18,WO10141,SEN-008,0.991,Human,TL-018,,Dimension,V1,2025-12-31
M7142,GA-2,STN-03,2026-03-10 08:22,138-ABC,45,,65 psi,Repair,XX100142,SUP-07,WO10142,SEN-005,1.005,Human,TL-026,,Dimension,v1,2026-01-01
M7143,TRIM-1,Stn-03,2026-03-10 08:23,104-ABC,45.0 ,40 C,5 bar,na,XX100143,SUP-09,WO10143,SEN-009,0.989,Human,TL-007,B,Paint,V1,2026-01-01
M7144,TRIM-1,STN-03,2026-03-10 08:24,136-ABC,,95 F,65 psi, ok ,XX100144,SUP-17,WO10144,SEN-003,0.985,Automated,TL-012,A,Weld,v1,2026-03-01
M7145,GA-1,STN-02,2026-03-10 08:25, 120-abc ,,85C,65 psi,Reject,XX100145,SUP-17,WO10145,SEN-010,0.971,Human,TL-007,,Material,v1,2026-01-01
M7146,TRIM-1,Stn-03,2026-03-10 08:26,117-ABC,50Nm,85C,65 psi, ok ,XX100146,SUP-19,WO10146,SEN-010,1.028,Automated,TL-027,A,Weld,V1,2026-01-01
M7147,PAINT-1,STN-01,2026-03-10 08:27,101-ABC,45,85C,5 bar,Reject,XX100147,SUP-15,WO10147,SEN-008,1.027,Human,TL-028,,NA,v1,2026-01-01
M7148,TRIM-1,STN-03,2026-03-10 08:28,136-ABC,45.0 ,,4.5 bar,reject,XX100148,SUP-17,WO10148,SEN-007,0.981,Human,TL-012,B,Paint,V1,2026-01-01
M7149,TRIM-1,STN-03,2026-03-10 08:29,103-ABC,,85C,4.5 bar,Reject,XX100149,SUP-17,WO10149,SEN-008,0.973,Human,TL-011,A,Paint,v1,2025-12-31
M7150,TRIM-1,STN-05,2026-03-10 08:30,137-ABC,50Nm,,4.5 bar,Repair,XX100150,SUP-11,WO10150,SEN-006,0.985,Human,TL-012,,Dimension,V1,2026-03-01
M7151,GA-2,Stn-03,2026-03-10 08:31,109-ABC,60 nm,85C,65 psi,reject,XX100151,SUP-07,WO10151,SEN-001,0.979,Human,TL-003,C,Paint,V2,2026-01-01
M7152,PAINT-1,Stn-03,2026-03-10 08:32,101-ABC,60 nm,85C,65 psi,Reject,XX100152,SUP-11,WO10152,SEN-004,0.999,Automated,TL-005,C,Paint,v1,2026-01-01
M7153,GA-2, stn-05 ,2026-03-10 08:33,128-ABC,,85 C,65 psi, ok ,XX100153,SUP-05,WO10153,SEN-005,0.995,Human,TL-005,A,Weld,v1,2026-03-01
M7154,TRIM-1,Stn-03,2026-03-10 08:34,110-ABC,35 lb-ft,40 C,4.5 bar,Reject,XX100154,SUP-15,WO10154,SEN-008,0.977,Human,TL-021,B,Material,V2,2026-03-01
M7155,GA-1,STN-03,2026-03-10 08:35,148-ABC,45.0 ,95 F,65 psi,Reject,XX100155,SUP-08,WO10155,SEN-004,0.976,Automated,TL-014,B,NA,v1,2026-03-01
M7156,GA-2, stn-05 ,2026-03-10 08:36,101-ABC,50Nm,104F,65 psi,na,XX100156,SUP-05,WO10156,SEN-008,0.97,Automated,TL-006,C,Dimension,V1,2026-03-01
M7157,GA-2,STN-03,2026/03/10 08:37,136-ABC,45.0 ,85 C,4.5 bar,na,XX100157,SUP-08,WO10157,SEN-003,0.982,Human,TL-027,A,Material,v1,2026-03-01
M7158,TRIM-1,STN-02,2026-03-10 08:38,113-ABC,45.0 ,104F,5 bar,reject,XX100158,SUP-07,WO10158,SEN-010,0.988,Human,TL-003,,NA,v1,2026-03-01
M7159,TRIM-1,STN-03,2026-03-10 08:39,140-ABC,50Nm,85C,4.5 bar,Repair,XX100159,SUP-16,WO10159,SEN-003,1.022,Automated,TL-008,B,Material,V2,2026-01-01
M7160,GA-2, stn-05 ,2026-03-10 08:40,123-ABC,,104F,4.5 bar,Reject,XX100160,SUP-17,WO10160,SEN-008,1.028,Human,TL-004,C,Paint,V2,2025-12-31
M7161,PAINT-1,STN-05,2026-03-10 08:41,148-ABC,45,95 F,4.5 bar,reject,XX100161,SUP-16,WO10161,SEN-008,1.001,Human,TL-001,B,NA,V1,2025-12-31
M7162,GA-2,STN-02,2026-03-10 08:42,106-ABC,35 lb-ft,95 F,5 bar, ok ,XX100162,SUP-01,WO10162,SEN-001,0.976,Human,TL-009,A,Material,v1,2025-12-31
M7163,PAINT-1,STN-05,2026-03-10 08:43,115-ABC,60 nm,40 C,4.5 bar,Reject,XX100163,SUP-04,WO10163,SEN-003,0.973,Human,TL-015,,Material,v1,2026-03-01
M7164,GA-1,STN-01,2026-03-10 08:44,107-ABC,50Nm,85 C,5 bar,na,XX100164,SUP-08,WO10164,SEN-004,0.979,Automated,TL-024,,Paint,V1,2025-12-31
M7165,PAINT-1, stn-05 ,2026-03-10 08:45,126-ABC,,104F,5 bar,None,XX100165,SUP-13,WO10165,SEN-001,1.017,Automated,TL-013,B,Weld,v1,2026-03-01
M7166,TRIM-1,Stn-03,2026-03-10 08:46,125-ABC,,85C,65 psi,na,XX100166,SUP-05,WO10166,SEN-006,0.985,Automated,TL-022,A,Weld,V1,2025-12-31
M7167,GA-2,STN-01,2026-03-10 08:47,120-ABC,50Nm,85 C,5 bar,reject,XX100167,SUP-01,WO10167,SEN-004,0.978,Automated,TL-025,,NA,V1,2026-01-01
M7168,TRIM-1, stn-05 ,2026-03-10 08:48,139-ABC,35 lb-ft,,5 bar, ok ,XX100168,SUP-02,WO10168,SEN-010,0.976,Human,TL-017,A,Dimension,V1,2026-01-01
M7169,TRIM-1,STN-01,2026-03-10 08:49,119-ABC,35 lb-ft,,4.5 bar,None,XX100169,SUP-02,WO10169,SEN-010,1.028,Automated,TL-003,,Material,v1,2026-01-01
M7170,PAINT-1,STN-01,2026-03-10 08:50,132-ABC,45.0 ,95 F,65 psi,na,XX100170,SUP-10,WO10170,SEN-005,0.985,Human,TL-024,C,Dimension,v1,2025-12-31
M7171,GA-2, stn-05 ,2026-03-10 08:51,124-ABC,45.0 ,104F,5 bar,Reject,XX100171,SUP-15,WO10171,SEN-009,0.988,Automated,TL-016,C,NA,V1,2026-03-01
M7172,GA-2,STN-02,2026-03-10 08:52,132-ABC,,40 C,5 bar,Repair,XX100172,SUP-01,WO10172,SEN-006,0.98,Human,TL-011,C,Dimension,V2,2026-03-01
M7173,GA-2,STN-03,2026-03-10 08:53,103-ABC,45,85 C,5 bar,None,XX100173,SUP-20,WO10173,SEN-006,0.996,Human,TL-017,,Dimension,V2,2025-12-31
M7174,GA-1,STN-05,2026-03-10 08:54,114-ABC,60 nm,,4.5 bar,Repair,XX100174,SUP-11,WO10174,SEN-006,0.978,Human,TL-020,C,Material,V1,2025-12-31
M7175,PAINT-1,STN-03,2026-03-10 08:55,140-ABC,60 nm,,5 bar,OK,XX100175,SUP-14,WO10175,SEN-002,0.97,Human,TL-016,,Material,V1,2026-03-01
M7176,TRIM-1,Stn-03,2026-03-10 08:56,139-ABC,,85C,65 psi, ok ,XX100176,SUP-15,WO10176,SEN-008,0.987,Automated,TL-010,C,Dimension,v1,2025-12-31
M7177,PAINT-1, stn-05 ,2026-03-10 08:57,120-ABC,45,,65 psi,Repair,XX100177,SUP-15,WO10177,SEN-005,0.981,Automated,TL-026,B,Dimension,v1,2026-03-01
M7178,GA-2,STN-01,2026-03-10 08:58,121-ABC,35 lb-ft,104F,4.5 bar,Reject,XX100178,SUP-07,WO10178,SEN-007,1.023,Human,TL-001,A,Weld,v1,2026-03-01
M7179,TRIM-1,STN-05,2026-03-10 08:59,149-ABC,35 lb-ft,104F,5 bar,Repair,XX100179,SUP-17,WO10179,SEN-009,1.014,Automated,TL-013,,Weld,V1,2025-12-31
M7180,TRIM-1,STN-04,2026-03-10 09:00,100-ABC,60 nm,85C,5 bar,OK,XX100180,SUP-04,WO10180,SEN-007,0.992,Automated,TL-021,B,Paint,V2,2026-03-01
M7181,PAINT-1,STN-04,2026-03-10 09:01,149-ABC,,104F,65 psi,reject,XX100181,SUP-17,WO10181,SEN-002,0.98,Automated,TL-012,A,Weld,v1,2026-01-01
M7182,GA-1, stn-05 ,2026-03-10 09:02,118-ABC,60 nm,95 F,5 bar,Repair,XX100182,SUP-06,WO10182,SEN-009,0.987,Human,TL-017,B,Dimension,V1,2026-01-01
M7183,GA-1,STN-03,2026-03-10 09:03,136-ABC,60 nm,,5 bar,None,XX100183,SUP-14,WO10183,SEN-001,1.017,Automated,TL-023,A,Weld,V2,2026-01-01
M7184,GA-1, stn-05 ,2026-03-10 09:04,101-ABC,45.0 ,85 C,65 psi, ok ,XX100184,SUP-18,WO10184,SEN-010,0.986,Human,TL-019,B,Dimension,v1,2026-01-01
M7185,GA-2,STN-02,2026-03-10 09:05,133-ABC,,85C,4.5 bar,None,XX100185,SUP-03,WO10185,SEN-003,1.027,Automated,TL-027,,Material,V2,2026-01-01
M7186,GA-1, stn-05 ,2026-03-10 09:06,149-ABC,,95 F,4.5 bar,reject,XX100186,SUP-08,WO10186,SEN-006,0.987,Human,TL-009,A,Material,V1,2026-03-01
M7187,GA-2,STN-04,2026-03-10 09:07,139-ABC,50Nm,85C,4.5 bar,OK,XX100187,SUP-13,WO10187,SEN-010,1.016,Human,TL-015,A,Material,V1,2026-01-01
M7188,GA-2,STN-01,2026-03-10 09:08,110-ABC,,85 C,65 psi,None,XX100188,sup-09 ,WO10188,SEN-008,0.988,Automated,TL-999,,NA,V1,2025-12-31
M7189,PAINT-1, stn-05 ,2026-03-10 09:09,145-ABC,,85 C,65 psi,Reject,XX100189,SUP-13,WO10189,SEN-008,0.971,Human,TL-003,B,Paint,V2,2026-03-01
M7190,GA-2,STN-01,2026-03-10 09:10,118-ABC,50Nm,104F,65 psi,None,XX100190,SUP-11,WO10190,SEN-009,1.022,Automated,TL-013,A,NA,V2,2026-03-01
M7191,GA-2,STN-04,2026-03-10 09:11,112-ABC,50Nm,95 F,65 psi,OK,XX100191,SUP-14,WO10191,SEN-001,0.987,Human,TL-011,B,Paint,v1,2026-01-01
M7192,GA-1,STN-02,2026-03-10 09:12,117-ABC,,85 C,5 bar,Repair,XX100192,SUP-15,WO10192,SEN-004,0.98,Automated,TL-007,,Dimension,v1,2025-12-31
M7193,GA-2,STN-03,2026-03-10 09:13,130-ABC,,85 C,4.5 bar, ok ,XX100193,SUP-15,WO10193,SEN-003,1.027,Automated,TL-020,,Material,V2,2025-12-31
M7194,GA-2,STN-04,2026-03-10 09:14,138-ABC,,85 C,4.5 bar, ok ,XX100194,SUP-04,WO10194,SEN-009,0.975,Automated,TL-024,,NA,v1,2025-12-31
M7195,GA-2,STN-03,2026-03-10 09:15,100-ABC,50Nm,,4.5 bar,reject,XX100195,SUP-06,WO10195,SEN-004,0.989,Human,TL-003,C,Material,V2,2026-01-01
M7196,GA-1, stn-05 ,2026-03-10 09:16,119-ABC,45,85 C,65 psi,OK,XX100196,SUP-13,WO10196,SEN-005,0.991,Automated,TL-025,B,Weld,V1,2026-01-01
M7197,TRIM-1, stn-05 ,2026-03-10 09:17,142-ABC,60 nm,95 F,65 psi,None,XX100197,SUP-15,WO10197,SEN-004,1.03,Automated,TL-012,A,Paint,V2,2026-01-01
M7198,TRIM-1,STN-05,2026-03-10 09:18,146-ABC,45.0 ,,5 bar,None,XX100198,SUP-13,WO10198,SEN-001,1.007,Automated,TL-007,C,Paint,V2,2025-12-31
M7199,GA-1,STN-05,2026-03-10 09:19,119-ABC,60 nm,,4.5 bar,na,XX100199,SUP-08,WO10199,SEN-010,1.0,Automated,TL-030,,Material,V2,2026-01-01
M7200,GA-1,Stn-03,2026-03-10 09:20,148-ABC,60 nm,95 F,4.5 bar, ok ,XX100200,SUP-19,WO10200,SEN-010,1.012,Human,TL-022,A,NA,V2,2026-01-01
M7201,TRIM-1, stn-05 ,2026-03-10 09:21,105-ABC,50Nm,,5 bar,Repair,XX100201,SUP-20,WO10201,SEN-004,0.987,Human,TL-012,,Dimension,V2,2025-12-31
M7202,PAINT-1,STN-05,2026-03-10 09:22,103-ABC,60 nm,,4.5 bar,Repair,XX100202,SUP-17,WO10202,SEN-003,0.999,Human,TL-002,C,Paint,v1,2026-01-01
M7203,GA-2,STN-05,2026-03-10 09:23,116-ABC,45.0 ,85C,4.5 bar,Reject,XX100203,SUP-12,WO10203,SEN-007,0.976,Automated,TL-005,B,Dimension,v1,2026-03-01
M7204,GA-2, stn-05 ,2026-03-10 09:24,115-ABC,45,104F,5 bar,Repair,XX100204,SUP-05,WO10204,SEN-006,1.012,Human,TL-029,B,Material,v1,2026-01-01
M7205,TRIM-1, stn-05 ,2026-03-10 09:25,107-ABC,,40 C,4.5 bar,reject,XX100205,SUP-05,WO10205,SEN-010,1.029,Automated,TL-027,B,NA,v1,2026-03-01
M7206,GA-1,STN-03,2026-03-10 09:26,131-ABC,45.0 ,85C,4.5 bar,Reject,XX100206,SUP-10,WO10206,SEN-004,0.977,Automated,TL-015,A,Paint,V2,2026-03-01
M7207,PAINT-1,STN-05,2026-03-10 09:27,123-ABC,35 lb-ft,85 C,5 bar,None,XX100207,SUP-02,WO10207,SEN-001,0.998,Automated,TL-003,C,Material,V2,2026-01-01
M7208,PAINT-1,STN-04,2026-03-10 09:28,131-ABC,45.0 ,104F,65 psi,None,XX100208,SUP-12,WO10208,SEN-002,1.009,Automated,TL-021,B,NA,V1,2025-12-31
M7209,GA-1,STN-01,2026-03-10 09:29,149-ABC,50Nm,85 C,65 psi,Reject,XX100209,SUP-06,WO10209,SEN-009,1.021,Human,TL-004,C,Material,V2,2026-03-01
M7210,GA-2, stn-05 ,2026-03-10 09:30,122-ABC,35 lb-ft,85 C,65 psi,OK,XX100210,SUP-18,WO10210,SEN-006,1.02,Automated,TL-008,A,NA,V1,2025-12-31
M7211,PAINT-1,STN-01,2026-03-10 09:70,113-ABC,50Nm,40 C,65 psi,reject,XX100211,SUP-06,WO10211,SEN-005,1.006,Human,TL-005,B,Paint,V1,2026-03-01
M7212,PAINT-1,STN-01,2026-03-10 09:32,102-ABC,50Nm,40 C,4.5 bar,OK,XX100212,SUP-12,WO10212,SEN-001,0.972,Automated,TL-005,C,NA,v1,2026-01-01
M7213,PAINT-1,STN-03,2026-03-10 09:33,104-ABC,50Nm,85C,5 bar, ok ,XX100213,SUP-06,WO10213,SEN-003,0.993,Human,TL-015,C,Material,V1,2026-03-01
M7214,GA-1,STN-05,2026-03-10 09:34,120-ABC,,40 C,65 psi,na,XX100214,SUP-05,WO10214,SEN-007,1.028,Human,TL-026,A,Weld,v1,2025-12-31
M7215,TRIM-1,STN-05,2026-03-10 09:35,136-ABC,50Nm,95 F,65 psi,reject,XX100215,SUP-05,WO10215,SEN-005,1.022,Human,TL-028,B,Paint,v1,2025-12-31
M7216,PAINT-1, stn-05 ,2026-03-10 09:36,105-ABC,45.0 ,,5 bar,Reject,XX100216,SUP-18,WO10216,SEN-010,1.027,Automated,TL-017,B,Material,V2,2026-03-01
M7217,TRIM-1,STN-01,2026-03-10 09:37,114-ABC,45.0 ,85 C,5 bar,reject,XX100217,SUP-04,WO10217,SEN-004,1.022,Automated,TL-021,A,Paint,v1,2025-12-31
M7218,TRIM-1, stn-05 ,2026-03-10 09:38,131-ABC,45.0 ,104F,65 psi,OK,XX100218,SUP-18,WO10218,SEN-010,1.012,Human,TL-028,,NA,V2,2026-01-01
M7219,GA-1, stn-05 ,2026-03-10 09:39,146-ABC,,85C,65 psi, ok ,XX100219,SUP-13,WO10219,SEN-009,0.98,Human,TL-019,,NA,V1,2026-03-01
M7220,GA-1,STN-04,2026-03-10 09:40,115-ABC,45,95 F,4.5 bar,None,XX100220,SUP-20,WO10220,SEN-004,0.998,Human,TL-023,B,Dimension,V1,2025-12-31
M7221,GA-2,STN-05,2026-03-10 09:41,107-ABC,60 nm,95 F,4.5 bar,Reject,XX100221,SUP-11,WO10221,SEN-001,1.02,Human,TL-008,C,Material,v1,2025-12-31
M7222,TRIM-1, stn-05 ,2026-03-10 09:42,131-ABC,45,104F,65 psi,None,XX100222,,WO10222,SEN-006,1.003,Human,TL-002,B,Weld,V2,2026-01-01
M7223,PAINT-1,STN-01,2026-03-10 09:43,137-ABC,50Nm,85C,4.5 bar,Repair,XX100223,SUP-04,WO10223,SEN-002,1.018,Human,TL-005,C,Dimension,V1,2025-12-31
M7224,TRIM-1,STN-05,2026-03-10 09:44,144-ABC,35 lb-ft,40 C,4.5 bar,None,XX100224,SUP-11,WO10224,SEN-003,0.999,Automated,TL-028,A,NA,V1,2026-01-01
M7225,PAINT-1,Stn-03,2026-03-10 09:45,130-ABC,45.0 ,,65 psi,Repair,XX100225,SUP-08,WO10225,SEN-010,1.001,Automated,TL-011,B,Weld,V1,2025-12-31
M7226,GA-1,STN-02,2026-03-10 09:46,110-ABC,35 lb-ft,,65 psi,Reject,XX100226,SUP-19,WO10226,SEN-008,0.993,Automated,TL-011,A,Weld,v1,2026-03-01
M7227,TRIM-1,STN-02,2026-03-10 09:47,101-ABC,45.0 ,40 C,5 bar,None,XX100227,SUP-05,WO10227,SEN-003,0.986,Automated,TL-003,C,Weld,v1,2025-12-31
M7228,GA-2, stn-05 ,2026-03-10 09:48,102-ABC,,85C,4.5 bar, ok ,XX100228,SUP-14,WO10228,SEN-010,1.008,Automated,TL-026,C,Paint,V1,2025-12-31
M7229,GA-1,STN-03,2026-03-10 09:49,148-ABC,35 lb-ft,,65 psi,na,XX100229,SUP-08,WO10229,SEN-006,1.022,Automated,TL-011,A,Weld,v1,2026-03-01
M7230,PAINT-1,STN-05,2026-03-10 09:50,123-ABC,45.0 ,85 C,65 psi,OK,XX100230,SUP-05,WO10230,SEN-004,0.97,Automated,TL-013,,Dimension,v1,2026-03-01
M7231,GA-2,STN-05,2026-03-10 09:51,104-ABC,45.0 ,95 F,5 bar,Reject,XX100231,SUP-09,WO10231,SEN-010,1.003,Automated,TL-003,B,Material,V1,2025-12-31
M7232,GA-2,STN-03,2026-03-10 09:52,137-ABC,35 lb-ft,40 C,65 psi, ok ,XX100232,SUP-14,WO10232,SEN-002,1.02,Automated,TL-029,B,Weld,V2,2025-12-31
M7233,GA-1,Stn-03,2026-03-10 09:53,110-ABC,60 nm,95 F,4.5 bar,reject,XX100233,SUP-01,WO10233,SEN-004,0.973,Automated,TL-007,C,Material,v1,2026-01-01
M7234,GA-2,STN-02,2026-03-10 09:54,146-ABC,45,85 C,5 bar,None,XX100234,SUP-03,WO10234,SEN-002,1.019,Automated,TL-024,B,NA,V1,2026-03-01
M7235,GA-1, stn-05 ,2026-03-10 09:55,120-ABC,45,85 C,65 psi,Reject,XX100235,SUP-01,WO10235,SEN-008,0.994,Automated,TL-006,A,Dimension,V1,2026-01-01
M7236,TRIM-1,Stn-03,2026-03-10 09:56,131-ABC,,40 C,65 psi,Repair,XX100236,SUP-01,WO10236,SEN-001,1.026,Automated,TL-002,,Material,v1,2025-12-31
M7237,TRIM-1,STN-02,2026-03-10 09:57,105-ABC,45,85 C,4.5 bar,OK,XX100237,SUP-17,WO10237,SEN-002,0.991,Automated,TL-014,C,Material,v1,2025-12-31
M7238,GA-2, stn-05 ,2026-03-10 09:58,138-ABC,,95 F,4.5 bar,reject,XX100238,SUP-20,WO10238,SEN-005,1.019,Automated,TL-025,A,Weld,v1,2025-12-31
M7239,PAINT-1,STN-05,2026-03-10 09:59,117-ABC,35 lb-ft,104F,5 bar,Reject,XX100239,SUP-05,WO10239,SEN-005,0.971,Automated,TL-004,C,Paint,v1,2026-01-01
M7240,PAINT-1,Stn-03,2026-03-10 10:00,105-ABC,45,104F,4.5 bar,None,XX100240,SUP-02,WO10240,SEN-009,1.0,Human,TL-009,C,Paint,V1,2025-12-31
M7241,GA-2,STN-05,2026-03-10 10:01,101-ABC,35 lb-ft,,4.5 bar,Repair,XX100241,SUP-16,WO10241,SEN-004,1.008,Automated,TL-029,,Dimension,V1,2026-03-01
M7242,GA-1,STN-01,2026-03-10 10:02,142-ABC,60 nm,85C,4.5 bar, ok ,XX100242,SUP-13,WO10242,SEN-006,0.974,Automated,TL-014,,Paint,V1,2026-03-01
M7243,GA-1,STN-03,2026-03-10 10:03,145-ABC,50Nm,85 C,4.5 bar,Reject,XX100243,SUP-07,WO10243,SEN-006,1.016,Automated,TL-010,,Paint,v1,2026-01-01
M7244,PAINT-1,Stn-03,2026-03-10 10:04,149-ABC,35 lb-ft,85 C,65 psi,Reject,XX100244,SUP-03,WO10244,SEN-006,0.97,Human,TL-006,C,Material,v1,2026-03-01
M7245,GA-2,STN-05,2026-03-10 10:05,103-ABC,45.0 ,,65 psi,None,XX100245,SUP-15,WO10245,SEN-003,0.996,Human,TL-030,C,NA,V1,2026-01-01
M7246,GA-1,STN-02,2026-03-10 10:06,119-ABC,45.0 ,104F,5 bar,Reject,XX100246,SUP-04,WO10246,SEN-003,0.998,Automated,TL-003,,Weld,v1,2025-12-31
M7247,PAINT-1,STN-03,2026-03-10 10:07,102-ABC,,85 C,4.5 bar, ok ,XX100247,SUP-01,WO10247,SEN-001,0.978,Human,TL-019,,NA,v1,2026-01-01
M7248,GA-1,STN-03,2026-03-10 10:08,104-ABC,45,85C,65 psi,OK,XX100248,SUP-17,WO10248,SEN-007,0.97,Human,TL-022,B,Material,v1,2026-01-01
M7249,TRIM-1,Stn-03,2026-03-10 10:09,131-ABC,45,95 F,4.5 bar, ok ,XX100249,SUP-08,WO10249,SEN-002,0.986,Human,TL-001,C,Weld,V1,2026-01-01
M7250,GA-2,STN-05,2026-03-10 10:10,103-ABC,50Nm,104F,65 psi,Reject,XX100250,SUP-01,WO10250,SEN-006,1.011,Automated,TL-018,C,Material,V2,2025-12-31
M7251,PAINT-1,Stn-03,2026-03-10 10:11,147-ABC,60 nm,95 F,65 psi,Repair,XX100251,SUP-11,WO10251,SEN-009,0.995,Human,TL-013,,Dimension,V1,2025-12-31
M7252,GA-1,STN-02,2026-03-10 10:12,138-ABC,,95 F,5 bar,na,XX100252,SUP-13,WO10252,SEN-004,1.02,Human,TL-003,A,NA,V2,2025-12-31
M7253,TRIM-1, stn-05 ,2026-03-10 10:13,141-ABC,50Nm,104F,5 bar,Reject,XX100253,SUP-15,WO10253,SEN-010,0.97,Automated,TL-017,C,Material,v1,2026-03-01
M7254,GA-2,Stn-03,2026-03-10 10:14,140-ABC,60 nm,40 C,65 psi,reject,XX100254,SUP-03,WO10254,SEN-007,1.029,Automated,TL-020,C,NA,v1,2025-12-31
M7255,GA-2,STN-05,2026-03-10 10:15,148-ABC,35 lb-ft,95 F,65 psi, ok ,XX100255,SUP-12,WO10255,SEN-009,1.005,Human,TL-005,A,Material,V2,2025-12-31
M7256,GA-2,STN-05,2026-03-10 10:16,110-ABC,35 lb-ft,85 C,5 bar,OK,XX100256,SUP-05,WO10256,SEN-008,0.981,Human,TL-011,,Weld,V2,2026-01-01
M7257,PAINT-1,STN-02,2026-03-10 10:17,144-ABC,35 lb-ft,40 C,4.5 bar,Reject,XX100257,SUP-12,WO10257,SEN-009,1.001,Automated,TL-022,A,Weld,V2,2026-03-01
M7258,PAINT-1, stn-05 ,2026-03-10 10:18,107-ABC,50Nm,,65 psi,reject,XX100258,SUP-06,WO10258,SEN-009,0.979,Human,TL-012,,Material,v1,2026-01-01
M7259,TRIM-1,STN-05,2026-03-10 10:19,121-ABC,50Nm,95 F,4.5 bar,na,XX100259,SUP-07,WO10259,SEN-001,1.004,Human,TL-019,B,Weld,v1,2025-12-31
M7260,TRIM-1,STN-03,2026-03-10 10:20,116-ABC,45.0 ,95 F,65 psi,None,XX100260,SUP-17,WO10260,SEN-008,1.022,Human,TL-005,,Weld,v1,2026-03-01
M7261,GA-1, stn-05 ,2026-03-10 10:21,128-ABC,50Nm,95 F,4.5 bar,reject,XX100261,SUP-10,WO10261,SEN-007,0.996,Automated,TL-012,B,Dimension,v1,2026-01-01
M7262,GA-2,Stn-03,2026-03-10 10:22,145-ABC,,95 F,4.5 bar,reject,XX100262,SUP-07,WO10262,SEN-006,1.022,Human,TL-025,,Dimension,V2,2025-12-31
M7263,PAINT-1,STN-04,2026-03-10 10:23,141-ABC,45,85C,5 bar,na,XX100263,SUP-15,WO10263,SEN-008,1.012,Automated,TL-014,,Paint,V1,2026-03-01
M7264,PAINT-1,STN-04,2026-03-10 10:24,108-ABC,,85C,5 bar,OK,XX100264,SUP-07,WO10264,SEN-007,1.002,Automated,TL-018,C,Dimension,V2,2026-01-01
M7265,GA-1,STN-02,2026-03-10 10:25,104-ABC,,85C,4.5 bar,Repair,XX100265,SUP-03,WO10265,SEN-004,1.004,Human,TL-027,B,Weld,V2,2026-01-01
M7266,PAINT-1,Stn-03,2026-03-10 10:26,137-ABC,45.0 ,40 C,4.5 bar, ok ,XX100266,SUP-05,WO10266,SEN-006,0.99,Human,TL-006,C,Material,V2,2026-01-01
M7267,TRIM-1,STN-04,2026-03-10 10:27,116-ABC,60 nm,95 F,5 bar,Repair,XX100267,SUP-17,WO10267,SEN-007,1.011,Automated,TL-010,B,Dimension,V2,2025-12-31
M7268,TRIM-1,STN-03,2026-03-10 10:28,112-ABC,45.0 ,85C,4.5 bar,na,XX100268,SUP-12,WO10268,SEN-008,1.009,Human,TL-012,C,Paint,V2,2025-12-31
M7269,GA-1, stn-05 ,2026-03-10 10:29,120-ABC,45,104F,4.5 bar,Repair,XX100269,SUP-19,WO10269,SEN-006,0.972,Human,TL-026,,Weld,V1,2025-12-31
M7270,GA-2,Stn-03,2026-03-10 10:30,137-ABC,,40 C,65 psi,reject,XX100270,SUP-15,WO10270,SEN-004,1.023,Human,TL-006,,NA,V1,2026-01-01
M7271,GA-1,Stn-03,2026-03-10 10:31,138-ABC,50Nm,85 C,4.5 bar,reject,XX100271,SUP-18,WO10271,SEN-003,1.0,Automated,TL-026,B,Material,V1,2026-01-01
M7272,GA-2,STN-05,2026-03-10 10:32,106-ABC,50Nm,85C,4.5 bar, ok ,XX100272,SUP-03,WO10272,SEN-001,0.995,Automated,TL-023,,Dimension,V1,2026-01-01
M7273,GA-2,STN-01,2026-03-10 10:33,110-ABC,50Nm,95 F,4.5 bar, ok ,XX100273,SUP-19,WO10273,SEN-006,1.012,Human,TL-010,C,Weld,v1,2026-01-01
M7274,GA-2,Stn-03,2026-03-10 10:34,142-ABC,45.0 ,40 C,4.5 bar,Reject,XX100274,SUP-13,WO10274,SEN-003,1.008,Human,TL-021,A,Paint,V2,2026-01-01
M7275,GA-2,STN-04,2026-03-10 10:35,121-ABC,60 nm,40 C,4.5 bar,None,XX100275,SUP-12,WO10275,SEN-002,1.009,Human,TL-021,A,Weld,V2,2026-03-01
M7276,GA-1,Stn-03,2026-03-10 10:36,131-ABC,45,85 C,65 psi,Reject,XX100276,SUP-10,WO10276,SEN-010,1.005,Human,TL-007,B,Dimension,V2,2026-01-01
M7277,TRIM-1,STN-01,2026-03-10 10:37,137-ABC,,85C,4.5 bar,Reject,XX100277,SUP-07,WO10277,SEN-003,1.009,Human,TL-006,C,Weld,V2,2026-03-01
M7278,GA-2,STN-03,2026-03-10 10:38,147-ABC,35 lb-ft,85 C,4.5 bar, ok ,XX100278,SUP-10,WO10278,SEN-002,1.013,Automated,TL-004,A,Paint,v1,2026-03-01
