Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units
M7140,MA1AB100000000140,WO10140,Sedan X,PAINT-1, stn-05 ,2026-03-01 08:55,ENG-1152,SUP-151,EMP396,TL-085,,Valid,MC-101,480,463,17,0.85,476,0,476
M7141,MA1AB100000000141,WO10141,Sedan X,TRIM-1,STN-05,2026-03-01 08:56,ENG-1247,SUP-089,EMP270,TL-071,,Valid,MC-102,480,430,50,1.04,541,11,530
M7142,MA1AB100000000142,WO10142,SUV Pro,PAINT-1,Stn-03,2026-03-01 08:57,ENG-1096,SUP-179,EMP222,TL-074,,Valid,MC-103,480,447,33,1.02,578,5,573
M7143,MA1AB100000000143,WO10143,Sedan X,TRIM-1,STN-01,2026-03-01 08:58,ENG-1162,SUP-191,EMP342,TL-091,,Valid,MC-104,480,450,30,0.88,585,8,577
M7144,MA1AB100000000144,WO10144,SUV Pro,GA-2,STN-04,2026-03-01 09:00,ENG-1493,SUP-010,EMP164,TL-065,C,Valid,MC-105,480,440,40,1.11,508,9,499
M7145,MA1AB100000000145,WO10145,Sedan X,TRIM-1,STN-01,2026-03-01 09:01,ENG-1001,SUP-135,EMP333,TL-002,B,Valid,MC-101,480,443,37,0.97,485,0,485
M7146,MA1AB100000000146,WO10146,SUV Pro,GA-2,STN-01,2026-03-01 09:02,ENG-1240,SUP-068,EMP273,TL-080,,Valid,MC-102,480,474,6,0.81,543,4,539
M7147,MA1AB100000000147,WO10147,Hatch Z,GA-1,Stn-03,2026-03-01 09:03,ENG-1168,SUP-173,EMP373,TL-049,C,Valid,MC-103,480,431,49,1.12,451,6,445
M7148,MA1AB100000000148,WO10148,Hatch Z,TRIM-1,Stn-03,2026-03-01 09:05,ENG-1277,SUP-010,EMP135,TL-031,C,Valid,MC-104,480,472,8,1.06,574,6,568
M7149,MA1AB100000000149,WO10149,Sedan X,GA-1,STN-04,2026-03-01 09:06,ENG-1050,SUP-195,EMP151,TL-057,B,Valid,MC-105,480,435,45,1.15,546,10,536
M7150,MA1AB100000000150,WO10150,Hatch Z,PAINT-1,STN-01,2026-03-01 09:07,ENG-1023,SUP-084,EMP128,TL-038,C,Valid,MC-101,480,447,33,1.14,459,11,448
M7151,MA1AB100000000151,WO10151,SUV Pro,TRIM-1,STN-02,2026-03-01 09:08,ENG-1125,SUP-136,EMP310,TL-073,B,Valid,MC-102,480,453,27,0.94,557,2,555
M7152,MA1AB100000000152,WO10152,Sedan X,GA-2,STN-01,2026-03-01 09:10,ENG-1312,SUP-098,EMP223,TL-064,B,Valid,MC-103,480,459,21,0.91,472,14,458
M7153,MA1AB100000000153,WO10153,Sedan X,TRIM-1, stn-05 ,2026-03-01 09:11,ENG-1130,SUP-118,EMP230,TL-086,A,Valid,MC-104,480,439,41,0.98,566,2,564
M7154,MA1AB100000000154,WO10154,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:12,ENG-1279,SUP-041,EMP137,TL-057,C,Valid,MC-105,480,439,41,0.99,523,2,521
M7155,MA1AB100000000155,WO10155,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:13,ENG-1492,SUP-109,EMP228,TL-059,C,Valid,MC-101,480,461,19,0.97,462,8,454
M7156,MA1AB100000000156,WO10156,Sedan X,TRIM-1,Stn-03,2026-03-01 09:15,ENG-1247,SUP-028,EMP221,TL-049,C,Valid,MC-102,480,470,10,1.17,546,1,545
M7157,MA1AB100000000157,WO10157,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:16,ENG-1151,SUP-006,EMP302,TL-036,A,Valid,MC-103,480,446,34,1.19,490,0,490
M7158,MA1AB100000000158,WO10158,Hatch Z,GA-1,STN-05,2026-03-01 09:17,ENG-1381,SUP-128,EMP246,TL-100,B,Valid,MC-104,480,449,31,0.8,494,8,486
M7159,MA1AB100000000159,WO10159,Hatch Z,PAINT-1,STN-02,2026-03-01 09:18,ENG-1325,SUP-049,EMP228,TL-087,B,Valid,MC-105,480,467,13,0.94,482,1,481
M7160,MA1AB100000000160,WO10160,Hatch Z,GA-1, stn-05 ,2026-03-01 09:20,ENG-1330,SUP-011,EMP258,TL-999,,Valid,MC-101,480,467,13,1.09,548,12,536
M7161,MA1AB100000000161,WO10161,Sedan X,PAINT-1, stn-05 ,2026-03-01 09:21,ENG-1067,SUP-024,EMP251,TL-042,,Valid,MC-102,480,480,0,1.2,476,15,461
M7162,MA1AB100000000162,WO10162,Sedan X,GA-2,STN-02,2026-03-01 09:22,ENG-1402,SUP-139,EMP287,TL-068,C,Valid,MC-103,480,452,28,1.1,460,7,453
M7163,MA1AB100000000163,WO10163,Sedan X,PAINT-1,Stn-03,2026-03-01 09:23,ENG-1483,SUP-124,EMP251,TL-096,C,Valid,MC-104,480,463,17,1.07,561,8,553
M7164,MA1AB100000000164,WO10164,Sedan X,TRIM-1,STN-01,2026-03-01 09:25,ENG-1072,SUP-194,EMP215,TL-087,,Valid,MC-105,480,449,31,1.02,498,8,490
M7165,MA1AB100000000165,WO10165,Hatch Z,PAINT-1,STN-01,2026-03-01 09:26,ENG-1404,SUP-102,EMP107,TL-034,A,Valid,MC-101,480,464,16,0.83,488,10,478
M7166,MA1AB100000000166,WO10166,SUV Pro,PAINT-1, stn-05 ,2026-03-01 09:27,ENG-1383,SUP-173,EMP234,TL-075,,Valid,MC-102,480,480,0,0.92,501,9,492
M7167,MA1AB100000000167,WO10167,Hatch Z,PAINT-1,STN-01,2026-03-01 09:28,ENG-1345,SUP-060,EMP341,TL-004,C,Valid,MC-103,480,439,41,0.91,468,11,457
M7168,MA1AB100000000168,WO10168,Hatch Z,GA-2, stn-05 ,2026-03-01 09:30,ENG-1032,SUP-163,EMP337,TL-090,C,Valid,MC-104,480,443,37,1.04,542,2,540
M7169,MA1AB100000000169,WO10169,Hatch Z,TRIM-1,STN-01,2026-03-01 09:31,ENG-1071,SUP-012,EMP119,TL-039,,Valid,MC-105,480,448,32,0.81,598,7,591
M7170,MA1AB100000000170,WO10170,Sedan X,GA-1,STN-02,2026-03-01 09:32,ENG-1454,SUP-138,EMP169,TL-050,,Valid,MC-101,480,452,28,0.82,594,8,586
M7171,MA1AB100000000171,WO10171,SUV Pro,TRIM-1,STN-05,2026-03-01 09:33,ENG-1380,SUP-187,EMP179,TL-054,A,Valid,MC-102,480,442,38,1.12,527,15,512
M7172,MA1AB100000000172,WO10172,SUV Pro,TRIM-1,STN-03,2026-03-01 09:35,ENG-1016,SUP-177,EMP289,TL-028,,Valid,MC-103,480,461,19,1.05,564,7,557
M7173,MA1AB100000000173,WO10173,SUV Pro,GA-2,Stn-03,2026/03/01 09:36,ENG-1185,SUP-026,EMP288,TL-070,C,Valid,MC-104,480,478,2,0.83,570,1,569
M7174,MA1AB100000000174,WO10174,Sedan X,TRIM-1,STN-03,2026-03-01 09:37,ENG-1097,SUP-032,EMP332,TL-012,B,Valid,MC-105,480,473,7,1.19,586,3,583
M7175,MA1AB100000000175,WO10175,Hatch Z,GA-1,STN-01,2026-03-01 09:38,ENG-1402,SUP-086,EMP224,TL-017,B,Valid,MC-101,480,438,42,1.16,462,15,447
M7176,MA1AB100000000176,WO10176,Sedan X,GA-2,STN-05,2026-03-01 09:40,ENG-1110,SUP-060,EMP268,TL-100,B,Valid,MC-102,480,444,36,0.88,520,4,516
M7177,MA1AB100000000177,WO10177,Hatch Z,GA-1,STN-03,2026-03-01 09:41,ENG-1439,SUP-038,EMP166,TL-070,C,Valid,MC-103,480,447,33,1.01,497,12,485
M7178,MA1AB100000000178,WO10178,Sedan X,GA-1, stn-05 ,2026-03-01 09:42,ENG-1443,SUP-007,EMP167,TL-002,C,Valid,MC-104,480,437,43,0.82,592,9,583
M7179,MA1AB100000000179,WO10179,Sedan X,PAINT-1,STN-01,2026-03-01 09:43,ENG-1089,SUP-068,EMP126,TL-017,,Valid,MC-105,480,451,29,1.05,544,11,533
M7180,MA1AB100000000180,WO10180,Hatch Z,GA-1, stn-05 ,2026-03-01 09:45,ENG-1032,SUP-122,EMP329,TL-100,C,Valid,MC-101,480,461,19,0.91,545,0,545
M7181,MA1AB100000000181,WO10181,Hatch Z,GA-1,STN-04,2026-03-01 09:46,ENG-1257,SUP-057,EMP122,TL-094,C,Valid,MC-102,480,461,19,0.84,490,3,487
M7182,MA1AB100000000182,WO10182,SUV Pro,GA-1,STN-01,2026-03-01 09:47,ENG-1245,SUP-103,EMP318,TL-088,A,Valid,MC-103,480,439,41,0.8,546,11,535
M7183,MA1AB100000000183,WO10183,SUV Pro,TRIM-1,STN-01,2026-03-01 09:48,ENG-1460,SUP-021,EMP264,TL-078,B,Valid,MC-104,480,470,10,0.92,512,14,498
M7184,MA1AB100000000184,WO10184,Sedan X,GA-2,STN-03,2026-03-01 09:50,ENG-1319,SUP-163,EMP399,TL-071,C,Valid,MC-105,480,442,38,0.96,473,0,473
M7185,MA1AB100000000185,WO10185,SUV Pro,PAINT-1,STN-04,2026-03-01 09:51,ENG-1258,SUP-155,EMP320,TL-013,A,Valid,MC-101,480,441,39,1.12,552,6,546
M7186,MA1AB100000000186,WO10186,Hatch Z,GA-2,STN-04,2026-03-01 09:52,ENG-1231,SUP-059,EMP311,TL-044,,Valid,MC-102,480,461,19,0.92,564,1,563
M7187,MA1AB100000000187,WO10187,SUV Pro,TRIM-1, stn-05 ,2026-03-01 09:53,ENG-1048,SUP-081,EMP318,TL-041,C,Valid,MC-103,480,441,39,1.06,522,0,522
M7188,MA1AB100000000188,WO10188,SUV Pro,GA-2, stn-05 ,2026-03-01 09:55,ENG-1472,SUP-122,EMP134,TL-012,A,Valid,MC-104,480,453,27,0.94,523,0,523
M7189,MA1AB100000000189,WO10189,Sedan X,TRIM-1,STN-01,2026-03-01 09:56,ENG-1381,SUP-190,EMP290,TL-017,A,Valid,MC-105,480,472,8,1.13,506,13,493
M7190,MA1AB100000000190,WO10190,Hatch Z,PAINT-1, stn-05 ,2026-03-01 09:57,ENG-1062,SUP-106,EMP281,TL-086,,Valid,MC-101,480,430,50,1.0,546,0,546
M7191,MA1AB100000000191,WO10191,Hatch Z,GA-1,STN-03,2026-03-01 09:58,ENG-1307,SUP-080,EMP280,TL-014,B,Valid,MC-102,480,435,45,0.94,535,3,532
M7192,MA1AB100000000192,WO10192,Sedan X,TRIM-1,STN-02,2026-03-01 10:00,ENG-1433,SUP-028,EMP279,TL-072,C,Valid,MC-103,480,436,44,0.89,556,3,553
M7193,MA1AB100000000193,WO10193,Sedan X,PAINT-1,STN-05,2026-03-01 10:01,ENG-1115,SUP-110,EMP387,TL-099,A,Valid,MC-104,480,431,49,1.07,476,1,475
M7194,MA1AB100000000194,WO10194,Hatch Z,PAINT-1,STN-01,2026-03-01 10:02,ENG-1092,SUP-070,EMP258,TL-044,C,Valid,MC-105,480,454,26,1.07,580,1,579
M7195,MA1AB100000000195,WO10195,Sedan X,GA-2,Stn-03,2026-03-01 10:03,ENG-1073,SUP-145,EMP305,TL-009,B,Valid,MC-101,480,471,9,0.94,592,2,590
M7196,MA1AB100000000196,WO10196,Hatch Z,GA-1,STN-01,2026-03-01 10:05,ENG-1382,SUP-136,EMP210,TL-049,,Valid,MC-102,480,470,10,1.2,524,10,514
M7197,MA1AB100000000197,WO10197,SUV Pro,PAINT-1,STN-02,2026-03-01 10:06,ENG-1189,SUP-080,EMP266,TL-100,A,Valid,MC-103,480,440,40,1.04,519,3,516
M7198,MA1AB100000000198,WO10198,Sedan X,GA-2,STN-02,2026-03-01 10:07,ENG-1386,SUP-159,EMP125,TL-087,A,Valid,MC-104,480,454,26,1.02,535,15,520
M7199,MA1AB100000000199,WO10199,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:08,ENG-1217,SUP-125,EMP326,TL-054,C,Valid,MC-105,480,452,28,1.13,505,9,496
M7200,MA1AB100000000200,WO10200,Sedan X,GA-1,STN-03,2026-03-01 10:10,ENG-1220,SUP-029,EMP245,TL-087,,Valid,MC-101,480,454,26,0.93,503,6,497
M7201,MA1AB100000000201,WO10201,Hatch Z,PAINT-1,STN-01,2026-03-01 10:11,ENG-1112,SUP-102,EMP128,TL-001,B,Valid,MC-102,480,457,23,0.81,523,8,515
M7202,MA1AB100000000202,WO10202,SUV Pro,GA-2,Stn-03,2026-03-01 10:12,ENG-1070,SUP-196,EMP230,TL-038,C,Valid,MC-103,480,441,39,0.87,553,4,549
M7203,MA1AB100000000203,WO10203,Sedan X,GA-1,STN-04,2026-03-01 10:13,ENG-1382,SUP-111,EMP189,TL-017,,Valid,MC-104,480,467,13,0.86,466,11,455
M7204,MA1AB100000000204,WO10204,Hatch Z,GA-2,STN-05,2026-03-01 10:15,ENG-1286,SUP-172,EMP281,TL-010,,Valid,MC-105,480,471,9,1.0,548,2,546
M7205,MA1AB100000000205,WO10205,Hatch Z,GA-1,STN-04,2026-03-01 10:16,ENG-1009,SUP-118,EMP139,TL-041,,Valid,MC-101,480,454,26,1.11,466,8,458
M7206,MA1AB100000000206,WO10206,Hatch Z,TRIM-1, stn-05 ,2026-03-01 10:17,ENG-1327,SUP-107,EMP248,TL-015,,Valid,MC-102,480,467,13,0.92,574,12,562
M7207,MA1AB100000000207,WO10207,Sedan X,PAINT-1,STN-02,2026-03-01 10:18,ENG-1410,SUP-159,EMP335,TL-089,C,Valid,MC-103,480,478,2,0.95,487,14,473
M7208,MA1AB100000000208,WO10208,Sedan X,TRIM-1,Stn-03,2026-03-01 10:20,ENG-1054,SUP-063,EMP323,TL-076,,Valid,MC-104,480,466,14,1.12,544,1,543
M7209,MA1AB100000000209,WO10209,Hatch Z,GA-1,STN-04,2026-03-01 10:21,ENG-1445,SUP-080,EMP273,TL-029,C,Valid,MC-105,480,443,37,1.01,549,6,543
M7210,MA1AB100000000210,WO10210,Sedan X,GA-1,STN-05,2026-03-01 10:22,ENG-1324,SUP-030,EMP371,TL-066,B,Valid,MC-101,480,470,10,1.15,485,4,481
M7211,MA1AB100000000211,WO10211,SUV Pro,PAINT-1, stn-05 ,2026-03-01 10:70,ENG-1490,SUP-166,EMP175,TL-031,A,Valid,MC-102,480,437,43,1.15,488,11,477
M7212,MA1AB100000000212,WO10212,Sedan X,PAINT-1,STN-02,2026-03-01 10:25,ENG-1088,SUP-155,EMP178,TL-098,A,Valid,MC-103,480,451,29,0.82,454,4,450
M7213,MA1AB100000000213,WO10213,Sedan X,TRIM-1,STN-04,2026-03-01 10:26,ENG-1386,SUP-145,EMP396,TL-058,C,Valid,MC-104,480,480,0,1.08,508,6,502
M7214,MA1AB100000000214,WO10214,Hatch Z,PAINT-1,STN-02,2026-03-01 10:27,ENG-1225,SUP-018,EMP340,TL-057,C,Valid,MC-105,480,480,0,0.93,459,6,453
M7215,MA1AB100000000215,WO10215,SUV Pro,GA-1,STN-03,2026-03-01 10:28,ENG-1259,SUP-019,EMP258,TL-060,,Valid,MC-101,480,468,12,1.09,477,14,463
M7216,MA1AB100000000216,WO10216,Sedan X,GA-1,STN-03,2026-03-01 10:30,ENG-1425,SUP-074,EMP139,TL-083,A,Valid,MC-102,480,455,25,1.05,568,11,557
M7217,MA1AB100000000217,WO10217,Hatch Z,TRIM-1,STN-04,2026-03-01 10:31,ENG-1297,SUP-142,EMP121,TL-058,B,Valid,MC-103,480,468,12,1.18,595,11,584
M7218,MA1AB100000000218,WO10218,SUV Pro,TRIM-1,STN-05,2026-03-01 10:32,ENG-1077,SUP-016,EMP330,TL-014,C,Valid,MC-104,480,468,12,0.96,501,9,492
M7219,MA1AB100000000219,WO10219,Hatch Z,GA-1,STN-05,2026-03-01 10:33,ENG-1330,SUP-045,EMP120,TL-032,,Valid,MC-105,480,475,5,1.1,492,9,483
M7220,MA1AB100000000220,WO10220,SUV Pro,GA-2,STN-03,2026-03-01 10:35,ENG-1190,SUP-073,EMP298,TL-053,C,Valid,MC-101,480,464,16,1.06,594,3,591
M7221,MA1AB100000000221,WO10221,Hatch Z,GA-1,Stn-03,2026-03-01 10:36,ENG-1323,SUP-166,EMP271,TL-009,C,Valid,MC-102,480,470,10,0.93,533,5,528
M7222,MA1AB100000000222,WO10222,Sedan X,TRIM-1,STN-03,2026-03-01 10:37,ENG-1129,,EMP176,TL-043,A,Valid,MC-103,480,480,0,0.85,496,12,484
M7223,MA1AB100000000223,WO10223,Hatch Z,GA-2,STN-03,2026-03-01 10:38,ENG-1158,SUP-168,EMP300,TL-017,A,Valid,MC-104,480,445,35,0.88,578,2,576
M7224,MA1AB100000000224,WO10224,SUV Pro,TRIM-1, stn-05 ,2026-03-01 10:40,ENG-1405,SUP-085,EMP165,TL-086,A,Valid,MC-105,480,452,28,0.95,462,10,452
M7225,MA1AB100000000225,WO10225,Hatch Z,TRIM-1,STN-05,2026-03-01 10:41,ENG-1185,SUP-005,EMP285,TL-040,B,Valid,MC-101,480,442,38,1.01,508,15,493
M7226,MA1AB100000000226,WO10226,Sedan X,PAINT-1,Stn-03,2026-03-01 10:42,ENG-1248,SUP-050,EMP215,TL-018,B,Valid,MC-102,480,457,23,0.92,478,2,476
M7227,MA1AB100000000227,WO10227,Sedan X,PAINT-1,Stn-03,2026-03-01 10:43,ENG-1403,SUP-026,EMP359,TL-099,A,Valid,MC-103,480,467,13,1.02,583,14,569
M7228,MA1AB100000000228,WO10228,Hatch Z,PAINT-1,Stn-03,2026-03-01 10:45,ENG-1316,SUP-034,EMP292,TL-020,B,Valid,MC-104,480,480,0,0.82,587,11,576
M7229,MA1AB100000000229,WO10229,Sedan X,GA-2, stn-05 ,2026-03-01 10:46,ENG-1224,SUP-012,EMP310,TL-047,B,Valid,MC-105,480,453,27,1.15,520,8,512
M7230,MA1AB100000000230,WO10230,SUV Pro,PAINT-1,Stn-03,2026-03-01 10:47,ENG-1383,SUP-115,EMP219,TL-069,B,Valid,MC-101,480,438,42,1.16,470,8,462
M7231,MA1AB100000000231,WO10231,SUV Pro,TRIM-1,Stn-03,2026-03-01 10:48,ENG-1099,SUP-095,EMP392,TL-057,,Valid,MC-102,480,459,21,1.04,568,6,562
M7232,MA1AB100000000232,WO10232,SUV Pro,TRIM-1,STN-05,2026-03-01 10:50,ENG-1270,SUP-108,EMP182,TL-026,B,Valid,MC-103,480,457,23,1.03,484,9,475
M7233,MA1AB100000000233,WO10233,SUV Pro,GA-1, stn-05 ,2026-03-01 10:51,ENG-1246,SUP-096,EMP383,TL-014,A,Valid,MC-104,480,435,45,0.81,593,7,586
M7234,MA1AB100000000234,WO10234,SUV Pro,GA-1,Stn-03,2026-03-01 10:52,ENG-1082,SUP-070,EMP330,TL-066,B,Valid,MC-105,480,461,19,1.19,542,7,535
M7235,MA1AB100000000235,WO10235,SUV Pro,GA-1,STN-02,2026-03-01 10:53,ENG-1418,SUP-116,EMP278,TL-004,,Valid,MC-101,480,457,23,0.98,534,2,532
M7236,MA1AB100000000236,WO10236,Sedan X,TRIM-1,STN-05,2026-03-01 10:55,ENG-1191,SUP-061,EMP297,TL-011,C,Valid,MC-102,480,450,30,0.93,463,3,460
M7237,MA1AB100000000237,WO10237,Sedan X,GA-1,STN-03,2026-03-01 10:56,ENG-1476,SUP-026,EMP271,TL-019,B,Valid,MC-103,480,443,37,0.93,584,1,583
M7238,MA1AB100000000238,WO10238,Sedan X,PAINT-1,Stn-03,2026-03-01 10:57,ENG-1241,SUP-179,EMP171,TL-098,,Valid,MC-104,480,448,32,0.99,470,12,458
M7239,MA1AB100000000239,WO10239,SUV Pro,GA-1,STN-01,2026-03-01 10:58,ENG-1009,SUP-066,EMP210,TL-020,,Valid,MC-105,480,480,0,1.08,545,5,540
M7240,MA1AB100000000240,WO10240,Sedan X,PAINT-1,STN-02,2026-03-01 11:00,ENG-1154,SUP-032,EMP124,TL-031,,Valid,MC-101,480,446,34,1.02,562,0,562
M7241,MA1AB100000000241,WO10241,Hatch Z,TRIM-1,STN-01,2026-03-01 11:01,ENG-1056,SUP-128,EMP374,TL-003,B,Valid,MC-102,480,478,2,1.1,467,9,458
M7242,MA1AB100000000242,WO10242,Hatch Z,GA-2,STN-03,2026-03-01 11:02,ENG-1219,SUP-001,EMP280,TL-031,,Valid,MC-103,480,451,29,1.04,506,14,492
M7243,MA1AB100000000243,WO10243,Sedan X,GA-1,STN-05,2026-03-01 11:03,ENG-1499,SUP-093,EMP134,TL-068,A,Valid,MC-104,480,436,44,1.05,542,8,534
M7244,MA1AB100000000244,WO10244,SUV Pro,TRIM-1,STN-01,2026-03-01 11:05,ENG-1325,SUP-100,EMP291,TL-033,A,Valid,MC-105,480,474,6,0.82,483,9,474
M7245,MA1AB100000000245,WO10245,SUV Pro,GA-1,STN-03,2026-03-01 11:06,ENG-1123,SUP-188,EMP153,TL-099,C,Valid,MC-101,480,448,32,0.8,484,4,480
M7246,MA1AB100000000246,WO10246,Sedan X,GA-1,STN-03,2026-03-01 11:07,ENG-1279,SUP-087,EMP189,TL-100,,Valid,MC-102,480,466,14,1.0,469,8,461
M7247,MA1AB100000000247,WO10247,Hatch Z,TRIM-1, stn-05 ,2026-03-01 11:08,ENG-1093,SUP-035,EMP132,TL-092,,Valid,MC-103,480,472,8,1.09,596,7,589
M7248,MA1AB100000000248,WO10248,Sedan X,PAINT-1,STN-02,2026-03-01 11:10,ENG-1022,SUP-052,EMP121,TL-041,C,Valid,MC-104,480,440,40,0.99,528,15,513
M7249,MA1AB100000000249,WO10249,Hatch Z,TRIM-1,Stn-03,2026-03-01 11:11,ENG-1278,SUP-122,EMP229,TL-005,B,Valid,MC-105,480,444,36,1.1,466,12,454
M7250,MA1AB100000000250,WO10250,SUV Pro,PAINT-1,Stn-03,2026-03-01 11:12,ENG-1399,SUP-013,EMP269,TL-035,A,Valid,MC-101,480,460,20,0.96,525,11,514
M7251,MA1AB100000000251,WO10251,SUV Pro,TRIM-1,STN-04,2026-03-01 11:13,ENG-1380,SUP-113,EMP297,TL-044,B,Valid,MC-102,480,468,12,0.86,592,10,582
M7252,MA1AB100000000252,WO10252,SUV Pro,TRIM-1,STN-03,2026-03-01 11:15,ENG-1473,SUP-133,EMP236,TL-011,,Valid,MC-103,480,438,42,0.89,508,14,494
M7253,MA1AB100000000253,WO10253,Sedan X,TRIM-1,STN-05,2026-03-01 11:16,ENG-1421,SUP-047,EMP379,TL-038,C,Valid,MC-104,480,474,6,1.03,599,10,589
M7254,MA1AB100000000254,WO10254,Sedan X,GA-1,STN-03,2026-03-01 11:17,ENG-1338,SUP-076,EMP256,TL-058,,Valid,MC-105,480,454,26,1.01,558,9,549
M7255,MA1AB100000000255,WO10255,Sedan X,TRIM-1,STN-03,2026-03-01 11:18,ENG-1228,SUP-011,EMP280,TL-079,,Valid,MC-101,480,437,43,0.93,537,13,524
M7256,MA1AB100000000256,WO10256,SUV Pro,GA-1,STN-01,2026-03-01 11:20,ENG-1343,SUP-164,EMP307,TL-047,B,Valid,MC-102,480,475,5,0.97,521,4,517
M7257,MA1AB100000000257,WO10257,Sedan X,GA-2,Stn-03,2026-03-01 11:21,ENG-1311,SUP-174,EMP324,TL-005,B,Valid,MC-103,480,435,45,1.11,559,15,544
M7258,MA1AB100000000258,WO10258,Sedan X,GA-2,Stn-03,2026-03-01 11:22,ENG-1330,SUP-094,EMP285,TL-050,A,Valid,MC-104,480,475,5,1.09,485,3,482
M7259,MA1AB100000000259,WO10259,Hatch Z,GA-2, stn-05 ,2026-03-01 11:23,ENG-1230,SUP-095,EMP290,TL-057,A,Valid,MC-105,480,477,3,1.14,582,14,568
M7260,MA1AB100000000260,WO10260,Hatch Z,GA-2,STN-05,2026-03-01 11:25,ENG-1187,SUP-102,EMP260,TL-084,C,Valid,MC-101,480,449,31,0.92,501,11,490
M7261,MA1AB100000000261,WO10261,Sedan X,GA-1,STN-01,2026-03-01 11:26,ENG-1376,SUP-048,EMP355,TL-067,,Valid,MC-102,480,458,22,0.97,466,3,463
M7262,MA1AB100000000262,WO10262,Hatch Z,GA-1,STN-03,2026-03-01 11:27,ENG-1396,SUP-067,EMP328,TL-028,C,Valid,MC-103,480,452,28,0.86,476,12,464
M7263,MA1AB100000000263,WO10263,Hatch Z,TRIM-1,STN-02,2026-03-01 11:28,ENG-1062,SUP-035,EMP137,TL-058,B,Valid,MC-104,480,453,27,0.99,481,14,467
M7264,MA1AB100000000264,WO10264,Hatch Z,TRIM-1,STN-01,2026-03-01 11:30,ENG-1414,SUP-175,EMP263,TL-086,C,Valid,MC-105,480,470,10,0.9,595,11,584
M7265,MA1AB100000000265,WO10265,Hatch Z,GA-1,STN-05,2026-03-01 11:31,ENG-1277,SUP-075,EMP253,TL-021,B,Valid,MC-101,480,462,18,1.13,531,12,519
M7266,MA1AB100000000266,WO10266,SUV Pro,GA-2,STN-01,2026-03-01 11:32,ENG-1102,SUP-036,EMP221,TL-064,A,Valid,MC-102,480,470,10,1.03,580,14,566
M7267,MA1AB100000000267,WO10267,SUV Pro,PAINT-1,STN-04,2026-03-01 11:33,ENG-1411,SUP-142,EMP166,TL-079,A,Valid,MC-103,480,445,35,0.98,458,10,448
M7268,MA1AB100000000268,WO10268,Sedan X,PAINT-1,STN-04,2026-03-01 11:35,ENG-1367,SUP-185,EMP345,TL-068,,Valid,MC-104,480,475,5,1.02,587,9,578
M7269,MA1AB100000000269,WO10269,SUV Pro,GA-1,STN-02,2026-03-01 11:36,ENG-1497,SUP-082,EMP137,TL-058,,Valid,MC-105,480,473,7,1.05,542,11,531
M7270,MA1AB100000000270,WO10270,Hatch Z,PAINT-1,STN-02,2026-03-01 11:37,ENG-1449,SUP-200,EMP382,TL-082,B,Valid,MC-101,480,467,13,1.13,500,13,487
M7271,MA1AB100000000271,WO10271,Sedan X,TRIM-1,STN-05,2026-03-01 11:38,ENG-1466,SUP-015,EMP163,TL-067,B,Valid,MC-102,480,479,1,1.19,550,15,535
M7272,MA1AB100000000272,WO10272,SUV Pro,GA-2,STN-02,2026-03-01 11:40,ENG-1165,SUP-182,EMP215,TL-045,C,Valid,MC-103,480,431,49,0.88,537,1,536
M7273,MA1AB100000000273,WO10273,Sedan X,PAINT-1,STN-02,2026-03-01 11:41,ENG-1325,SUP-142,EMP240,TL-017,C,Valid,MC-104,480,443,37,0.83,511,12,499
M7274,MA1AB100000000274,WO10274,Hatch Z,GA-1,STN-05,2026-03-01 11:42,ENG-1328,SUP-044,EMP397,TL-020,B,Valid,MC-105,480,449,31,0.85,525,6,519
M7275,MA1AB100000000275,WO10275,Hatch Z,PAINT-1,Stn-03,2026-03-01 11:43,ENG-1473,SUP-145,EMP121,TL-004,A,Valid,MC-101,480,456,24,1.14,561,3,558
M7276,MA1AB100000000276,WO10276,Sedan X,PAINT-1, stn-05 ,2026-03-01 11:45,ENG-1107,SUP-197,EMP392,TL-054,A,Valid,MC-102,480,460,20,1.12,476,1,475
M7277,MA1AB100000000277,WO10277,SUV Pro,PAINT-1, stn-05 ,2026-03-01 11:46,ENG-1489,SUP-078,EMP347,TL-032,,Valid,MC-103,480,459,21,0.87,461,2,459
M7278,MA1AB100000000278,WO10278,SUV Pro,TRIM-1,STN-01,2026-03-01 11:47,ENG-1352,SUP-016,EMP180,TL-057,,Valid,MC-104,480,453,27,1.17,482,1,481
M7279,MA1AB100000000279,WO10279,SUV Pro,TRIM-1,STN-02,2026-03-01 11:48,ENG-1174,SUP-156,EMP173,TL-041,C,Valid,MC-105,480,436,44,1.14,598,7,591
M7280,MA1AB100000000280,WO10280,Hatch Z,PAINT-1,STN-04,2026-03-01 11:50,ENG-1066,SUP-195,EMP289,TL-066,A,Valid,MC-101,480,451,29,1.02,588,2,586
